time,ACCESS-ESM1-5,GFDL-ESM4,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,CESM2,TAIESM1,CESM2-WACCM,CAMS-CSM1-0,ACCESS-CM2,MPI-ESM1-2-HR,CMCC-CM2-SR5,INM-CM4-8,INM-CM5-0,NORESM2-MM,EC-EARTH3
2035.0,44020486000.0,46008177000.0,46314267000.0,46279440000.0,45793206000.0,41493290000.0,46076690000.0,44369924000.0,44533318000.0,44887560000.0,45237710000.0,46657950000.0,44645245000.0,45848842000.0,46381190000.0,45855617000.0,44911616000.0,45131543000.0,44883510000.0
2036.0,43493190000.0,45654740000.0,46022615000.0,45900464000.0,45239200000.0,40887222000.0,45690490000.0,43838860000.0,43920310000.0,44308337000.0,44829594000.0,46372073000.0,44128354000.0,45544420000.0,45998744000.0,45228960000.0,44417160000.0,44755157000.0,44221776000.0
2037.0,42981810000.0,45321503000.0,45832790000.0,45686870000.0,44758240000.0,39926964000.0,45296500000.0,43315864000.0,43234615000.0,43690734000.0,44439510000.0,46425890000.0,43687064000.0,45103976000.0,45549363000.0,44806750000.0,43844264000.0,44169404000.0,43654074000.0
2038.0,42274070000.0,45080998000.0,45393470000.0,45407190000.0,44323525000.0,39040168000.0,44883603000.0,42715770000.0,42681364000.0,43030760000.0,43957838000.0,45931803000.0,43086336000.0,44676297000.0,45079237000.0,44503146000.0,43247755000.0,43740275000.0,43006920000.0
2039.0,41765057000.0,44633140000.0,45135983000.0,44973670000.0,44101288000.0,38035436000.0,44169020000.0,41939100000.0,42122953000.0,42399730000.0,43411812000.0,45551677000.0,42504966000.0,44504550000.0,44702990000.0,44015460000.0,42763104000.0,43295814000.0,42268790000.0
2040.0,41070220000.0,44217057000.0,44515987000.0,44533256000.0,43679404000.0,37320140000.0,43566400000.0,41406407000.0,41506263000.0,41735713000.0,42832850000.0,45601276000.0,42011525000.0,43991556000.0,44197827000.0,43619574000.0,42216194000.0,42710893000.0,41410610000.0
2041.0,40335323000.0,43843680000.0,44021105000.0,44201060000.0,43202564000.0,36335477000.0,42943960000.0,40785510000.0,40918598000.0,41137420000.0,42204266000.0,45177872000.0,41479303000.0,43475240000.0,43836750000.0,43168338000.0,41658030000.0,42330825000.0,40823296000.0
2042.0,39635420000.0,43394425000.0,43527350000.0,43658854000.0,42841800000.0,35339665000.0,42363793000.0,40312726000.0,40251822000.0,40672494000.0,41782830000.0,44781945000.0,40946700000.0,43362513000.0,43362247000.0,42671112000.0,41122673000.0,41815470000.0,40198365000.0
2043.0,38798025000.0,43005290000.0,43068880000.0,43211067000.0,42280250000.0,34330905000.0,41737460000.0,39576736000.0,39791104000.0,39815000000.0,41082130000.0,44376224000.0,40193240000.0,42874413000.0,43450960000.0,42190630000.0,40616070000.0,41171173000.0,39251200000.0
2044.0,37994190000.0,42569380000.0,42954970000.0,42726740000.0,41699054000.0,33191893000.0,41009136000.0,38915170000.0,38906302000.0,38986330000.0,40439240000.0,44237894000.0,39563727000.0,42451153000.0,42801160000.0,41674700000.0,39965250000.0,40597127000.0,38460350000.0
2045.0,37258700000.0,42228216000.0,42474910000.0,42249064000.0,41065153000.0,32416660000.0,40252450000.0,38219420000.0,38190998000.0,38230890000.0,39805820000.0,43708903000.0,38845310000.0,42031750000.0,42170876000.0,41192645000.0,39354286000.0,40083165000.0,37570015000.0
2046.0,36917367000.0,41641870000.0,41727850000.0,41709273000.0,40428028000.0,31434533000.0,39623705000.0,37466518000.0,37471506000.0,37448590000.0,39227326000.0,43286760000.0,38189425000.0,41567064000.0,41642000000.0,40779055000.0,39221140000.0,39491340000.0,36678033000.0
2047.0,36031340000.0,41158124000.0,41158586000.0,41083847000.0,39838278000.0,30340108000.0,38847350000.0,36716830000.0,36924590000.0,36572870000.0,38383380000.0,42949657000.0,37180404000.0,41606610000.0,41066676000.0,40168075000.0,38424890000.0,38859026000.0,35855196000.0
2048.0,34988876000.0,40666853000.0,40506230000.0,40457630000.0,39088214000.0,29313257000.0,38073860000.0,36062396000.0,36124738000.0,35624993000.0,37865607000.0,42488107000.0,36512965000.0,40682560000.0,40416272000.0,39661806000.0,37820940000.0,38265815000.0,35048380000.0
2049.0,34114873000.0,40298263000.0,39748600000.0,39830553000.0,38572800000.0,28150639000.0,37040656000.0,35299080000.0,35238960000.0,34733800000.0,37194190000.0,41969460000.0,35847786000.0,40153666000.0,39746060000.0,39153330000.0,37229620000.0,37668820000.0,34098526000.0
2050.0,33447805000.0,39709410000.0,38980506000.0,39258624000.0,37978180000.0,27172020000.0,35975635000.0,34610680000.0,34474066000.0,33963657000.0,36532750000.0,41704477000.0,35009890000.0,39758594000.0,39226704000.0,38516888000.0,36568900000.0,37019623000.0,33213856000.0
2051.0,32732568000.0,39123436000.0,38100836000.0,38673550000.0,37197332000.0,26324300000.0,34911630000.0,33912193000.0,33650170000.0,33097036000.0,35885453000.0,41035313000.0,34184993000.0,39096500000.0,38535270000.0,38044283000.0,35951505000.0,36312890000.0,32474649000.0
2052.0,32054716000.0,38380323000.0,37329203000.0,37946120000.0,36337480000.0,25308422000.0,34083506000.0,33233570000.0,32731777000.0,32195672000.0,35005090000.0,40478490000.0,33364130000.0,38476250000.0,37753598000.0,37546123000.0,35087147000.0,35644250000.0,31710614000.0
2053.0,31300090000.0,37688390000.0,36524910000.0,37223390000.0,35701390000.0,24325165000.0,33056485000.0,32445411000.0,32005910000.0,31340005000.0,34178353000.0,40014565000.0,32731812000.0,37890950000.0,37015120000.0,37065732000.0,34704760000.0,35488650000.0,31110255000.0
2054.0,30558010000.0,37147746000.0,35653730000.0,36493013000.0,35490170000.0,23345695000.0,31949918000.0,31982190000.0,31247760000.0,30337059000.0,33727306000.0,39530238000.0,32132252000.0,37225607000.0,36222120000.0,36440744000.0,34062252000.0,34617110000.0,30413978000.0
2055.0,29835397000.0,36693914000.0,35009597000.0,35761807000.0,34424353000.0,22413627000.0,30984727000.0,31210406000.0,30463082000.0,29904000000.0,32755956000.0,38931845000.0,31284154000.0,36791615000.0,35383325000.0,35842850000.0,33424005000.0,33999215000.0,29510760000.0
2056.0,29244430000.0,36078166000.0,34113180000.0,34876375000.0,33945526000.0,21628656000.0,29979687000.0,30576017000.0,29673260000.0,28916644000.0,31957172000.0,38378310000.0,30474324000.0,36070207000.0,34643268000.0,35321560000.0,32837728000.0,33141830000.0,28637400000.0
2057.0,28549206000.0,35426013000.0,33249910000.0,34133500000.0,33084740000.0,20630917000.0,29084088000.0,29863062000.0,28893130000.0,27905919000.0,31511839000.0,37841300000.0,29934143000.0,35432354000.0,33741361000.0,34787865000.0,32223190000.0,32435960000.0,27947796000.0
2058.0,27860412000.0,34806070000.0,32487897000.0,33216651000.0,32385540000.0,19812424000.0,28270811000.0,29145879000.0,28016654000.0,26982730000.0,30651281000.0,37126853000.0,29035470000.0,34932080000.0,32876069000.0,34157859000.0,31673248000.0,31783940000.0,27212620000.0
2059.0,27144862000.0,34121398000.0,31683793000.0,32239567000.0,31663114000.0,18969356000.0,27267643000.0,28431243000.0,27173090000.0,26112246000.0,29775440000.0,36464360000.0,28288760000.0,34230907000.0,31970173000.0,33506943000.0,31011006000.0,31160918000.0,26579421000.0
2060.0,26517660000.0,33400630000.0,30932425000.0,31435454000.0,31014461000.0,18189680000.0,26392650000.0,27734950000.0,26263402000.0,25204556000.0,29065112000.0,35748030000.0,27628050000.0,33637743000.0,31034890000.0,32941134000.0,30457240000.0,30395521000.0,26011046000.0
2061.0,25844610000.0,32648004000.0,30042425000.0,30490251000.0,30277224000.0,17453734000.0,25698306000.0,27025695000.0,25532965000.0,24357251000.0,28204468000.0,35097870000.0,26819998000.0,33193370000.0,30252681000.0,32116169000.0,29911572000.0,29669632000.0,25275605000.0
2062.0,25081448000.0,32626604000.0,29060823000.0,29495388000.0,29499770000.0,16767694000.0,24948924000.0,26273235000.0,24723522000.0,23599682000.0,27500577000.0,34450633000.0,26038321000.0,32507728000.0,29427526000.0,31661818000.0,29267063000.0,28968378000.0,24510140000.0
2063.0,24481753000.0,31772338000.0,28348658000.0,28619858000.0,29115286000.0,16179226000.0,24227963000.0,25594075000.0,24053502000.0,22811769000.0,26897467000.0,33785672000.0,25365922000.0,31732707000.0,28597647000.0,31118723000.0,28553333000.0,28180875000.0,23828519000.0
2064.0,23839564000.0,31259554000.0,27608044000.0,27578601000.0,28383971000.0,15486898000.0,23467045000.0,24800152000.0,23228840000.0,22058457000.0,26144582000.0,33125048000.0,24773579000.0,30906900000.0,27709563000.0,30647388000.0,27990524000.0,27455965000.0,23207620000.0
2065.0,23233220000.0,30772093000.0,26854111000.0,26754734000.0,27679201000.0,14833659000.0,22751447000.0,24281170000.0,22459520000.0,21240955000.0,25610279000.0,32916530000.0,23864371000.0,30079986000.0,26629704000.0,30082427000.0,27321344000.0,26739706000.0,22596442000.0
2066.0,22555814000.0,30173323000.0,26122033000.0,25848610000.0,27032340000.0,14123586000.0,22075206000.0,23731722000.0,21920650000.0,20573022000.0,25114345000.0,32060334000.0,23073343000.0,29683503000.0,25743106000.0,29474880000.0,26719226000.0,26155463000.0,21984590000.0
2067.0,21744670000.0,29649115000.0,25462050000.0,24762067000.0,26330247000.0,13485225000.0,21460167000.0,23195505000.0,21279046000.0,19995191000.0,24332356000.0,31344837000.0,22449090000.0,28986026000.0,24828030000.0,29002121000.0,26186940000.0,25531742000.0,21361678000.0
2068.0,21132587000.0,29112062000.0,24702378000.0,23798010000.0,25507473000.0,12849481000.0,20734319000.0,22488519000.0,20695673000.0,19222882000.0,23620475000.0,30748434000.0,21634597000.0,28233980000.0,23901137000.0,28453706000.0,25576792000.0,24996766000.0,20892690000.0
2069.0,20559628000.0,28550453000.0,24131150000.0,22857910000.0,24939858000.0,12104214000.0,20108730000.0,22000894000.0,20039635000.0,18613072000.0,23076067000.0,30154775000.0,21016228000.0,27655766000.0,23126653000.0,27927706000.0,25099895000.0,24364872000.0,20312302000.0
2070.0,19923862000.0,28095388000.0,23432737000.0,22091030000.0,24368978000.0,11457036000.0,19438310000.0,21421838000.0,19464548000.0,18091354000.0,22442613000.0,29567121000.0,20313842000.0,27206658000.0,22314088000.0,27094346000.0,24453835000.0,23791730000.0,19833324000.0
2071.0,19239166000.0,27617548000.0,22721092000.0,21208957000.0,23726506000.0,10808989000.0,18808736000.0,20881838000.0,18849223000.0,17521322000.0,21814702000.0,28913068000.0,19658795000.0,26571670000.0,21657858000.0,26452283000.0,23890952000.0,23109120000.0,19302048000.0
2072.0,18662676000.0,27010443000.0,21944105000.0,20440316000.0,23042970000.0,10292534000.0,18186711000.0,20367510000.0,18321588000.0,16976583000.0,21235896000.0,28303016000.0,19084947000.0,25833116000.0,21015724000.0,25941084000.0,23359435000.0,22429530000.0,18750460000.0
2073.0,18013018000.0,26514868000.0,21460720000.0,19528129000.0,22520270000.0,9679856000.0,17566747000.0,19936557000.0,17850761000.0,16436789000.0,20662061000.0,27690222000.0,18439907000.0,25286870000.0,20335043000.0,25697565000.0,22811509000.0,21915648000.0,18264259000.0
2074.0,17495276000.0,26074710000.0,20892484000.0,18907746000.0,21891406000.0,9151759000.0,17029371000.0,19439030000.0,17358764000.0,15910519000.0,20055180000.0,27426783000.0,17847126000.0,24752026000.0,19743631000.0,24964968000.0,22291410000.0,21385566000.0,17774563000.0
2075.0,16905462000.0,25715366000.0,20104565000.0,18119380000.0,21181067000.0,8612554000.0,16426989000.0,18907200000.0,16839498000.0,15458701000.0,19479024000.0,26936347000.0,17353322000.0,24034546000.0,19030577000.0,24354320000.0,21851455000.0,20780016000.0,17263235000.0
2076.0,16255051000.0,25230836000.0,19574910000.0,17385028000.0,20584806000.0,8154352000.0,15812775000.0,18346873000.0,16322217000.0,14994883000.0,18985495000.0,26360371000.0,16832802000.0,23316842000.0,18367783000.0,23783410000.0,21344570000.0,20254564000.0,16840389000.0
2077.0,15757075000.0,24753072000.0,19048948000.0,16704563000.0,20032230000.0,7679149000.0,15292784000.0,17928830000.0,15863643000.0,14449400000.0,18439630000.0,25824061000.0,16297894000.0,22708250000.0,17720732000.0,23323443000.0,20860113000.0,19740582000.0,16387160000.0
2078.0,15313511000.0,24309383000.0,18516355000.0,16158044000.0,19520184000.0,7332169700.0,14764595000.0,17404166000.0,15436967000.0,14009345000.0,17837162000.0,25199999000.0,15814085000.0,22073645000.0,17056305000.0,22922074000.0,20425517000.0,19267620000.0,15987842000.0
2079.0,14745534000.0,23730018000.0,17977412000.0,15673040000.0,19084448000.0,6893145600.0,14189512000.0,16907358000.0,14967269000.0,13598918000.0,17295501000.0,24857030000.0,15284578000.0,21498431000.0,16506813000.0,22457356000.0,19879895000.0,18795490000.0,15522019000.0
2080.0,14190189000.0,23207800000.0,17538863000.0,15025723000.0,18406498000.0,6495834000.0,13656635000.0,16476681000.0,14599051000.0,13205337000.0,16816933000.0,24614340000.0,14827031000.0,20823726000.0,15957779000.0,21914626000.0,19446698000.0,18299075000.0,15120521000.0
2081.0,13712432000.0,22752254000.0,16967743000.0,14484612000.0,17842635000.0,6254090000.0,13174414000.0,16052754000.0,14141131000.0,12797956000.0,16403449000.0,24035848000.0,14308963000.0,20280547000.0,15340844000.0,21486055000.0,18965220000.0,17880121000.0,14652945000.0
2082.0,13315260000.0,22272477000.0,16360926000.0,13945726000.0,17302050000.0,5952684000.0,12656378000.0,15620440000.0,13766929000.0,12499729000.0,15849118000.0,23532044000.0,13834450000.0,19731399000.0,14845118000.0,21020856000.0,18555937000.0,17414263000.0,14201230000.0
2083.0,12874715000.0,21785342000.0,15865642000.0,13438235000.0,16776450000.0,5613921000.0,12136390000.0,15321738000.0,13362670000.0,12102064000.0,15316826000.0,22999568000.0,13326044000.0,19238818000.0,14282026000.0,20555624000.0,18114470000.0,16953948000.0,13830348000.0
2084.0,12427842000.0,21304474000.0,15367626000.0,12929521000.0,16211119000.0,5321313300.0,11698770000.0,14818225000.0,13001585000.0,11713927000.0,14886772000.0,22420263000.0,12902757000.0,18616982000.0,13783684000.0,20059130000.0,17739112000.0,16483056000.0,13394878000.0
2085.0,11998269000.0,20845752000.0,14898962000.0,12493266000.0,15700249000.0,5045027300.0,11310381000.0,14444947000.0,12648650000.0,11352760000.0,14457982000.0,21878180000.0,12476958000.0,18113964000.0,13309314000.0,19622734000.0,17356585000.0,16073942000.0,12964785000.0
2086.0,11644947000.0,20484237000.0,14415063000.0,12173206000.0,15289686000.0,4795495000.0,10887704000.0,14064385000.0,12310454000.0,11037536000.0,13975780000.0,21345507000.0,12012795000.0,17568571000.0,12886406000.0,19263214000.0,16960012000.0,15596640000.0,12486731000.0
2087.0,11342957000.0,20085450000.0,13926479000.0,11810529000.0,14858259000.0,4571148300.0,10497221000.0,13722328000.0,12037593000.0,10712928000.0,13575359000.0,20840640000.0,11632982000.0,17163823000.0,12437003000.0,18941125000.0,16589052000.0,15233293000.0,12112317000.0
2088.0,11003934000.0,19644099000.0,13420538000.0,11320724000.0,14369238000.0,4377395700.0,10081943000.0,13413344000.0,11754159000.0,10463951000.0,13245072000.0,20380449000.0,11295481000.0,16586058000.0,12022824000.0,18587316000.0,16165769000.0,14853305000.0,11656873000.0
2089.0,10677763000.0,19280654000.0,13022594000.0,10978060000.0,13917765000.0,4150853000.0,9717328000.0,13065936000.0,11453924000.0,10192844000.0,12916712000.0,20013961000.0,10956794000.0,16101643000.0,11673908000.0,18412528000.0,15811587000.0,14479003000.0,11281917000.0
2090.0,10376953000.0,18821214000.0,12585532000.0,10626354000.0,13459700000.0,3930824200.0,9416738000.0,12766928000.0,11182066000.0,9858526000.0,12540606000.0,19874007000.0,10583993000.0,15607257000.0,11324497000.0,18241743000.0,15546596000.0,14157272000.0,10858997000.0
2091.0,10069917000.0,18364320000.0,12219585000.0,10265522000.0,12993606000.0,3761922000.0,9038400000.0,12486056000.0,10877488000.0,9589456000.0,12138036000.0,19399006000.0,10202386000.0,15196315000.0,10963478000.0,17766787000.0,15172070000.0,13817015000.0,10549131000.0
2092.0,9860164000.0,17975216000.0,11826951000.0,9931210000.0,12677517000.0,3552939800.0,8626982000.0,12199307000.0,10596301000.0,9232933000.0,11806838000.0,18950095000.0,9851296000.0,14765581000.0,10625780000.0,17435773000.0,14977908000.0,13464649000.0,10184162000.0
2093.0,9534710000.0,17533830000.0,11408505000.0,9502944000.0,12264526000.0,3394253800.0,8260626000.0,11845960000.0,10285855000.0,8935100000.0,11409987000.0,18571661000.0,9357300000.0,14274908000.0,10339898000.0,17100657000.0,14648759000.0,13143266000.0,9817682000.0
2094.0,9233663000.0,17104564000.0,10972425000.0,9019774000.0,11847836000.0,3205568800.0,7890467300.0,11532128000.0,10048629000.0,8637082000.0,11063622000.0,18096228000.0,9050970000.0,13782069000.0,10074882000.0,16825467000.0,14379022000.0,12899943000.0,9472432000.0
2095.0,8975603000.0,16815684000.0,10595793000.0,8716345000.0,11489665000.0,3110653700.0,7415166000.0,11189105000.0,9758932000.0,8333370000.0,10759204000.0,17694577000.0,8759903000.0,13417210000.0,9779227000.0,16477952000.0,14120349000.0,12633956000.0,9161209000.0
2096.0,8713395000.0,16506913000.0,10159746000.0,8356405000.0,11117135000.0,2980667400.0,6955147300.0,10842186000.0,9451409000.0,8013721600.0,10457105000.0,17338026000.0,8391589000.0,13049269000.0,9462616000.0,16107785000.0,13748933000.0,12337128000.0,8707259000.0
2097.0,8456812500.0,16114891000.0,9772998000.0,8029060600.0,10788301000.0,2810260000.0,6595621000.0,10499274000.0,9158057000.0,7703309000.0,10150289000.0,16908442000.0,8040558000.0,12682177000.0,9169767000.0,15817891000.0,13387027000.0,12056028000.0,8375686700.0
