time,MRI-ESM2-0,ACCESS-ESM1-5,EC-EARTH3-VEG,GFDL-ESM4,FGOALS-F3-L,BCC-CSM2-MR,IPSL-CM6A-LR,CANESM5,NORESM2-MM,INM-CM4-8,INM-CM5-0,EC-EARTH3,CESM2,ACCESS-CM2,CAMS-CSM1-0,CESM2-WACCM,MPI-ESM1-2-HR
2034.0,45292110000.0,45320393000.0,46241296000.0,46154064000.0,46482375000.0,46818226000.0,47090946000.0,43743007000.0,46089687000.0,46434333000.0,45476803000.0,44630225000.0,45569310000.0,44905357000.0,47253467000.0,45783520000.0,46678680000.0
2035.0,44847420000.0,44936220000.0,46024745000.0,45748070000.0,45958296000.0,46525686000.0,46657913000.0,43099107000.0,45683032000.0,46172470000.0,45232020000.0,44049736000.0,45128847000.0,44442083000.0,46975586000.0,45478277000.0,46484906000.0
2036.0,44387095000.0,44493185000.0,45700186000.0,45465145000.0,45539270000.0,46408245000.0,46025822000.0,42585862000.0,45390676000.0,45887200000.0,44751850000.0,43454480000.0,44735218000.0,43929690000.0,47018930000.0,45036580000.0,47742562000.0
2037.0,43991610000.0,44034118000.0,45494410000.0,45241240000.0,45265564000.0,46569560000.0,45787230000.0,42560650000.0,45134750000.0,45699090000.0,44301685000.0,42913698000.0,44190675000.0,43330080000.0,47034618000.0,44857830000.0,46363734000.0
2038.0,43467796000.0,43549954000.0,45242094000.0,45169717000.0,44934910000.0,46014177000.0,45355330000.0,41598640000.0,45300110000.0,45388464000.0,43919372000.0,42439960000.0,44117185000.0,42862068000.0,46555734000.0,44437803000.0,45894310000.0
2039.0,43133374000.0,43264710000.0,44805180000.0,44731724000.0,44781253000.0,45751833000.0,45123592000.0,41108790000.0,44683923000.0,45051716000.0,43368460000.0,41737064000.0,43223450000.0,42417130000.0,46223823000.0,43976790000.0,45452927000.0
2040.0,42469806000.0,42709300000.0,44364470000.0,44335235000.0,44406820000.0,45349163000.0,44443116000.0,40214830000.0,44111577000.0,44828824000.0,42963510000.0,41049997000.0,42542748000.0,41779474000.0,46531068000.0,43520705000.0,45429907000.0
2041.0,41955360000.0,42084274000.0,44122006000.0,44591530000.0,44070253000.0,44998914000.0,44098167000.0,39470473000.0,44213410000.0,44475593000.0,42579210000.0,40369115000.0,42064437000.0,41221075000.0,46013497000.0,43262296000.0,45100073000.0
2042.0,41522115000.0,41650205000.0,44637070000.0,44212814000.0,43634184000.0,44805206000.0,43932460000.0,38791240000.0,43626004000.0,44267900000.0,42056500000.0,39690200000.0,41494196000.0,40712340000.0,45752690000.0,42752274000.0,44806095000.0
2043.0,41027097000.0,41087940000.0,43728814000.0,43963523000.0,43268960000.0,44494336000.0,43461366000.0,38106090000.0,43218670000.0,43802165000.0,41665160000.0,38955540000.0,40918786000.0,40204616000.0,45879080000.0,42163802000.0,44491010000.0
2044.0,40547230000.0,40463380000.0,43340292000.0,43537478000.0,42836780000.0,44197470000.0,43239113000.0,37514744000.0,42797390000.0,43581870000.0,41026052000.0,38450917000.0,40394555000.0,39571850000.0,45237910000.0,42602353000.0,44091210000.0
2045.0,40094200000.0,39884610000.0,43064824000.0,43154630000.0,42715060000.0,44239032000.0,42639080000.0,36611370000.0,42269050000.0,43132355000.0,40558420000.0,37837790000.0,39873843000.0,38926987000.0,45856220000.0,41436350000.0,43682873000.0
2046.0,39569334000.0,39440110000.0,42861253000.0,42833160000.0,42400612000.0,43799773000.0,42185142000.0,35849257000.0,41787880000.0,42833904000.0,40177656000.0,37142122000.0,39534846000.0,38409257000.0,44827160000.0,40869966000.0,43498885000.0
2047.0,39068020000.0,38887756000.0,42477044000.0,42556830000.0,41821500000.0,43379170000.0,41725657000.0,35144160000.0,41357650000.0,42414535000.0,39786500000.0,36490780000.0,38897836000.0,37657870000.0,44686156000.0,40478855000.0,44918485000.0
2048.0,38589858000.0,38442877000.0,42211660000.0,42260087000.0,41523278000.0,42970268000.0,41326576000.0,34392547000.0,41169660000.0,42082513000.0,39377210000.0,35845950000.0,38119280000.0,37180973000.0,44784750000.0,40090060000.0,43222098000.0
2049.0,38065410000.0,37707088000.0,42173320000.0,42033283000.0,41143970000.0,42521317000.0,40826290000.0,33759689000.0,40661860000.0,41527996000.0,39091184000.0,35237323000.0,37683490000.0,36713200000.0,44738544000.0,39651770000.0,42632995000.0
2050.0,37483356000.0,37165310000.0,41608690000.0,41899545000.0,40575960000.0,42295350000.0,40337424000.0,33100933000.0,40209630000.0,41100190000.0,38515660000.0,34751193000.0,37153608000.0,35978600000.0,46165017000.0,39300790000.0,42539946000.0
2051.0,36979390000.0,36657398000.0,41645470000.0,41358987000.0,40171260000.0,41757463000.0,39765000000.0,32418180000.0,39792740000.0,41467904000.0,38296752000.0,34298102000.0,36745175000.0,35287810000.0,44122587000.0,38985420000.0,42129175000.0
2052.0,36499595000.0,36047110000.0,40943395000.0,41108013000.0,39882285000.0,41303580000.0,39580107000.0,31915686000.0,39427473000.0,40637604000.0,37735666000.0,33980256000.0,36349140000.0,34974440000.0,43676553000.0,38542844000.0,41797415000.0
2053.0,36051630000.0,35330040000.0,40872833000.0,40852250000.0,39561910000.0,40880775000.0,39178480000.0,31279733000.0,38960472000.0,40188674000.0,37017973000.0,33346951000.0,35711234000.0,34339942000.0,43521565000.0,38048200000.0,43126727000.0
2054.0,35588620000.0,34797800000.0,40295145000.0,40368410000.0,39257250000.0,40520843000.0,38669337000.0,30589536000.0,38490730000.0,40122120000.0,36557860000.0,32713736000.0,35173118000.0,33816924000.0,43802580000.0,37700390000.0,42274623000.0
2055.0,35099193000.0,34373763000.0,39948292000.0,40055530000.0,38862692000.0,40226824000.0,38158037000.0,30059800000.0,38246140000.0,39569020000.0,36185985000.0,32205447000.0,34520550000.0,33171773000.0,43442467000.0,37401100000.0,41227514000.0
2056.0,34767446000.0,33722253000.0,40992936000.0,40044990000.0,38358307000.0,40303880000.0,37638304000.0,29519317000.0,37724684000.0,39247438000.0,35735630000.0,31776973000.0,33956358000.0,32539990000.0,42878788000.0,36935530000.0,41170310000.0
2057.0,34148450000.0,33341585000.0,40512115000.0,39601525000.0,38022267000.0,39624925000.0,37106640000.0,29057812000.0,37308170000.0,39033164000.0,35448353000.0,31221426000.0,33280940000.0,32011260000.0,42927510000.0,36391043000.0,40662462000.0
2058.0,33652537000.0,32823520000.0,39775252000.0,39182184000.0,37657715000.0,39139480000.0,36491166000.0,28406743000.0,37280590000.0,38661255000.0,35066940000.0,30864234000.0,32874646000.0,31368362000.0,42451104000.0,36216914000.0,40316010000.0
2059.0,33206776000.0,32451740000.0,39297343000.0,38803935000.0,37229870000.0,38639920000.0,36073890000.0,27803590000.0,36661576000.0,38138143000.0,34598957000.0,30312258000.0,32343276000.0,30771476000.0,42199314000.0,35629980000.0,39829836000.0
2060.0,32767670000.0,31948472000.0,38919418000.0,38775490000.0,37200343000.0,38282375000.0,35462447000.0,27172985000.0,36321430000.0,37906047000.0,34309083000.0,29837955000.0,31854936000.0,30452441000.0,42119107000.0,35129954000.0,39719223000.0
2061.0,32369144000.0,31409770000.0,39669707000.0,38243852000.0,36317000000.0,37891220000.0,34732098000.0,26823730000.0,35917190000.0,37602250000.0,33839411000.0,29688115000.0,31351941000.0,29890753000.0,41663460000.0,35051848000.0,39415783000.0
2062.0,32031433000.0,31085595000.0,38377595000.0,37922402000.0,36016443000.0,37901406000.0,33978962000.0,26747077000.0,35453153000.0,37205836000.0,33373340000.0,29182286000.0,30822453000.0,29351784000.0,41309245000.0,34371990000.0,39629115000.0
2063.0,31422736000.0,30595908000.0,38066710000.0,37435576000.0,35889040000.0,37405966000.0,33452761000.0,26087053000.0,35076680000.0,37033484000.0,33076860000.0,28837106000.0,30492041000.0,28832268000.0,41090265000.0,33962550000.0,38875615000.0
2064.0,31209415000.0,30292904000.0,37757174000.0,37034463000.0,35683074000.0,37178053000.0,32768258000.0,25672602000.0,34844990000.0,36643557000.0,32747196000.0,28453230000.0,29914829000.0,28395790000.0,40885190000.0,33938084000.0,40039043000.0
2065.0,30750173000.0,29721586000.0,37525074000.0,36646530000.0,35008430000.0,36809690000.0,32150315000.0,25184152000.0,34333989000.0,36170240000.0,32418560000.0,28167055000.0,29729743000.0,28023566000.0,41335157000.0,33480059000.0,38840480000.0
2066.0,30273098000.0,29302538000.0,38501143000.0,36440550000.0,34614424000.0,36331323000.0,31583994000.0,24977490000.0,34060642000.0,35963090000.0,32100741000.0,27748137000.0,29133654000.0,27483054000.0,40436347000.0,33450062000.0,38619947000.0
2067.0,29994756000.0,29124338000.0,37529723000.0,36196557000.0,34515694000.0,35858567000.0,30815396000.0,24458070000.0,33660752000.0,35652050000.0,31920134000.0,27359363000.0,28917496000.0,26996263000.0,42221863000.0,32724460000.0,38370263000.0
2068.0,29954228000.0,29010874000.0,36876540000.0,36162937000.0,33874274000.0,35351683000.0,30259984000.0,23974162000.0,33332898000.0,35149492000.0,31525890000.0,27047821000.0,28504236000.0,26607133000.0,40282694000.0,32660898000.0,37893010000.0
2069.0,29491913000.0,28335876000.0,36597140000.0,35725070000.0,33594513000.0,34863350000.0,29800659000.0,23868967000.0,32871907000.0,35377852000.0,31495584000.0,26621055000.0,28311028000.0,26117250000.0,40367133000.0,32421910000.0,37637380000.0
2070.0,30316413000.0,27925422000.0,36161405000.0,35654103000.0,33380900000.0,34685563000.0,29279902000.0,23525972000.0,32417255000.0,34586570000.0,30986959000.0,26267722000.0,27891558000.0,25597501000.0,41429480000.0,31919286000.0,37912430000.0
2071.0,28999016000.0,27452720000.0,35904140000.0,35270877000.0,33515532000.0,34575290000.0,28660255000.0,23653136000.0,32187187000.0,34300735000.0,30753073000.0,25959540000.0,28158075000.0,25327337000.0,39959070000.0,31487480000.0,37295542000.0
2072.0,29560988000.0,27093330000.0,35939774000.0,34839667000.0,32772076000.0,34236340000.0,28049396000.0,22873977000.0,31781908000.0,33920401000.0,31813775000.0,25565297000.0,27328928000.0,24896016000.0,40179830000.0,31047072000.0,37166300000.0
2073.0,28957893000.0,26773293000.0,35910720000.0,34364047000.0,32460567000.0,34482835000.0,27648754000.0,22606268000.0,31385190000.0,34045807000.0,31099806000.0,25183720000.0,26939390000.0,24504510000.0,39296856000.0,30832904000.0,37175656000.0
2074.0,28219236000.0,26484034000.0,35318297000.0,34377503000.0,32046772000.0,33610154000.0,27277865000.0,22123991000.0,31046623000.0,33573100000.0,30241160000.0,24901622000.0,26565415000.0,24087435000.0,39009595000.0,30411246000.0,36674560000.0
2075.0,28228045000.0,26360693000.0,34986975000.0,34405655000.0,32875358000.0,33454889000.0,26953800000.0,21787726000.0,30573822000.0,33207540000.0,29933850000.0,25194020000.0,26474596000.0,23744387000.0,38769164000.0,30051412000.0,37927207000.0
2076.0,27505510000.0,25833155000.0,34804847000.0,33733060000.0,32187195000.0,32843043000.0,27010468000.0,22296700000.0,30336692000.0,32886147000.0,29771315000.0,24816757000.0,27657865000.0,23631964000.0,38502015000.0,29887869000.0,36500386000.0
2077.0,28593648000.0,25556460000.0,34706657000.0,33445294000.0,32899793000.0,32748610000.0,26243492000.0,21831887000.0,30127403000.0,32620495000.0,29784902000.0,24352444000.0,26361424000.0,23308425000.0,38333374000.0,29599617000.0,36239950000.0
2078.0,27385674000.0,25201293000.0,34487955000.0,33366823000.0,32560996000.0,32198615000.0,25838944000.0,21281049000.0,29782161000.0,32376642000.0,29383107000.0,24047903000.0,25922036000.0,23042347000.0,38146306000.0,29698925000.0,35904827000.0
2079.0,27164365000.0,24922614000.0,34095460000.0,33757762000.0,31960865000.0,32019690000.0,25724545000.0,20948875000.0,29484095000.0,32095117000.0,28968360000.0,24088472000.0,25435204000.0,22796420000.0,37739950000.0,29239060000.0,35709764000.0
2080.0,26703649000.0,24617355000.0,33765917000.0,33717168000.0,31573152000.0,31829246000.0,25231153000.0,20621870000.0,29234663000.0,31762379000.0,28717998000.0,23926665000.0,25152817000.0,22554294000.0,37773644000.0,28936126000.0,35541336000.0
2081.0,27537807000.0,24542350000.0,33617449000.0,34701940000.0,31552570000.0,32126170000.0,25059144000.0,20458240000.0,28950070000.0,31493585000.0,28515668000.0,23409236000.0,26093970000.0,22158834000.0,37459337000.0,28683043000.0,35352887000.0
2082.0,26630482000.0,24542194000.0,33438374000.0,33414849000.0,31150787000.0,31720206000.0,24720888000.0,20358134000.0,28619715000.0,31387945000.0,28257397000.0,23510202000.0,25384266000.0,21904271000.0,37300890000.0,28551352000.0,35593210000.0
2083.0,26134858000.0,24260958000.0,33319610000.0,33162037000.0,30803517000.0,31272653000.0,24807170000.0,19971439000.0,28676970000.0,32094630000.0,27940727000.0,23432421000.0,24595763000.0,22007142000.0,36954980000.0,28144058000.0,35346910000.0
2084.0,26124048000.0,24021050000.0,32949092000.0,32485573000.0,30815883000.0,31591289000.0,24351175000.0,19685857000.0,28114831000.0,31196942000.0,27712858000.0,23065168000.0,24335806000.0,21414212000.0,37812240000.0,28415578000.0,34698715000.0
2085.0,26160890000.0,23611554000.0,32636844000.0,32312433000.0,31180680000.0,30665617000.0,23926962000.0,19504863000.0,28713134000.0,31013966000.0,28712225000.0,22866508000.0,24073966000.0,21170815000.0,36743655000.0,27918008000.0,34752200000.0
2086.0,25820867000.0,23535788000.0,32339122000.0,31966570000.0,30720550000.0,30834373000.0,23616870000.0,21415166000.0,28141222000.0,30687666000.0,28401596000.0,22550942000.0,23888124000.0,20900868000.0,36443270000.0,28749242000.0,35819720000.0
2087.0,26028919000.0,23134384000.0,32058171000.0,32676403000.0,30226900000.0,30643362000.0,23352246000.0,20810318000.0,27628042000.0,30706651000.0,27325192000.0,22373431000.0,24616800000.0,20622590000.0,36156674000.0,27598471000.0,34921492000.0
2088.0,25682012000.0,22959340000.0,31816483000.0,32582720000.0,29880988000.0,30141463000.0,23127970000.0,19440638000.0,27279294000.0,30291606000.0,27063587000.0,22304018000.0,24248700000.0,20335555000.0,36236040000.0,27306602000.0,34444330000.0
2089.0,25323835000.0,22597040000.0,31749343000.0,31948356000.0,30428891000.0,30077014000.0,23119206000.0,19159917000.0,27144950000.0,30209257000.0,26862630000.0,22661660000.0,23695557000.0,20195110000.0,35876418000.0,27007822000.0,34154381000.0
2090.0,27607040000.0,22431453000.0,31370822000.0,31945658000.0,29779310000.0,29900452000.0,22865226000.0,19482780000.0,26981548000.0,30066434000.0,26884210000.0,22303050000.0,23608478000.0,19980052000.0,35696720000.0,27307893000.0,33904726000.0
2091.0,25958207000.0,22153710000.0,31118232000.0,31988888000.0,29284387000.0,29485224000.0,22813622000.0,18761020000.0,26912385000.0,29912676000.0,26594902000.0,22595514000.0,23702270000.0,19643980000.0,35633734000.0,26627800000.0,34305827000.0
2092.0,27179366000.0,22125103000.0,30845321000.0,31175373000.0,29121495000.0,30783338000.0,22265225000.0,18503000000.0,26563293000.0,29590110000.0,26642805000.0,22815869000.0,23299465000.0,19494832000.0,35322647000.0,27192922000.0,33863260000.0
2093.0,25305082000.0,22264630000.0,30531916000.0,30996015000.0,29919156000.0,29898360000.0,22223172000.0,18454649000.0,26337022000.0,29323477000.0,26468848000.0,22261762000.0,22932802000.0,19445856000.0,35123982000.0,26541662000.0,33939600000.0
2094.0,25573345000.0,21877430000.0,30172008000.0,31970190000.0,29491941000.0,29287200000.0,21870570000.0,18512580000.0,26070663000.0,29370106000.0,26842080000.0,21813450000.0,22925120000.0,19231142000.0,35379950000.0,26281605000.0,33376745000.0
2095.0,25300908000.0,21914147000.0,29836837000.0,30770379000.0,29151480000.0,29009211000.0,22171982000.0,18114904000.0,26093924000.0,28975790000.0,26238896000.0,21610131000.0,23328805000.0,19065625000.0,35868180000.0,26071216000.0,36626120000.0
2096.0,25330076000.0,24616774000.0,29704808000.0,31073560000.0,29737340000.0,29146198000.0,21862728000.0,18638473000.0,25612753000.0,28931498000.0,25942514000.0,22031462000.0,22489608000.0,19337845000.0,35500540000.0,25814270000.0,34260613000.0
2097.0,25915212000.0,22480716000.0,29561230000.0,32824666000.0,28985735000.0,28687548000.0,21354877000.0,21025755000.0,25372353000.0,28661553000.0,25724360000.0,21632620000.0,22426532000.0,18700405000.0,35145298000.0,25593385000.0,34307875000.0
2098.0,26331273000.0,21663930000.0,29175440000.0,30580505000.0,28602218000.0,29050247000.0,21313122000.0,18376790000.0,27422650000.0,28955247000.0,26034940000.0,21569233000.0,22230118000.0,18669360000.0,34470294000.0,25564623000.0,33228632000.0
2099.0,25732491000.0,21191060000.0,28787913000.0,30230108000.0,28600769000.0,29240824000.0,21139530000.0,18284601000.0,25492611000.0,30104525000.0,25504573000.0,21290270000.0,22906796000.0,18478166000.0,34630870000.0,25180223000.0,32990974000.0
2100.0,26403010000.0,21184643000.0,28620450000.0,30847932000.0,29855310000.0,28663128000.0,21183807000.0,18363783000.0,25105150000.0,28692520000.0,25469350000.0,22260828000.0,22823547000.0,18208570000.0,35425930000.0,25607188000.0,33006713000.0
