time,CCSM4,CESM1-CAM5
2000.0,89173254000.0,89173320000.0
2001.0,88896210000.0,88896274000.0
2002.0,88782520000.0,88782586000.0
2003.0,88609840000.0,88609910000.0
2004.0,88458930000.0,88458990000.0
2005.0,88440100000.0,88440170000.0
2006.0,88511780000.0,88511850000.0
2007.0,88851430000.0,88851500000.0
2008.0,88522120000.0,88522334000.0
2009.0,88326595000.0,88326810000.0
2010.0,88047480000.0,88047540000.0
2011.0,87942414000.0,87942480000.0
2012.0,88147410000.0,88147620000.0
2013.0,88202854000.0,88202940000.0
2014.0,88882405000.0,88882460000.0
2015.0,88072300000.0,88072356000.0
2016.0,89330426000.0,89330650000.0
2017.0,88129780000.0,88130000000.0
2018.0,87990090000.0,87990305000.0
2019.0,89762110000.0,89762340000.0
2020.0,87779760000.0,87779975000.0
2021.0,87879385000.0,87868285000.0
2022.0,87566340000.0,87463670000.0
2023.0,87997104000.0,87265750000.0
2024.0,87414640000.0,87168570000.0
2025.0,87471760000.0,86905070000.0
2026.0,87343415000.0,86741510000.0
2027.0,88037940000.0,86547230000.0
2028.0,87962750000.0,86265820000.0
2029.0,87819805000.0,85979240000.0
2030.0,87417150000.0,85684340000.0
2031.0,87442694000.0,85416050000.0
2032.0,87318800000.0,85139210000.0
2033.0,87327660000.0,84789460000.0
2034.0,86979930000.0,84478980000.0
2035.0,86788740000.0,84114190000.0
2036.0,88811800000.0,83854025000.0
2037.0,87578450000.0,83376850000.0
2038.0,86991454000.0,82936380000.0
2039.0,86506790000.0,82709670000.0
2040.0,86449000000.0,82206220000.0
2041.0,86234300000.0,81734290000.0
2042.0,85889425000.0,81205920000.0
2043.0,85679490000.0,80911780000.0
2044.0,85608600000.0,80865010000.0
2045.0,85309130000.0,80436970000.0
2046.0,85183340000.0,79784804000.0
2047.0,85338470000.0,79006550000.0
2048.0,85018670000.0,78723146000.0
2049.0,84623970000.0,78181695000.0
2050.0,84294410000.0,77529055000.0
2051.0,84066840000.0,76889310000.0
2052.0,83968750000.0,76202440000.0
2053.0,83619270000.0,75441365000.0
2054.0,83215030000.0,74960310000.0
2055.0,82896430000.0,74290430000.0
2056.0,83032230000.0,73547686000.0
2057.0,82465006000.0,72749460000.0
2058.0,82115950000.0,72202445000.0
2059.0,81744200000.0,71491090000.0
2060.0,81402940000.0,70624240000.0
2061.0,81131100000.0,70013590000.0
2062.0,80733690000.0,69170870000.0
2063.0,80516780000.0,68213453000.0
2064.0,79926260000.0,67260703000.0
2065.0,79493110000.0,66216845000.0
2066.0,79139910000.0,64916560000.0
2067.0,78741960000.0,63933180000.0
2068.0,78338195000.0,63140454000.0
2069.0,78036470000.0,62137290000.0
2070.0,78163130000.0,61102498000.0
2071.0,77309830000.0,60339675000.0
2072.0,77312140000.0,59422077000.0
2073.0,76663300000.0,58712390000.0
2074.0,76661070000.0,57894707000.0
2075.0,76208366000.0,56925630000.0
2076.0,75426700000.0,55977665000.0
2077.0,74986450000.0,54968095000.0
2078.0,74463110000.0,54240720000.0
2079.0,74073500000.0,53389920000.0
2080.0,73884150000.0,52449720000.0
2081.0,73629065000.0,51696730000.0
2082.0,72928320000.0,50873532000.0
2083.0,72532610000.0,49606800000.0
2084.0,72101030000.0,48587270000.0
2085.0,71450680000.0,47553400000.0
2086.0,71245960000.0,46697260000.0
2087.0,70817020000.0,45641142000.0
2088.0,70438790000.0,44688080000.0
2089.0,70161880000.0,43802157000.0
2090.0,69665350000.0,43078940000.0
2091.0,69188540000.0,42067490000.0
2092.0,68747630000.0,40987066000.0
2093.0,68321530000.0,40087855000.0
2094.0,67719373000.0,39458740000.0
2095.0,67299914000.0,38532470000.0
2096.0,66854457000.0,37979570000.0
2097.0,66388263000.0,37116633000.0
2098.0,66031790000.0,36176953000.0
2099.0,65613406000.0,35392680000.0
2100.0,65408356000.0,34487990000.0
2101.0,64847880000.0,33683874000.0
2102.0,64916860000.0,32913031000.0
2103.0,63897346000.0,32296946000.0
2104.0,63482606000.0,31473887000.0
2105.0,62936117000.0,30623400000.0
2106.0,62513800000.0,29877473000.0
2107.0,62106587000.0,29054138000.0
2108.0,61457520000.0,28234154000.0
