time,MPI-ESM-LR,CSIRO-MK3-6-0,CCSM4
2000.0,89173320000.0,89173320000.0,89173320000.0
2001.0,88896274000.0,88896274000.0,88896274000.0
2002.0,88782586000.0,88782586000.0,88782586000.0
2003.0,88609910000.0,88609910000.0,88609910000.0
2004.0,88458990000.0,88458990000.0,88458990000.0
2005.0,88440170000.0,88440170000.0,88440170000.0
2006.0,88511850000.0,88511850000.0,88511850000.0
2007.0,88851500000.0,88851500000.0,88851500000.0
2008.0,88522334000.0,88522334000.0,88522334000.0
2009.0,88326810000.0,88326810000.0,88326810000.0
2010.0,88047540000.0,88047540000.0,88047540000.0
2011.0,87942480000.0,87942480000.0,87942480000.0
2012.0,88147620000.0,88147620000.0,88147620000.0
2013.0,88202940000.0,88202940000.0,88202940000.0
2014.0,88882460000.0,88882460000.0,88882460000.0
2015.0,88072356000.0,88072356000.0,88072356000.0
2016.0,89330650000.0,89330650000.0,89330650000.0
2017.0,88130000000.0,88130000000.0,88130000000.0
2018.0,87990305000.0,87990305000.0,87990305000.0
2019.0,89762340000.0,89762340000.0,89762340000.0
2020.0,87779975000.0,87779975000.0,87779975000.0
2021.0,87493530000.0,87580115000.0,87747084000.0
2022.0,87748420000.0,87333360000.0,87654750000.0
2023.0,87316670000.0,87263000000.0,87870750000.0
2024.0,87134430000.0,87381780000.0,87671930000.0
2025.0,87204176000.0,87044380000.0,87479110000.0
2026.0,87134820000.0,86893770000.0,87489150000.0
2027.0,86872730000.0,86877635000.0,87272464000.0
2028.0,86755970000.0,86592700000.0,87115960000.0
2029.0,86788915000.0,86554490000.0,87163130000.0
2030.0,86524100000.0,86444605000.0,86903500000.0
2031.0,86100620000.0,86300600000.0,86831760000.0
2032.0,85843120000.0,86504570000.0,86812100000.0
2033.0,85653440000.0,87075690000.0,86621240000.0
2034.0,85377690000.0,86124520000.0,87391670000.0
2035.0,85163730000.0,86039720000.0,86759350000.0
2036.0,85017060000.0,86078700000.0,86408190000.0
2037.0,84883650000.0,85848850000.0,86207470000.0
2038.0,84315930000.0,85467450000.0,86086280000.0
2039.0,84127570000.0,85136310000.0,85942110000.0
2040.0,83754460000.0,84860390000.0,86114290000.0
2041.0,83437370000.0,84766690000.0,85853770000.0
2042.0,83074660000.0,84559060000.0,86446110000.0
2043.0,82677055000.0,84487810000.0,85541640000.0
2044.0,82099990000.0,84127736000.0,85203460000.0
2045.0,81701770000.0,83655295000.0,84916420000.0
2046.0,81247290000.0,83387770000.0,84725650000.0
2047.0,80805315000.0,83229070000.0,84444470000.0
2048.0,80326330000.0,82871820000.0,84094720000.0
2049.0,79988250000.0,82653176000.0,83790200000.0
2050.0,79564780000.0,82446400000.0,83641510000.0
2051.0,78915820000.0,82136120000.0,83764126000.0
2052.0,78426580000.0,82114730000.0,83022510000.0
2053.0,77887780000.0,81662840000.0,82712300000.0
2054.0,77365550000.0,81278190000.0,82372330000.0
2055.0,76978960000.0,81589710000.0,82756120000.0
2056.0,76296740000.0,80948740000.0,82131180000.0
