time,CNRM-CM5,GISS-E2-R,MPI-ESM-LR,GFDL-CM3,IPSL-CM5A-LR,CCSM4,CESM1-CAM5,GFDL-ESM2G,CSIRO-MK3-6-0,CANESM2,NORESM1-M
2060.0,9315226000.0,8993319000.0,9084960000.0,8464436000.0,8718009000.0,8665457000.0,8632181000.0,9477935000.0,9683828000.0,8842294000.0,9223176000.0
2061.0,9292890000.0,8976431000.0,9005368000.0,8414963000.0,8612824000.0,8634473000.0,8540139000.0,9449105000.0,9673868000.0,8764936000.0,9169923000.0
2062.0,9253852000.0,8930973000.0,8952752000.0,8330173400.0,8571156000.0,8583352300.0,8476449300.0,9430135000.0,9676610000.0,8707121000.0,9108766000.0
2063.0,9216839000.0,8908359000.0,8910935000.0,8310702600.0,8511370000.0,8540767700.0,8399837000.0,9385130000.0,9665116000.0,8617346000.0,9090553000.0
2064.0,9181164000.0,8838397000.0,8872053000.0,8251264500.0,8447761000.0,8486226400.0,8352982500.0,9370149000.0,9653207000.0,8574179300.0,9041577000.0
2065.0,9132434000.0,8813707000.0,8816585000.0,8192051000.0,8392498000.0,8431620600.0,8306556000.0,9345455000.0,9648650000.0,8553498600.0,8982936000.0
2066.0,9075234000.0,8782728000.0,8749992000.0,8153709000.0,8322137600.0,8393380000.0,8233464000.0,9313849000.0,9647457000.0,8492395000.0,8916295000.0
2067.0,9060604000.0,8759630000.0,8708227000.0,8076048400.0,8266881500.0,8370364000.0,8196305400.0,9298943000.0,9640137000.0,8460212700.0,8885953000.0
2068.0,9016943000.0,8765165000.0,8661619000.0,8011049500.0,8199467000.0,8315513300.0,8132040000.0,9269974000.0,9624977000.0,8401665500.0,8827660000.0
2069.0,8977396000.0,8711664000.0,8591547000.0,7945673000.0,8154890000.0,8281393700.0,8064735700.0,9219700000.0,9632427000.0,8378128400.0,8778034000.0
2070.0,8961031000.0,8687801000.0,8536338000.0,7906742000.0,8094184000.0,8260751000.0,8023098400.0,9191212000.0,9612865000.0,8352479000.0,8713602000.0
2071.0,8919800000.0,8656638000.0,8495258000.0,7824178000.0,8031522300.0,8219073500.0,7966908400.0,9170141000.0,9601847000.0,8296037000.0,8684951000.0
2072.0,8874451000.0,8647683000.0,8475586000.0,7755177000.0,7962420700.0,8176344600.0,7903163400.0,9147892000.0,9585668000.0,8253252600.0,8652746000.0
2073.0,8859949000.0,8615173000.0,8435124700.0,7718215700.0,7913073000.0,8130334000.0,7851436000.0,9125923000.0,9569457000.0,8220965400.0,8629314000.0
2074.0,8838155000.0,8579925000.0,8428658000.0,7650036700.0,7805544000.0,8103516000.0,7790990000.0,9102212000.0,9558568000.0,8165830700.0,8585430000.0
2075.0,8805314000.0,8556343000.0,8376136700.0,7573220000.0,7740954600.0,8077711400.0,7736326000.0,9075027000.0,9543532000.0,8100548600.0,8556231000.0
2076.0,8778417000.0,8544235500.0,8339698700.0,7466543000.0,7685720600.0,8030963700.0,7668858400.0,9042405000.0,9541505000.0,8033895400.0,8523548700.0
2077.0,8730829000.0,8529158000.0,8325946000.0,7410989000.0,7638128600.0,7975576000.0,7605370000.0,9025568000.0,9547695000.0,7971540000.0,8476764700.0
2078.0,8689614000.0,8521053000.0,8293709300.0,7372794400.0,7582325000.0,7905505000.0,7556448000.0,9032441000.0,9528856000.0,7928820000.0,8441003000.0
2079.0,8660091000.0,8572744000.0,8258829300.0,7333241300.0,7535320000.0,7863787500.0,7480864000.0,8984485000.0,9512145000.0,7879811000.0,8400926000.0
2080.0,8627869000.0,8522575400.0,8212060700.0,7282985500.0,7477786600.0,7831500000.0,7438881300.0,8964802000.0,9510838000.0,7760541000.0,8364825600.0
2081.0,8606121000.0,8490319000.0,8167176000.0,7224194600.0,7416079400.0,7785685000.0,7400134000.0,8955006000.0,9527804000.0,7693827000.0,8340054500.0
2082.0,8592354000.0,8467227600.0,8110079000.0,7174695400.0,7378561500.0,7741713400.0,7359783400.0,8927898000.0,9470455000.0,7651365000.0,8312144000.0
2083.0,8547259400.0,8437450000.0,8068883000.0,7142304000.0,7332084000.0,7707683000.0,7338940400.0,8914808000.0,9428385000.0,7618092000.0,8265437700.0
2084.0,8577407000.0,8422167000.0,8028548000.0,7081274400.0,7264759300.0,7668584000.0,7284941000.0,8899208000.0,9399605000.0,7569059000.0,8241251300.0
2085.0,8535831600.0,8414696400.0,8003661000.0,7045039000.0,7217868300.0,7655049000.0,7245967000.0,8892133000.0,9373494000.0,7533118500.0,8176691000.0
2086.0,8492272000.0,8406321000.0,7960437000.0,6985250300.0,7174378500.0,7627897000.0,7208129500.0,8855292000.0,9359195000.0,7494388700.0,8141294600.0
2087.0,8445722000.0,8378092000.0,7931385300.0,6952368600.0,7120761300.0,7597787000.0,7165825000.0,8850272000.0,9325716000.0,7442548700.0,8117225000.0
2088.0,8431793700.0,8358179000.0,7930097000.0,6892075500.0,7033535000.0,7541460500.0,7125869600.0,8847830000.0,9311483000.0,7391065000.0,8045845500.0
2089.0,8412428300.0,8343628300.0,7891169300.0,6837481000.0,7004340700.0,7506617000.0,7105586700.0,8835645000.0,9293307000.0,7354794000.0,7998834700.0
2090.0,8439693000.0,8341316000.0,7842945000.0,6778873000.0,6970414600.0,7472670700.0,7076121000.0,8808891000.0,9281638000.0,7316248000.0,7968494600.0
2091.0,8380101600.0,8326795300.0,7815947000.0,6753750000.0,6933203000.0,7437140000.0,7027085000.0,8800757000.0,9270373000.0,7226461700.0,7929051000.0
2092.0,8369616000.0,8306512400.0,7806276600.0,6725043700.0,6849326600.0,7400497000.0,6987333600.0,8781738000.0,9231160000.0,7197846000.0,7916556300.0
2093.0,8354146000.0,8277163500.0,7751042000.0,6664461300.0,6796972500.0,7363067000.0,6963588600.0,8777410000.0,9214680000.0,7137156600.0,7882471400.0
2094.0,8319266000.0,8257511400.0,7741216300.0,6621560000.0,6707121000.0,7334821000.0,6928781000.0,8780108000.0,9206438000.0,7120952300.0,7781971500.0
2095.0,8293902300.0,8271265000.0,7736532500.0,6548641000.0,6691397600.0,7287585300.0,6862489600.0,8756978000.0,9193956000.0,7080833500.0,7752972300.0
2096.0,8277800400.0,8224400400.0,7684668400.0,6467261000.0,6668090400.0,7273353000.0,6833616400.0,8743327000.0,9187502000.0,7008830000.0,7720106500.0
2097.0,8257923600.0,8211609600.0,7677042700.0,6428423000.0,6626692000.0,7234413600.0,6801582000.0,8711268000.0,9180165000.0,6951547400.0,7713137700.0
2098.0,8210982400.0,8207203000.0,7623381000.0,6397455400.0,6568933000.0,7198694400.0,6765840000.0,8706326000.0,9168642000.0,6918074400.0,7668316000.0
2099.0,8204987000.0,8200689000.0,7589841000.0,6335231000.0,6538831400.0,7129005000.0,6722365000.0,8692285000.0,9154657000.0,6885344000.0,7646803000.0
2100.0,8166301700.0,8200880000.0,7558643000.0,6315141600.0,6467233000.0,7094579700.0,6670444000.0,8682871000.0,9125606000.0,6833805300.0,7616995300.0
