time,IPSL-CM5A-LR,CNRM-CM5,GISS-E2-R,GFDL-CM3,MPI-ESM-LR,GFDL-ESM2G,CSIRO-MK3-6-0,NORESM1-M,CANESM2,CCSM4
2015.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0,10030509000.0
2016.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0,10029952000.0
2017.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0,10023407000.0
2018.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0,10018842000.0
2019.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0,10017142000.0
2020.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0,10011598000.0
2021.0,10008992000.0,10007773000.0,10008072000.0,10005636000.0,10006174000.0,10008098000.0,10009096000.0,10007944000.0,10006796000.0,10007908000.0
2022.0,10000853000.0,9999573000.0,10000692000.0,9995016000.0,9999943000.0,10003497000.0,10009007000.0,10000689000.0,10000536000.0,10001443000.0
2023.0,9993341000.0,9992244000.0,9997056000.0,9984053000.0,9995287000.0,9996177000.0,10003259000.0,9995010000.0,9999929000.0,9996983000.0
2024.0,9987395000.0,9988829000.0,9992075000.0,9977222000.0,9988768000.0,9990243000.0,10007868000.0,9990901000.0,9994447000.0,9986465000.0
2025.0,9979127000.0,9985442000.0,9984270000.0,9970157000.0,9983244000.0,9991267000.0,9999165000.0,9986787000.0,9989770000.0,9982676000.0
2026.0,9971976000.0,9981512000.0,9977338000.0,9956465000.0,9975194000.0,9988174000.0,9998651000.0,9981766000.0,9984493000.0,9976975000.0
2027.0,9961058000.0,9978103000.0,9970578000.0,9940554000.0,9965646000.0,9981292000.0,9995743000.0,9977339000.0,9976601000.0,9972791000.0
2028.0,9946042000.0,9963696000.0,9955032000.0,9923782000.0,9952439000.0,9971129000.0,9994490000.0,9962937000.0,9958832000.0,9966329000.0
2029.0,9930047000.0,9954329000.0,9942526000.0,9894096000.0,9939993000.0,9957853000.0,9996223000.0,9950969000.0,9945587000.0,9955964000.0
2030.0,9902655000.0,9934811000.0,9918050000.0,9884885000.0,9917985000.0,9949037000.0,9989222000.0,9944707000.0,9930118000.0,9946683000.0
2031.0,9888299000.0,9922829000.0,9907685000.0,9860071000.0,9909309000.0,9926387000.0,9977574000.0,9925302000.0,9913885000.0,9927934000.0
2032.0,9862328000.0,9908448000.0,9893373000.0,9831182000.0,9893858000.0,9914215000.0,9972848000.0,9920902000.0,9893744000.0,9922620000.0
2033.0,9837533000.0,9894038000.0,9871962000.0,9819407000.0,9876312000.0,9908732000.0,9965558000.0,9906735000.0,9879315000.0,9908030000.0
2034.0,9820388000.0,9875712000.0,9850204000.0,9800595000.0,9855226000.0,9894686000.0,9955964000.0,9906020000.0,9858564000.0,9893307000.0
2035.0,9775421000.0,9872580000.0,9832745000.0,9752788000.0,9843328000.0,9882994000.0,9946113000.0,9878882000.0,9844609000.0,9873953000.0
2036.0,9741963000.0,9858337000.0,9803408000.0,9721064000.0,9820348000.0,9872165000.0,9934664000.0,9865158000.0,9824390000.0,9849731000.0
2037.0,9703065000.0,9839172000.0,9770212000.0,9680239000.0,9806100000.0,9860577000.0,9929564000.0,9840987000.0,9805558000.0,9831894000.0
2038.0,9652929000.0,9821351000.0,9726431000.0,9639539000.0,9774680000.0,9844442000.0,9922301000.0,9821629000.0,9764786000.0,9808953000.0
2039.0,9616942000.0,9792098000.0,9689839000.0,9609888000.0,9734608000.0,9815555000.0,9904932000.0,9782815000.0,9726732000.0,9765445000.0
2040.0,9550464000.0,9759437000.0,9658025000.0,9576968000.0,9718650000.0,9779472000.0,9895200000.0,9749934000.0,9696459000.0,9745437000.0
2041.0,9516727000.0,9744483000.0,9623054000.0,9542973000.0,9699036000.0,9758870000.0,9886173000.0,9718530000.0,9662261000.0,9724350000.0
2042.0,9456984000.0,9717426000.0,9581957000.0,9511719000.0,9665678000.0,9734745000.0,9870058000.0,9692180000.0,9635239000.0,9701244000.0
2043.0,9394700000.0,9710943000.0,9542294000.0,9467942000.0,9632638000.0,9727965000.0,9860211000.0,9668635000.0,9620159000.0,9670174000.0
2044.0,9340557000.0,9693203000.0,9499065000.0,9426960000.0,9611099000.0,9716484000.0,9845881000.0,9631648000.0,9586210000.0,9646810000.0
2045.0,9234170000.0,9668974000.0,9442554000.0,9382320000.0,9590244000.0,9702096000.0,9830630000.0,9605408000.0,9547799000.0,9631108000.0
2046.0,9142185000.0,9651022000.0,9387594000.0,9328986000.0,9553634000.0,9682274000.0,9808307000.0,9572511000.0,9502945000.0,9603613000.0
2047.0,9060707000.0,9635734000.0,9306635000.0,9278634000.0,9505959000.0,9666704000.0,9790964000.0,9546747000.0,9461409000.0,9565071000.0
2048.0,8973081000.0,9609512000.0,9252191000.0,9212534000.0,9465044000.0,9649325000.0,9779139000.0,9497043000.0,9395373000.0,9539296000.0
2049.0,8879434000.0,9597815000.0,9186116000.0,9135392000.0,9454809000.0,9626340000.0,9781914000.0,9458331000.0,9333805000.0,9486792000.0
2050.0,8740367000.0,9565145000.0,9140774000.0,9074510000.0,9408273000.0,9594287000.0,9769370000.0,9415296000.0,9275299000.0,9432111000.0
2051.0,8590729000.0,9541740000.0,9043403000.0,9000214000.0,9363884000.0,9562821000.0,9760453000.0,9341193000.0,9221214000.0,9395016000.0
2052.0,8484763600.0,9506644000.0,8962914000.0,8926574000.0,9324477000.0,9539660000.0,9753550000.0,9288999000.0,9166555000.0,9348821000.0
2053.0,8381807000.0,9475836000.0,8896768000.0,8829100000.0,9275278000.0,9515699000.0,9743019000.0,9210303000.0,9105475000.0,9284515000.0
2054.0,8279412700.0,9445893000.0,8808446000.0,8733665000.0,9241354000.0,9477778000.0,9721728000.0,9174029000.0,9033036000.0,9230200000.0
2055.0,8192245000.0,9414694000.0,8700794000.0,8661910000.0,9194351000.0,9422685000.0,9718342000.0,9086825000.0,8962170000.0,9180334000.0
2056.0,8091474400.0,9372614000.0,8610293000.0,8552904700.0,9152316000.0,9391908000.0,9704060000.0,9044697000.0,8865368000.0,9098811000.0
2057.0,8028318700.0,9356031000.0,8548043000.0,8465232400.0,9096843000.0,9365034000.0,9702773000.0,8971710000.0,8751946000.0,9037806000.0
2058.0,7947220500.0,9308845000.0,8503914000.0,8387225600.0,9016184000.0,9306269000.0,9676826000.0,8902477000.0,8690380000.0,8968941000.0
2059.0,7829836300.0,9285282000.0,8435015000.0,8295768000.0,8970566000.0,9256398000.0,9672488000.0,8832214000.0,8644122000.0,8920932000.0
2060.0,7745249300.0,9253728000.0,8363646000.0,8222170600.0,8916709000.0,9196735000.0,9673198000.0,8761801000.0,8555111000.0,8817838000.0
2061.0,7611313000.0,9245201000.0,8310918700.0,8132007400.0,8870280000.0,9143463000.0,9662823000.0,8696458000.0,8489700400.0,8750963000.0
2062.0,7520137000.0,9172505000.0,8276819000.0,8063841300.0,8809593000.0,9090698000.0,9650786000.0,8631002000.0,8444104700.0,8708909000.0
2063.0,7406364000.0,9153995000.0,8222391000.0,7978283000.0,8728562000.0,9027641000.0,9637364000.0,8570579500.0,8372631000.0,8631994000.0
2064.0,7280705000.0,9119880000.0,8194722000.0,7912416000.0,8666181000.0,8952577000.0,9627616000.0,8539496400.0,8298011000.0,8589498400.0
2065.0,7190795300.0,9083251000.0,8140070000.0,7830879000.0,8595396000.0,8910674000.0,9618587000.0,8464872000.0,8227422700.0,8525470000.0
2066.0,7091151400.0,9020730000.0,8088322600.0,7782275000.0,8557122600.0,8845608000.0,9602885000.0,8419966000.0,8174071300.0,8466662400.0
2067.0,7004113400.0,8986787000.0,8041137000.0,7683810000.0,8475410000.0,8750105000.0,9596968000.0,8351174700.0,8122528300.0,8409778000.0
2068.0,6905950700.0,8935286000.0,8001636400.0,7581715500.0,8413556700.0,8693649000.0,9593467000.0,8318699000.0,8068513000.0,8353407000.0
2069.0,6779691500.0,8877567000.0,7961126400.0,7512840700.0,8380673500.0,8673024000.0,9565106000.0,8246130000.0,7994103000.0,8287091700.0
2070.0,6676161000.0,8823141000.0,7905582600.0,7396858400.0,8337872400.0,8609530000.0,9533996000.0,8178776600.0,7935835600.0,8230749000.0
2071.0,6538330600.0,8795995000.0,7874698000.0,7331058700.0,8267549000.0,8549930000.0,9508266000.0,8148559000.0,7859540500.0,8181883400.0
2072.0,6414268000.0,8767901000.0,7775777000.0,7262297000.0,8186048000.0,8535182000.0,9483946000.0,8062409700.0,7783139000.0,8100473300.0
2073.0,6302852600.0,8710929000.0,7749133300.0,7184663600.0,8114817000.0,8472134700.0,9435514000.0,7987995000.0,7702487600.0,8029816000.0
2074.0,6250350000.0,8651631000.0,7658480000.0,7097457700.0,8054432300.0,8430256600.0,9412054000.0,7926201300.0,7583958500.0,7984005600.0
2075.0,6126995500.0,8583077000.0,7608995300.0,7033760000.0,8001044000.0,8369940000.0,9379734000.0,7856527000.0,7527621600.0,7942304000.0
2076.0,6010029600.0,8524429000.0,7570897000.0,6944503000.0,7956777000.0,8320556000.0,9370447000.0,7794041300.0,7428955000.0,7871615000.0
2077.0,5900764700.0,8484107300.0,7516638700.0,6881059300.0,7879473000.0,8268683300.0,9338199000.0,7683276000.0,7355362000.0,7783558000.0
2078.0,5792696000.0,8437807000.0,7455924700.0,6818959000.0,7857194500.0,8221025000.0,9319119000.0,7626515000.0,7293910500.0,7716472000.0
2079.0,5723352600.0,8372314000.0,7402931000.0,6725165000.0,7810367500.0,8167892000.0,9269234000.0,7545144300.0,7215838700.0,7633352000.0
2080.0,5650574300.0,8314736600.0,7378996000.0,6639014000.0,7775261000.0,8122160600.0,9237433000.0,7494282000.0,7140117500.0,7575228400.0
2081.0,5515140000.0,8261917700.0,7312763000.0,6533810700.0,7720543000.0,8051045400.0,9211296000.0,7427505700.0,7066148000.0,7523210000.0
2082.0,5449222000.0,8196287500.0,7264394000.0,6451948000.0,7654215700.0,7984805000.0,9180916000.0,7371565000.0,7044438500.0,7441938000.0
2083.0,5402541600.0,8121148400.0,7220462600.0,6368609000.0,7637689000.0,7930486000.0,9124611000.0,7295652000.0,6974657500.0,7362415600.0
2084.0,5321552400.0,8087737300.0,7172698600.0,6279746000.0,7577786000.0,7875729400.0,9079984000.0,7237171000.0,6865406000.0,7329396000.0
2085.0,5254394400.0,8008159000.0,7137800000.0,6215354400.0,7526649300.0,7806075000.0,9067177000.0,7138590700.0,6795422000.0,7273147000.0
2086.0,5171847000.0,7963797500.0,7061294000.0,6100952600.0,7463126500.0,7732815400.0,9062778000.0,7091812400.0,6649554400.0,7182367000.0
2087.0,5108846000.0,7895286300.0,7028939000.0,6022725600.0,7410225000.0,7648542000.0,9026705000.0,7044461600.0,6582253000.0,7132308500.0
2088.0,5007874000.0,7847328300.0,6995326000.0,5947028000.0,7318040600.0,7575041000.0,9008186000.0,6984768500.0,6522838500.0,7077641000.0
2089.0,4940516400.0,7776814000.0,6978596400.0,5865214500.0,7258882600.0,7474193400.0,8962715000.0,6916771000.0,6420413000.0,6997989000.0
2090.0,4870545400.0,7732601300.0,6937633300.0,5784162300.0,7185268700.0,7417884700.0,8918314000.0,6842759000.0,6342813700.0,6909993000.0
2091.0,4793097000.0,7653593000.0,6886022000.0,5691907600.0,7140425700.0,7340147700.0,8866002000.0,6767151000.0,6292777000.0,6847957000.0
2092.0,4677748700.0,7589452000.0,6841126400.0,5621286400.0,7089662000.0,7264165000.0,8804085000.0,6693260300.0,6238346000.0,6776264700.0
2093.0,4599123000.0,7538143700.0,6798987000.0,5527009300.0,7024805000.0,7175937500.0,8776115000.0,6585628700.0,6166439000.0,6684997600.0
2094.0,4539363000.0,7461226500.0,6774629400.0,5413124000.0,6968571000.0,7118346000.0,8706237000.0,6524236000.0,6106856400.0,6605155000.0
2095.0,4444972500.0,7414210000.0,6713313000.0,5327277600.0,6928151600.0,7024773600.0,8675190000.0,6448668000.0,6038258700.0,6511848000.0
2096.0,4395335000.0,7364685300.0,6681724400.0,5245034000.0,6844680700.0,6948039000.0,8643122000.0,6402264000.0,5969785000.0,6453324300.0
2097.0,4331111000.0,7288614400.0,6642985000.0,5174714000.0,6781721600.0,6886167000.0,8576397000.0,6312840700.0,5894068700.0,6352590300.0
2098.0,4263492000.0,7218816500.0,6599357400.0,5085060000.0,6704233000.0,6792984000.0,8526846000.0,6264407600.0,5780253700.0,6314048000.0
2099.0,4179857000.0,7131944000.0,6561010000.0,4991120000.0,6657475000.0,6704776700.0,8495290400.0,6217200000.0,5731535000.0,6261132000.0
2100.0,4120194300.0,7075648000.0,6533083600.0,4900472000.0,6611787300.0,6623138300.0,8450169300.0,6146625000.0,5627530000.0,6193742300.0
