time,MRI-ESM2-0,ACCESS-CM2,ACCESS-ESM1-5,CANESM5,IPSL-CM6A-LR,CESM2-WACCM
2036.0,42330420000000.0,42722816000000.0,42864256000000.0,42843920000000.0,42217037000000.0,42870573000000.0
2037.0,42265140000000.0,42680885000000.0,42699797000000.0,42635370000000.0,42149417000000.0,42615570000000.0
2038.0,42140176000000.0,42601550000000.0,42508483000000.0,42557887000000.0,42027630000000.0,42529135000000.0
2039.0,42141326000000.0,42411290000000.0,42426110000000.0,42467530000000.0,41832770000000.0,42291620000000.0
2040.0,42089056000000.0,42259190000000.0,42395744000000.0,42356783000000.0,41702853000000.0,42159960000000.0
2041.0,41884886000000.0,42132710000000.0,42263180000000.0,42225610000000.0,41571613000000.0,41974745000000.0
2042.0,41760957000000.0,42063370000000.0,42229050000000.0,42111332000000.0,41441240000000.0,41848773000000.0
2043.0,41689494000000.0,41913718000000.0,42167430000000.0,41964813000000.0,41256206000000.0,41574285000000.0
2044.0,41568570000000.0,41704300000000.0,42078870000000.0,41856767000000.0,41098924000000.0,41390654000000.0
2045.0,41520825000000.0,41556450000000.0,41932944000000.0,41742050000000.0,40898340000000.0,41284916000000.0
2046.0,41389572000000.0,41411980000000.0,41858223000000.0,41655403000000.0,40787887000000.0,40970427000000.0
2047.0,41282720000000.0,41285710000000.0,41739402000000.0,41633260000000.0,40628243000000.0,40706740000000.0
2048.0,41186300000000.0,41149120000000.0,41655944000000.0,41388457000000.0,40572230000000.0,40481984000000.0
2049.0,41075943000000.0,41041718000000.0,41528488000000.0,41244330000000.0,40365206000000.0,40331165000000.0
2050.0,41006603000000.0,40816777000000.0,41432224000000.0,41124650000000.0,40159064000000.0,40102663000000.0
2051.0,40974013000000.0,40692944000000.0,41314016000000.0,40840504000000.0,40026870000000.0,39940850000000.0
2052.0,40838583000000.0,40516050000000.0,41174480000000.0,40626146000000.0,39973220000000.0,39679440000000.0
2053.0,40690105000000.0,40260306000000.0,41177122000000.0,40478490000000.0,39890590000000.0,39317350000000.0
2054.0,40460800000000.0,40116676000000.0,41167828000000.0,40381555000000.0,39762590000000.0,38998207000000.0
2055.0,40364417000000.0,39882945000000.0,41087297000000.0,40319550000000.0,39625226000000.0,38824126000000.0
2056.0,40211203000000.0,39708030000000.0,40981345000000.0,40227890000000.0,39437417000000.0,38561366000000.0
2057.0,40029276000000.0,39565197000000.0,40768517000000.0,40072310000000.0,39258690000000.0,38252157000000.0
2058.0,39756270000000.0,39388612000000.0,40633503000000.0,39953880000000.0,39123780000000.0,38050273000000.0
2059.0,39645690000000.0,39118270000000.0,40501840000000.0,39781890000000.0,39061595000000.0,37862200000000.0
2060.0,39601420000000.0,38887775000000.0,40416368000000.0,39589030000000.0,38748750000000.0,37726896000000.0
2061.0,39531886000000.0,38691330000000.0,40338073000000.0,39493457000000.0,38604960000000.0,37474080000000.0
2062.0,39528413000000.0,38415995000000.0,40327190000000.0,39406606000000.0,38463634000000.0,37295210000000.0
2063.0,39457286000000.0,38230640000000.0,40156240000000.0,39318470000000.0,38344330000000.0,37133675000000.0
2064.0,39213567000000.0,38069480000000.0,39918530000000.0,39153400000000.0,38162910000000.0,37024100000000.0
2065.0,39013856000000.0,37989854000000.0,39671990000000.0,39066390000000.0,38031960000000.0,36819980000000.0
2066.0,38852585000000.0,37836946000000.0,39582666000000.0,38941277000000.0,37795167000000.0,36443427000000.0
2067.0,38736230000000.0,37582800000000.0,39408317000000.0,38850970000000.0,37646445000000.0,36148433000000.0
2068.0,38623350000000.0,37382007000000.0,39347844000000.0,38767046000000.0,37527776000000.0,36077197000000.0
2069.0,38485465000000.0,37211542000000.0,39234354000000.0,38597692000000.0,37421530000000.0,35948640000000.0
2070.0,38341932000000.0,37061805000000.0,39136384000000.0,38481846000000.0,37375695000000.0,35605774000000.0
2071.0,38218490000000.0,36985750000000.0,38918830000000.0,38337767000000.0,37241284000000.0,35388035000000.0
2072.0,38053670000000.0,36767885000000.0,38687310000000.0,38203680000000.0,37090616000000.0,35202613000000.0
2073.0,37909110000000.0,36610125000000.0,38537940000000.0,38032472000000.0,36983334000000.0,34857768000000.0
2074.0,37781976000000.0,36486133000000.0,38236244000000.0,37865010000000.0,36900283000000.0,34557443000000.0
2075.0,37690970000000.0,36275483000000.0,38164475000000.0,37716494000000.0,36807366000000.0,34423550000000.0
2076.0,37591806000000.0,36203720000000.0,38030144000000.0,37520696000000.0,36731504000000.0,34190674000000.0
2077.0,37446247000000.0,36072610000000.0,37922690000000.0,37409283000000.0,36660410000000.0,33936827000000.0
2078.0,37197230000000.0,35785873000000.0,37841954000000.0,37251824000000.0,36489656000000.0,33561413000000.0
2079.0,36986614000000.0,35632280000000.0,37655375000000.0,37068642000000.0,36405500000000.0,33257270000000.0
2080.0,36781930000000.0,35421430000000.0,37549813000000.0,36884200000000.0,36212570000000.0,33007298000000.0
2081.0,36572687000000.0,35238880000000.0,37452467000000.0,36603183000000.0,35978550000000.0,32650962000000.0
2082.0,36360476000000.0,35123725000000.0,37400960000000.0,36435147000000.0,35704750000000.0,32404545000000.0
2083.0,36239160000000.0,34960832000000.0,37316730000000.0,36259838000000.0,35525050000000.0,32180405000000.0
2084.0,36149666000000.0,34812065000000.0,37190310000000.0,36120335000000.0,35381148000000.0,31991186000000.0
2085.0,35957873000000.0,34633666000000.0,37111684000000.0,36000770000000.0,35264360000000.0,31619405000000.0
2086.0,35777384000000.0,34478737000000.0,37037424000000.0,35851707000000.0,35190915000000.0,31490486000000.0
2087.0,35557137000000.0,34284522000000.0,36837737000000.0,35530817000000.0,35099452000000.0,31155584000000.0
2088.0,35367806000000.0,33949450000000.0,36679604000000.0,35227167000000.0,35004355000000.0,30898773000000.0
2089.0,35126986000000.0,33739306000000.0,36468005000000.0,35009782000000.0,34922545000000.0,30710193000000.0
2090.0,34838590000000.0,33556636000000.0,36294126000000.0,34831550000000.0,34857898000000.0,30481303000000.0
2091.0,34641950000000.0,33239488000000.0,36246475000000.0,34672673000000.0,34777770000000.0,30237046000000.0
2092.0,34502678000000.0,33016978000000.0,36077407000000.0,34555789000000.0,34554511000000.0,30002135000000.0
2093.0,34324800000000.0,32748033000000.0,35996486000000.0,34412152000000.0,34386364000000.0,29663345000000.0
2094.0,34060615000000.0,32532236000000.0,35852718000000.0,34266155000000.0,34286179000000.0,29397013000000.0
2095.0,33779993000000.0,32295184000000.0,35778554000000.0,34095294000000.0,34137382000000.0,29036932000000.0
2096.0,33678508000000.0,32131642000000.0,35774595000000.0,33905395000000.0,33961747000000.0,28738207000000.0
2097.0,33517610000000.0,31751756000000.0,35767120000000.0,33735018000000.0,33715080000000.0,28334933000000.0
2098.0,33368102000000.0,31635158000000.0,35724360000000.0,33531185000000.0,33511438000000.0,28058885000000.0
2099.0,33261270000000.0,31532945000000.0,35493933000000.0,33359613000000.0,33333803000000.0,27786345000000.0
2100.0,33081935000000.0,31440215000000.0,35318200000000.0,33218360000000.0,33217055000000.0,27526638000000.0
2101.0,32948565000000.0,31322014000000.0,35146280000000.0,33099176000000.0,33037142000000.0,27321352000000.0
2102.0,32757999000000.0,31072618000000.0,35113453000000.0,32915438000000.0,32784758000000.0,27116534000000.0
2103.0,32549100000000.0,30878628000000.0,35072692000000.0,32767084000000.0,32677946000000.0,26867357000000.0
2104.0,32488364000000.0,30695737000000.0,34974862000000.0,32600922000000.0,32558495000000.0,26667051000000.0
2105.0,32396922000000.0,30525431000000.0,34864827000000.0,32521473000000.0,32432894000000.0,26311316000000.0
2106.0,32219170000000.0,30237685000000.0,34751254000000.0,32441377000000.0,32281530000000.0,25977690000000.0
2107.0,32081273000000.0,30042736000000.0,34624610000000.0,32240000000000.0,32157600000000.0,25785499000000.0
2108.0,31921778000000.0,29814136000000.0,34527714000000.0,32064622000000.0,32083674000000.0,25530162000000.0
2109.0,31868276000000.0,29552670000000.0,34398246000000.0,31880248000000.0,31983120000000.0,25238901000000.0
2110.0,31764170000000.0,29451270000000.0,34410628000000.0,31792896000000.0,31872460000000.0,25032602000000.0
2111.0,31712432000000.0,29298941000000.0,34295633000000.0,31710853000000.0,31618000000000.0,24709813000000.0
2112.0,31643335000000.0,29142546000000.0,34279540000000.0,31590829000000.0,31428280000000.0,24505353000000.0
2113.0,31531335000000.0,28954604000000.0,34218325000000.0,31505974000000.0,31353083000000.0,24189885000000.0
2114.0,31402980000000.0,28738746000000.0,33989002000000.0,31417898000000.0,31229288000000.0,23819448000000.0
2115.0,31366903000000.0,28682226000000.0,33869433000000.0,31341752000000.0,31162259000000.0,23650063000000.0
2116.0,31302537000000.0,28577260000000.0,33772945000000.0,31161628000000.0,31106780000000.0,23451283000000.0
2117.0,31177948000000.0,28412045000000.0,33669568000000.0,31057894000000.0,31045410000000.0,23125633000000.0
2118.0,31140952000000.0,28235591000000.0,33589702000000.0,31002857000000.0,30916208000000.0,22940247000000.0
2119.0,31127773000000.0,28129307000000.0,33452695000000.0,30960821000000.0,30761260000000.0,22655930000000.0
2120.0,30907608000000.0,28010010000000.0,33353028000000.0,30897800000000.0,30758410000000.0,22462341000000.0
2121.0,30745872000000.0,27904140000000.0,33201624000000.0,30840403000000.0,30618644000000.0,22225862000000.0
2122.0,30671628000000.0,27835104000000.0,33109318000000.0,30771421000000.0,30559735000000.0,22056276000000.0
2123.0,30559961000000.0,27669255000000.0,33105975000000.0,30644600000000.0,30487318000000.0,21781358000000.0
2124.0,30472715000000.0,27498318000000.0,32903346000000.0,30465166000000.0,30451396000000.0,21590176000000.0
2125.0,30404610000000.0,27353648000000.0,32735719000000.0,30448672000000.0,30334622000000.0,21483923000000.0
2126.0,30313338000000.0,27180455000000.0,32661937000000.0,30416346000000.0,30297050000000.0,21319626000000.0
2127.0,30229718000000.0,26985045000000.0,32616114000000.0,30294506000000.0,30134394000000.0,21152336000000.0
2128.0,30123259000000.0,26831657000000.0,32468554000000.0,30174781000000.0,29958286000000.0,21079599000000.0
2129.0,30015731000000.0,26782820000000.0,32375046000000.0,30014723000000.0,29807664000000.0,20844490000000.0
2130.0,29850081000000.0,26646529000000.0,32281249000000.0,29944140000000.0,29759222000000.0,20646768000000.0
2131.0,29754835000000.0,26529224000000.0,32145730000000.0,29739601000000.0,29658410000000.0,20466463000000.0
2132.0,29659364000000.0,26379108000000.0,32090261000000.0,29646498000000.0,29490556000000.0,20287540000000.0
2133.0,29586998000000.0,26170788000000.0,32049030000000.0,29558607000000.0,29372377000000.0,20071498000000.0
2134.0,29424607000000.0,26037300000000.0,31921294000000.0,29473450000000.0,29239270000000.0,19813640000000.0
2135.0,29348218000000.0,25828432000000.0,31936974000000.0,29466477000000.0,29145738000000.0,19618838000000.0
2136.0,29147116000000.0,25651766000000.0,31947026000000.0,29420950000000.0,29004986000000.0,19490792000000.0
2137.0,29030246000000.0,25530347000000.0,31875513000000.0,29365960000000.0,28779838000000.0,19380298000000.0
2138.0,28893690000000.0,25449944000000.0,31719740000000.0,29241820000000.0,28666360000000.0,19290909000000.0
2139.0,28765994000000.0,25365410000000.0,31740704000000.0,29159233000000.0,28588703000000.0,19211567000000.0
2140.0,28646457000000.0,25233094000000.0,31694191000000.0,29126420000000.0,28507227000000.0,19073410000000.0
2141.0,28565350000000.0,25099300000000.0,31610700000000.0,29051691000000.0,28388788000000.0,18873888000000.0
2142.0,28448578000000.0,24903000000000.0,31511355000000.0,28914548000000.0,28313383000000.0,18760086000000.0
2143.0,28399693000000.0,24792466000000.0,31357772000000.0,28783638000000.0,28255686000000.0,18641773000000.0
2144.0,28347150000000.0,24648318000000.0,31247892000000.0,28695750000000.0,28226615000000.0,18479533000000.0
2145.0,28248015000000.0,24513996000000.0,31249561000000.0,28616113000000.0,28203714000000.0,18320238000000.0
2146.0,28099120000000.0,24403788000000.0,31097713000000.0,28506577000000.0,28180184000000.0,18136433000000.0
2147.0,27956066000000.0,24297431000000.0,31013072000000.0,28385892000000.0,28127053000000.0,18038112000000.0
2148.0,27742416000000.0,24149830000000.0,30861852000000.0,28339975000000.0,27996807000000.0,17913726000000.0
2149.0,27550470000000.0,23964947000000.0,30800112000000.0,28307050000000.0,27886933000000.0,17770765000000.0
2150.0,27396820000000.0,23767661000000.0,30822736000000.0,28286460000000.0,27808955000000.0,17603676000000.0
2151.0,27293831000000.0,23611354000000.0,30818351000000.0,28225164000000.0,27711897000000.0,17263726000000.0
2152.0,27167880000000.0,23499830000000.0,30814140000000.0,28081860000000.0,27680022000000.0,17097087000000.0
2153.0,27096252000000.0,23378150000000.0,30776414000000.0,27961310000000.0,27638976000000.0,16923377000000.0
2154.0,26987693000000.0,23281636000000.0,30732234000000.0,27901263000000.0,27576970000000.0,16663222000000.0
2155.0,26947512000000.0,23208128000000.0,30617146000000.0,27847035000000.0,27507835000000.0,16531550000000.0
2156.0,26786262000000.0,23077637000000.0,30529095000000.0,27768380000000.0,27421735000000.0,16466396000000.0
2157.0,26734666000000.0,22960327000000.0,30477774000000.0,27709621000000.0,27342870000000.0,16325126000000.0
2158.0,26655758000000.0,22907100000000.0,30383850000000.0,27638660000000.0,27298360000000.0,16216271000000.0
2159.0,26590887000000.0,22807705000000.0,30288990000000.0,27637741000000.0,27206116000000.0,16024730000000.0
2160.0,26467138000000.0,22662686000000.0,30305572000000.0,27588175000000.0,27054676000000.0,15898685000000.0
2161.0,26408087000000.0,22558347000000.0,30259297000000.0,27506655000000.0,27002140000000.0,15733111000000.0
2162.0,26387832000000.0,22419234000000.0,30232856000000.0,27390869000000.0,26872977000000.0,15595313000000.0
2163.0,26338547000000.0,22236981000000.0,30166342000000.0,27327803000000.0,26788596000000.0,15490477000000.0
2164.0,26299003000000.0,22188604000000.0,30071270000000.0,27221866000000.0,26677162000000.0,15345042000000.0
2165.0,26227195000000.0,22074860000000.0,30027352000000.0,27169680000000.0,26624310000000.0,15268556000000.0
2166.0,26110300000000.0,21968584000000.0,30004654000000.0,27037547000000.0,26587607000000.0,15187440000000.0
2167.0,25971699000000.0,21832923000000.0,29912730000000.0,26897587000000.0,26511298000000.0,15112070000000.0
2168.0,25884772000000.0,21724704000000.0,29787404000000.0,26818088000000.0,26412478000000.0,15064202000000.0
2169.0,25813005000000.0,21697367000000.0,29710044000000.0,26753475000000.0,26307312000000.0,14944221000000.0
2170.0,25745166000000.0,21560304000000.0,29639910000000.0,26697143000000.0,26187624000000.0,14877740000000.0
2171.0,25643778000000.0,21465655000000.0,29579182000000.0,26752470000000.0,26078404000000.0,14763111000000.0
2172.0,25493856000000.0,21341493000000.0,29482006000000.0,26668427000000.0,26061096000000.0,14680903000000.0
2173.0,25376282000000.0,21235052000000.0,29337267000000.0,26565421000000.0,26006623000000.0,14585261000000.0
2174.0,25339638000000.0,21153435000000.0,29248251000000.0,26539368000000.0,25942960000000.0,14456852000000.0
2175.0,25202550000000.0,20960674000000.0,29133724000000.0,26546505000000.0,25886114000000.0,14342745000000.0
2176.0,25125542000000.0,20927713000000.0,29062070000000.0,26458366000000.0,25746624000000.0,14218027000000.0
2177.0,24982220000000.0,20796416000000.0,28955487000000.0,26426892000000.0,25705302000000.0,14129281000000.0
2178.0,24886578000000.0,20693998000000.0,28867067000000.0,26325457000000.0,25643905000000.0,13955020000000.0
2179.0,24800943000000.0,20586038000000.0,28792890000000.0,26271931000000.0,25647448000000.0,13829507000000.0
2180.0,24715800000000.0,20488208000000.0,28713876000000.0,26272841000000.0,25600402000000.0,13767775000000.0
2181.0,24583078000000.0,20403095000000.0,28671669000000.0,26200183000000.0,25569297000000.0,13724014000000.0
2182.0,24484487000000.0,20323729000000.0,28578070000000.0,26165947000000.0,25521918000000.0,13639428000000.0
2183.0,24368690000000.0,20201806000000.0,28568728000000.0,26073333000000.0,25471717000000.0,13554728000000.0
2184.0,24237075000000.0,20090615000000.0,28501577000000.0,26047676000000.0,25451351000000.0,13479510000000.0
2185.0,24107733000000.0,20001140000000.0,28426113000000.0,26014940000000.0,25400630000000.0,13395982000000.0
2186.0,23977720000000.0,19948320000000.0,28323957000000.0,26015546000000.0,25331973000000.0,13303378000000.0
2187.0,23897628000000.0,19880103000000.0,28237583000000.0,25937823000000.0,25266720000000.0,13212888000000.0
2188.0,23819348000000.0,19778547000000.0,28145852000000.0,25883442000000.0,25235032000000.0,13154902000000.0
2189.0,23761965000000.0,19621155000000.0,28065500000000.0,25870180000000.0,25215608000000.0,13038732000000.0
2190.0,23665159000000.0,19545530000000.0,27991960000000.0,25860973000000.0,25153835000000.0,12920031000000.0
2191.0,23657180000000.0,19472555000000.0,27957806000000.0,25829860000000.0,25175177000000.0,12760649000000.0
2192.0,23634834000000.0,19412386000000.0,27929967000000.0,25804050000000.0,25100154000000.0,12639799000000.0
2193.0,23566634000000.0,19288193000000.0,27843880000000.0,25748929000000.0,25002645000000.0,12526433000000.0
2194.0,23490973000000.0,19149307000000.0,27795263000000.0,25690248000000.0,24958697000000.0,12416942000000.0
2195.0,23357964000000.0,19058620000000.0,27760810000000.0,25655895000000.0,24925880000000.0,12326164000000.0
2196.0,23219023000000.0,19024597000000.0,27655311000000.0,25599987000000.0,24902570000000.0,12236278000000.0
2197.0,23127240000000.0,18980897000000.0,27570366000000.0,25583168000000.0,24773070000000.0,12167476000000.0
2198.0,22987502000000.0,18821035000000.0,27466888000000.0,25523372000000.0,24732183000000.0,12080216000000.0
2199.0,22828208000000.0,18733276000000.0,27398330000000.0,25452043000000.0,24562427000000.0,11982348000000.0
2200.0,22666906000000.0,18629947000000.0,27358229000000.0,25373950000000.0,24476289000000.0,11910940000000.0
2201.0,22543906000000.0,18580612000000.0,27334636000000.0,25398843000000.0,24399053000000.0,11841026000000.0
2202.0,22470812000000.0,18463978000000.0,27357484000000.0,25335976000000.0,24358177000000.0,11746657000000.0
2203.0,22426327000000.0,18401292000000.0,27246585000000.0,25285685000000.0,24165308000000.0,11688779000000.0
2204.0,22325152000000.0,18284796000000.0,27174082000000.0,25268928000000.0,24123927000000.0,11683768000000.0
2205.0,22174780000000.0,18223079000000.0,27177278000000.0,25178138000000.0,24051620000000.0,11568364000000.0
2206.0,22082228000000.0,18113282000000.0,27056400000000.0,25061973000000.0,23956736000000.0,11493433000000.0
2207.0,21995690000000.0,18039418000000.0,26932706000000.0,25016459000000.0,23917880000000.0,11419863000000.0
2208.0,21942803000000.0,17922043000000.0,26827980000000.0,24941565000000.0,23911610000000.0,11345570000000.0
2209.0,21809792000000.0,17853357000000.0,26768256000000.0,24897596000000.0,23874387000000.0,11262195000000.0
2210.0,21704632000000.0,17749772000000.0,26650069000000.0,24917263000000.0,23827749000000.0,11187452000000.0
2211.0,21670510000000.0,17614867000000.0,26643872000000.0,24920428000000.0,23801824000000.0,11092753000000.0
2212.0,21587405000000.0,17484875000000.0,26637480000000.0,24889296000000.0,23790195000000.0,11018061000000.0
2213.0,21513124000000.0,17414284000000.0,26598007000000.0,24918903000000.0,23735948000000.0,10904387000000.0
2214.0,21393350000000.0,17350847000000.0,26587039000000.0,24889063000000.0,23739507000000.0,10804882000000.0
2215.0,21277310000000.0,17297604000000.0,26557224000000.0,24826496000000.0,23687393000000.0,10714795000000.0
2216.0,21149630000000.0,17251620000000.0,26535541000000.0,24807878000000.0,23611688000000.0,10640245000000.0
2217.0,21034755000000.0,17186647000000.0,26500605000000.0,24749913000000.0,23593738000000.0,10544261000000.0
2218.0,20929541000000.0,17112529000000.0,26476823000000.0,24699659000000.0,23578859000000.0,10490564000000.0
2219.0,20800533000000.0,17092780000000.0,26443500000000.0,24600333000000.0,23597557000000.0,10412603000000.0
2220.0,20676866000000.0,17030403000000.0,26378091000000.0,24552782000000.0,23563545000000.0,10360871000000.0
2221.0,20570165000000.0,16968973000000.0,26370780000000.0,24538759000000.0,23517353000000.0,10294708000000.0
2222.0,20486193000000.0,16928299000000.0,26270895000000.0,24397895000000.0,23519138000000.0,10215288000000.0
2223.0,20398945000000.0,16820476000000.0,26222980000000.0,24288487000000.0,23501407000000.0,10158276000000.0
2224.0,20329573000000.0,16779316000000.0,26224972000000.0,24257330000000.0,23472365000000.0,10095877000000.0
2225.0,20273672000000.0,16725744000000.0,26210885000000.0,24224171000000.0,23441546000000.0,10035974000000.0
2226.0,20142600000000.0,16698021000000.0,26132785000000.0,24153225000000.0,23375158000000.0,9941569000000.0
2227.0,20006574000000.0,16678345000000.0,26114355000000.0,24060172000000.0,23427698000000.0,9893212000000.0
2228.0,19923290000000.0,16623999000000.0,26090425000000.0,23942257000000.0,23388398000000.0,9819232000000.0
2229.0,19848457000000.0,16601323000000.0,26045642000000.0,23888575000000.0,23352490000000.0,9736054000000.0
2230.0,19781900000000.0,16508588000000.0,25903455000000.0,23820065000000.0,23270936000000.0,9696905000000.0
2231.0,19688229000000.0,16484584000000.0,25707267000000.0,23768860000000.0,23205786000000.0,9662296000000.0
2232.0,19590604000000.0,16422883000000.0,25669394000000.0,23741826000000.0,23180069000000.0,9625713000000.0
2233.0,19477683000000.0,16360612000000.0,25639541000000.0,23690730000000.0,23165080000000.0,9587285000000.0
2234.0,19380266000000.0,16343525000000.0,25562746000000.0,23700403000000.0,23138329000000.0,9553647000000.0
2235.0,19277696000000.0,16337417000000.0,25458080000000.0,23726907000000.0,23043112000000.0,9501599000000.0
2236.0,19298123000000.0,16314531000000.0,25384676000000.0,23718194000000.0,22985331000000.0,9453947000000.0
2237.0,19187160000000.0,16289610000000.0,25334892000000.0,23705321000000.0,22962007000000.0,9368616000000.0
2238.0,19118684000000.0,16239502000000.0,25271869000000.0,23681020000000.0,22899686000000.0,9317746000000.0
2239.0,19108180000000.0,16186340000000.0,25208421000000.0,23651259000000.0,22836394000000.0,9257827000000.0
2240.0,19067287000000.0,16138357000000.0,25177558000000.0,23637342000000.0,22775125000000.0,9200284000000.0
2241.0,19019602000000.0,16069749000000.0,25159996000000.0,23600627000000.0,22729684000000.0,9155484000000.0
2242.0,18962394000000.0,16020889000000.0,25126324000000.0,23614345000000.0,22683362000000.0,9085240000000.0
2243.0,18948815000000.0,15990685000000.0,24989147000000.0,23609560000000.0,22617810000000.0,9045735000000.0
2244.0,18844318000000.0,15952620000000.0,24905637000000.0,23556956000000.0,22564450000000.0,8973108000000.0
2245.0,18731750000000.0,15864495000000.0,24869947000000.0,23546490000000.0,22532548000000.0,8915657000000.0
2246.0,18624518000000.0,15852310000000.0,24826920000000.0,23540510000000.0,22505148000000.0,8861223000000.0
2247.0,18555202000000.0,15834865000000.0,24768927000000.0,23488121000000.0,22446275000000.0,8822103000000.0
2248.0,18441277000000.0,15820646000000.0,24632978000000.0,23476830000000.0,22367057000000.0,8793141000000.0
2249.0,18360666000000.0,15825416000000.0,24531916000000.0,23404283000000.0,22292357000000.0,8746716600000.0
2250.0,18295103000000.0,15818461000000.0,24438452000000.0,23407222000000.0,22244667000000.0,8711936400000.0
2251.0,18246049000000.0,15776395000000.0,24414492000000.0,23358115000000.0,22211237000000.0,8690446000000.0
2252.0,18203172000000.0,15702400000000.0,24243109000000.0,23347398000000.0,22206931000000.0,8660356400000.0
2253.0,18148795000000.0,15659875000000.0,24136942000000.0,23295880000000.0,22171506000000.0,8616008500000.0
2254.0,18087020000000.0,15625030000000.0,24040289000000.0,23276487000000.0,22110600000000.0,8585085000000.0
2255.0,18001445000000.0,15551175000000.0,24002030000000.0,23285587000000.0,22101184000000.0,8557151000000.0
2256.0,17901914000000.0,15501996000000.0,23964397000000.0,23261555000000.0,22069553000000.0,8517452300000.0
2257.0,17807742000000.0,15419960000000.0,23853693000000.0,23272680000000.0,22065598000000.0,8490236000000.0
2258.0,17699336000000.0,15333229000000.0,23859881000000.0,23222762000000.0,22026257000000.0,8442249000000.0
2259.0,17587906000000.0,15261083000000.0,23831037000000.0,23159665000000.0,22004342000000.0,8361752400000.0
2260.0,17521346000000.0,15216635000000.0,23793016000000.0,23140313000000.0,21990776000000.0,8330998700000.0
