time,CESM2-WACCM,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0
2091.0,11076699000.0,7174233600.0,7140478500.0,11185585000.0
2092.0,11419442000.0,7178839600.0,6856394000.0,11197631000.0
2093.0,11089288000.0,6921672700.0,6825473000.0,11083024000.0
2094.0,10774515000.0,7240366000.0,6852532000.0,10938200000.0
2095.0,11129945000.0,7500482000.0,6936636000.0,11527321000.0
2096.0,10672106000.0,7989556000.0,7234884600.0,11614204000.0
2097.0,10745517000.0,7891807700.0,7340195000.0,11580694000.0
2098.0,10873874000.0,8110277600.0,7486705700.0,12014138000.0
2099.0,10683032000.0,8143204000.0,7625703000.0,12599355000.0
2100.0,10693857000.0,7878046000.0,7777110500.0,12961613000.0
