time,CESM1-CAM5,CANESM2,MPI-ESM-LR
2000.0,135676030000.0,135676030000.0,135676030000.0
2001.0,136026680000.0,136026680000.0,136026680000.0
2002.0,136196020000.0,136196020000.0,136196020000.0
2003.0,135582000000.0,135582000000.0,135582000000.0
2004.0,135672770000.0,135672770000.0,135672770000.0
2005.0,135428110000.0,135428110000.0,135428110000.0
2006.0,135267710000.0,135267710000.0,135267710000.0
2007.0,135123480000.0,135123480000.0,135123480000.0
2008.0,135177720000.0,135177720000.0,135177720000.0
2009.0,135103720000.0,135103720000.0,135103720000.0
2010.0,134918910000.0,134918910000.0,134918910000.0
2011.0,134804710000.0,134804710000.0,134804710000.0
2012.0,134926115000.0,134926115000.0,134926115000.0
2013.0,135453900000.0,135453900000.0,135453900000.0
2014.0,134851910000.0,134851910000.0,134851910000.0
2015.0,135548985000.0,135548985000.0,135548985000.0
2016.0,134864910000.0,134864910000.0,134864910000.0
2017.0,134483740000.0,134483740000.0,134483740000.0
2018.0,134644730000.0,134644730000.0,134644730000.0
2019.0,134577810000.0,134577810000.0,134577810000.0
2020.0,134579536000.0,134579536000.0,134579536000.0
2021.0,134216290000.0,134280460000.0,134583050000.0
2022.0,134115920000.0,134248200000.0,134451315000.0
2023.0,134074700000.0,134415660000.0,134244790000.0
2024.0,133934800000.0,134049310000.0,134310620000.0
2025.0,133984280000.0,134096950000.0,134322905000.0
2026.0,134091430000.0,134063590000.0,134351995000.0
2027.0,133421520000.0,134672196000.0,133978710000.0
2028.0,133219560000.0,134886875000.0,133921470000.0
2029.0,133474320000.0,134303130000.0,133725000000.0
2030.0,133291980000.0,133639460000.0,133777250000.0
2031.0,133215396000.0,133506220000.0,133985570000.0
2032.0,132738130000.0,133383060000.0,133815390000.0
2033.0,132771390000.0,132971580000.0,133740690000.0
2034.0,132547110000.0,133047490000.0,133503885000.0
2035.0,132235290000.0,132830340000.0,133479850000.0
2036.0,132451940000.0,132816250000.0,133441630000.0
2037.0,132563410000.0,132634520000.0,133235230000.0
2038.0,132509024000.0,132428460000.0,132969670000.0
2039.0,131948000000.0,132589190000.0,133230690000.0
2040.0,131733140000.0,132074800000.0,133549630000.0
2041.0,131454470000.0,132269270000.0,133181740000.0
2042.0,131049560000.0,131795526000.0,132984720000.0
2043.0,130851380000.0,131575640000.0,132845570000.0
2044.0,130641670000.0,131689130000.0,132809680000.0
2045.0,130555860000.0,131478250000.0,133092360000.0
2046.0,130386805000.0,131472160000.0,133159870000.0
2047.0,130119810000.0,131500540000.0,132697140000.0
2048.0,129674350000.0,130799100000.0,132527870000.0
2049.0,129385440000.0,130699220000.0,132771594000.0
2050.0,128885260000.0,130524905000.0,132480690000.0
2051.0,128623210000.0,130096054000.0,132575175000.0
2052.0,128418054000.0,129847984000.0,132604680000.0
2053.0,128052620000.0,130011140000.0,132468980000.0
2054.0,127809720000.0,129609690000.0,132745970000.0
2055.0,127319960000.0,129836530000.0,132685185000.0
2056.0,127233680000.0,129258160000.0,133031110000.0
2057.0,126985220000.0,129044480000.0,132875010000.0
2058.0,126634850000.0,129118180000.0,132671920000.0
2059.0,126279090000.0,128757640000.0,132691140000.0
2060.0,125987800000.0,128705634000.0,132508340000.0
2061.0,125523840000.0,128420730000.0,132423580000.0
2062.0,124937880000.0,128165920000.0,132090930000.0
2063.0,124461875000.0,127580360000.0,131977716000.0
2064.0,123946254000.0,128032195000.0,131963400000.0
2065.0,123317200000.0,127389880000.0,131838935000.0
2066.0,123223474000.0,126817520000.0,131964400000.0
2067.0,122886136000.0,126812815000.0,132188365000.0
2068.0,122485520000.0,126437420000.0,131623485000.0
2069.0,122394140000.0,126222140000.0,131545874000.0
2070.0,121795125000.0,126275576000.0,131507225000.0
2071.0,121456420000.0,125837690000.0,131358770000.0
2072.0,121132564000.0,125794970000.0,131280710000.0
2073.0,120495680000.0,125426410000.0,131452850000.0
2074.0,119956414000.0,125363814000.0,131219980000.0
2075.0,120516690000.0,125165986000.0,131271160000.0
2076.0,119343660000.0,126085830000.0,131099530000.0
2077.0,118666360000.0,125045890000.0,130993960000.0
2078.0,118523780000.0,124498920000.0,130739670000.0
2079.0,117978450000.0,124544280000.0,131162540000.0
2080.0,117177870000.0,124255730000.0,131299300000.0
2081.0,116768170000.0,123953480000.0,130761466000.0
2082.0,116470930000.0,125029286000.0,131607820000.0
2083.0,116072380000.0,124395040000.0,131295560000.0
2084.0,115849050000.0,123842900000.0,130797584000.0
2085.0,115239800000.0,123714700000.0,130867360000.0
2086.0,114847020000.0,123154730000.0,130594030000.0
2087.0,114398060000.0,122983100000.0,130849374000.0
2088.0,113733740000.0,124928205000.0,131496985000.0
2089.0,113145830000.0,123565800000.0,130825760000.0
2090.0,113064575000.0,122532870000.0,130952190000.0
2091.0,112723390000.0,122334446000.0,130735930000.0
2092.0,112052510000.0,122025000000.0,130416500000.0
2093.0,111446470000.0,121711000000.0,130322600000.0
2094.0,111082950000.0,121387210000.0,131124670000.0
2095.0,110701190000.0,121340930000.0,130072170000.0
2096.0,110430950000.0,121387880000.0,129851240000.0
2097.0,110484380000.0,120929550000.0,129786250000.0
2098.0,109461320000.0,120552930000.0,130002100000.0
2099.0,108729310000.0,120251090000.0,129935580000.0
2100.0,108236870000.0,119825050000.0,129701140000.0
2101.0,107786990000.0,119834075000.0,129355645000.0
2102.0,107423850000.0,119367115000.0,129401720000.0
2103.0,107209620000.0,119142000000.0,129413260000.0
2104.0,106386180000.0,118926705000.0,129192700000.0
2105.0,106029030000.0,118872500000.0,129339670000.0
2106.0,105544760000.0,118605750000.0,129276190000.0
2107.0,104944230000.0,119275910000.0,129002170000.0
2108.0,104570810000.0,118453576000.0,129228800000.0
2109.0,104240950000.0,118713730000.0,129630550000.0
2110.0,103698964000.0,118174230000.0,129250664000.0
2111.0,103239990000.0,117720120000.0,129132540000.0
2112.0,102837820000.0,117404066000.0,129087680000.0
