time,CSIRO-MK3-6-0,CCSM4,MPI-ESM-LR
2000.0,135676030000.0,135676030000.0,135676030000.0
2001.0,136026680000.0,136026680000.0,136026680000.0
2002.0,136196020000.0,136196020000.0,136196020000.0
2003.0,135582000000.0,135582000000.0,135582000000.0
2004.0,135672770000.0,135672770000.0,135672770000.0
2005.0,135428110000.0,135428110000.0,135428110000.0
2006.0,135267710000.0,135267710000.0,135267710000.0
2007.0,135123480000.0,135123480000.0,135123480000.0
2008.0,135177720000.0,135177720000.0,135177720000.0
2009.0,135103720000.0,135103720000.0,135103720000.0
2010.0,134918910000.0,134918910000.0,134918910000.0
2011.0,134804710000.0,134804710000.0,134804710000.0
2012.0,134926115000.0,134926115000.0,134926115000.0
2013.0,135453900000.0,135453900000.0,135453900000.0
2014.0,134851910000.0,134851910000.0,134851910000.0
2015.0,135548985000.0,135548985000.0,135548985000.0
2016.0,134864910000.0,134864910000.0,134864910000.0
2017.0,134483740000.0,134483740000.0,134483740000.0
2018.0,134644730000.0,134644730000.0,134644730000.0
2019.0,134577810000.0,134577810000.0,134577810000.0
2020.0,134579536000.0,134579536000.0,134579536000.0
2021.0,134498345000.0,134351410000.0,134338085000.0
2022.0,134587040000.0,134261410000.0,134395570000.0
2023.0,134176090000.0,134234260000.0,134276690000.0
2024.0,133791140000.0,133997090000.0,134876260000.0
2025.0,133708660000.0,134558730000.0,134134100000.0
2026.0,134004770000.0,133637120000.0,134062380000.0
2027.0,133284400000.0,133591530000.0,133801440000.0
2028.0,133423840000.0,133536910000.0,134673510000.0
2029.0,133666510000.0,133544960000.0,134088960000.0
2030.0,133288930000.0,133304410000.0,133722505000.0
2031.0,133492480000.0,132968776000.0,133522830000.0
2032.0,133189200000.0,132992930000.0,133164090000.0
2033.0,132839590000.0,132812030000.0,133285260000.0
2034.0,132799000000.0,132718390000.0,133092090000.0
2035.0,132433100000.0,132723474000.0,132888250000.0
2036.0,132365435000.0,132379420000.0,132851270000.0
2037.0,132494090000.0,132392010000.0,132771410000.0
2038.0,131952610000.0,132266550000.0,132550310000.0
2039.0,131679500000.0,132133670000.0,132568350000.0
2040.0,131595035000.0,131902644000.0,132490630000.0
2041.0,131330540000.0,131737010000.0,132304370000.0
2042.0,131137630000.0,131457160000.0,132176850000.0
2043.0,131127750000.0,131339390000.0,131947260000.0
2044.0,130778170000.0,131125610000.0,131889400000.0
2045.0,130712084000.0,130941870000.0,131737150000.0
2046.0,130318270000.0,130751590000.0,131617800000.0
2047.0,130392350000.0,130618360000.0,131363220000.0
2048.0,130262385000.0,130253790000.0,131144475000.0
2049.0,129628780000.0,129986355000.0,131031700000.0
2050.0,129365340000.0,129867020000.0,130770800000.0
2051.0,129007665000.0,129540210000.0,130732020000.0
2052.0,128615694000.0,129263575000.0,130555190000.0
2053.0,128391000000.0,128962160000.0,130366670000.0
2054.0,128152180000.0,128803520000.0,130224540000.0
2055.0,127730630000.0,128642100000.0,130279450000.0
2056.0,127318930000.0,128431100000.0,130302060000.0
2057.0,127006630000.0,128042476000.0,129739800000.0
2058.0,126707474000.0,127613470000.0,129644350000.0
2059.0,126387560000.0,127257670000.0,129741590000.0
2060.0,126102860000.0,126798680000.0,129629250000.0
2061.0,125873700000.0,126648000000.0,129326590000.0
2062.0,125287780000.0,126078770000.0,129076490000.0
2063.0,125184360000.0,125740350000.0,128741680000.0
2064.0,124649690000.0,125367740000.0,128552980000.0
2065.0,124034695000.0,124640320000.0,128346644000.0
2066.0,123144210000.0,124216705000.0,128167264000.0
2067.0,122657186000.0,123717845000.0,127798936000.0
2068.0,122160350000.0,123263580000.0,127648784000.0
2069.0,121414430000.0,123011604000.0,127168290000.0
2070.0,120872124000.0,122464670000.0,126990630000.0
2071.0,120147710000.0,121575570000.0,126824006000.0
2072.0,119558775000.0,121146410000.0,126543160000.0
2073.0,118964790000.0,120724230000.0,126176160000.0
2074.0,118446690000.0,120064500000.0,125904410000.0
2075.0,117836980000.0,119554160000.0,125465950000.0
2076.0,116783110000.0,118744630000.0,125650100000.0
2077.0,116005850000.0,117917220000.0,125034230000.0
2078.0,115253990000.0,117230560000.0,124878004000.0
2079.0,114756980000.0,116657190000.0,124659840000.0
2080.0,113552560000.0,115775010000.0,124007650000.0
2081.0,112880440000.0,114420580000.0,123711720000.0
2082.0,112121940000.0,113620770000.0,123479250000.0
2083.0,111238504000.0,112762030000.0,122881990000.0
2084.0,110170670000.0,111391834000.0,122459095000.0
2085.0,109305460000.0,110070590000.0,121924210000.0
2086.0,108512264000.0,109172460000.0,121672680000.0
2087.0,107988400000.0,107867955000.0,121068880000.0
2088.0,106603530000.0,107099110000.0,120548770000.0
2089.0,105597960000.0,105630850000.0,120107870000.0
2090.0,104312005000.0,104761390000.0,119588350000.0
2091.0,102810894000.0,103915180000.0,119166116000.0
2092.0,101162620000.0,102782886000.0,118545190000.0
2093.0,99964174000.0,101552550000.0,118195290000.0
2094.0,98383280000.0,100072120000.0,117885700000.0
2095.0,96482660000.0,99214600000.0,117440690000.0
2096.0,94950460000.0,97758550000.0,116933860000.0
2097.0,92653400000.0,96567670000.0,116155880000.0
2098.0,91225014000.0,95235270000.0,115624150000.0
2099.0,89557900000.0,93883040000.0,115133920000.0
2100.0,87656480000.0,92323110000.0,114368550000.0
2101.0,85858960000.0,90685940000.0,113880020000.0
2102.0,83952130000.0,88863980000.0,113491255000.0
2103.0,82224850000.0,87391715000.0,112865000000.0
2104.0,80183110000.0,85584800000.0,112262120000.0
2105.0,78017085000.0,83340860000.0,111809890000.0
2106.0,75993260000.0,80983710000.0,110988500000.0
2107.0,73840886000.0,79265250000.0,110380786000.0
2108.0,72242240000.0,77664800000.0,109655970000.0
2109.0,70244295000.0,75586970000.0,108998100000.0
2110.0,68351280000.0,73553130000.0,108170674000.0
2111.0,66282380000.0,71366255000.0,107122540000.0
2112.0,63928250000.0,69368080000.0,106492300000.0
