time,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,MPI-ESM-LR
2000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0
2001.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0
2002.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0
2003.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0
2004.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0
2005.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0
2006.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0
2007.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0
2008.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0
2009.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0
2010.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0
2011.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0
2012.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0
2013.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0
2014.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0
2015.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0
2016.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0
2017.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0
2018.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0
2019.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0
2020.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0
2021.0,134314170000.0,134803900000.0,134498960000.0,134351800000.0
2022.0,134231710000.0,134921050000.0,134790360000.0,134255215000.0
2023.0,134112890000.0,134348520000.0,134260370000.0,134336720000.0
2024.0,134525440000.0,134550910000.0,134274720000.0,133889180000.0
2025.0,134072720000.0,134371140000.0,133922780000.0,134158980000.0
2026.0,134235830000.0,134060280000.0,133875760000.0,133996855000.0
2027.0,134048510000.0,133764230000.0,133941535000.0,133521270000.0
2028.0,133956160000.0,133819890000.0,133699730000.0,133287930000.0
2029.0,134804620000.0,133380920000.0,133763146000.0,133650840000.0
2030.0,133686910000.0,133412660000.0,133675610000.0,133021360000.0
2031.0,133400320000.0,133295240000.0,133069150000.0,133026210000.0
2032.0,133185670000.0,132930175000.0,133041790000.0,132882470000.0
2033.0,133111276000.0,132717265000.0,132882506000.0,132731090000.0
2034.0,132858090000.0,132662320000.0,132727280000.0,132765745000.0
2035.0,132722260000.0,132535600000.0,132447390000.0,132527645000.0
2036.0,132681480000.0,132400760000.0,132384850000.0,133065810000.0
2037.0,132863255000.0,132682530000.0,132275880000.0,132414170000.0
2038.0,132553160000.0,132140384000.0,132068370000.0,132327390000.0
2039.0,132529090000.0,132016546000.0,131809150000.0,132239745000.0
2040.0,132473405000.0,131675680000.0,131570370000.0,132621120000.0
2041.0,132440100000.0,131579010000.0,131479175000.0,132046970000.0
2042.0,131850674000.0,131368870000.0,131407454000.0,131791520000.0
2043.0,131710630000.0,131270120000.0,131202690000.0,131839990000.0
2044.0,131693870000.0,130987490000.0,130958295000.0,131645320000.0
2045.0,131584524000.0,130701890000.0,130644470000.0,131321380000.0
2046.0,131482440000.0,130525400000.0,130525530000.0,131409040000.0
2047.0,131277930000.0,130181145000.0,130286610000.0,131388785000.0
2048.0,131158860000.0,129734164000.0,130249155000.0,131104360000.0
2049.0,130988515000.0,129355270000.0,129856850000.0,130705695000.0
2050.0,130718065000.0,129139660000.0,129588370000.0,131092650000.0
2051.0,130658270000.0,128753990000.0,129239065000.0,130731910000.0
2052.0,130317935000.0,128401250000.0,129018250000.0,130700340000.0
2053.0,129957950000.0,127925666000.0,128933450000.0,130349620000.0
2054.0,129797610000.0,127694004000.0,128770050000.0,130123160000.0
2055.0,129712460000.0,127575990000.0,128508720000.0,129872224000.0
2056.0,129477810000.0,126841270000.0,128039470000.0,129750745000.0
2057.0,129301440000.0,126413990000.0,127930030000.0,129702250000.0
2058.0,129046470000.0,126148100000.0,127748720000.0,129618440000.0
2059.0,129148950000.0,125557514000.0,127370576000.0,129406590000.0
2060.0,128615030000.0,125351100000.0,126986520000.0,129315955000.0
2061.0,128705356000.0,125138830000.0,126547280000.0,129025900000.0
2062.0,128296460000.0,124396810000.0,126270690000.0,128770560000.0
2063.0,127922300000.0,123967580000.0,125924290000.0,129007190000.0
2064.0,127537095000.0,123508540000.0,125620110000.0,128738610000.0
2065.0,127196280000.0,123143920000.0,125401784000.0,128497435000.0
2066.0,127038644000.0,122971365000.0,125096280000.0,128323084000.0
2067.0,126708620000.0,122635510000.0,124458270000.0,128138050000.0
2068.0,126537515000.0,122208190000.0,124262920000.0,128022266000.0
2069.0,126190354000.0,121590040000.0,123809690000.0,128734440000.0
2070.0,125941146000.0,120947740000.0,123602970000.0,128219080000.0
2071.0,125736526000.0,120185710000.0,123206450000.0,127635330000.0
2072.0,125297720000.0,119671500000.0,122586050000.0,127403440000.0
2073.0,124989270000.0,119164510000.0,122186280000.0,127269580000.0
2074.0,124634730000.0,118773110000.0,121956114000.0,126909430000.0
2075.0,124697870000.0,117867930000.0,121596670000.0,126789710000.0
2076.0,124309840000.0,117270420000.0,121137360000.0,126676220000.0
2077.0,123712230000.0,117031010000.0,120871750000.0,126224700000.0
2078.0,123489140000.0,117001770000.0,120414020000.0,125818760000.0
2079.0,123319920000.0,116019280000.0,119868146000.0,125910060000.0
2080.0,123002550000.0,115412270000.0,119428200000.0,125718700000.0
2081.0,122478400000.0,114833790000.0,119093084000.0,125507920000.0
2082.0,122071370000.0,114551600000.0,118520040000.0,125874010000.0
2083.0,121838854000.0,113548150000.0,118047520000.0,125985554000.0
2084.0,121553750000.0,112772090000.0,117448210000.0,125777125000.0
2085.0,121132870000.0,112025350000.0,117061616000.0,125024530000.0
2086.0,120886560000.0,111498340000.0,116703060000.0,124577340000.0
2087.0,120473170000.0,110693210000.0,116338160000.0,124366150000.0
2088.0,120191115000.0,110101990000.0,115443470000.0,124135120000.0
2089.0,120177160000.0,109633350000.0,114746606000.0,123940730000.0
2090.0,119802290000.0,109125260000.0,114191820000.0,123869140000.0
2091.0,119268114000.0,108250235000.0,113692690000.0,123844880000.0
2092.0,118901650000.0,107328130000.0,113337120000.0,123255734000.0
2093.0,118519890000.0,106797600000.0,112729830000.0,122985110000.0
2094.0,118104500000.0,106388340000.0,112166030000.0,122907664000.0
2095.0,117937160000.0,105735045000.0,111559060000.0,122516100000.0
2096.0,117932010000.0,105115820000.0,111027630000.0,122256425000.0
2097.0,117553420000.0,104798920000.0,110772070000.0,122483800000.0
2098.0,117347700000.0,103900240000.0,109884700000.0,121866330000.0
2099.0,117327110000.0,103166930000.0,109375275000.0,121616670000.0
2100.0,116695850000.0,102151970000.0,108795560000.0,121325030000.0
2101.0,117088130000.0,101608250000.0,108242215000.0,121168085000.0
2102.0,115911350000.0,100933200000.0,107881040000.0,121129394000.0
2103.0,115585150000.0,100249395000.0,107178520000.0,120714610000.0
2104.0,115234824000.0,99720290000.0,106692290000.0,120429320000.0
2105.0,115380180000.0,98835595000.0,106083500000.0,120778090000.0
2106.0,114508866000.0,98089850000.0,105598090000.0,120349260000.0
2107.0,114421875000.0,97727430000.0,104890560000.0,120254710000.0
2108.0,113929660000.0,96620085000.0,104293910000.0,120129780000.0
2109.0,113580180000.0,95685394000.0,103924250000.0,119841090000.0
2110.0,113381770000.0,95194550000.0,102892350000.0,119525520000.0
2111.0,113124710000.0,94576255000.0,102278880000.0,119211700000.0
2112.0,112606860000.0,93744510000.0,101576360000.0,119063480000.0
2113.0,112083480000.0,93007630000.0,100773170000.0,118812460000.0
2114.0,111795610000.0,91898290000.0,100107395000.0,118477185000.0
2115.0,111386060000.0,90719660000.0,98986840000.0,118291570000.0
2116.0,111033790000.0,89914016000.0,97903755000.0,117952094000.0
2117.0,110935830000.0,89132370000.0,97273635000.0,117684300000.0
2118.0,110813920000.0,87835845000.0,96715060000.0,117753650000.0
2119.0,110118470000.0,86997860000.0,96326386000.0,117602680000.0
2120.0,109787360000.0,85607830000.0,95698300000.0,117468950000.0
2121.0,109387760000.0,84781195000.0,95099350000.0,117102270000.0
2122.0,109041020000.0,84469326000.0,94481020000.0,116803764000.0
2123.0,109243510000.0,83573785000.0,93587145000.0,116600530000.0
