time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4
2000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0
2001.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0
2002.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0
2003.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0
2004.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0
2005.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0
2006.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0
2007.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0
2008.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0
2009.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0
2010.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0
2011.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0
2012.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0
2013.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0
2014.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0
2015.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0
2016.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0
2017.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0
2018.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0
2019.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0
2020.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0
2021.0,134841795000.0,134797810000.0,134609020000.0,134503490000.0
2022.0,134646420000.0,134426500000.0,134449040000.0,135425850000.0
2023.0,134549260000.0,134216745000.0,134542380000.0,135060350000.0
2024.0,134583490000.0,134412170000.0,134559990000.0,134667370000.0
2025.0,134494480000.0,133947430000.0,133985400000.0,134337250000.0
2026.0,134394480000.0,133893430000.0,134135810000.0,134102750000.0
2027.0,133886470000.0,133574520000.0,133723990000.0,134022390000.0
2028.0,134631930000.0,133544560000.0,133489190000.0,133628740000.0
2029.0,133896980000.0,133209480000.0,134376110000.0,134043870000.0
2030.0,133532975000.0,133463250000.0,133917080000.0,133449210000.0
2031.0,133763080000.0,133196480000.0,133752460000.0,133243520000.0
2032.0,133993150000.0,132975804000.0,133383460000.0,133671910000.0
2033.0,133327760000.0,133190580000.0,133616120000.0,133161980000.0
2034.0,133544380000.0,133211144000.0,132990860000.0,133116230000.0
2035.0,133473430000.0,132605830000.0,132876130000.0,133646970000.0
2036.0,132910694000.0,132631910000.0,134056080000.0,133512880000.0
2037.0,132787140000.0,132775250000.0,133030060000.0,133131620000.0
2038.0,132585220000.0,132572730000.0,132895300000.0,133121475000.0
2039.0,132485730000.0,132790680000.0,133264105000.0,132619680000.0
2040.0,132407360000.0,132797570000.0,132587460000.0,132685970000.0
2041.0,131962175000.0,132053840000.0,132721010000.0,132738080000.0
2042.0,132301390000.0,131782020000.0,132303050000.0,132774200000.0
2043.0,131927605000.0,131619210000.0,132558680000.0,132440660000.0
2044.0,131920320000.0,131497435000.0,132437810000.0,131967000000.0
2045.0,131495560000.0,131823420000.0,132080860000.0,131759470000.0
2046.0,131264590000.0,131437216000.0,132225060000.0,131891480000.0
2047.0,130981134000.0,131089015000.0,131759350000.0,131689400000.0
2048.0,131204735000.0,130927410000.0,131799580000.0,131424300000.0
2049.0,131042780000.0,130719720000.0,131905270000.0,131431530000.0
2050.0,130444616000.0,130504570000.0,131853160000.0,131546830000.0
2051.0,130339750000.0,130133025000.0,131487860000.0,131318030000.0
2052.0,130110810000.0,130052415000.0,131511080000.0,131560690000.0
2053.0,129966825000.0,129535650000.0,131286204000.0,131428160000.0
2054.0,129554145000.0,129181655000.0,130866390000.0,131324330000.0
2055.0,129370250000.0,128969370000.0,130590384000.0,131163430000.0
2056.0,129102510000.0,128895130000.0,130458935000.0,131115670000.0
2057.0,128770834000.0,128550690000.0,130276470000.0,130875550000.0
2058.0,128632990000.0,128130780000.0,130238080000.0,130419090000.0
2059.0,128575210000.0,127909340000.0,130151850000.0,130463950000.0
2060.0,128426746000.0,127669370000.0,130023285000.0,130410365000.0
2061.0,127863150000.0,127632130000.0,129738850000.0,130061020000.0
2062.0,127772615000.0,127412800000.0,129616420000.0,129884580000.0
2063.0,127674425000.0,126934650000.0,129365220000.0,129953464000.0
2064.0,127684444000.0,126477420000.0,129474570000.0,130045030000.0
2065.0,127078154000.0,126112240000.0,129116210000.0,130361270000.0
2066.0,127060970000.0,125716670000.0,129182390000.0,129946460000.0
2067.0,126747430000.0,125131530000.0,128962535000.0,129738910000.0
2068.0,126682080000.0,124853890000.0,128918950000.0,130118620000.0
2069.0,127254970000.0,124557280000.0,128632790000.0,130489025000.0
2070.0,126209730000.0,124452790000.0,128167900000.0,130046240000.0
2071.0,126294830000.0,123950146000.0,128060130000.0,130327050000.0
2072.0,125654200000.0,123611430000.0,127904150000.0,129665530000.0
2073.0,125379200000.0,123618350000.0,127578644000.0,128795840000.0
2074.0,125475780000.0,123186730000.0,128499600000.0,128603260000.0
2075.0,125529320000.0,122820300000.0,127979860000.0,129193845000.0
2076.0,124846014000.0,122611270000.0,127967625000.0,128415015000.0
2077.0,124525030000.0,121781360000.0,127682224000.0,128763550000.0
2078.0,124679400000.0,121342530000.0,127020590000.0,129067655000.0
2079.0,124651940000.0,121115470000.0,126943535000.0,128421000000.0
2080.0,124072170000.0,120958760000.0,126495375000.0,129655480000.0
2081.0,123850520000.0,120738505000.0,126085150000.0,128067620000.0
2082.0,123724970000.0,120259445000.0,125738090000.0,128122220000.0
2083.0,124660190000.0,119969390000.0,125467110000.0,127951790000.0
2084.0,123386040000.0,119560290000.0,125581460000.0,127682290000.0
2085.0,122984500000.0,119113376000.0,125131780000.0,127674940000.0
2086.0,122756170000.0,119372530000.0,124866500000.0,127587434000.0
2087.0,122379846000.0,119340360000.0,124808405000.0,127595086000.0
2088.0,122172695000.0,118996620000.0,124725720000.0,127543060000.0
2089.0,121970680000.0,118654500000.0,124357616000.0,127529705000.0
2090.0,121764150000.0,121058050000.0,123938380000.0,127895640000.0
2091.0,121326880000.0,118780666000.0,123580620000.0,127523760000.0
2092.0,120864400000.0,117480180000.0,123436440000.0,128101600000.0
2093.0,120834420000.0,116816355000.0,123294300000.0,127341380000.0
2094.0,120231140000.0,116614680000.0,122950560000.0,126973370000.0
2095.0,120268510000.0,116557455000.0,122671790000.0,126679376000.0
2096.0,119843760000.0,116754500000.0,122489960000.0,127219786000.0
2097.0,119521755000.0,116152270000.0,122604810000.0,126630010000.0
2098.0,119649900000.0,116503920000.0,122222250000.0,126362340000.0
2099.0,120353280000.0,116239940000.0,122256750000.0,126389020000.0
2100.0,120352910000.0,115934510000.0,122229785000.0,127013000000.0
