time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,135676030000.0,135676030000.0
2001.0,136026680000.0,136026680000.0
2002.0,136196020000.0,136196020000.0
2003.0,135582000000.0,135582000000.0
2004.0,135672770000.0,135672770000.0
2005.0,135428110000.0,135428110000.0
2006.0,135267710000.0,135267710000.0
2007.0,135123480000.0,135123480000.0
2008.0,135177720000.0,135177720000.0
2009.0,135103720000.0,135103720000.0
2010.0,134918910000.0,134918910000.0
2011.0,134804710000.0,134804710000.0
2012.0,134926115000.0,134926115000.0
2013.0,135453900000.0,135453900000.0
2014.0,134851910000.0,134851910000.0
2015.0,135548985000.0,135548985000.0
2016.0,134864910000.0,134864910000.0
2017.0,134483740000.0,134483740000.0
2018.0,134644730000.0,134644730000.0
2019.0,134577810000.0,134577810000.0
2020.0,134579536000.0,134579536000.0
2021.0,134737670000.0,134549680000.0
2022.0,135029980000.0,134671565000.0
2023.0,134503960000.0,134304020000.0
2024.0,134343530000.0,133970360000.0
2025.0,133824180000.0,133902700000.0
2026.0,133831295000.0,133891560000.0
2027.0,133714100000.0,133915920000.0
2028.0,133708980000.0,133988160000.0
2029.0,133845100000.0,134097020000.0
2030.0,133615330000.0,133948470000.0
2031.0,133370860000.0,134005450000.0
2032.0,133182750000.0,133627050000.0
2033.0,133126490000.0,133682940000.0
2034.0,132828330000.0,133585396000.0
2035.0,132791394000.0,133274100000.0
2036.0,132790350000.0,133200160000.0
2037.0,132523710000.0,133061700000.0
2038.0,132348780000.0,133599820000.0
2039.0,132059520000.0,133207210000.0
2040.0,131819580000.0,132953694000.0
2041.0,131611050000.0,132870470000.0
2042.0,131499010000.0,132929680000.0
2043.0,131476220000.0,133123670000.0
2044.0,131392970000.0,132680180000.0
2045.0,131231990000.0,133025540000.0
2046.0,130963340000.0,132427350000.0
2047.0,130772180000.0,132415800000.0
2048.0,130546160000.0,131960330000.0
2049.0,130088360000.0,132140110000.0
2050.0,129820700000.0,131799180000.0
2051.0,129475960000.0,131653380000.0
2052.0,128949740000.0,131507570000.0
2053.0,128830050000.0,131327200000.0
2054.0,128558560000.0,131251050000.0
2055.0,128239680000.0,130845030000.0
2056.0,127966480000.0,130302680000.0
2057.0,127870570000.0,130118820000.0
2058.0,127628920000.0,129868180000.0
2059.0,127154220000.0,129708480000.0
2060.0,126662615000.0,129348290000.0
2061.0,126430390000.0,129134320000.0
2062.0,126018880000.0,128908020000.0
2063.0,125395130000.0,128674760000.0
2064.0,125002670000.0,128373055000.0
2065.0,124794110000.0,128119970000.0
2066.0,124388295000.0,127825720000.0
2067.0,123878646000.0,127155820000.0
2068.0,123642550000.0,127006450000.0
2069.0,123268145000.0,126643570000.0
2070.0,122842940000.0,126196064000.0
2071.0,122563930000.0,126122150000.0
2072.0,121853310000.0,125568410000.0
2073.0,121268716000.0,125184050000.0
2074.0,121043345000.0,124733110000.0
2075.0,120786160000.0,124342575000.0
2076.0,120322700000.0,123961190000.0
2077.0,119773290000.0,123467600000.0
2078.0,119105520000.0,122811240000.0
2079.0,118614610000.0,122288510000.0
2080.0,117994360000.0,121732150000.0
2081.0,117756640000.0,121168806000.0
2082.0,117274800000.0,120616330000.0
2083.0,116410410000.0,120325170000.0
2084.0,115992030000.0,119450560000.0
2085.0,115446490000.0,119197300000.0
2086.0,115152300000.0,118731420000.0
2087.0,114261400000.0,118186190000.0
2088.0,113901216000.0,117486350000.0
2089.0,113512595000.0,116926200000.0
2090.0,112995746000.0,116273250000.0
2091.0,112841064000.0,115666930000.0
2092.0,112161866000.0,115229460000.0
2093.0,111244550000.0,114821865000.0
2094.0,110806420000.0,114357000000.0
2095.0,110278300000.0,113488980000.0
2096.0,109650485000.0,112831180000.0
2097.0,109154480000.0,112523610000.0
2098.0,108651710000.0,111633146000.0
2099.0,107926510000.0,111366240000.0
2100.0,107302420000.0,110618940000.0
