time,TAIESM1,MPI-ESM1-2-HR,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,KACE-1-0-G,GFDL-ESM4,UKESM1-0-LL,IITM-ESM
2000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0
2001.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0
2002.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0
2003.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0
2004.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0
2005.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0
2006.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0
2007.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0
2008.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0
2009.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0
2010.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0
2011.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0
2012.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0
2013.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0
2014.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0
2015.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0
2016.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0
2017.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0
2018.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0
2019.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0
2020.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0
2021.0,134404130000.0,134430280000.0,135261766000.0,134625124000.0,134341410000.0,134371550000.0,134341190000.0,134514850000.0,134288120000.0
2022.0,134404530000.0,135552066000.0,134910090000.0,134588900000.0,134120640000.0,134624305000.0,134693080000.0,134966220000.0,134033780000.0
2023.0,134344970000.0,134938330000.0,134551690000.0,134494810000.0,134579190000.0,134457150000.0,134582395000.0,134697840000.0,133986690000.0
2024.0,134367160000.0,134879150000.0,134480310000.0,134216040000.0,133971640000.0,134127270000.0,134735780000.0,134198640000.0,133891650000.0
2025.0,134443250000.0,134442710000.0,134518550000.0,134084730000.0,133870350000.0,134275380000.0,134634185000.0,134455796000.0,134281150000.0
2026.0,133931900000.0,134410810000.0,133891660000.0,134272820000.0,134430860000.0,134232770000.0,133944850000.0,133808800000.0,133623450000.0
2027.0,133785090000.0,134024260000.0,134479766000.0,134749840000.0,134077240000.0,134103070000.0,133948970000.0,133586730000.0,133363290000.0
2028.0,133680260000.0,133895570000.0,133899110000.0,133799470000.0,134342500000.0,133447670000.0,133893540000.0,133683060000.0,133221880000.0
2029.0,133280260000.0,133570460000.0,133923280000.0,133495540000.0,134444260000.0,133656840000.0,133542130000.0,133332845000.0,133011990000.0
2030.0,134326936000.0,133803295000.0,133583430000.0,133965540000.0,134266630000.0,133792690000.0,133609685000.0,133614944000.0,132841366000.0
2031.0,133160610000.0,133405960000.0,133376360000.0,133491425000.0,133803810000.0,133549250000.0,133862690000.0,133201910000.0,132603560000.0
2032.0,132886830000.0,133457620000.0,133258340000.0,133647790000.0,133550540000.0,133572790000.0,133356660000.0,132955600000.0,132541880000.0
2033.0,132590260000.0,133149745000.0,132871094000.0,133440000000.0,133478244000.0,133370585000.0,133465470000.0,132684510000.0,132329050000.0
2034.0,132509140000.0,133058170000.0,132766940000.0,132972760000.0,133290140000.0,132940570000.0,133129180000.0,132551430000.0,132314685000.0
2035.0,132333840000.0,133013060000.0,132636836000.0,132957460000.0,133074170000.0,133031230000.0,132925540000.0,132337420000.0,132015950000.0
2036.0,132136730000.0,132966350000.0,132613620000.0,132809000000.0,133178650000.0,133210390000.0,132749754000.0,132210140000.0,132215030000.0
2037.0,132253080000.0,132866770000.0,132291800000.0,132838375000.0,133115530000.0,132943270000.0,133024760000.0,132129990000.0,131463750000.0
2038.0,131644424000.0,133294300000.0,132193400000.0,132632840000.0,132930570000.0,132699670000.0,132727644000.0,132185874000.0,131240985000.0
2039.0,131439960000.0,132872830000.0,132154690000.0,132566570000.0,132863934000.0,132610060000.0,132815690000.0,131819860000.0,130778680000.0
2040.0,131181560000.0,132699040000.0,131953820000.0,132503750000.0,132752700000.0,133170110000.0,132655550000.0,131610320000.0,130514470000.0
2041.0,131082830000.0,132560340000.0,131541066000.0,132227710000.0,132562960000.0,132395655000.0,132718110000.0,131745100000.0,130072310000.0
2042.0,130795045000.0,132570660000.0,131354240000.0,131991630000.0,132783284000.0,132098680000.0,132522254000.0,131193510000.0,129638460000.0
2043.0,130544120000.0,131978805000.0,131177830000.0,131811760000.0,132686300000.0,132078090000.0,132053120000.0,130917240000.0,129277590000.0
2044.0,129967596000.0,132472060000.0,131077680000.0,131992150000.0,132222120000.0,132287160000.0,132541440000.0,130984300000.0,128884620000.0
2045.0,129424010000.0,131862270000.0,130723100000.0,131435490000.0,132185070000.0,132008714000.0,132233626000.0,130463190000.0,128509830000.0
2046.0,129198030000.0,131910020000.0,130453905000.0,131146460000.0,132133536000.0,131665490000.0,132494560000.0,130086150000.0,127887040000.0
2047.0,128865860000.0,131662390000.0,130091540000.0,130943110000.0,131910370000.0,131660040000.0,132114040000.0,130215270000.0,127309200000.0
2048.0,128485425000.0,131558110000.0,129646710000.0,130572960000.0,131606360000.0,131423410000.0,131733130000.0,129755670000.0,127012170000.0
2049.0,128139240000.0,131133194000.0,129365130000.0,130325030000.0,131481470000.0,131168440000.0,131748950000.0,129172970000.0,126510200000.0
2050.0,127512650000.0,130840490000.0,129002340000.0,130476150000.0,131261420000.0,131147260000.0,131826330000.0,128734765000.0,126063790000.0
2051.0,127291940000.0,130663014000.0,128624870000.0,129773770000.0,131012790000.0,130574980000.0,131265710000.0,128619670000.0,125530250000.0
2052.0,126793270000.0,130613944000.0,128332790000.0,129282910000.0,130760320000.0,130391410000.0,130975790000.0,128216710000.0,124594580000.0
2053.0,126200594000.0,130371620000.0,128163630000.0,128901320000.0,130624020000.0,130532655000.0,131509380000.0,127540030000.0,123857300000.0
2054.0,125522830000.0,130185180000.0,127651390000.0,128742320000.0,130442084000.0,130175610000.0,131370400000.0,126958320000.0,123534710000.0
2055.0,125028920000.0,130177190000.0,127240980000.0,128872310000.0,130461920000.0,129740270000.0,130855264000.0,126458724000.0,122702450000.0
2056.0,124430480000.0,129859480000.0,126840550000.0,128243600000.0,130535220000.0,129571800000.0,130847860000.0,125810600000.0,122069156000.0
2057.0,123965780000.0,129576020000.0,126435980000.0,128023904000.0,130159400000.0,129292320000.0,130577465000.0,125564970000.0,121709210000.0
2058.0,123183370000.0,129277170000.0,125776910000.0,127560800000.0,129909300000.0,129203490000.0,130279070000.0,125029840000.0,120671810000.0
2059.0,122508890000.0,129165770000.0,125353705000.0,127319550000.0,129218630000.0,128904560000.0,129915460000.0,124894540000.0,119941770000.0
2060.0,121944160000.0,129048250000.0,124915280000.0,127083090000.0,129077560000.0,128643670000.0,129823650000.0,124009560000.0,119405990000.0
2061.0,121485100000.0,128674505000.0,124315930000.0,126786860000.0,128920180000.0,128214360000.0,129645720000.0,123538280000.0,118746160000.0
2062.0,120636950000.0,128463330000.0,123875434000.0,126083580000.0,128943630000.0,127956260000.0,130409840000.0,122770610000.0,117984354000.0
2063.0,120006120000.0,128578810000.0,122942740000.0,126689214000.0,128580400000.0,127729200000.0,129649476000.0,122542690000.0,117498180000.0
2064.0,119394710000.0,128495150000.0,122424840000.0,125794970000.0,128485330000.0,127411740000.0,129419380000.0,121522100000.0,116744500000.0
2065.0,118645620000.0,128153240000.0,121616020000.0,125190660000.0,128358380000.0,127057710000.0,129314030000.0,120945844000.0,116030850000.0
2066.0,117632710000.0,127648450000.0,121275430000.0,124678000000.0,128095355000.0,126846360000.0,129129700000.0,120277330000.0,115211200000.0
2067.0,116741670000.0,127234150000.0,120714670000.0,124215530000.0,127772580000.0,126499500000.0,129112000000.0,119712680000.0,114597010000.0
2068.0,116251296000.0,127138640000.0,120174090000.0,124096480000.0,127483530000.0,126265000000.0,128861100000.0,119016325000.0,113858570000.0
2069.0,115194315000.0,126924186000.0,119536490000.0,123551000000.0,126868330000.0,125891550000.0,128610435000.0,118313165000.0,112733650000.0
2070.0,114191180000.0,126477520000.0,118883980000.0,123102930000.0,126585480000.0,125289840000.0,128179420000.0,117808415000.0,112259540000.0
2071.0,113466220000.0,126230905000.0,118633580000.0,122747855000.0,126322950000.0,124971110000.0,127974760000.0,116950110000.0,111271030000.0
2072.0,112246374000.0,125932360000.0,117334606000.0,122658280000.0,126261330000.0,124415460000.0,128009880000.0,116216250000.0,110385095000.0
2073.0,111129110000.0,125421630000.0,116504160000.0,121733100000.0,125504780000.0,123969590000.0,127669840000.0,115323330000.0,109297164000.0
2074.0,110062850000.0,125182886000.0,115958150000.0,121436480000.0,125284170000.0,123784950000.0,127479100000.0,114441350000.0,108537920000.0
2075.0,109461670000.0,125069800000.0,115309110000.0,120926950000.0,124913460000.0,123365890000.0,127672060000.0,113823620000.0,108197134000.0
2076.0,108430670000.0,124973250000.0,114402705000.0,120451236000.0,124658020000.0,122721880000.0,127213240000.0,113096516000.0,107290616000.0
2077.0,107258225000.0,124530490000.0,113489850000.0,119921350000.0,124332450000.0,122228110000.0,126948780000.0,112614780000.0,106185970000.0
2078.0,106058520000.0,124399680000.0,112801600000.0,119403470000.0,123908370000.0,121973875000.0,126606795000.0,111707320000.0,105065920000.0
2079.0,105517790000.0,124555805000.0,112071860000.0,118860290000.0,123683110000.0,121608650000.0,126429530000.0,110776410000.0,104272220000.0
2080.0,104537915000.0,123870030000.0,111244290000.0,118218540000.0,123282330000.0,121533210000.0,126348075000.0,109906354000.0,103485830000.0
2081.0,103632350000.0,123435420000.0,110152155000.0,117788490000.0,123167050000.0,120889580000.0,126031160000.0,109089560000.0,102867580000.0
2082.0,102307770000.0,123210970000.0,109012320000.0,117128750000.0,122489010000.0,120143856000.0,125766360000.0,108240920000.0,101219260000.0
2083.0,101361190000.0,123058830000.0,108620670000.0,116342150000.0,122013070000.0,119656590000.0,125629170000.0,107504300000.0,100579615000.0
2084.0,100493610000.0,122754020000.0,107270970000.0,115635085000.0,121642060000.0,119115120000.0,125147775000.0,106430770000.0,99968440000.0
2085.0,99623330000.0,122589220000.0,106462370000.0,114966620000.0,121378955000.0,118622240000.0,125129040000.0,105612230000.0,98118620000.0
2086.0,98562940000.0,122546970000.0,105332130000.0,114314715000.0,120862240000.0,118216680000.0,124971926000.0,104468550000.0,97236935000.0
2087.0,97885800000.0,122385310000.0,104474960000.0,113593530000.0,120691770000.0,117563310000.0,124781520000.0,103693080000.0,96497200000.0
2088.0,96840740000.0,122066665000.0,103484300000.0,113081720000.0,120308425000.0,116899560000.0,124288720000.0,103140750000.0,95065784000.0
2089.0,96000570000.0,121783810000.0,102565130000.0,112845580000.0,119643670000.0,116534190000.0,124132024000.0,102279610000.0,93995794000.0
2090.0,94703490000.0,121614246000.0,101342550000.0,112023080000.0,119360260000.0,116227920000.0,124028080000.0,101162070000.0,93021410000.0
2091.0,93923530000.0,121216670000.0,100595010000.0,111555470000.0,118917630000.0,115822960000.0,123793980000.0,99868040000.0,92012140000.0
2092.0,92965110000.0,120929240000.0,99622300000.0,111192640000.0,118605580000.0,115388965000.0,123598135000.0,98852460000.0,90948660000.0
2093.0,91883800000.0,120841535000.0,98729670000.0,110477060000.0,117879630000.0,114691740000.0,123258820000.0,97833390000.0,89725000000.0
2094.0,90832930000.0,120428830000.0,97856710000.0,110246460000.0,117581590000.0,114265860000.0,123078850000.0,96440240000.0,88600760000.0
2095.0,89498714000.0,120611400000.0,96859470000.0,109816160000.0,116970460000.0,113478650000.0,122728140000.0,95403470000.0,87548970000.0
2096.0,88645796000.0,120009286000.0,95777730000.0,109205000000.0,116520940000.0,113284465000.0,122454550000.0,94501940000.0,86725750000.0
2097.0,87321120000.0,119702280000.0,94683550000.0,108691590000.0,116048040000.0,112867280000.0,122431450000.0,93967110000.0,85642630000.0
2098.0,86172520000.0,119540080000.0,93590675000.0,108039676000.0,115550150000.0,112207420000.0,122094480000.0,92902790000.0,84374250000.0
2099.0,85168720000.0,119210710000.0,92620400000.0,107216150000.0,115280780000.0,111747056000.0,121653210000.0,92316330000.0,83241350000.0
2100.0,84179960000.0,118839620000.0,91267105000.0,106624360000.0,114555945000.0,111217980000.0,121342910000.0,91278660000.0,81988300000.0
