time,TAIESM1,MPI-ESM1-2-HR,CESM2-WACCM,CANESM5,CNRM-CM6-1,IPSL-CM6A-LR,GFDL-ESM4,KACE-1-0-G,MRI-ESM2-0,CNRM-ESM2-1,IITM-ESM,UKESM1-0-LL,MIROC6,EC-EARTH3
2049.0,127416360000.0,131424330000.0,127695860000.0,130913280000.0,126101850000.0,129270194000.0,131827230000.0,130652280000.0,130940360000.0,129327645000.0,127454314000.0,127997540000.0,133042880000.0,129648920000.0
2050.0,127002894000.0,131218880000.0,127314240000.0,130741174000.0,125604010000.0,128886650000.0,131582110000.0,130501340000.0,130724610000.0,128887390000.0,127146615000.0,127359770000.0,132910270000.0,129372980000.0
2051.0,126271460000.0,131057370000.0,126756730000.0,130621555000.0,126084670000.0,128500630000.0,131070540000.0,130095950000.0,130365220000.0,128396720000.0,126351385000.0,127064520000.0,132956480000.0,129104610000.0
2052.0,125872234000.0,130756860000.0,126159360000.0,130573810000.0,125437090000.0,128244010000.0,131035550000.0,130093160000.0,130156130000.0,127986180000.0,125683410000.0,126647930000.0,132970045000.0,129189320000.0
2053.0,125000990000.0,130555430000.0,125829920000.0,130055510000.0,124341180000.0,127996174000.0,130817430000.0,129601330000.0,129877310000.0,127597090000.0,124868960000.0,126018040000.0,132777690000.0,128538080000.0
2054.0,124067570000.0,130821005000.0,125452080000.0,129733660000.0,123234165000.0,127663420000.0,130505925000.0,129356990000.0,129598210000.0,127269880000.0,124081180000.0,125412470000.0,132752150000.0,127982400000.0
2055.0,123165920000.0,130206570000.0,124723044000.0,129620830000.0,122197690000.0,127517610000.0,130434890000.0,129470415000.0,129319120000.0,126640260000.0,123179380000.0,124792290000.0,132616990000.0,127408366000.0
2056.0,122421040000.0,129939360000.0,124020580000.0,129325470000.0,121042710000.0,127032000000.0,130144220000.0,129273030000.0,128991090000.0,126149560000.0,122488700000.0,124249830000.0,132426160000.0,127123685000.0
2057.0,121745424000.0,129828700000.0,123344160000.0,129282580000.0,120051210000.0,126535730000.0,129839460000.0,128897570000.0,128862000000.0,125848470000.0,121451010000.0,123925684000.0,132586480000.0,126861190000.0
2058.0,120978390000.0,129719800000.0,122311930000.0,128909720000.0,119428140000.0,126022810000.0,129596105000.0,128452125000.0,128599820000.0,125428760000.0,120484530000.0,123031200000.0,132641780000.0,126654235000.0
2059.0,120314970000.0,129618010000.0,121544280000.0,128483620000.0,118643940000.0,125382500000.0,129446110000.0,127869600000.0,128564030000.0,124697520000.0,119081206000.0,122050380000.0,132385210000.0,125772260000.0
2060.0,119233090000.0,129280520000.0,120913790000.0,128085550000.0,117535260000.0,124937870000.0,129158280000.0,127665950000.0,128209140000.0,123675800000.0,118311030000.0,121056395000.0,132052754000.0,125200340000.0
2061.0,118248776000.0,128967800000.0,120021980000.0,127778520000.0,116562620000.0,124408260000.0,128978090000.0,127218850000.0,127708270000.0,123053195000.0,116994250000.0,120595500000.0,132271410000.0,124777360000.0
2062.0,117194860000.0,128673240000.0,119149670000.0,127225690000.0,115633750000.0,123877980000.0,128977764000.0,126725280000.0,127327090000.0,122591870000.0,115851610000.0,119961610000.0,132098840000.0,124443574000.0
2063.0,116352330000.0,128740500000.0,118296764000.0,126268965000.0,114744770000.0,123505220000.0,128696120000.0,126439230000.0,126922300000.0,121781510000.0,114875990000.0,119362770000.0,132328650000.0,123932110000.0
2064.0,115493700000.0,128520640000.0,117430034000.0,125722870000.0,113501856000.0,122943790000.0,128822060000.0,125973780000.0,126247980000.0,121173500000.0,113492880000.0,118651130000.0,133013455000.0,123671600000.0
2065.0,114525900000.0,128070910000.0,116597380000.0,125407750000.0,112633310000.0,122240690000.0,128153936000.0,125371000000.0,125871415000.0,120568630000.0,112477250000.0,117980980000.0,132564000000.0,122718680000.0
2066.0,113419450000.0,127845390000.0,115494990000.0,124951120000.0,111681260000.0,121421580000.0,127591940000.0,124991410000.0,125425280000.0,119817300000.0,111330080000.0,117062890000.0,132127910000.0,121963490000.0
2067.0,112130460000.0,127574295000.0,114505654000.0,124364910000.0,110741135000.0,120946800000.0,127089844000.0,124529530000.0,124755440000.0,119171400000.0,109889080000.0,116056900000.0,131561780000.0,121230690000.0
2068.0,111141530000.0,127501476000.0,113199750000.0,123849155000.0,108995486000.0,120379020000.0,126950730000.0,124043756000.0,124097446000.0,118538486000.0,108548370000.0,114929795000.0,131806626000.0,121165910000.0
2069.0,109925550000.0,127184180000.0,112113800000.0,123300585000.0,107616580000.0,119368745000.0,126720330000.0,123899140000.0,123662390000.0,117408220000.0,107239700000.0,114230370000.0,131504510000.0,120568180000.0
2070.0,108613250000.0,126792794000.0,110976460000.0,122550180000.0,106281110000.0,118704010000.0,126446420000.0,123183440000.0,123020930000.0,116554736000.0,105815470000.0,113001640000.0,131553000000.0,120044340000.0
2071.0,107613340000.0,126682570000.0,109773590000.0,121825660000.0,104430060000.0,117931260000.0,126200220000.0,122756130000.0,122414280000.0,115626520000.0,103904010000.0,112195805000.0,131088320000.0,119443230000.0
2072.0,106511745000.0,126284350000.0,108695240000.0,121103980000.0,103096890000.0,117125270000.0,125711000000.0,122513330000.0,122054410000.0,114482495000.0,102338770000.0,111302074000.0,131491190000.0,118884990000.0
2073.0,105061170000.0,125961720000.0,107474260000.0,120281780000.0,101306690000.0,116507345000.0,125409040000.0,121274425000.0,121396460000.0,113576624000.0,100653030000.0,110357840000.0,131331250000.0,117903300000.0
2074.0,103592760000.0,125720950000.0,106323755000.0,119523190000.0,99736945000.0,115558400000.0,125871130000.0,120531070000.0,120641350000.0,112796980000.0,98467406000.0,109078670000.0,131145070000.0,117417340000.0
2075.0,102128740000.0,125451180000.0,105035370000.0,118782230000.0,98418926000.0,114770730000.0,124881040000.0,120205590000.0,120017530000.0,111747240000.0,96885200000.0,108012570000.0,131161560000.0,116626960000.0
2076.0,101155780000.0,125293530000.0,103690360000.0,118147875000.0,96743600000.0,113905310000.0,124528886000.0,119598030000.0,119516410000.0,110475800000.0,95018820000.0,106833584000.0,131436360000.0,115587430000.0
2077.0,99941260000.0,124911710000.0,102045310000.0,117372610000.0,94924500000.0,112812060000.0,123900000000.0,119163445000.0,118957120000.0,109462350000.0,92566760000.0,105738310000.0,131326660000.0,114643200000.0
2078.0,98393950000.0,124511584000.0,100442330000.0,116544630000.0,93179300000.0,112053650000.0,123559190000.0,118107640000.0,118125260000.0,108385070000.0,90906900000.0,104362350000.0,130732655000.0,113490360000.0
2079.0,96633980000.0,124076515000.0,99216680000.0,115632700000.0,91753240000.0,111113260000.0,123251530000.0,117530440000.0,117415940000.0,107238930000.0,88914540000.0,103083640000.0,130439184000.0,112914330000.0
2080.0,94914660000.0,123799355000.0,97795555000.0,114689600000.0,90404870000.0,110331430000.0,122940520000.0,116871315000.0,116358840000.0,105809010000.0,87214090000.0,101541110000.0,130277290000.0,111949500000.0
2081.0,93305240000.0,123514320000.0,96309940000.0,113846540000.0,88083866000.0,109387640000.0,122667800000.0,115964770000.0,115862590000.0,104351920000.0,85020380000.0,100071145000.0,130654850000.0,110570010000.0
2082.0,92060434000.0,123154070000.0,94513240000.0,112518046000.0,86639330000.0,108528900000.0,122109936000.0,114822930000.0,115431285000.0,103226974000.0,82795905000.0,98239920000.0,130020840000.0,109995330000.0
2083.0,90370620000.0,122765760000.0,93237740000.0,111525134000.0,84369965000.0,107623290000.0,121825210000.0,114039410000.0,114581684000.0,101722980000.0,80359910000.0,96454020000.0,129697505000.0,108565430000.0
2084.0,88525870000.0,122155920000.0,91560820000.0,110330910000.0,81929224000.0,106636124000.0,121516530000.0,113088725000.0,113782610000.0,100474250000.0,78306450000.0,95184240000.0,129447666000.0,107451300000.0
2085.0,86282740000.0,121627220000.0,89796200000.0,109267460000.0,79820590000.0,105681060000.0,120844660000.0,112282660000.0,112924800000.0,98802360000.0,76542610000.0,93578420000.0,129193510000.0,106415850000.0
2086.0,84602730000.0,121232120000.0,87636540000.0,107916120000.0,77726286000.0,104608735000.0,120345290000.0,111006560000.0,112137430000.0,97442500000.0,74962090000.0,92334875000.0,129412415000.0,105217080000.0
2087.0,82662050000.0,120868630000.0,85225980000.0,106970390000.0,75967510000.0,103825510000.0,119931765000.0,110434420000.0,111058790000.0,95734710000.0,72507556000.0,91042600000.0,128759820000.0,104165550000.0
2088.0,81005810000.0,120372820000.0,83266404000.0,106078980000.0,74248810000.0,102614830000.0,119281820000.0,109618490000.0,110345750000.0,93915540000.0,70677970000.0,89622780000.0,128638670000.0,102888810000.0
2089.0,79439410000.0,119739556000.0,80604360000.0,104878080000.0,72101270000.0,101840900000.0,118857010000.0,108567930000.0,109355820000.0,91705200000.0,68387720000.0,88315716000.0,128546950000.0,101896590000.0
2090.0,78219420000.0,119327834000.0,78566244000.0,103759250000.0,69665140000.0,100377740000.0,118227010000.0,107583324000.0,108078930000.0,89273190000.0,65986232000.0,86790830000.0,128330590000.0,100820976000.0
2091.0,76874965000.0,118781395000.0,77013850000.0,102722680000.0,67659477000.0,99706880000.0,117592180000.0,106580460000.0,107515960000.0,87336890000.0,63535380000.0,85277835000.0,127969570000.0,99099460000.0
2092.0,75624460000.0,118259660000.0,75323680000.0,101434420000.0,65480212000.0,98411900000.0,117408375000.0,105590230000.0,106591580000.0,85332550000.0,61597696000.0,83653840000.0,127801530000.0,97636500000.0
2093.0,73901154000.0,117639770000.0,73363320000.0,99795890000.0,63534390000.0,97367196000.0,116490680000.0,104405950000.0,105458180000.0,82926035000.0,59457590000.0,82165650000.0,127683720000.0,96374310000.0
2094.0,72273170000.0,117142200000.0,70991430000.0,98016690000.0,62111850000.0,96002830000.0,115585294000.0,103444920000.0,104389520000.0,81339400000.0,57555157000.0,80778870000.0,127678865000.0,94722880000.0
2095.0,70727840000.0,116592420000.0,69322240000.0,96593900000.0,60430130000.0,94900550000.0,115146080000.0,102442050000.0,103126100000.0,79415760000.0,55495440000.0,78981840000.0,127608560000.0,93257300000.0
2096.0,69044920000.0,115799835000.0,67577960000.0,94364746000.0,58350450000.0,93740580000.0,114476280000.0,101334110000.0,102225930000.0,77891944000.0,54305227000.0,77250626000.0,126898070000.0,91757810000.0
2097.0,67171400000.0,114966176000.0,65565536000.0,92538640000.0,56561950000.0,92049050000.0,113631690000.0,100357680000.0,101198150000.0,75977130000.0,51851510000.0,75694080000.0,126544450000.0,89958060000.0
2098.0,65611854000.0,114328110000.0,63752696000.0,90901774000.0,54556946000.0,91051110000.0,112977880000.0,99357130000.0,99872416000.0,73429180000.0,50301120000.0,73876870000.0,126418560000.0,88702340000.0
2099.0,63862600000.0,113922710000.0,61573173000.0,89239450000.0,52707897000.0,89606850000.0,112398440000.0,98236140000.0,98795210000.0,71545780000.0,48662553000.0,71836900000.0,126238180000.0,87306535000.0
2100.0,61845836000.0,113245570000.0,59426840000.0,87630270000.0,50422444000.0,88035705000.0,111717030000.0,97392360000.0,97701820000.0,69495420000.0,47701560000.0,70006140000.0,125928825000.0,85630870000.0
