time,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM5-0,NORESM2-MM,GFDL-ESM4,CESM2,FGOALS-F3-L,MPI-ESM1-2-HR,CESM2-WACCM,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,INM-CM4-8
2017.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0
2018.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0
2019.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0
2020.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0
2021.0,101621330000.0,102615680000.0,104534840000.0,101627480000.0,103191630000.0,101926480000.0,101855674000.0,100715545000.0,101798410000.0,101724680000.0,101202630000.0,102667310000.0,101837170000.0
2022.0,100396870000.0,100732040000.0,103163710000.0,100541770000.0,101849940000.0,100557010000.0,101225865000.0,98835790000.0,101543820000.0,98500950000.0,98624940000.0,100339820000.0,100919755000.0
2023.0,98949340000.0,99070620000.0,101978374000.0,99595160000.0,99186840000.0,98904280000.0,98675835000.0,97089590000.0,99619930000.0,96852360000.0,96064080000.0,98961680000.0,100655190000.0
2024.0,98209300000.0,98510340000.0,99830970000.0,97917150000.0,96867890000.0,96513560000.0,95967110000.0,95044680000.0,96994510000.0,93611670000.0,95346385000.0,95616110000.0,99700280000.0
2025.0,96893800000.0,97668650000.0,98685620000.0,96192680000.0,95929870000.0,94224105000.0,94485120000.0,92845620000.0,95363010000.0,90104850000.0,93265770000.0,93975945000.0,98535320000.0
2026.0,94953790000.0,95646610000.0,97841816000.0,95215210000.0,95043580000.0,92292570000.0,92258600000.0,91427960000.0,92920430000.0,86847095000.0,91221470000.0,90643820000.0,97213780000.0
2027.0,92934030000.0,94696960000.0,96575600000.0,92958786000.0,93418490000.0,89740110000.0,90905230000.0,89866580000.0,91486134000.0,83068390000.0,87549980000.0,89599090000.0,94993010000.0
2028.0,90887490000.0,93482530000.0,94668930000.0,91258765000.0,91748570000.0,87206880000.0,89103800000.0,87690910000.0,91430950000.0,80636770000.0,86800810000.0,87024900000.0,92477450000.0
2029.0,89761480000.0,93040090000.0,92431800000.0,88878694000.0,91018320000.0,84847350000.0,88007330000.0,85552000000.0,89108500000.0,76597060000.0,84676870000.0,84479020000.0,91052900000.0
2030.0,88038924000.0,92692770000.0,91363480000.0,87648810000.0,89201476000.0,82701615000.0,86628260000.0,83700195000.0,86845000000.0,71944690000.0,82490720000.0,81301460000.0,89963040000.0
2031.0,86311485000.0,90603140000.0,89422620000.0,85874490000.0,87087030000.0,80684016000.0,84339790000.0,80731980000.0,84844670000.0,68292420000.0,80305400000.0,79753710000.0,88531860000.0
2032.0,84664130000.0,88737280000.0,87910590000.0,84380180000.0,85018500000.0,78328700000.0,81550360000.0,78161010000.0,82950060000.0,65450004000.0,79193965000.0,76383035000.0,86982130000.0
2033.0,82848970000.0,85428230000.0,85777180000.0,83028500000.0,83875540000.0,76707430000.0,79857560000.0,76553650000.0,80768830000.0,62895370000.0,77082910000.0,74837926000.0,86269900000.0
2034.0,81417980000.0,84481820000.0,83850860000.0,80868120000.0,82570990000.0,74927740000.0,77525840000.0,75766230000.0,79149195000.0,58888684000.0,75494940000.0,72513440000.0,84307320000.0
2035.0,79677340000.0,83013030000.0,82082650000.0,78959250000.0,81804560000.0,73047000000.0,75179480000.0,74465350000.0,77657080000.0,55607562000.0,73420186000.0,69523960000.0,82814260000.0
2036.0,77000560000.0,81411820000.0,79478505000.0,77907590000.0,80017720000.0,70558500000.0,73144320000.0,72752520000.0,76255090000.0,52498140000.0,70022685000.0,67097280000.0,80911530000.0
2037.0,75406770000.0,80147540000.0,77157720000.0,76531890000.0,79992650000.0,68453405000.0,70925650000.0,70085390000.0,74401550000.0,49160475000.0,66445492000.0,65303240000.0,78571635000.0
2038.0,74619140000.0,78928070000.0,74794990000.0,73338570000.0,78685766000.0,66468594000.0,68733760000.0,68537934000.0,73213820000.0,46449050000.0,64424520000.0,62891106000.0,76546020000.0
2039.0,72928680000.0,78680160000.0,72438420000.0,71309525000.0,76659330000.0,64014737000.0,66783425000.0,66562540000.0,71477550000.0,44376930000.0,61202805000.0,60117815000.0,74086430000.0
2040.0,71662290000.0,78623540000.0,70566715000.0,69831890000.0,75637480000.0,61641360000.0,65328500000.0,64583274000.0,69769126000.0,42666370000.0,59689796000.0,58264388000.0,71496250000.0
2041.0,69435950000.0,76447550000.0,68357170000.0,67644305000.0,73993140000.0,59361020000.0,63237476000.0,62175200000.0,67188210000.0,40572314000.0,56975254000.0,56528340000.0,69008170000.0
2042.0,66959770000.0,75352010000.0,66251694000.0,65754673000.0,72418560000.0,58194645000.0,61642920000.0,60323525000.0,65472434000.0,38360370000.0,54777295000.0,54180377000.0,68295780000.0
2043.0,65084695000.0,74240360000.0,64624800000.0,64132542000.0,70972090000.0,56446816000.0,60585312000.0,57718514000.0,63370910000.0,36611408000.0,52731070000.0,52376437000.0,66954965000.0
2044.0,62892640000.0,72860870000.0,62448880000.0,61854180000.0,69640080000.0,54388160000.0,58423640000.0,55718388000.0,61610770000.0,34945290000.0,50144104000.0,50741006000.0,65011585000.0
2045.0,60112966000.0,72774170000.0,60332302000.0,59726066000.0,69128450000.0,53033353000.0,56439587000.0,53616440000.0,60031943000.0,33668604000.0,48545230000.0,48685360000.0,64017854000.0
2046.0,58270278000.0,71977760000.0,58004820000.0,57417960000.0,67036635000.0,50953140000.0,54731860000.0,52572684000.0,58204130000.0,31819049000.0,46282674000.0,46052480000.0,63273095000.0
2047.0,56417178000.0,70787670000.0,55756763000.0,55466607000.0,65873703000.0,48506080000.0,52735530000.0,50567463000.0,56282410000.0,30590603000.0,44755230000.0,44876603000.0,61899104000.0
2048.0,55460504000.0,69666310000.0,53542797000.0,54219444000.0,63725527000.0,47048126000.0,51072848000.0,48479646000.0,55337030000.0,29354040000.0,43332610000.0,43222870000.0,60248826000.0
2049.0,53928313000.0,68037620000.0,51727966000.0,52953575000.0,61984805000.0,44891330000.0,50116858000.0,47310262000.0,53428445000.0,27558382000.0,41292616000.0,40929305000.0,59196400000.0
2050.0,52339180000.0,66507284000.0,50017317000.0,50931044000.0,59890434000.0,42938286000.0,48078010000.0,45282656000.0,51661690000.0,26676517000.0,39991927000.0,39388074000.0,58352230000.0
2051.0,50346740000.0,64960807000.0,48740688000.0,48964923000.0,58878240000.0,41306223000.0,46140744000.0,43954780000.0,49527996000.0,25823610000.0,38390186000.0,38388445000.0,56075690000.0
2052.0,48254616000.0,63963267000.0,47633093000.0,47230980000.0,57738584000.0,40120635000.0,44683700000.0,42498097000.0,48226533000.0,24571558000.0,36767605000.0,36085477000.0,54077452000.0
2053.0,45978575000.0,62063854000.0,46221890000.0,45405413000.0,56463254000.0,38502613000.0,43198180000.0,40499890000.0,46244147000.0,23141116000.0,35735953000.0,34529825000.0,52016574000.0
2054.0,43457880000.0,60380856000.0,44683497000.0,43366593000.0,55384520000.0,37354717000.0,41197940000.0,39161623000.0,43971002000.0,21792068000.0,34374025000.0,32836219000.0,50720370000.0
2055.0,41967813000.0,59617140000.0,43308650000.0,41359917000.0,54135194000.0,35596620000.0,40015806000.0,37808742000.0,42027532000.0,20918118000.0,33114139000.0,31679828000.0,49277006000.0
2056.0,40182854000.0,59409564000.0,41448880000.0,39901690000.0,52434706000.0,34096056000.0,39082918000.0,36541450000.0,40129090000.0,19800728000.0,31927564000.0,29842326000.0,48496620000.0
2057.0,39321240000.0,57558280000.0,40355270000.0,38378460000.0,50468400000.0,32481128000.0,37888150000.0,35242530000.0,38152876000.0,18989924000.0,30627588000.0,29015160000.0,47373763000.0
2058.0,38236000000.0,56151314000.0,38876266000.0,36814130000.0,49822974000.0,31690045000.0,36751860000.0,34112733000.0,36466627000.0,18159604000.0,29779997000.0,27925604000.0,46253216000.0
2059.0,36605465000.0,54625130000.0,37028037000.0,35484213000.0,49037443000.0,30521686000.0,35170075000.0,32741913000.0,35331793000.0,17441632000.0,28684464000.0,27185584000.0,43966394000.0
2060.0,35094327000.0,52893370000.0,35364790000.0,34476690000.0,47383490000.0,29190418000.0,34009264000.0,31238083000.0,33963950000.0,16576374000.0,27619647000.0,26213448000.0,42734346000.0
2061.0,33182288000.0,51786090000.0,34613883000.0,33606734000.0,46421893000.0,28131369000.0,32947569000.0,29954132000.0,32197933000.0,16006489000.0,26893816000.0,25148303000.0,41599320000.0
2062.0,31679496000.0,50995327000.0,33557144000.0,32171637000.0,45167374000.0,27103695000.0,31477326000.0,28651725000.0,30817909000.0,15151431000.0,25554379000.0,23909786000.0,39760760000.0
2063.0,29602214000.0,49962160000.0,32730910000.0,31064144000.0,44045780000.0,26000560000.0,30127135000.0,27657181000.0,29690917000.0,14446926000.0,24785164000.0,22857780000.0,38729290000.0
2064.0,27961784000.0,48398004000.0,32026012000.0,29698675000.0,43434460000.0,25426900000.0,29143437000.0,26445914000.0,28348262000.0,13726386000.0,24256400000.0,22112027000.0,37513925000.0
2065.0,26267283000.0,46911803000.0,30794553000.0,28671283000.0,42201160000.0,24448660000.0,27673539000.0,25013410000.0,27028677000.0,13093553000.0,23534303000.0,20781165000.0,36787180000.0
2066.0,24510806000.0,44910350000.0,29661020000.0,27701060000.0,41205404000.0,23602412000.0,26848418000.0,23926993000.0,26201074000.0,12507698000.0,22909536000.0,19885535000.0,36025030000.0
2067.0,23040210000.0,43861850000.0,29504866000.0,26723105000.0,40027140000.0,22673089000.0,25852109000.0,23197983000.0,25373585000.0,12109785000.0,22107420000.0,18938456000.0,35000580000.0
2068.0,21775108000.0,42553800000.0,28698590000.0,25700751000.0,39310852000.0,22106937000.0,24730065000.0,22655904000.0,24414888000.0,11583144000.0,21251105000.0,17871512000.0,33740823000.0
2069.0,20704356000.0,41911968000.0,27731853000.0,25136820000.0,37810577000.0,21331874000.0,23525554000.0,21660238000.0,23323711000.0,10992496000.0,20558709000.0,16925645000.0,32935332000.0
2070.0,19564978000.0,40913800000.0,26717140000.0,24358270000.0,36167262000.0,20327776000.0,22728415000.0,20599376000.0,22319616000.0,10590584000.0,19989998000.0,16056438000.0,31617987000.0
2071.0,18455906000.0,39741780000.0,25942974000.0,23449993000.0,34748410000.0,19563375000.0,22119640000.0,20046916000.0,21155283000.0,10330862000.0,19474432000.0,15382918000.0,30563992000.0
2072.0,17194162000.0,38904150000.0,25625666000.0,22548440000.0,33759535000.0,18961828000.0,21380076000.0,19633550000.0,20075651000.0,10038355000.0,18669572000.0,14682839000.0,29122445000.0
2073.0,16260963000.0,37340300000.0,24908843000.0,21423335000.0,33183330000.0,18255160000.0,20643080000.0,18862176000.0,19282608000.0,9751322000.0,18058254000.0,14035272000.0,28420033000.0
2074.0,15098057000.0,36767384000.0,24176499000.0,20511013000.0,32192023000.0,17478076000.0,19843774000.0,18058525000.0,18362313000.0,9441822000.0,17526192000.0,13511552000.0,27832746000.0
2075.0,14222351000.0,36286124000.0,23205845000.0,19705550000.0,31292535000.0,16983936000.0,19041544000.0,17518266000.0,17344174000.0,9107928000.0,17188170000.0,13077845000.0,26910933000.0
2076.0,13597306000.0,35559510000.0,22645672000.0,19215290000.0,30369184000.0,16416213000.0,18382555000.0,17148448000.0,16818620000.0,8652816000.0,17000633000.0,12503929000.0,26098990000.0
2077.0,12822240000.0,35484893000.0,22059178000.0,18736222000.0,29585084000.0,15843037000.0,17802050000.0,16509366000.0,16095680000.0,8405461000.0,16514487000.0,11958479000.0,25133304000.0
2078.0,12294295000.0,34781580000.0,21034662000.0,18041690000.0,28814954000.0,15111021000.0,17162058000.0,15953450000.0,15483454000.0,8189267500.0,15883598000.0,11469770000.0,24498490000.0
2079.0,11719053000.0,33615610000.0,20475105000.0,17379078000.0,27993025000.0,14377720000.0,16441632000.0,15565118000.0,14877509000.0,7900046300.0,15195885000.0,11069924000.0,23978164000.0
2080.0,11139600000.0,32952885000.0,19719234000.0,16899480000.0,27036811000.0,13768015000.0,16059866000.0,15510979000.0,14406003000.0,7716049400.0,14720805000.0,10618892000.0,23103635000.0
2081.0,10643429000.0,32178745000.0,19019874000.0,16343891000.0,26073825000.0,13230789000.0,15518314000.0,15201401000.0,14199835000.0,7427005400.0,14270747000.0,10354909000.0,22358546000.0
2082.0,10192805000.0,31605465000.0,18676520000.0,15594141000.0,25320071000.0,12650567000.0,14823363000.0,14566091000.0,13565075000.0,7259536000.0,13891576000.0,10123558000.0,22281865000.0
2083.0,9903517000.0,30393550000.0,18096611000.0,14827801000.0,24723919000.0,12325232000.0,14434552000.0,14136458000.0,13043838000.0,7039251000.0,13536546000.0,9770685000.0,21689960000.0
2084.0,9593203000.0,29433970000.0,17916287000.0,14079726000.0,23982020000.0,11934637000.0,14011046000.0,13747222000.0,12576354000.0,6749157400.0,13329696000.0,9495669000.0,21138223000.0
2085.0,9266275000.0,28897659000.0,17231385000.0,13500905000.0,22917120000.0,11492616000.0,13621205000.0,13414517000.0,12272292000.0,6620882000.0,12787362000.0,9218245000.0,20431573000.0
2086.0,9010383000.0,28126749000.0,16811349000.0,12957330000.0,22162790000.0,11058680000.0,13183869000.0,13101664000.0,11913691000.0,6398836700.0,12613741000.0,8998799000.0,20057647000.0
2087.0,8761825000.0,27285697000.0,16395996000.0,12499712000.0,21367415000.0,10586865000.0,12797873000.0,12808935000.0,11395880000.0,6237210000.0,12260123000.0,8723905000.0,19315350000.0
2088.0,8512162300.0,26747410000.0,15901178000.0,12273375000.0,20959558000.0,10251016000.0,12466977000.0,12481937000.0,11192751000.0,6049169400.0,11747831000.0,8494475300.0,18850843000.0
2089.0,8311439400.0,26062776000.0,15543887000.0,11930723000.0,20153754000.0,10022737000.0,12266643000.0,12264048000.0,10878209000.0,5887021000.0,11490688000.0,8276193000.0,18353486000.0
2090.0,8172267000.0,25318949000.0,15252020000.0,11423187000.0,19593896000.0,9792513000.0,11943009000.0,11911348000.0,10702410000.0,5736617000.0,11268299000.0,7953134000.0,17653502000.0
2091.0,7942264000.0,25267376000.0,14830329000.0,11077808000.0,18793275000.0,9557107000.0,11752578000.0,11618751000.0,10410840000.0,5531471000.0,10870812000.0,7732771000.0,17178099000.0
2092.0,7768121000.0,24029766000.0,14536806000.0,10689540000.0,18169063000.0,9277167000.0,11508292000.0,11313519000.0,10167490000.0,5392050000.0,10462318000.0,7516465000.0,16392346000.0
2093.0,7651478500.0,23439390000.0,14162779000.0,10419969000.0,17420850000.0,9239407000.0,11401712000.0,11026952000.0,9882297000.0,5212905500.0,10282148000.0,7309617700.0,15932115000.0
2094.0,7468611600.0,23046267000.0,13865964000.0,10122031000.0,16728625000.0,8885888000.0,11194441000.0,10728633000.0,9678297000.0,5029106000.0,10231824000.0,6990748700.0,15270921000.0
2095.0,7284714000.0,22760950000.0,13778977000.0,9985975000.0,16099968000.0,8662130000.0,10867259000.0,10521477000.0,9475311000.0,4864509000.0,10080761000.0,6852161000.0,15096819000.0
2096.0,6999233500.0,22465978000.0,13543922000.0,9613722000.0,15513343000.0,8546804700.0,10595268000.0,10318585000.0,9149836000.0,4616782300.0,9881932000.0,6699274000.0,14746047000.0
2097.0,6848972000.0,21773627000.0,13296042000.0,9362003000.0,14854449000.0,8297224000.0,10489215000.0,10034897000.0,9001583000.0,4406274600.0,9684656000.0,6461996500.0,14333855000.0
2098.0,6696795600.0,21203393000.0,13013151000.0,9163425000.0,14326919000.0,8173678600.0,10447572000.0,9935844000.0,8830510000.0,4189721900.0,9557971000.0,6234420700.0,14129973000.0
2099.0,6564265500.0,20648456000.0,12792803000.0,8972551000.0,14154264000.0,8040512000.0,10194201000.0,9952956000.0,8636969000.0,4051888000.0,9428327000.0,6103760400.0,13693554000.0
2100.0,6276593000.0,19968848000.0,12434867000.0,8723103000.0,13924742000.0,7977039000.0,10084454000.0,9696391000.0,8389143000.0,3887060700.0,9317813000.0,5974575000.0,13193644000.0
