time,GFDL-ESM4,CAMS-CSM1-0,EC-EARTH3-VEG,MRI-ESM2-0
2064.0,45111017000.0,72640496000.0,27601392000.0,30020037000.0
2065.0,44792648000.0,71317920000.0,27414192000.0,29556445000.0
2066.0,44705100000.0,70323100000.0,26775138000.0,29349149000.0
2067.0,44337020000.0,69071880000.0,26045612000.0,29037822000.0
2068.0,43246666000.0,69254150000.0,25466198000.0,29212584000.0
2069.0,42601226000.0,69611725000.0,24973634000.0,29228480000.0
2070.0,42627437000.0,69303320000.0,24449403000.0,28735668000.0
2071.0,41717440000.0,68607836000.0,23801907000.0,28560327000.0
2072.0,41396556000.0,67900027000.0,23854240000.0,27863237000.0
2073.0,41639980000.0,67526310000.0,23628493000.0,27644912000.0
2074.0,41088487000.0,68304605000.0,23469128000.0,27517358000.0
2075.0,40590406000.0,69798040000.0,22993007000.0,27661525000.0
2076.0,40880407000.0,69227690000.0,22935398000.0,27343053000.0
2077.0,40747913000.0,69470314000.0,22828708000.0,27741182000.0
2078.0,41311400000.0,69625455000.0,22911228000.0,28405092000.0
2079.0,40619450000.0,69260510000.0,22662078000.0,28585955000.0
2080.0,40722776000.0,69771125000.0,22635715000.0,28379978000.0
2081.0,40380953000.0,69418080000.0,22246205000.0,28068653000.0
2082.0,40258530000.0,68825416000.0,22061672000.0,28117195000.0
2083.0,40274137000.0,68171403000.0,22116284000.0,28031529000.0
2084.0,40405262000.0,67884474000.0,22003740000.0,27709678000.0
2085.0,40390214000.0,68500590000.0,21850198000.0,27438926000.0
2086.0,40533150000.0,67823608000.0,21738430000.0,27440392000.0
2087.0,40246346000.0,68767244000.0,21502558000.0,27152370000.0
2088.0,40393548000.0,68926180000.0,21612892000.0,26752565000.0
2089.0,40103180000.0,68719346000.0,21364632000.0,27034600000.0
2090.0,39617925000.0,68546114000.0,21051705000.0,26860059000.0
2091.0,39043110000.0,67930760000.0,20646910000.0,26834735000.0
2092.0,38859530000.0,68217836000.0,20395563000.0,27167623000.0
2093.0,38989144000.0,67929666000.0,20110158000.0,27103662000.0
2094.0,38739333000.0,68007900000.0,20033503000.0,27426531000.0
2095.0,38149267000.0,68157456000.0,19838364000.0,27466205000.0
2096.0,38447186000.0,68440412000.0,19905241000.0,27737688000.0
2097.0,38608716000.0,68602257000.0,19798840000.0,27691483000.0
2098.0,38756060000.0,68315140000.0,19609764000.0,28199772000.0
2099.0,39008360000.0,68823940000.0,19361077000.0,28072382000.0
2100.0,38661200000.0,69237810000.0,19205693000.0,28436052000.0
