time,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR,MPI-ESM1-2-HR
2037.0,50883772000.0,51367650000.0,49571020000.0,51158730000.0,51440673000.0
2038.0,50763240000.0,51342852000.0,49600033000.0,51269850000.0,51401597000.0
2039.0,50694590000.0,51425477000.0,49210680000.0,51075944000.0,51366334000.0
2040.0,50565493000.0,51380842000.0,48823120000.0,50979553000.0,51341963000.0
2041.0,50446420000.0,51727495000.0,48541966000.0,50875240000.0,51316820000.0
2042.0,50293480000.0,51288506000.0,48216890000.0,50773926000.0,51261020000.0
2043.0,50120000000.0,51283276000.0,47833936000.0,50626986000.0,51494138000.0
2044.0,49928070000.0,51200967000.0,47423890000.0,50466992000.0,51214193000.0
2045.0,49726350000.0,51205825000.0,47032220000.0,50338173000.0,51191360000.0
2046.0,49492950000.0,51134005000.0,46624317000.0,50184065000.0,51152507000.0
2047.0,49383227000.0,51109405000.0,46219694000.0,49997190000.0,51075040000.0
2048.0,49241227000.0,51235754000.0,45897757000.0,49771327000.0,51042260000.0
2049.0,49018940000.0,51081330000.0,45396976000.0,49619284000.0,50990720000.0
2050.0,48781370000.0,51044213000.0,44933427000.0,49432840000.0,50985734000.0
2051.0,48641417000.0,50997735000.0,44468363000.0,49106244000.0,50951086000.0
2052.0,48411914000.0,50965580000.0,43914478000.0,48844670000.0,50900020000.0
2053.0,48191005000.0,50882930000.0,43308397000.0,48666915000.0,50821657000.0
2054.0,48049060000.0,50833347000.0,42675278000.0,48382513000.0,50753880000.0
2055.0,47873827000.0,50766135000.0,42012107000.0,48103270000.0,50671088000.0
2056.0,47669660000.0,50697572000.0,41398660000.0,47830970000.0,50670313000.0
2057.0,47483347000.0,50679677000.0,40743190000.0,47603495000.0,50648187000.0
2058.0,47305670000.0,50619273000.0,40262090000.0,47242105000.0,50874460000.0
2059.0,47134593000.0,50614230000.0,39789507000.0,46973090000.0,50495705000.0
2060.0,46988063000.0,50771964000.0,39397986000.0,46689907000.0,50426160000.0
2061.0,46792680000.0,50516648000.0,38843550000.0,46444257000.0,50376690000.0
2062.0,46471220000.0,50393120000.0,38292853000.0,46033380000.0,50345110000.0
2063.0,46224810000.0,50321523000.0,37719306000.0,45719310000.0,50572790000.0
2064.0,46010510000.0,50199736000.0,37044134000.0,45362893000.0,50241483000.0
2065.0,45873983000.0,50073182000.0,36563550000.0,45098880000.0,50512010000.0
2066.0,45548806000.0,49967497000.0,36011570000.0,44830167000.0,50129560000.0
2067.0,45382496000.0,49873916000.0,35335516000.0,44464955000.0,50000670000.0
2068.0,45078860000.0,49761755000.0,34800230000.0,44000633000.0,49873138000.0
2069.0,44855476000.0,49676575000.0,34186179000.0,43553430000.0,49900335000.0
2070.0,44665250000.0,49691800000.0,33518975000.0,42984180000.0,49703290000.0
2071.0,44379560000.0,49546970000.0,32997538000.0,42465653000.0,49596346000.0
2072.0,44181670000.0,49367106000.0,32430273000.0,42114494000.0,49532092000.0
2073.0,43977910000.0,49834963000.0,31810190000.0,41546500000.0,49377235000.0
2074.0,43691960000.0,49177080000.0,31139768000.0,41165300000.0,49228110000.0
2075.0,43496698000.0,49039340000.0,30478475000.0,40693592000.0,49069666000.0
2076.0,43267154000.0,48917586000.0,29900020000.0,40212030000.0,48947397000.0
2077.0,42938335000.0,48793840000.0,29231923000.0,39801233000.0,48846230000.0
2078.0,42688220000.0,48683848000.0,28670175000.0,39232880000.0,48753242000.0
2079.0,42425238000.0,48555990000.0,27995277000.0,38702250000.0,48670890000.0
2080.0,42180300000.0,48781350000.0,27223319000.0,38273380000.0,48538374000.0
2081.0,41864204000.0,48312828000.0,26603872000.0,37456257000.0,48623150000.0
2082.0,41494630000.0,48158188000.0,26140715000.0,36979053000.0,48296960000.0
2083.0,41064800000.0,47985050000.0,25581156000.0,36485240000.0,48145138000.0
2084.0,40757190000.0,47822447000.0,25075143000.0,35818890000.0,48087044000.0
2085.0,40388813000.0,47663587000.0,24457427000.0,35217900000.0,47803777000.0
2086.0,40163578000.0,47448736000.0,23843748000.0,34513310000.0,47532890000.0
2087.0,39858905000.0,47230720000.0,23231066000.0,33917166000.0,47326790000.0
2088.0,39550554000.0,47051735000.0,22442610000.0,33224410000.0,47113710000.0
2089.0,39176643000.0,46872695000.0,21601264000.0,32504810000.0,46926475000.0
2090.0,38813430000.0,46634960000.0,20849447000.0,31931880000.0,46741533000.0
2091.0,38459343000.0,46385263000.0,20180453000.0,31131010000.0,46547505000.0
2092.0,38050656000.0,46160410000.0,19396755000.0,30493270000.0,46354645000.0
2093.0,37804933000.0,45972370000.0,18613630000.0,29952162000.0,46213505000.0
2094.0,37487690000.0,45780190000.0,17941443000.0,29400357000.0,46067900000.0
2095.0,37163950000.0,45573900000.0,17159321000.0,28848495000.0,45939507000.0
2096.0,36785570000.0,45390512000.0,16533385000.0,28348280000.0,45694886000.0
2097.0,36382155000.0,45258740000.0,16012028000.0,27849234000.0,45402830000.0
2098.0,35958850000.0,45088612000.0,15287672000.0,27251920000.0,45151736000.0
2099.0,35550010000.0,44891100000.0,14524530000.0,26635647000.0,44825928000.0
2100.0,35049026000.0,44697817000.0,13834215000.0,26001230000.0,44520100000.0
