time,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL
2037.0,51589517000.0,51068695000.0,51007386000.0,51384510000.0,49940718000.0
2038.0,51262030000.0,51005702000.0,50886190000.0,51596394000.0,49836400000.0
2039.0,51216445000.0,50938626000.0,50805810000.0,51373007000.0,49561076000.0
2040.0,51460088000.0,50857046000.0,50740370000.0,51399963000.0,49387350000.0
2041.0,51133194000.0,50742540000.0,50631580000.0,51307120000.0,50118054000.0
2042.0,51158876000.0,50717500000.0,50462233000.0,51262520000.0,48852128000.0
2043.0,51070840000.0,50621710000.0,50317402000.0,51203363000.0,48486724000.0
2044.0,51115510000.0,50510810000.0,50174400000.0,51150160000.0,48179393000.0
2045.0,51013000000.0,50443256000.0,50078390000.0,51125360000.0,47710314000.0
2046.0,51012950000.0,50366243000.0,49927918000.0,51071783000.0,47289557000.0
2047.0,50964718000.0,50242785000.0,49795020000.0,51039683000.0,47010710000.0
2048.0,50969043000.0,50134680000.0,49658122000.0,51288404000.0,46684455000.0
2049.0,50942070000.0,50027864000.0,49450054000.0,50999410000.0,46414560000.0
2050.0,50983440000.0,49915978000.0,49297950000.0,51015393000.0,46317203000.0
2051.0,50967187000.0,49798558000.0,49121700000.0,51359445000.0,45877060000.0
2052.0,50854187000.0,49702994000.0,48918008000.0,50983903000.0,45582758000.0
2053.0,51035484000.0,49565417000.0,48754872000.0,51036100000.0,45252792000.0
2054.0,50843095000.0,49495482000.0,48509506000.0,50985804000.0,44802363000.0
2055.0,51020485000.0,49307530000.0,48387875000.0,50871067000.0,44363190000.0
2056.0,50714485000.0,49115894000.0,48172860000.0,50840035000.0,43940570000.0
2057.0,50697410000.0,48968344000.0,47969903000.0,50904224000.0,43537980000.0
2058.0,51085640000.0,48758567000.0,47622130000.0,50726703000.0,43195700000.0
2059.0,51229417000.0,48637415000.0,47386710000.0,50660800000.0,42872550000.0
2060.0,50697347000.0,48458620000.0,47221256000.0,50623586000.0,42384306000.0
2061.0,50600456000.0,48264240000.0,47113520000.0,50540233000.0,41985000000.0
2062.0,50471180000.0,48099557000.0,46923950000.0,50484797000.0,41602240000.0
2063.0,50415374000.0,47937880000.0,46685557000.0,50449230000.0,41201676000.0
2064.0,50334850000.0,47718437000.0,46501163000.0,50402894000.0,40861176000.0
2065.0,50270495000.0,47586400000.0,46246576000.0,50422830000.0,41119416000.0
2066.0,50165187000.0,47308060000.0,46083543000.0,50493490000.0,40628130000.0
2067.0,50194880000.0,47105462000.0,45930050000.0,50347710000.0,39948947000.0
2068.0,50061537000.0,46905310000.0,45696140000.0,50211630000.0,39560970000.0
2069.0,50638205000.0,46701445000.0,45647647000.0,50118130000.0,39254344000.0
2070.0,50144416000.0,46398767000.0,45511782000.0,50162983000.0,38934040000.0
2071.0,49995346000.0,46216190000.0,45343620000.0,50039054000.0,38663710000.0
2072.0,49928184000.0,46049840000.0,45045342000.0,49967220000.0,38480368000.0
2073.0,49952367000.0,45803200000.0,44813685000.0,50217886000.0,38039773000.0
2074.0,49942974000.0,45810150000.0,44564320000.0,49908216000.0,37683188000.0
2075.0,49736974000.0,46064423000.0,44235104000.0,49804526000.0,37159230000.0
2076.0,49687327000.0,45546095000.0,43997753000.0,49834490000.0,36822462000.0
2077.0,49635615000.0,45364880000.0,43666890000.0,49678780000.0,36456067000.0
2078.0,49572200000.0,45209805000.0,43431727000.0,49599980000.0,36110602000.0
2079.0,49546620000.0,45036580000.0,43057213000.0,49598340000.0,35735237000.0
2080.0,50049585000.0,45010326000.0,42854530000.0,49639625000.0,35421610000.0
2081.0,49463050000.0,44801937000.0,42496623000.0,49491050000.0,35045650000.0
2082.0,49392710000.0,44660994000.0,42244980000.0,49476776000.0,34803438000.0
2083.0,49346286000.0,44464240000.0,42078822000.0,49821135000.0,34482536000.0
2084.0,49345884000.0,44294832000.0,41790628000.0,49511666000.0,34149691000.0
2085.0,49261375000.0,44122178000.0,41603100000.0,49329754000.0,33692029000.0
2086.0,49197023000.0,43988450000.0,41370940000.0,49408420000.0,33430385000.0
2087.0,49197715000.0,43809923000.0,41162620000.0,49177735000.0,33185712000.0
2088.0,49039057000.0,43688910000.0,40904802000.0,49094193000.0,33042366000.0
2089.0,48908382000.0,43540550000.0,40657720000.0,49007620000.0,32697310000.0
2090.0,48854176000.0,43558690000.0,40358110000.0,48925635000.0,32410423000.0
2091.0,49169764000.0,43239105000.0,40139727000.0,48916345000.0,31990874000.0
2092.0,49482285000.0,43099386000.0,39851900000.0,49016144000.0,31623268000.0
2093.0,48854643000.0,42965635000.0,39543448000.0,48792154000.0,31247677000.0
2094.0,48686750000.0,42800505000.0,39228600000.0,48739643000.0,30949403000.0
2095.0,48579162000.0,42741256000.0,38933144000.0,49060380000.0,30624393000.0
2096.0,48622410000.0,42533860000.0,38774202000.0,48783774000.0,30344151000.0
2097.0,50143625000.0,42268713000.0,38451540000.0,49138418000.0,30019135000.0
2098.0,48440803000.0,42126164000.0,38228060000.0,48604983000.0,29740292000.0
2099.0,48319140000.0,42232380000.0,37999890000.0,48496804000.0,29480880000.0
2100.0,48249307000.0,42020598000.0,37648642000.0,48474360000.0,29213112000.0
