time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2000.0,2457325300.0,2457325300.0,2457325300.0
2001.0,2436890600.0,2436890600.0,2436890600.0
2002.0,2417740000.0,2417740000.0,2417740000.0
2003.0,2379951400.0,2379951400.0,2379951400.0
2004.0,2348910800.0,2348910800.0,2348910800.0
2005.0,2323119000.0,2323119000.0,2323119000.0
2006.0,2303693000.0,2303693000.0,2303693000.0
2007.0,2282304300.0,2282304300.0,2282304300.0
2008.0,2278302200.0,2278302200.0,2278302200.0
2009.0,2277408500.0,2277408500.0,2277408500.0
2010.0,2254141000.0,2254141000.0,2254141000.0
2011.0,2234708500.0,2234708500.0,2234708500.0
2012.0,2235934200.0,2235934200.0,2235934200.0
2013.0,2219536000.0,2219536000.0,2219536000.0
2014.0,2215232000.0,2215232000.0,2215232000.0
2015.0,2201708500.0,2201708500.0,2201708500.0
2016.0,2175007200.0,2175007200.0,2175007200.0
2017.0,2147995400.0,2147995400.0,2147995400.0
2018.0,2126940700.0,2126940700.0,2126940700.0
2019.0,2118556700.0,2118556700.0,2118556700.0
2020.0,2088165500.0,2088165500.0,2088165500.0
2021.0,2038782700.0,2046063000.0,2083384300.0
2022.0,1987907600.0,1984320900.0,2066462200.0
2023.0,1960321900.0,1934937500.0,2030756700.0
2024.0,1938875100.0,1897848200.0,1986400400.0
2025.0,1896527900.0,1854153100.0,1962525300.0
2026.0,1858513900.0,1796350800.0,1935494700.0
2027.0,1818023300.0,1717121500.0,1889150500.0
2028.0,1765809400.0,1650052100.0,1856865500.0
2029.0,1706913400.0,1602539400.0,1832585600.0
2030.0,1648051800.0,1550449400.0,1782811600.0
2031.0,1597593100.0,1511517000.0,1716823200.0
2032.0,1536640000.0,1486225300.0,1676760400.0
2033.0,1481393400.0,1463180500.0,1628025000.0
2034.0,1415568000.0,1407309000.0,1564933200.0
2035.0,1366017800.0,1351552300.0,1511408100.0
2036.0,1323411600.0,1324434600.0,1494297500.0
2037.0,1257157900.0,1305824300.0,1448893800.0
2038.0,1212752400.0,1273033900.0,1393245700.0
2039.0,1174435000.0,1233698800.0,1356250500.0
2040.0,1109076000.0,1197348600.0,1324406700.0
2041.0,1052103300.0,1157152100.0,1287756800.0
2042.0,978578600.0,1113268200.0,1240602600.0
2043.0,905165440.0,1053988800.0,1197984500.0
2044.0,863750140.0,959892900.0,1165655800.0
2045.0,792605200.0,928810750.0,1119561000.0
2046.0,727721400.0,913706300.0,1076296600.0
2047.0,667078340.0,865038500.0,1030718000.0
2048.0,600189400.0,811395650.0,999102340.0
2049.0,564236740.0,772194100.0,967252800.0
2050.0,532712060.0,740695040.0,918145800.0
2051.0,511282780.0,709273700.0,874223200.0
2052.0,486431840.0,680166660.0,842192000.0
2053.0,452939460.0,651095500.0,809791740.0
2054.0,431563520.0,622917900.0,785824100.0
2055.0,411878600.0,580960960.0,763310850.0
2056.0,387876800.0,533122720.0,735855360.0
2057.0,360134720.0,494820860.0,711786100.0
2058.0,330813900.0,465026460.0,687952000.0
2059.0,306210980.0,433607740.0,668791550.0
2060.0,281060300.0,401118050.0,646708900.0
2061.0,257569950.0,377817860.0,628310660.0
2062.0,240978750.0,363503260.0,613329600.0
2063.0,220248100.0,347824830.0,590847600.0
2064.0,209802290.0,329026880.0,569093600.0
2065.0,197536690.0,315624420.0,548409400.0
2066.0,186112580.0,309668500.0,529849100.0
2067.0,172813740.0,305017950.0,505776030.0
2068.0,166154990.0,300236700.0,474795840.0
2069.0,164063000.0,288873860.0,450749800.0
2070.0,157842240.0,278024960.0,430920900.0
2071.0,151056000.0,271151170.0,400335650.0
2072.0,143915860.0,266075860.0,378029920.0
2073.0,138094830.0,252412850.0,365953470.0
2074.0,132668110.0,232675620.0,355642140.0
2075.0,128614130.0,219582200.0,343057280.0
2076.0,125056670.0,203651040.0,326988400.0
2077.0,123523350.0,187052830.0,318390400.0
2078.0,117553240.0,173738300.0,310960960.0
2079.0,112918530.0,157800900.0,300217570.0
2080.0,107932580.0,149160560.0,287656060.0
2081.0,100207100.0,144538610.0,280610080.0
2082.0,92496570.0,136176400.0,270957920.0
2083.0,87642520.0,129696770.0,257748560.0
2084.0,80638616.0,119989960.0,247152590.0
2085.0,76016920.0,113909430.0,229661980.0
2086.0,71884510.0,110673890.0,221333890.0
2087.0,67942650.0,105909520.0,214363000.0
2088.0,62908572.0,100778310.0,202698530.0
2089.0,60794132.0,95637020.0,195701620.0
2090.0,57457320.0,90413160.0,185729920.0
2091.0,53211116.0,85623640.0,177759890.0
2092.0,51002452.0,79892550.0,173370430.0
2093.0,47544524.0,75361510.0,163468620.0
2094.0,44315224.0,71357100.0,156567760.0
2095.0,42448270.0,67624670.0,149901820.0
2096.0,40473372.0,66997016.0,140068100.0
2097.0,39225444.0,65184588.0,134220370.0
2098.0,37199692.0,61153410.0,134654050.0
2099.0,36804572.0,58942772.0,130193090.0
2100.0,34497610.0,56342750.0,123800290.0
2101.0,31514250.0,53533940.0,119460470.0
2102.0,31042504.0,52341170.0,115835750.0
2103.0,28935972.0,51235044.0,114932650.0
2104.0,26039184.0,50400732.0,110996510.0
2105.0,24145222.0,49071780.0,107564536.0
2106.0,21037954.0,48318788.0,106795680.0
2107.0,19566096.0,46121860.0,105838050.0
2108.0,18974680.0,44262830.0,104417980.0
2109.0,16858982.0,43604410.0,102015850.0
2110.0,15970679.0,42691820.0,100046770.0
2111.0,16097774.0,39812360.0,98781864.0
2112.0,15712425.0,35976950.0,96435576.0
2113.0,14735737.0,30388954.0,93899990.0
2114.0,13815758.0,28975356.0,92070080.0
2115.0,12662746.0,28475772.0,89343784.0
