time,CESM1-CAM5,CCSM4
2000.0,2457325300.0,2457325300.0
2001.0,2436890600.0,2436890600.0
2002.0,2417740000.0,2417740000.0
2003.0,2379951400.0,2379951400.0
2004.0,2348910800.0,2348910800.0
2005.0,2323119000.0,2323119000.0
2006.0,2303693000.0,2303693000.0
2007.0,2282304300.0,2282304300.0
2008.0,2278302200.0,2278302200.0
2009.0,2277408500.0,2277408500.0
2010.0,2254141000.0,2254141000.0
2011.0,2234708500.0,2234708500.0
2012.0,2235934200.0,2235934200.0
2013.0,2219536000.0,2219536000.0
2014.0,2215232000.0,2215232000.0
2015.0,2201708500.0,2201708500.0
2016.0,2175007200.0,2175007200.0
2017.0,2147995400.0,2147995400.0
2018.0,2126940700.0,2126940700.0
2019.0,2118556700.0,2118556700.0
2020.0,2088165500.0,2088165500.0
2021.0,2040150700.0,2069641100.0
2022.0,2003015200.0,2026756000.0
2023.0,1980061800.0,1995139600.0
2024.0,1945559900.0,1975290900.0
2025.0,1908628000.0,1967994600.0
2026.0,1892909700.0,1943271600.0
2027.0,1854644200.0,1918024700.0
2028.0,1807909600.0,1912075400.0
2029.0,1771347300.0,1890854900.0
2030.0,1742824300.0,1876985200.0
2031.0,1709979900.0,1849764200.0
2032.0,1664819500.0,1829006300.0
2033.0,1608036700.0,1803583200.0
2034.0,1582440000.0,1787370000.0
2035.0,1566437000.0,1762568400.0
2036.0,1528229600.0,1733340300.0
2037.0,1491878400.0,1691862500.0
2038.0,1472714900.0,1664428500.0
2039.0,1439196000.0,1627385600.0
2040.0,1394271700.0,1578020200.0
2041.0,1360445300.0,1537798300.0
2042.0,1345391000.0,1508789800.0
2043.0,1317106700.0,1479204100.0
2044.0,1283945900.0,1438536300.0
2045.0,1244497400.0,1414213600.0
2046.0,1203556000.0,1384809900.0
2047.0,1178812200.0,1345070600.0
2048.0,1147164800.0,1318553000.0
2049.0,1104368600.0,1293707600.0
2050.0,1062935000.0,1268680400.0
2051.0,1026637200.0,1228895400.0
2052.0,1005067140.0,1193410700.0
2053.0,988655100.0,1173947100.0
2054.0,965992000.0,1151356200.0
2055.0,937138300.0,1107637500.0
2056.0,896877700.0,1064706750.0
2057.0,883571700.0,1036653500.0
2058.0,872765300.0,1010567230.0
2059.0,840280100.0,986594370.0
2060.0,806442500.0,969476200.0
2061.0,792342900.0,950938500.0
2062.0,775607740.0,947305400.0
2063.0,754310300.0,927213250.0
2064.0,726929150.0,911138750.0
2065.0,696206850.0,897357760.0
2066.0,663965900.0,889476160.0
2067.0,640830140.0,881471940.0
2068.0,625962300.0,864450750.0
2069.0,602666100.0,856182200.0
2070.0,578341900.0,847575230.0
2071.0,559565500.0,839614800.0
2072.0,537425660.0,832278140.0
2073.0,513060380.0,822183500.0
2074.0,510173000.0,803972600.0
2075.0,499999170.0,786647230.0
2076.0,485299070.0,774831170.0
2077.0,467115970.0,759535040.0
2078.0,452074940.0,740405200.0
2079.0,439804580.0,714235260.0
2080.0,431118700.0,680265400.0
2081.0,421334140.0,658765250.0
2082.0,407606200.0,634526700.0
2083.0,388616500.0,620911100.0
2084.0,384459400.0,609292350.0
2085.0,374922000.0,597986400.0
2086.0,360806340.0,579436700.0
2087.0,347275300.0,571996800.0
2088.0,335993000.0,560488770.0
2089.0,322332400.0,548689860.0
2090.0,310121630.0,537946560.0
2091.0,293072900.0,526082080.0
2092.0,279486750.0,516881500.0
2093.0,276420100.0,508822340.0
2094.0,268014270.0,501805280.0
2095.0,251240100.0,492330880.0
2096.0,247009400.0,483272320.0
2097.0,240470430.0,473683070.0
2098.0,237599700.0,464710800.0
2099.0,228981680.0,460113760.0
2100.0,222926910.0,454618400.0
2101.0,219227400.0,446974660.0
2102.0,215720660.0,442625900.0
2103.0,212090200.0,436508860.0
2104.0,209283280.0,429433250.0
2105.0,203398200.0,423648930.0
2106.0,198785540.0,419385760.0
2107.0,197227920.0,411239140.0
2108.0,198736060.0,403713200.0
2109.0,191735650.0,400455840.0
2110.0,184711840.0,395479800.0
2111.0,182024130.0,386603680.0
2112.0,182262190.0,380249470.0
2113.0,179732690.0,375145920.0
2114.0,174029890.0,372851680.0
2115.0,169766480.0,368049860.0
2116.0,167604130.0,361404260.0
2117.0,164251100.0,356675300.0
2118.0,158930050.0,351356830.0
2119.0,155393940.0,343706880.0
2120.0,153733060.0,336251740.0
2121.0,151602450.0,331620770.0
2122.0,150670600.0,324041600.0
2123.0,153707570.0,315490080.0
2124.0,150502830.0,310455740.0
2125.0,145944540.0,304670140.0
2126.0,148083710.0,295519360.0
2127.0,144599500.0,291416000.0
2128.0,143129460.0,284341730.0
2129.0,140410500.0,279359170.0
2130.0,138962000.0,277310050.0
2131.0,136971230.0,274807170.0
2132.0,136430860.0,277897540.0
2133.0,135332050.0,271042050.0
2134.0,134040910.0,264815140.0
2135.0,131457150.0,259237810.0
2136.0,128306090.0,255588850.0
2137.0,126659864.0,259510180.0
2138.0,126582980.0,252882300.0
2139.0,124297560.0,250207970.0
2140.0,120978790.0,250591620.0
2141.0,123735620.0,247700690.0
2142.0,119686630.0,244387310.0
2143.0,117765736.0,240780270.0
2144.0,115571920.0,238148690.0
2145.0,114592730.0,238091730.0
2146.0,112306610.0,235051680.0
2147.0,108520584.0,232778610.0
2148.0,108453336.0,232412960.0
2149.0,108032960.0,230242670.0
2150.0,106997096.0,227262300.0
2151.0,104891100.0,225020580.0
2152.0,108014890.0,221261040.0
2153.0,108518230.0,218252640.0
2154.0,104681990.0,217213440.0
2155.0,102054824.0,216181740.0
2156.0,103409780.0,214218580.0
2157.0,101916500.0,211856750.0
2158.0,100769096.0,210972670.0
2159.0,98868820.0,210458500.0
2160.0,105075440.0,221438600.0
2161.0,100087870.0,230159000.0
2162.0,97058000.0,224811040.0
2163.0,99255380.0,223565010.0
2164.0,99090140.0,225360210.0
2165.0,97473190.0,219759040.0
2166.0,95332030.0,218297070.0
2167.0,94733816.0,215748580.0
2168.0,94430760.0,212060830.0
2169.0,92703976.0,209535860.0
2170.0,91743100.0,206612050.0
2171.0,92796780.0,203974560.0
2172.0,94734776.0,207174720.0
2173.0,90882560.0,203025440.0
2174.0,89169530.0,200159070.0
2175.0,88853400.0,200722130.0
2176.0,92486280.0,203164750.0
2177.0,91398230.0,200445710.0
2178.0,88565030.0,199017250.0
2179.0,86983070.0,199984210.0
2180.0,89871610.0,198254260.0
2181.0,104898580.0,197757170.0
2182.0,95434160.0,197943650.0
2183.0,90599550.0,197538540.0
2184.0,89875100.0,196182180.0
2185.0,94473016.0,195294560.0
2186.0,92411370.0,211497140.0
2187.0,91933820.0,206798460.0
2188.0,89200540.0,201560300.0
2189.0,88157430.0,200709970.0
2190.0,92545480.0,197067520.0
2191.0,92167450.0,195006540.0
2192.0,87791480.0,203854270.0
2193.0,86347410.0,199622080.0
2194.0,92993230.0,196390700.0
2195.0,96784620.0,194530430.0
2196.0,90073660.0,192495460.0
2197.0,86095860.0,192009090.0
2198.0,85803016.0,191238240.0
2199.0,85663930.0,191798290.0
2200.0,86368340.0,190812340.0
2201.0,85436820.0,190260220.0
2202.0,84919160.0,189759360.0
2203.0,83266680.0,188873730.0
2204.0,81958980.0,193616110.0
2205.0,84065870.0,190201090.0
2206.0,82674856.0,189035250.0
2207.0,80445820.0,188212930.0
2208.0,79347464.0,187868880.0
2209.0,76538290.0,187733740.0
2210.0,75155150.0,187322720.0
2211.0,74093280.0,186136530.0
2212.0,74650330.0,191406850.0
2213.0,72837760.0,192987970.0
2214.0,71371790.0,188387250.0
2215.0,79524776.0,189228690.0
2216.0,80181890.0,187398340.0
2217.0,75354184.0,185782880.0
2218.0,71799970.0,184942690.0
2219.0,71287990.0,184537570.0
2220.0,70843810.0,183071740.0
2221.0,69770700.0,181400130.0
2222.0,73480850.0,181334140.0
2223.0,70856200.0,180669020.0
2224.0,69521624.0,178944600.0
2225.0,79715250.0,177146000.0
2226.0,76586120.0,177109390.0
2227.0,71976456.0,175270380.0
2228.0,71040290.0,173429070.0
2229.0,69572856.0,172362460.0
2230.0,69479060.0,172012340.0
2231.0,68844360.0,174603500.0
2232.0,67665320.0,177446610.0
2233.0,67336984.0,179278940.0
2234.0,66630820.0,175768430.0
2235.0,66189660.0,174628260.0
2236.0,66455812.0,175301180.0
2237.0,65769060.0,173253860.0
2238.0,64602484.0,175129470.0
2239.0,66409580.0,179838200.0
2240.0,68779510.0,180285600.0
2241.0,67736990.0,177540830.0
2242.0,66318484.0,172648670.0
2243.0,66219068.0,171151420.0
2244.0,65378310.0,172211400.0
2245.0,66048160.0,174965360.0
2246.0,67971890.0,171596420.0
2247.0,65722636.0,182863650.0
2248.0,65193092.0,183525100.0
2249.0,68035176.0,178176700.0
2250.0,65625416.0,176243950.0
2251.0,65126624.0,180091700.0
2252.0,64893760.0,174484430.0
2253.0,75338000.0,172861550.0
2254.0,73645790.0,171666800.0
2255.0,70923416.0,169080460.0
2256.0,66432476.0,168962420.0
2257.0,65262988.0,167548670.0
2258.0,66202524.0,166380880.0
2259.0,67811050.0,169876750.0
2260.0,66203556.0,187127220.0
2261.0,65181036.0,176046140.0
2262.0,64363452.0,172344050.0
2263.0,62753096.0,169549170.0
2264.0,64348490.0,167261070.0
2265.0,62698836.0,166149540.0
2266.0,62453230.0,165671520.0
2267.0,62063600.0,164621730.0
2268.0,63346144.0,165117800.0
2269.0,61792548.0,165945280.0
2270.0,61096460.0,165391170.0
2271.0,63398684.0,167737810.0
2272.0,61224588.0,168240960.0
2273.0,60326970.0,165740140.0
2274.0,60193644.0,167761180.0
2275.0,62409324.0,165020300.0
2276.0,66772920.0,164194110.0
2277.0,61663350.0,167966500.0
2278.0,59953456.0,166164940.0
2279.0,60563868.0,168542540.0
2280.0,59804870.0,167204940.0
2281.0,59341320.0,167512770.0
2282.0,59191204.0,167420220.0
2283.0,58819544.0,176483500.0
2284.0,58177692.0,173213060.0
2285.0,58203896.0,167826510.0
2286.0,59876332.0,165185500.0
2287.0,58813596.0,168296340.0
2288.0,57816148.0,164197730.0
2289.0,57010690.0,163076430.0
2290.0,66864616.0,163034740.0
2291.0,60821970.0,169612270.0
2292.0,57748830.0,166090400.0
2293.0,56469172.0,168406050.0
2294.0,57240644.0,167646190.0
2295.0,59827744.0,164532850.0
2296.0,57592456.0,163357870.0
2297.0,56548188.0,162980110.0
2298.0,55999068.0,162039140.0
2299.0,55516736.0,161188340.0
2300.0,58441436.0,161059580.0
