time,CNRM-CM6-1,GFDL-ESM4,IITM-ESM,EC-EARTH3,MPI-ESM1-2-HR,UKESM1-0-LL,CNRM-ESM2-1,CESM2-WACCM,MIROC6,TAIESM1,IPSL-CM6A-LR,KACE-1-0-G,MRI-ESM2-0,CANESM5
2049.0,3125067000000.0,3014640300000.0,2992422800000.0,1766800600000.0,3019334500000.0,2399921500000.0,3055103500000.0,2895130000000.0,3088027700000.0,2513137300000.0,2881709400000.0,4056941000000.0,2552006000000.0,1816219600000.0
2050.0,3095002000000.0,2988939700000.0,2955193400000.0,1720476200000.0,3000629500000.0,2342169300000.0,3052992200000.0,2868149000000.0,3079013400000.0,2459280600000.0,2856723700000.0,4075816700000.0,2505884000000.0,1743344100000.0
2051.0,3070344300000.0,2978473000000.0,2921486600000.0,1659299300000.0,2993853600000.0,2296947000000.0,3042736900000.0,2845025200000.0,3042620500000.0,2401147800000.0,2834480000000.0,4095644000000.0,2470365000000.0,1678783400000.0
2052.0,3049521200000.0,2963928800000.0,2903085200000.0,1599921500000.0,2967355500000.0,2246216800000.0,3036652500000.0,2810325000000.0,3028292700000.0,2358204000000.0,2798905700000.0,4115649300000.0,2435475300000.0,1608654500000.0
2053.0,3030063300000.0,2945628800000.0,2884975700000.0,1542356100000.0,2948301800000.0,2201145800000.0,3026063700000.0,2789963700000.0,3017161000000.0,2301707200000.0,2771784300000.0,4139010200000.0,2401590000000.0,1558376300000.0
2054.0,3010611600000.0,2931078700000.0,2866799700000.0,1505557700000.0,2931789400000.0,2151101800000.0,3010825300000.0,2748599800000.0,3002345200000.0,2253602400000.0,2731047000000.0,4156406000000.0,2360846300000.0,1507611400000.0
2055.0,2994688500000.0,2913141500000.0,2844371500000.0,1460131900000.0,2908073000000.0,2112338000000.0,2995062600000.0,2722567600000.0,2985254200000.0,2198227800000.0,2684500300000.0,4179425800000.0,2329000500000.0,1458124600000.0
2056.0,2975904800000.0,2895990800000.0,2830770600000.0,1414636900000.0,2890964400000.0,2062975500000.0,2992437500000.0,2710175500000.0,2971597300000.0,2148246900000.0,2649797400000.0,4201314500000.0,2298680200000.0,1402060100000.0
2057.0,2958699000000.0,2878631300000.0,2813064000000.0,1370400500000.0,2872097400000.0,2011501300000.0,2978277000000.0,2681520000000.0,2946205000000.0,2104299400000.0,2606674200000.0,4215125800000.0,2267321500000.0,1348581700000.0
2058.0,2943177700000.0,2866056800000.0,2794405000000.0,1327222000000.0,2851815300000.0,1966243300000.0,2956354000000.0,2659573000000.0,2935267800000.0,2066770000000.0,2574334600000.0,4235706800000.0,2235531000000.0,1291812100000.0
2059.0,2917227000000.0,2840647700000.0,2780772700000.0,1285025600000.0,2850021400000.0,1910984800000.0,2932486400000.0,2639962800000.0,2912470000000.0,2037543100000.0,2547959700000.0,4251242000000.0,2213858000000.0,1239612500000.0
2060.0,2899530200000.0,2808285000000.0,2767309000000.0,1244942700000.0,2834914000000.0,1866430000000.0,2908374200000.0,2607094700000.0,2897270800000.0,1981408300000.0,2522756200000.0,4265671400000.0,2186783600000.0,1181135100000.0
2061.0,2888042500000.0,2785651700000.0,2737427200000.0,1205844400000.0,2827907500000.0,1809816700000.0,2886704300000.0,2575068300000.0,2867289400000.0,1926711000000.0,2481572500000.0,4284974400000.0,2153915400000.0,1127735600000.0
2062.0,2872452800000.0,2770353800000.0,2708679700000.0,1167078200000.0,2818088000000.0,1761953200000.0,2870484400000.0,2548340000000.0,2861489200000.0,1878940800000.0,2452241300000.0,4306458000000.0,2129258700000.0,1074705330000.0
2063.0,2834059800000.0,2760747800000.0,2678817000000.0,1133859000000.0,2798844400000.0,1719755200000.0,2845844000000.0,2533371200000.0,2850608000000.0,1830812100000.0,2415871400000.0,4323292700000.0,2103022000000.0,1021797100000.0
2064.0,2810589000000.0,2742083400000.0,2643670900000.0,1105671500000.0,2793918000000.0,1673540700000.0,2827113000000.0,2513190000000.0,2831269500000.0,1784258500000.0,2381826800000.0,4328784100000.0,2073779100000.0,967780300000.0
2065.0,2795079500000.0,2722454600000.0,2630105000000.0,1064551900000.0,2775074200000.0,1620867200000.0,2815224000000.0,2500344400000.0,2808352000000.0,1749439700000.0,2355285000000.0,4351694500000.0,2055796300000.0,917598040000.0
2066.0,2766526700000.0,2696239000000.0,2614051000000.0,1029020650000.0,2759960000000.0,1564175000000.0,2801586000000.0,2474012300000.0,2774001300000.0,1715045800000.0,2326509000000.0,4368938000000.0,2034229200000.0,877324800000.0
2067.0,2740799400000.0,2682019400000.0,2597125400000.0,999627900000.0,2741594000000.0,1503796900000.0,2785444400000.0,2454982500000.0,2749959000000.0,1677205200000.0,2294443400000.0,4392370000000.0,2017748500000.0,837916950000.0
2068.0,2709313000000.0,2661097100000.0,2580873200000.0,964734750000.0,2718148300000.0,1451077500000.0,2751043200000.0,2433684300000.0,2731104800000.0,1638267500000.0,2266094600000.0,4407291300000.0,2007775600000.0,793835900000.0
2069.0,2680290000000.0,2644821000000.0,2561525200000.0,927290900000.0,2700815000000.0,1407165400000.0,2734643000000.0,2412193000000.0,2699987500000.0,1601175200000.0,2242079400000.0,4427292000000.0,1987281000000.0,740706350000.0
2070.0,2656470800000.0,2620848600000.0,2514132000000.0,891483000000.0,2688137800000.0,1365514900000.0,2713757200000.0,2398057000000.0,2691758800000.0,1571688400000.0,2212928000000.0,4446952000000.0,1967335700000.0,697845600000.0
2071.0,2618701600000.0,2601935700000.0,2483122000000.0,856045850000.0,2670726700000.0,1322111700000.0,2695702000000.0,2384436000000.0,2660631600000.0,1543845400000.0,2175293500000.0,4467602000000.0,1942408000000.0,659545800000.0
2072.0,2588073800000.0,2576346500000.0,2477046400000.0,823133200000.0,2644399000000.0,1278434900000.0,2672266800000.0,2371657100000.0,2634915000000.0,1510124200000.0,2148804700000.0,4487574000000.0,1919971200000.0,625538000000.0
2073.0,2557006600000.0,2554573000000.0,2460919000000.0,795113800000.0,2622099000000.0,1240200100000.0,2655720600000.0,2348787400000.0,2608413500000.0,1481085200000.0,2117678500000.0,4506834700000.0,1905841100000.0,589012100000.0
2074.0,2530520600000.0,2536104300000.0,2446176300000.0,756755460000.0,2597621600000.0,1188227400000.0,2628032000000.0,2331997000000.0,2589643500000.0,1446432700000.0,2071638400000.0,4535376000000.0,1885741900000.0,546730600000.0
2075.0,2500814200000.0,2520590300000.0,2418459000000.0,722192600000.0,2570522000000.0,1136947000000.0,2613756300000.0,2315950000000.0,2556853200000.0,1415438300000.0,2028996400000.0,4565120300000.0,1866443700000.0,501239800000.0
2076.0,2472896000000.0,2500893900000.0,2384424000000.0,686764700000.0,2549920000000.0,1088029070000.0,2594137400000.0,2295888000000.0,2544189000000.0,1380935100000.0,1982759800000.0,4584501000000.0,1840722200000.0,464122050000.0
2077.0,2443029500000.0,2483430400000.0,2359707800000.0,655841950000.0,2532934000000.0,1035607900000.0,2568633200000.0,2268585300000.0,2512078500000.0,1348347600000.0,1938520100000.0,4593207500000.0,1824775300000.0,428459620000.0
2078.0,2408946300000.0,2465338800000.0,2344916600000.0,624657400000.0,2511993000000.0,995577100000.0,2557821600000.0,2227095000000.0,2491236500000.0,1325427900000.0,1902312400000.0,4612467700000.0,1810980700000.0,388233630000.0
2079.0,2372169000000.0,2443336700000.0,2319838000000.0,590453500000.0,2495921300000.0,957187750000.0,2526041000000.0,2206991600000.0,2471270800000.0,1289374800000.0,1853242600000.0,4637743000000.0,1786379800000.0,352528630000.0
2080.0,2329554700000.0,2423578000000.0,2292039300000.0,552765500000.0,2476558000000.0,914082230000.0,2489299000000.0,2167268600000.0,2448608200000.0,1257784500000.0,1804878600000.0,4654344700000.0,1775427600000.0,324473000000.0
2081.0,2296000300000.0,2405013400000.0,2259361500000.0,521633330000.0,2457831700000.0,863029200000.0,2463438200000.0,2141954400000.0,2411677000000.0,1229439800000.0,1764895600000.0,4665027000000.0,1759622200000.0,296741300000.0
2082.0,2247692400000.0,2390072800000.0,2225296000000.0,489855600000.0,2432471000000.0,818290600000.0,2433027400000.0,2097820500000.0,2378075200000.0,1197662400000.0,1724172100000.0,4682826600000.0,1746500600000.0,269773400000.0
2083.0,2209265500000.0,2364043200000.0,2207002000000.0,456092480000.0,2407076200000.0,773690200000.0,2406133300000.0,2064024100000.0,2342923500000.0,1164040300000.0,1679121300000.0,4703662400000.0,1731890500000.0,242269900000.0
2084.0,2174377800000.0,2337388000000.0,2176483000000.0,426274400000.0,2384722100000.0,729908000000.0,2368796000000.0,2032309900000.0,2315453700000.0,1134477000000.0,1652098100000.0,4717607400000.0,1720692100000.0,215959720000.0
2085.0,2135853100000.0,2312559000000.0,2153333800000.0,396767600000.0,2368381400000.0,682368430000.0,2332666400000.0,1993989700000.0,2285884400000.0,1114952800000.0,1615612700000.0,4734886300000.0,1702049000000.0,191515100000.0
2086.0,2103164800000.0,2286457200000.0,2134385800000.0,370187140000.0,2352317200000.0,633466800000.0,2296145500000.0,1964814100000.0,2254296800000.0,1082993400000.0,1588730500000.0,4740943400000.0,1673044400000.0,171633310000.0
2087.0,2073508400000.0,2269900000000.0,2107281400000.0,338687160000.0,2338676500000.0,586930850000.0,2256475300000.0,1939046000000.0,2218591500000.0,1057269350000.0,1557348100000.0,4759775300000.0,1654071200000.0,151817750000.0
2088.0,2039349400000.0,2248109000000.0,2083529800000.0,307060200000.0,2318113700000.0,544277200000.0,2230076600000.0,1903245800000.0,2184887700000.0,1031497840000.0,1525058900000.0,4782635400000.0,1632266000000.0,133643980000.0
2089.0,2006146700000.0,2226575600000.0,2060906500000.0,284579430000.0,2298717100000.0,501506200000.0,2192893100000.0,1878346800000.0,2158900400000.0,1007698300000.0,1498666900000.0,4812774600000.0,1605359600000.0,115488360000.0
2090.0,1972010000000.0,2210135800000.0,2036319600000.0,262188070000.0,2284815000000.0,460659460000.0,2159807300000.0,1847658300000.0,2125260300000.0,985251840000.0,1472109500000.0,4833228600000.0,1582117600000.0,99092360000.0
2091.0,1942640400000.0,2191491300000.0,2011196800000.0,237212960000.0,2260836000000.0,420635970000.0,2121624600000.0,1812879500000.0,2089049000000.0,963165700000.0,1436014100000.0,4847114000000.0,1558957100000.0,83654570000.0
2092.0,1893999800000.0,2168055800000.0,1974930500000.0,214100000000.0,2241537200000.0,383044260000.0,2074932200000.0,1774909000000.0,2062736800000.0,943342700000.0,1393506400000.0,4866923000000.0,1535241200000.0,71873670000.0
2093.0,1849351700000.0,2134646300000.0,1955853800000.0,196593680000.0,2224140300000.0,352134230000.0,2036697100000.0,1736643200000.0,2028497700000.0,921482900000.0,1351945800000.0,4894478000000.0,1510230500000.0,60595708000.0
2094.0,1805359600000.0,2103418800000.0,1931947400000.0,179000900000.0,2206417000000.0,326963070000.0,1986908700000.0,1701161300000.0,1988029200000.0,901082100000.0,1325622600000.0,4909330600000.0,1500545300000.0,51197055000.0
2095.0,1755411800000.0,2077300000000.0,1914507400000.0,161900130000.0,2189844300000.0,297563900000.0,1939810300000.0,1673243000000.0,1949684300000.0,884673350000.0,1294047600000.0,4926348000000.0,1480942300000.0,41439543000.0
2096.0,1706792800000.0,2053466800000.0,1897539700000.0,141967740000.0,2173093000000.0,273449160000.0,1883794400000.0,1639577300000.0,1907459900000.0,861067540000.0,1258407700000.0,4945276000000.0,1469670500000.0,34140291000.0
2097.0,1668590900000.0,2027333700000.0,1886973100000.0,124546840000.0,2158876700000.0,248691210000.0,1842333900000.0,1603253700000.0,1887046300000.0,838311800000.0,1221008200000.0,4961692000000.0,1452498500000.0,27950647000.0
2098.0,1620635700000.0,1996346900000.0,1862983200000.0,109407060000.0,2144866300000.0,224943670000.0,1804974200000.0,1557475900000.0,1853372900000.0,815454500000.0,1191321300000.0,4973226600000.0,1428737000000.0,22573089000.0
2099.0,1576309000000.0,1970729600000.0,1847243000000.0,94034840000.0,2128112300000.0,201984430000.0,1773110700000.0,1513870900000.0,1822396600000.0,796882570000.0,1157953600000.0,4986747000000.0,1408797500000.0,18626370000.0
2100.0,1531815500000.0,1945053400000.0,1837155500000.0,80548080000.0,2109093400000.0,182953440000.0,1718876600000.0,1477993700000.0,1779768200000.0,772438160000.0,1124892300000.0,5001286500000.0,1394315000000.0,16863376000.0
