time,MPI-ESM1-2-HR,UKESM1-0-LL,CNRM-ESM2-1,IITM-ESM,EC-EARTH3,GFDL-ESM4,CNRM-CM6-1,KACE-1-0-G,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,MIROC6,TAIESM1,CESM2-WACCM
2049.0,3077883800000.0,2413600000000.0,3264950600000.0,3026393800000.0,1923718300000.0,3059844400000.0,3192410000000.0,4138378200000.0,2669678400000.0,1920173300000.0,3031287000000.0,3134058000000.0,2512601000000.0,2787177400000.0
2050.0,3058073300000.0,2382263200000.0,3257365000000.0,3016048800000.0,1876861400000.0,3053202000000.0,3171968400000.0,4164611000000.0,2644730200000.0,1868894000000.0,3016899200000.0,3121304800000.0,2481809300000.0,2760527600000.0
2051.0,3034670200000.0,2324037000000.0,3242552700000.0,3000625800000.0,1826161700000.0,3041684000000.0,3159825300000.0,4178866900000.0,2629106100000.0,1817591000000.0,2996755200000.0,3106580200000.0,2445831000000.0,2749236200000.0
2052.0,3015532000000.0,2280855700000.0,3234348000000.0,2968340100000.0,1786977200000.0,3025487500000.0,3154194000000.0,4204716000000.0,2610126000000.0,1780343900000.0,2976363800000.0,3086415300000.0,2415288600000.0,2733874600000.0
2053.0,3005983500000.0,2244670700000.0,3222158000000.0,2929796800000.0,1744396700000.0,3020931700000.0,3146270400000.0,4226015000000.0,2587760300000.0,1738188700000.0,2955304500000.0,3081503000000.0,2382873200000.0,2715530300000.0
2054.0,3002493800000.0,2204226800000.0,3221706000000.0,2902295000000.0,1701242500000.0,3001049000000.0,3129268500000.0,4250948600000.0,2564557000000.0,1692942900000.0,2939415700000.0,3080661000000.0,2342676900000.0,2705901000000.0
2055.0,2993843300000.0,2168249100000.0,3210538400000.0,2868596200000.0,1660137800000.0,2994107000000.0,3119024200000.0,4272269600000.0,2545780300000.0,1649092100000.0,2922581000000.0,3061051300000.0,2314637700000.0,2698989800000.0
2056.0,2979932400000.0,2137873300000.0,3208053800000.0,2851485500000.0,1623687300000.0,2985253100000.0,3111968800000.0,4296832000000.0,2533115300000.0,1607402900000.0,2905048000000.0,3043938800000.0,2276114000000.0,2683111500000.0
2057.0,2965988700000.0,2109585200000.0,3200470700000.0,2833491400000.0,1588945600000.0,2971010900000.0,3100914200000.0,4328066600000.0,2516256000000.0,1566626700000.0,2879746700000.0,3018417200000.0,2253856700000.0,2669467000000.0
2058.0,2964671000000.0,2076816000000.0,3194682300000.0,2809219000000.0,1548821000000.0,2963168300000.0,3090846000000.0,4352437600000.0,2492713400000.0,1523251500000.0,2867040600000.0,3009924800000.0,2224541400000.0,2658159000000.0
2059.0,2957208200000.0,2037812600000.0,3189024800000.0,2805031200000.0,1524318500000.0,2959206800000.0,3083666700000.0,4383031000000.0,2475230800000.0,1480167500000.0,2845354500000.0,2991451300000.0,2191205100000.0,2645780300000.0
2060.0,2935503000000.0,2016407300000.0,3183472300000.0,2786166600000.0,1498240500000.0,2954139000000.0,3070451300000.0,4404308600000.0,2467304600000.0,1433959400000.0,2826756700000.0,2979371700000.0,2165173600000.0,2640798800000.0
2061.0,2919974600000.0,1978092400000.0,3176604000000.0,2769373600000.0,1469939800000.0,2933259800000.0,3057047300000.0,4424984000000.0,2444090400000.0,1397050600000.0,2809174200000.0,2963456700000.0,2140400500000.0,2638544600000.0
2062.0,2903106000000.0,1944942400000.0,3177469200000.0,2748865000000.0,1448247400000.0,2920323700000.0,3055129700000.0,4455605000000.0,2423459400000.0,1354391200000.0,2790081000000.0,2938950000000.0,2117108900000.0,2625541000000.0
2063.0,2896412300000.0,1913960100000.0,3167042100000.0,2719845000000.0,1423476300000.0,2904634200000.0,3043546000000.0,4485589000000.0,2404458400000.0,1312949500000.0,2768244600000.0,2909343800000.0,2080251300000.0,2619612900000.0
2064.0,2884345000000.0,1879040200000.0,3158285700000.0,2701479600000.0,1397535700000.0,2892806200000.0,3040923600000.0,4499845000000.0,2388373800000.0,1275253400000.0,2740612000000.0,2885128300000.0,2057913000000.0,2616938200000.0
2065.0,2872639200000.0,1846728700000.0,3151626500000.0,2678449000000.0,1373764700000.0,2885169700000.0,3039287000000.0,4522342000000.0,2379714400000.0,1241873000000.0,2723667800000.0,2875562700000.0,2041531600000.0,2609820500000.0
2066.0,2866669000000.0,1819669800000.0,3141753400000.0,2656829400000.0,1352043300000.0,2865232300000.0,3022455000000.0,4537285300000.0,2372769400000.0,1204486700000.0,2701475400000.0,2865312800000.0,2023352300000.0,2595021700000.0
2067.0,2855391700000.0,1783755000000.0,3131696000000.0,2638321000000.0,1321223200000.0,2845094000000.0,3012758900000.0,4571614700000.0,2363076000000.0,1169532600000.0,2680420600000.0,2854667400000.0,2005700700000.0,2593444000000.0
2068.0,2839297000000.0,1751676600000.0,3129178300000.0,2617476600000.0,1292844400000.0,2831388500000.0,3000222400000.0,4603274300000.0,2354477300000.0,1137353800000.0,2664053900000.0,2840072800000.0,1977987900000.0,2586045800000.0
2069.0,2830026000000.0,1719055200000.0,3133829000000.0,2616951800000.0,1267610600000.0,2821020000000.0,2984526700000.0,4628184300000.0,2341704300000.0,1103649300000.0,2651594000000.0,2824791400000.0,1969906500000.0,2582313200000.0
2070.0,2819097600000.0,1683449400000.0,3137521600000.0,2620478700000.0,1240596600000.0,2807566400000.0,2969174800000.0,4656612000000.0,2327314700000.0,1070559400000.0,2639307000000.0,2824593700000.0,1941384600000.0,2586689000000.0
2071.0,2811797400000.0,1655668600000.0,3142627400000.0,2600150000000.0,1211518200000.0,2799753000000.0,2957216000000.0,4679536000000.0,2320117000000.0,1030060640000.0,2625006000000.0,2816851300000.0,1924336800000.0,2590095700000.0
2072.0,2804021200000.0,1624727700000.0,3135333700000.0,2582373000000.0,1184699000000.0,2791075000000.0,2948702400000.0,4702942500000.0,2307182300000.0,998308800000.0,2610799300000.0,2803144600000.0,1900385800000.0,2584639400000.0
2073.0,2795321200000.0,1595803200000.0,3129066000000.0,2565468600000.0,1166051900000.0,2776170800000.0,2947299700000.0,4735312600000.0,2296297600000.0,970818800000.0,2588424000000.0,2787044200000.0,1878804400000.0,2582213800000.0
2074.0,2784623300000.0,1563199500000.0,3117781000000.0,2543426200000.0,1144732800000.0,2773787000000.0,2944656000000.0,4762799000000.0,2284466000000.0,941322800000.0,2583521000000.0,2764241000000.0,1857650600000.0,2574812200000.0
2075.0,2775864000000.0,1529338800000.0,3111816300000.0,2514919400000.0,1117945700000.0,2769429500000.0,2938433700000.0,4793809500000.0,2276367300000.0,909978900000.0,2574105200000.0,2758848800000.0,1837034400000.0,2570499000000.0
2076.0,2769063800000.0,1489327600000.0,3110103700000.0,2494478400000.0,1095963640000.0,2761188400000.0,2934013400000.0,4825066500000.0,2273437000000.0,871256800000.0,2555768700000.0,2751676800000.0,1815467900000.0,2568380700000.0
2077.0,2763513400000.0,1449929600000.0,3111854300000.0,2483872900000.0,1072486800000.0,2754415200000.0,2923204000000.0,4848042400000.0,2266938000000.0,834960200000.0,2542259100000.0,2748932400000.0,1787269200000.0,2566558600000.0
2078.0,2756065400000.0,1421307300000.0,3107866300000.0,2462505800000.0,1051142200000.0,2742043500000.0,2906942300000.0,4871834600000.0,2264296300000.0,799089900000.0,2530526400000.0,2740390000000.0,1766796700000.0,2553959700000.0
2079.0,2746223400000.0,1383744100000.0,3111755700000.0,2430484600000.0,1024334950000.0,2738242000000.0,2894807200000.0,4895571700000.0,2257046700000.0,766334200000.0,2519470700000.0,2722795600000.0,1736782400000.0,2553527100000.0
2080.0,2720878000000.0,1359408100000.0,3102468500000.0,2412818500000.0,1003290500000.0,2729670300000.0,2888209000000.0,4928241700000.0,2258248700000.0,737207100000.0,2500145000000.0,2719326000000.0,1708685500000.0,2552817800000.0
2081.0,2716067200000.0,1332020500000.0,3091313500000.0,2387794500000.0,981103300000.0,2724445800000.0,2891447800000.0,4941818000000.0,2250525600000.0,708080440000.0,2485192200000.0,2705597000000.0,1674878000000.0,2553854600000.0
2082.0,2706482100000.0,1308539100000.0,3085269000000.0,2378338400000.0,958711860000.0,2712373800000.0,2883779800000.0,4975084700000.0,2250265900000.0,686344900000.0,2472328300000.0,2694086000000.0,1649955800000.0,2566474400000.0
2083.0,2692892600000.0,1272214000000.0,3081616000000.0,2368114000000.0,935671200000.0,2704395000000.0,2866945700000.0,4994958400000.0,2243543000000.0,656401100000.0,2452025800000.0,2688428300000.0,1626872600000.0,2562942300000.0
2084.0,2682406800000.0,1238102200000.0,3065796600000.0,2359305000000.0,913770740000.0,2702718800000.0,2847128700000.0,5024484700000.0,2244784700000.0,628022250000.0,2437302700000.0,2679326000000.0,1617349200000.0,2559953600000.0
2085.0,2675988500000.0,1212166400000.0,3056825000000.0,2349673500000.0,899919400000.0,2696656700000.0,2828249600000.0,5051836000000.0,2246225200000.0,599967900000.0,2414933700000.0,2663780000000.0,1595688200000.0,2556725600000.0
2086.0,2663814000000.0,1183509600000.0,3060200400000.0,2343893000000.0,888034400000.0,2691250500000.0,2810979500000.0,5086508000000.0,2255637000000.0,578553450000.0,2396109100000.0,2646845200000.0,1573472400000.0,2556500600000.0
2087.0,2652813700000.0,1155569700000.0,3043127200000.0,2335613600000.0,877043840000.0,2691939400000.0,2803802300000.0,5107962000000.0,2256012000000.0,557036900000.0,2385372000000.0,2633109900000.0,1555032300000.0,2555177600000.0
2088.0,2643835200000.0,1133646200000.0,3019180600000.0,2315023000000.0,863844200000.0,2689080500000.0,2790603400000.0,5142457000000.0,2244947700000.0,534984720000.0,2374044700000.0,2619073400000.0,1538687100000.0,2553674000000.0
2089.0,2645520000000.0,1116318000000.0,2994625000000.0,2297384000000.0,846638550000.0,2686254000000.0,2786378400000.0,5167723300000.0,2243170400000.0,510778440000.0,2353617000000.0,2610347000000.0,1515303900000.0,2559870800000.0
2090.0,2635132300000.0,1083317750000.0,2994026000000.0,2276534500000.0,831018760000.0,2678055500000.0,2783740000000.0,5199360000000.0,2234007200000.0,485690050000.0,2334029000000.0,2591101300000.0,1498838100000.0,2557413200000.0
2091.0,2631945400000.0,1060752800000.0,2983826000000.0,2253418000000.0,816701900000.0,2661853700000.0,2778900500000.0,5233102000000.0,2232713500000.0,463953850000.0,2318580800000.0,2582778200000.0,1466895000000.0,2559014900000.0
2092.0,2617590000000.0,1029251470000.0,2969153800000.0,2234309700000.0,797830300000.0,2655812800000.0,2772191700000.0,5262131000000.0,2233712800000.0,440458540000.0,2301804200000.0,2581991000000.0,1442667000000.0,2559450000000.0
2093.0,2601580000000.0,1003480000000.0,2957543200000.0,2212870200000.0,786167500000.0,2648462600000.0,2758298800000.0,5290217000000.0,2235815000000.0,425157070000.0,2296042500000.0,2568870700000.0,1431292700000.0,2556584800000.0
2094.0,2598686000000.0,980535200000.0,2943582200000.0,2201674000000.0,772592700000.0,2647888200000.0,2746686000000.0,5323561600000.0,2229891500000.0,410537530000.0,2276840000000.0,2550262000000.0,1412939100000.0,2557305400000.0
2095.0,2583344400000.0,957438600000.0,2937920400000.0,2179736700000.0,757166800000.0,2629189800000.0,2740354000000.0,5349753000000.0,2223862400000.0,395949180000.0,2269401000000.0,2535673800000.0,1384557800000.0,2558818300000.0
2096.0,2568851800000.0,936462800000.0,2926389000000.0,2163616900000.0,745029100000.0,2620342100000.0,2738291200000.0,5383904000000.0,2226811300000.0,381333800000.0,2257463000000.0,2520974000000.0,1373088800000.0,2562095300000.0
2097.0,2559803700000.0,917199000000.0,2919566700000.0,2152647900000.0,729869700000.0,2618524400000.0,2733585200000.0,5412095000000.0,2228090000000.0,360867000000.0,2244964800000.0,2507180300000.0,1360711100000.0,2571298000000.0
2098.0,2554137100000.0,891604570000.0,2903800300000.0,2135354900000.0,713633300000.0,2612753000000.0,2727925800000.0,5443112400000.0,2234046000000.0,347752760000.0,2240693000000.0,2496864000000.0,1342865400000.0,2573943400000.0
2099.0,2541242000000.0,871868600000.0,2882970300000.0,2123113400000.0,700080460000.0,2608465400000.0,2719531400000.0,5475116500000.0,2224090500000.0,332826080000.0,2225102700000.0,2483030900000.0,1329067000000.0,2581073500000.0
2100.0,2523518200000.0,856774930000.0,2872077700000.0,2109731400000.0,684479700000.0,2600814800000.0,2706521700000.0,5508920000000.0,2217346300000.0,318584900000.0,2216747000000.0,2458556300000.0,1309865100000.0,2583144400000.0
