time,TAIESM1,MIROC6,CESM2-WACCM,CANESM5,MRI-ESM2-0,KACE-1-0-G,IPSL-CM6A-LR,GFDL-ESM4,CNRM-CM6-1,CNRM-ESM2-1,UKESM1-0-LL,MPI-ESM1-2-HR,EC-EARTH3
2062.0,2383961400000.0,2712255000000.0,2783354000000.0,1246031200000.0,2262720600000.0,4393260500000.0,2573577700000.0,2751817800000.0,3035494400000.0,2884319600000.0,1638539900000.0,2883899600000.0,1278147200000.0
2063.0,2353195600000.0,2688483300000.0,2760098400000.0,1201067300000.0,2238583000000.0,4410688700000.0,2550527400000.0,2726778600000.0,3022000800000.0,2872108000000.0,1599001600000.0,2870201300000.0,1236284600000.0
2064.0,2325426500000.0,2662421200000.0,2745789600000.0,1154929100000.0,2217264300000.0,4428215000000.0,2526534200000.0,2698089000000.0,3016358600000.0,2860879000000.0,1557354900000.0,2853601300000.0,1207509300000.0
2065.0,2294776000000.0,2639465000000.0,2721073900000.0,1110356700000.0,2191156700000.0,4455726600000.0,2500987200000.0,2674589700000.0,2983604800000.0,2837491500000.0,1523413800000.0,2838069000000.0,1176452300000.0
2066.0,2266130500000.0,2622435400000.0,2696969700000.0,1066939840000.0,2168531700000.0,4484378000000.0,2485038600000.0,2650257000000.0,2958891000000.0,2820292500000.0,1486881800000.0,2824155200000.0,1140517100000.0
2067.0,2226367800000.0,2594377800000.0,2676478200000.0,1023331900000.0,2148250200000.0,4507936000000.0,2464374600000.0,2634774500000.0,2947617400000.0,2803743600000.0,1447777500000.0,2809839500000.0,1106295300000.0
2068.0,2182379600000.0,2587180700000.0,2665851400000.0,987137000000.0,2118805200000.0,4534203600000.0,2432508400000.0,2611641800000.0,2927359200000.0,2786573400000.0,1415095000000.0,2790062000000.0,1070039400000.0
2069.0,2138201800000.0,2582033200000.0,2644184400000.0,938326950000.0,2096132800000.0,4555734000000.0,2408487000000.0,2595170000000.0,2912226600000.0,2776119000000.0,1383296900000.0,2773684300000.0,1037019700000.0
2070.0,2107194200000.0,2556441000000.0,2620636300000.0,891681440000.0,2081288900000.0,4573089500000.0,2384185300000.0,2572485100000.0,2900274000000.0,2759679300000.0,1345514500000.0,2755797700000.0,997218000000.0
2071.0,2077758800000.0,2542260500000.0,2611096300000.0,843053900000.0,2056367800000.0,4597677600000.0,2353168600000.0,2551162000000.0,2881305000000.0,2745828000000.0,1314161600000.0,2733280900000.0,961162250000.0
2072.0,2031284400000.0,2517728000000.0,2585893800000.0,797683600000.0,2029908000000.0,4621316700000.0,2320861800000.0,2522984000000.0,2871544000000.0,2723728300000.0,1283220200000.0,2717934000000.0,926890600000.0
2073.0,1996464600000.0,2490384000000.0,2563629600000.0,759427900000.0,2014087300000.0,4639590000000.0,2285742900000.0,2492842000000.0,2849567700000.0,2714372000000.0,1247256100000.0,2702858800000.0,900977500000.0
2074.0,1955835000000.0,2471315000000.0,2546410200000.0,710763900000.0,1994394200000.0,4652901000000.0,2260793800000.0,2461048800000.0,2827304300000.0,2697939400000.0,1209499500000.0,2686262200000.0,868262600000.0
2075.0,1926291100000.0,2445452500000.0,2526190000000.0,664388600000.0,1973958000000.0,4683516000000.0,2229635600000.0,2429592500000.0,2804725800000.0,2690246200000.0,1164583900000.0,2670649100000.0,835984300000.0
2076.0,1894044900000.0,2412285500000.0,2499982700000.0,617556800000.0,1950877900000.0,4713558300000.0,2199343600000.0,2409455000000.0,2782265600000.0,2669543200000.0,1127097800000.0,2655690000000.0,799226800000.0
2077.0,1849511400000.0,2392489500000.0,2482192000000.0,569961150000.0,1928516500000.0,4742649500000.0,2176111700000.0,2378291200000.0,2759154500000.0,2652261000000.0,1086911000000.0,2642959700000.0,767752000000.0
2078.0,1815713400000.0,2367066200000.0,2442830300000.0,528553000000.0,1908485300000.0,4757349500000.0,2154129300000.0,2351275200000.0,2731762500000.0,2630983000000.0,1040399500000.0,2623183500000.0,736411100000.0
2079.0,1769235700000.0,2346980200000.0,2426030800000.0,489078400000.0,1886690200000.0,4783515600000.0,2127804000000.0,2327146400000.0,2716387800000.0,2610316000000.0,1009435700000.0,2607726000000.0,704315400000.0
2080.0,1737519300000.0,2315253000000.0,2416128600000.0,454834620000.0,1867944200000.0,4806139700000.0,2098191900000.0,2310575200000.0,2684421100000.0,2586904600000.0,970203200000.0,2591482000000.0,675903600000.0
2081.0,1701073100000.0,2291927400000.0,2396189000000.0,421361200000.0,1846184900000.0,4839349000000.0,2074669600000.0,2286154200000.0,2655724800000.0,2561091000000.0,931024670000.0,2575632700000.0,646382700000.0
2082.0,1667502000000.0,2266169900000.0,2372066300000.0,388946500000.0,1819748900000.0,4855857400000.0,2043987900000.0,2254685300000.0,2624984400000.0,2542275000000.0,892722350000.0,2568599000000.0,613687600000.0
2083.0,1629492700000.0,2239944200000.0,2349747400000.0,355944270000.0,1799199900000.0,4872361500000.0,2007787000000.0,2239088600000.0,2601349300000.0,2523911400000.0,858975800000.0,2551331700000.0,584639640000.0
2084.0,1592130900000.0,2216408400000.0,2324070400000.0,324724620000.0,1781584500000.0,4892687000000.0,1982403600000.0,2213915100000.0,2566821800000.0,2497005700000.0,818457940000.0,2533212800000.0,556202900000.0
2085.0,1570491200000.0,2195309600000.0,2291827500000.0,294127570000.0,1761778000000.0,4911571400000.0,1948456500000.0,2193217700000.0,2541774200000.0,2479084000000.0,784549940000.0,2518273000000.0,530388900000.0
2086.0,1544598500000.0,2177625400000.0,2259123700000.0,270916810000.0,1748562900000.0,4938438000000.0,1913609300000.0,2171158000000.0,2524785400000.0,2456083800000.0,743066800000.0,2503693000000.0,502602400000.0
2087.0,1520267700000.0,2152422800000.0,2227001000000.0,247779180000.0,1727613500000.0,4967441000000.0,1884965000000.0,2150079700000.0,2499520000000.0,2429282400000.0,711075700000.0,2485281000000.0,472371360000.0
2088.0,1489098400000.0,2131164700000.0,2205644800000.0,225023750000.0,1711636600000.0,4990959000000.0,1851956500000.0,2117867000000.0,2455428400000.0,2408386400000.0,676089500000.0,2464217800000.0,448306870000.0
2089.0,1464855300000.0,2111048900000.0,2186727700000.0,202896380000.0,1695114200000.0,5004673000000.0,1813311900000.0,2088095600000.0,2422387200000.0,2396549800000.0,644599050000.0,2443632700000.0,421707900000.0
2090.0,1436756900000.0,2085544500000.0,2166183200000.0,182317680000.0,1681942400000.0,5011940600000.0,1774852800000.0,2059369300000.0,2387428800000.0,2371997000000.0,608449860000.0,2417238200000.0,394131930000.0
2091.0,1415736100000.0,2057390100000.0,2145312800000.0,160690300000.0,1668990500000.0,5041429700000.0,1744085800000.0,2032636900000.0,2350629300000.0,2347526500000.0,576001800000.0,2402444400000.0,369453920000.0
2092.0,1377812700000.0,2042268600000.0,2119642500000.0,140974210000.0,1658199900000.0,5064950000000.0,1713928000000.0,2010476600000.0,2306576700000.0,2317829500000.0,541117300000.0,2379819800000.0,343997550000.0
2093.0,1348424000000.0,2009534000000.0,2115475600000.0,124220160000.0,1637164800000.0,5073266500000.0,1687765400000.0,1984535500000.0,2273353400000.0,2291061000000.0,506592560000.0,2359603200000.0,322594800000.0
2094.0,1327068200000.0,1980219900000.0,2099011000000.0,109098200000.0,1620837100000.0,5102254400000.0,1661424500000.0,1962387700000.0,2230653600000.0,2260072000000.0,473011260000.0,2346564200000.0,300690100000.0
2095.0,1300311400000.0,1961157600000.0,2078576000000.0,93456480000.0,1606196800000.0,5119795500000.0,1635205900000.0,1943370900000.0,2179215700000.0,2228111500000.0,436278200000.0,2330297400000.0,280169050000.0
2096.0,1266320900000.0,1942276100000.0,2066871200000.0,80810720000.0,1593011600000.0,5138892700000.0,1607979600000.0,1924889000000.0,2139396200000.0,2204520200000.0,407147900000.0,2308561700000.0,260418760000.0
2097.0,1234607500000.0,1924731500000.0,2043192900000.0,70495986000.0,1581831800000.0,5161917300000.0,1583059000000.0,1907761000000.0,2101257800000.0,2163957700000.0,385029100000.0,2289205200000.0,243383440000.0
2098.0,1206212400000.0,1905407000000.0,2026642900000.0,60744962000.0,1562350500000.0,5185496700000.0,1558684500000.0,1888475000000.0,2068572900000.0,2139959500000.0,356033630000.0,2272235400000.0,227188490000.0
2099.0,1184611400000.0,1889999400000.0,1994093000000.0,52757440000.0,1548277800000.0,5212167000000.0,1522978000000.0,1868047000000.0,2034131500000.0,2119939900000.0,330197200000.0,2250996000000.0,207270770000.0
2100.0,1149996200000.0,1865491500000.0,1981806300000.0,45103927000.0,1530352400000.0,5238307000000.0,1498046400000.0,1845204500000.0,2002997000000.0,2089157000000.0,306079800000.0,2239440600000.0,190721080000.0
