time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,3646099600000.0,3646099600000.0,3646099600000.0,3646099600000.0
2001.0,3630449600000.0,3630449600000.0,3630449600000.0,3630449600000.0
2002.0,3619795200000.0,3619795200000.0,3619795200000.0,3619795200000.0
2003.0,3617222000000.0,3617222000000.0,3617222000000.0,3617222000000.0
2004.0,3606108000000.0,3606108000000.0,3606108000000.0,3606108000000.0
2005.0,3592676700000.0,3592676700000.0,3592676700000.0,3592676700000.0
2006.0,3585865000000.0,3585865000000.0,3585865000000.0,3585865000000.0
2007.0,3578603800000.0,3578603800000.0,3578603800000.0,3578603800000.0
2008.0,3577170600000.0,3577170600000.0,3577170600000.0,3577170600000.0
2009.0,3558707000000.0,3558707000000.0,3558707000000.0,3558707000000.0
2010.0,3553073000000.0,3553073000000.0,3553073000000.0,3553073000000.0
2011.0,3528993800000.0,3528993800000.0,3528993800000.0,3528993800000.0
2012.0,3530225400000.0,3530225400000.0,3530225400000.0,3530225400000.0
2013.0,3529745000000.0,3529745000000.0,3529745000000.0,3529745000000.0
2014.0,3528008000000.0,3528008000000.0,3528008000000.0,3528008000000.0
2015.0,3516553500000.0,3516553500000.0,3516553500000.0,3516553500000.0
2016.0,3514765000000.0,3514765000000.0,3514765000000.0,3514765000000.0
2017.0,3497463400000.0,3497463400000.0,3497463400000.0,3497463400000.0
2018.0,3480095800000.0,3480095800000.0,3480095800000.0,3480095800000.0
2019.0,3475432300000.0,3475432300000.0,3475432300000.0,3475432300000.0
2020.0,3452667200000.0,3452667200000.0,3452667200000.0,3452667200000.0
2021.0,3421680400000.0,3442892000000.0,3423087600000.0,3448830000000.0
2022.0,3389388800000.0,3426008400000.0,3405998500000.0,3433150800000.0
2023.0,3357506800000.0,3395869200000.0,3388217500000.0,3420202500000.0
2024.0,3331056700000.0,3374110000000.0,3358020000000.0,3414062500000.0
2025.0,3297966600000.0,3359164600000.0,3340397400000.0,3397212000000.0
2026.0,3265394400000.0,3334391700000.0,3321244400000.0,3375871300000.0
2027.0,3217470800000.0,3328273500000.0,3298842600000.0,3360850700000.0
2028.0,3180584500000.0,3306185800000.0,3271026000000.0,3345420400000.0
2029.0,3149379000000.0,3288601200000.0,3241669300000.0,3342424300000.0
2030.0,3123979500000.0,3270148000000.0,3213670200000.0,3339421200000.0
2031.0,3090319000000.0,3253710600000.0,3188304600000.0,3335911000000.0
2032.0,3057871000000.0,3235322300000.0,3162703700000.0,3316365100000.0
2033.0,3019749200000.0,3216551700000.0,3146171300000.0,3314340300000.0
2034.0,3001023500000.0,3197209400000.0,3129580500000.0,3308360600000.0
2035.0,2955028200000.0,3184070000000.0,3106908000000.0,3291755800000.0
2036.0,2932130200000.0,3168505700000.0,3079362000000.0,3268884300000.0
2037.0,2900585000000.0,3153222200000.0,3064670200000.0,3247686300000.0
2038.0,2863298500000.0,3129453300000.0,3034580500000.0,3221435200000.0
2039.0,2831081300000.0,3107164000000.0,3002345200000.0,3209549000000.0
2040.0,2797196300000.0,3093498000000.0,2980418000000.0,3199598900000.0
2041.0,2763171800000.0,3082853800000.0,2956006000000.0,3196268000000.0
2042.0,2736595400000.0,3068148300000.0,2933807600000.0,3175515000000.0
2043.0,2711571100000.0,3051197600000.0,2910240600000.0,3160129000000.0
2044.0,2668638200000.0,3046255400000.0,2898677700000.0,3140666000000.0
2045.0,2625623800000.0,3034040200000.0,2874508600000.0,3122476600000.0
2046.0,2575940500000.0,3030155300000.0,2856802300000.0,3110569500000.0
2047.0,2526251800000.0,3021627200000.0,2836443400000.0,3095236200000.0
2048.0,2482078700000.0,3007647000000.0,2811422300000.0,3085118200000.0
2049.0,2441590900000.0,2987772000000.0,2798235700000.0,3062852500000.0
2050.0,2412054600000.0,2982168800000.0,2785791000000.0,3037637000000.0
2051.0,2384871600000.0,2972362000000.0,2768361000000.0,3018411200000.0
2052.0,2349415000000.0,2962468000000.0,2752643600000.0,3006838300000.0
2053.0,2315587000000.0,2948790200000.0,2733189600000.0,2997175700000.0
2054.0,2288632500000.0,2939057300000.0,2723595000000.0,2989132300000.0
2055.0,2256660000000.0,2936298000000.0,2704249500000.0,2971740100000.0
2056.0,2224610300000.0,2921692700000.0,2692302000000.0,2950283400000.0
2057.0,2169346200000.0,2908288000000.0,2674897700000.0,2930879200000.0
2058.0,2142189100000.0,2896736800000.0,2668238700000.0,2916482300000.0
