time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR
2059.0,2106738900000.0,2888079800000.0,2661590500000.0,2902808000000.0
2060.0,2070107500000.0,2882693200000.0,2649022800000.0,2885582600000.0
2061.0,2038040800000.0,2872381300000.0,2645035600000.0,2867013600000.0
2062.0,2002383300000.0,2856116000000.0,2634849500000.0,2857889700000.0
2063.0,1980240100000.0,2843551200000.0,2613924900000.0,2841863800000.0
2064.0,1947242200000.0,2827891200000.0,2618927000000.0,2830393000000.0
2065.0,1915753600000.0,2816245200000.0,2616384300000.0,2820499600000.0
2066.0,1873614500000.0,2809817500000.0,2612759600000.0,2809928000000.0
2067.0,1840206800000.0,2795443000000.0,2607336700000.0,2794853000000.0
2068.0,1799785700000.0,2796014800000.0,2603242200000.0,2777755000000.0
2069.0,1767724300000.0,2777297700000.0,2598701400000.0,2752661400000.0
2070.0,1736822000000.0,2773722300000.0,2580864300000.0,2740381300000.0
2071.0,1706946200000.0,2770069000000.0,2571919400000.0,2712276800000.0
2072.0,1680238600000.0,2757755000000.0,2566249300000.0,2706243600000.0
2073.0,1663888400000.0,2744328700000.0,2558453000000.0,2695584000000.0
2074.0,1635482100000.0,2730245200000.0,2556726600000.0,2687108600000.0
2075.0,1616559000000.0,2726510500000.0,2549455500000.0,2669395600000.0
2076.0,1587231000000.0,2720215600000.0,2544476000000.0,2657351400000.0
2077.0,1569680000000.0,2715689400000.0,2542832700000.0,2646532200000.0
2078.0,1546904300000.0,2698572700000.0,2542511600000.0,2640032600000.0
2079.0,1519724000000.0,2695389000000.0,2548102600000.0,2631774500000.0
2080.0,1497562500000.0,2686841000000.0,2535461500000.0,2618810000000.0
2081.0,1468744100000.0,2693147000000.0,2529931300000.0,2608194000000.0
2082.0,1438858700000.0,2691253000000.0,2520671800000.0,2605091000000.0
2083.0,1414130300000.0,2683950000000.0,2515643000000.0,2592413600000.0
2084.0,1395612600000.0,2667969000000.0,2504535300000.0,2593847800000.0
2085.0,1373994500000.0,2655646000000.0,2501544500000.0,2585951200000.0
2086.0,1357454500000.0,2650137400000.0,2498610300000.0,2575737300000.0
2087.0,1335416700000.0,2648083500000.0,2488352600000.0,2554463800000.0
2088.0,1310055300000.0,2643001900000.0,2491366500000.0,2547728000000.0
2089.0,1289495800000.0,2637689500000.0,2491513300000.0,2540972000000.0
2090.0,1267088800000.0,2634897200000.0,2487826300000.0,2535296900000.0
2091.0,1242370700000.0,2633864600000.0,2488328300000.0,2525056500000.0
2092.0,1225326300000.0,2633378600000.0,2485246800000.0,2513101000000.0
2093.0,1206105000000.0,2627032000000.0,2484959700000.0,2513330000000.0
2094.0,1185882300000.0,2624593000000.0,2483597600000.0,2509003800000.0
2095.0,1166399800000.0,2615920800000.0,2486971400000.0,2498868300000.0
2096.0,1151759200000.0,2613088400000.0,2485570800000.0,2498581000000.0
2097.0,1139401000000.0,2610258500000.0,2485276400000.0,2491170400000.0
2098.0,1127765600000.0,2612524700000.0,2480409000000.0,2492044700000.0
2099.0,1107662700000.0,2611987000000.0,2486007000000.0,2485908700000.0
2100.0,1091614100000.0,2600490000000.0,2489743800000.0,2477326300000.0
