time,MRI-ESM2-0,MPI-ESM1-2-HR,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR
2041.0,30055383000.0,33291268000.0,31449305000.0,28459962000.0,30682820000.0
2042.0,29837533000.0,32579635000.0,34087936000.0,28011178000.0,30809815000.0
2043.0,32941087000.0,32183920000.0,32786084000.0,27641830000.0,30199265000.0
2044.0,31358304000.0,32082098000.0,31750414000.0,27590392000.0,30083377000.0
2045.0,29860405000.0,32246415000.0,31618413000.0,27099527000.0,29684722000.0
2046.0,29403785000.0,32118866000.0,31036473000.0,26554524000.0,29652044000.0
2047.0,28953768000.0,32423540000.0,30528400000.0,26393774000.0,29314423000.0
2048.0,28692410000.0,31628460000.0,30334904000.0,25971851000.0,29069468000.0
2049.0,28406426000.0,31416060000.0,30364912000.0,25403423000.0,28728435000.0
2050.0,28093442000.0,31273695000.0,31088920000.0,24893140000.0,28318300000.0
2051.0,27779380000.0,31109180000.0,29769520000.0,24413706000.0,27908740000.0
2052.0,27424377000.0,31254882000.0,29555160000.0,24515877000.0,28262476000.0
2053.0,27039238000.0,30940223000.0,29777205000.0,23811017000.0,27555322000.0
2054.0,26937025000.0,31280044000.0,29016963000.0,23498062000.0,27457855000.0
2055.0,26489467000.0,30536010000.0,28692759000.0,23061285000.0,27123485000.0
2056.0,26412403000.0,30510707000.0,28583897000.0,22711284000.0,27857090000.0
2057.0,26119420000.0,30332637000.0,28403984000.0,22420031000.0,26753847000.0
2058.0,25753072000.0,30120507000.0,28061186000.0,21895182000.0,26212383000.0
2059.0,26082700000.0,29776736000.0,27786064000.0,21775438000.0,27941226000.0
2060.0,25327866000.0,31053068000.0,28160745000.0,21652265000.0,26212125000.0
2061.0,24985141000.0,29648260000.0,27288887000.0,20886188000.0,25490686000.0
2062.0,27587430000.0,29266430000.0,27279344000.0,20317002000.0,25265015000.0
2063.0,24984275000.0,29083566000.0,26718380000.0,19930552000.0,25031360000.0
2064.0,24648650000.0,29216969000.0,26484738000.0,20082514000.0,24547133000.0
2065.0,24447310000.0,29008677000.0,26296588000.0,19409644000.0,24837229000.0
2066.0,24389476000.0,28842535000.0,25894697000.0,19725797000.0,24065047000.0
2067.0,23920665000.0,29152883000.0,25621318000.0,19807257000.0,23715164000.0
2068.0,24355553000.0,28645579000.0,25954183000.0,18729271000.0,23521632000.0
2069.0,25783198000.0,29497477000.0,25393095000.0,18460277000.0,23745434000.0
2070.0,23934022000.0,28650353000.0,24950378000.0,18525725000.0,23694254000.0
2071.0,23479628000.0,28255134000.0,24672233000.0,18374756000.0,23451974000.0
2072.0,23914230000.0,28468440000.0,24326900000.0,17729888000.0,22776478000.0
2073.0,23209964000.0,28597436000.0,24156680000.0,17373604000.0,22492492000.0
2074.0,23178195000.0,28079751000.0,23675425000.0,17053155000.0,22196533000.0
2075.0,22736194000.0,28826046000.0,23663170000.0,16786082000.0,21981581000.0
2076.0,22385734000.0,27773422000.0,23212947000.0,16701359000.0,21705930000.0
2077.0,22246603000.0,27668283000.0,24536224000.0,16294375000.0,21599795000.0
2078.0,21999876000.0,27413543000.0,26484423000.0,16064252000.0,21284667000.0
2079.0,22317527000.0,27808379000.0,27150338000.0,15821302000.0,21045641000.0
2080.0,21713211000.0,27298224000.0,24460476000.0,15492865000.0,20987705000.0
2081.0,22250545000.0,27002081000.0,28770234000.0,15227119000.0,20735242000.0
2082.0,21326000000.0,26930123000.0,24520444000.0,15138336000.0,20450523000.0
2083.0,21132024000.0,26666242000.0,23952245000.0,14838252000.0,20238119000.0
2084.0,21222734000.0,26539346000.0,23163607000.0,14696848000.0,22009252000.0
2085.0,23041305000.0,26405536000.0,22303689000.0,14561011000.0,20145408000.0
2086.0,22048051000.0,27783498000.0,22068287000.0,14467231000.0,19898250000.0
2087.0,21292122000.0,26698392000.0,21796854000.0,14592955000.0,19614114000.0
2088.0,20747256000.0,26401386000.0,22943780000.0,14033390000.0,19649319000.0
2089.0,20732668000.0,26077213000.0,22691647000.0,13765472000.0,19410547000.0
2090.0,22088270000.0,26546813000.0,23239786000.0,13703032000.0,19221678000.0
2091.0,21403437000.0,27093418000.0,21958679000.0,13390293000.0,20473100000.0
2092.0,22589495000.0,25843378000.0,21214070000.0,13125792000.0,18789218000.0
2093.0,20416756000.0,25743470000.0,21439457000.0,13546055000.0,18626050000.0
2094.0,20318845000.0,25549496000.0,21063674000.0,13113309000.0,18646923000.0
2095.0,20116607000.0,27410567000.0,20681759000.0,13173121000.0,18934194000.0
2096.0,22396910000.0,26337750000.0,20606329000.0,13636064000.0,18260206000.0
2097.0,21653815000.0,26124310000.0,22241255000.0,13013347000.0,17917135000.0
2098.0,20966881000.0,25301901000.0,20241508000.0,12416801000.0,18812439000.0
2099.0,20085737000.0,25169463000.0,20105968000.0,12328566000.0,18458370000.0
2100.0,23633383000.0,25071495000.0,20203000000.0,12564685000.0,17935436000.0
