time,MRI-ESM2-0,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,IPSL-CM6A-LR
2041.0,31082140000.0,32018096000.0,28242596000.0,32197138000.0,30731405000.0
2042.0,30742698000.0,31617360000.0,27809310000.0,31915344000.0,30559908000.0
2043.0,30375072000.0,31376452000.0,27252638000.0,31831347000.0,30128292000.0
2044.0,30111680000.0,32840677000.0,26688682000.0,31473600000.0,29802875000.0
2045.0,29806907000.0,31347850000.0,26090922000.0,31191144000.0,29399607000.0
2046.0,29529086000.0,30975290000.0,25658114000.0,30966739000.0,29012208000.0
2047.0,29757237000.0,30768585000.0,25423436000.0,30743204000.0,28604092000.0
2048.0,29203954000.0,30645342000.0,24788515000.0,30554997000.0,28305533000.0
2049.0,28879925000.0,30151768000.0,24343800000.0,30318774000.0,28397191000.0
2050.0,28754467000.0,29939917000.0,24387996000.0,30051030000.0,27887954000.0
2051.0,28283940000.0,30712820000.0,24645982000.0,29764890000.0,27138210000.0
2052.0,28032958000.0,29707246000.0,23284240000.0,29961236000.0,27901673000.0
2053.0,27689617000.0,29516446000.0,23527123000.0,29128501000.0,27021257000.0
2054.0,27423760000.0,29165060000.0,22521686000.0,28880830000.0,26586480000.0
2055.0,27123726000.0,28776927000.0,21856164000.0,28507240000.0,25927062000.0
2056.0,26685217000.0,28594934000.0,21215371000.0,28201126000.0,25501780000.0
2057.0,26376104000.0,28297353000.0,20630606000.0,27991945000.0,25221206000.0
2058.0,26039146000.0,28166253000.0,20133590000.0,27883618000.0,24703136000.0
2059.0,25593094000.0,28116410000.0,19897367000.0,27381510000.0,24252930000.0
2060.0,25328271000.0,27526926000.0,19285008000.0,28018475000.0,23694393000.0
2061.0,24848998000.0,27261913000.0,18682220000.0,26741450000.0,23246496000.0
2062.0,24734853000.0,26905817000.0,18178714000.0,26256947000.0,22857226000.0
2063.0,24338860000.0,26849937000.0,17778606000.0,26020434000.0,22455253000.0
2064.0,23880497000.0,26879717000.0,17353673000.0,25505420000.0,21868573000.0
2065.0,23857811000.0,26197162000.0,17156780000.0,25158812000.0,21349947000.0
2066.0,23083039000.0,25864585000.0,16683221000.0,24749070000.0,20903066000.0
2067.0,22646460000.0,25577777000.0,16149410000.0,24431399000.0,20503124000.0
2068.0,22367607000.0,25332527000.0,15813198000.0,23949238000.0,20126757000.0
2069.0,22434232000.0,25061835000.0,15290020000.0,23489108000.0,19759479000.0
2070.0,21770260000.0,24695695000.0,14931311000.0,23894729000.0,19373090000.0
2071.0,21219414000.0,24306547000.0,14473395000.0,23046703000.0,19039144000.0
2072.0,20922014000.0,24111188000.0,14002730000.0,22692454000.0,19011280000.0
2073.0,20511517000.0,23828603000.0,13600150000.0,22295370000.0,18362192000.0
2074.0,20161157000.0,23728683000.0,13213575000.0,21940169000.0,17866416000.0
2075.0,20079012000.0,23431977000.0,12869723000.0,21878340000.0,17467265000.0
2076.0,19384005000.0,22905006000.0,12386120000.0,21393404000.0,17194041000.0
2077.0,18992837000.0,22589385000.0,12045613000.0,20630845000.0,16785245000.0
2078.0,18679603000.0,22139927000.0,11578568000.0,20282876000.0,16328744000.0
2079.0,18432297000.0,21653246000.0,11199812000.0,20049746000.0,16014154000.0
2080.0,18312070000.0,21262130000.0,10930653000.0,19603749000.0,15566788000.0
2081.0,17849375000.0,20904530000.0,10683729000.0,19317471000.0,15176284000.0
2082.0,17660800000.0,20564222000.0,10378685000.0,19146088000.0,14803791000.0
2083.0,17329076000.0,20836698000.0,10063358000.0,18886093000.0,14502281000.0
2084.0,17045295000.0,20223492000.0,9813377000.0,18313892000.0,14210612000.0
2085.0,16743292000.0,19784126000.0,9613573000.0,18028614000.0,13899452000.0
2086.0,16464046000.0,19471833000.0,9223204000.0,17712998000.0,13728404000.0
2087.0,16091593000.0,19254968000.0,8962227000.0,17475332000.0,13321042000.0
2088.0,15817002000.0,18749729000.0,8696454000.0,16951669000.0,13036971000.0
2089.0,15554359000.0,18492465000.0,8398093300.0,16723976000.0,12708303000.0
2090.0,15649667000.0,18920632000.0,8234902500.0,16333800000.0,12377497000.0
2091.0,15146943000.0,17977666000.0,8067178500.0,16064027000.0,12119798000.0
2092.0,15232354000.0,17589158000.0,7742452000.0,16290899000.0,11774397000.0
2093.0,14702555000.0,17287893000.0,7429337000.0,15549104000.0,11509678000.0
2094.0,14452235000.0,16908024000.0,7166236700.0,15237424000.0,11134035000.0
2095.0,14098223000.0,16682565000.0,6948320000.0,15037364000.0,10904834000.0
2096.0,14231004000.0,16373896000.0,6805239300.0,14818260000.0,10585483000.0
2097.0,13730407000.0,16919832000.0,6523452400.0,14519681000.0,10288554000.0
2098.0,14055754000.0,15758476000.0,6372517000.0,14211613000.0,9964235000.0
2099.0,13358433000.0,15462558000.0,6628599000.0,13939120000.0,9692463000.0
2100.0,13071918000.0,15481354000.0,6113704000.0,13704779000.0,9488344000.0
