time,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,INM-CM5-0,EC-EARTH3-VEG,MRI-ESM2-0,EC-EARTH3,CESM2,CESM2-WACCM,CAMS-CSM1-0
2000.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0
2001.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0
2002.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0
2003.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0
2004.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0
2005.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0
2006.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0
2007.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0
2008.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0
2009.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0
2010.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0
2011.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0
2012.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0
2013.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0
2014.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0
2015.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0
2016.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0
2017.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0
2018.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0
2019.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0
2020.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0
2021.0,702017462600.0,702014718700.0,702016698800.0,701285033600.0,702832776400.0,701773016600.0,702737044300.0,705035825300.0,701819241400.0,700992981400.0,702083917200.0,702304127700.0,702873716000.0
2022.0,700198167300.0,702674642600.0,701196106200.0,700549893900.0,700504686400.0,700834314500.0,700950838000.0,701389520600.0,700545230400.0,699546919700.0,700812168600.0,701642295000.0,700565621600.0
2023.0,699425999260.0,700437263600.0,699562064600.0,699933521300.0,699708475700.0,700788262100.0,700028140500.0,699852716000.0,699297085740.0,698012600800.0,699189064600.0,699726972000.0,698625073450.0
2024.0,698113835860.0,698575019800.0,697970710530.0,699465262600.0,697760494800.0,698483159500.0,698251901960.0,698414246160.0,697587374960.0,695820120100.0,698403316190.0,699093574300.0,698922709840.0
2025.0,696488669850.0,697622308400.0,696369534800.0,696748881140.0,696351034520.0,697635819300.0,696752158200.0,697421730300.0,697417477440.0,694659729160.0,695649679670.0,696317750260.0,696289413200.0
2026.0,694896259400.0,696301553000.0,695050346440.0,695324477280.0,694266360240.0,695969082130.0,696263723200.0,698592012440.0,694918515760.0,693665530340.0,694871464300.0,694803875040.0,694931744840.0
2027.0,693813218100.0,695087158450.0,692977018100.0,694166883160.0,692141506800.0,694488214560.0,695390258100.0,694728793300.0,692896976950.0,690579907700.0,692369390300.0,693433838660.0,693793409050.0
2028.0,693157708500.0,693108071000.0,692246006500.0,691208152340.0,690588367800.0,692556598600.0,693434121300.0,692295731860.0,691523393400.0,688862003440.0,690541070750.0,691790790250.0,692051221350.0
2029.0,690124400900.0,691914503760.0,691566041850.0,690452302800.0,689567531900.0,690863036800.0,691348942500.0,690623676500.0,688644901090.0,686145079900.0,688684669600.0,689871363740.0,691362103870.0
2030.0,688870189660.0,691296144500.0,688743660730.0,687728694170.0,687820446660.0,688811571500.0,688857895700.0,688520607300.0,687549036060.0,683874347300.0,686797805450.0,687392714900.0,690205752300.0
2031.0,686961675500.0,689439139800.0,686737092090.0,686210921500.0,684815338230.0,686740922050.0,687452687800.0,687216597900.0,684299822700.0,681672164200.0,684492782160.0,685489325190.0,688615986300.0
2032.0,685180905290.0,688081198640.0,684983607560.0,683018646540.0,682027935000.0,685152244060.0,685625373040.0,685959107540.0,682509601200.0,678520111390.0,682315783130.0,683589007370.0,688017606100.0
2033.0,684614624900.0,685752322010.0,684525644480.0,680202680100.0,682068905050.0,684092943400.0,683217586890.0,684836006820.0,680794392860.0,676264683060.0,679559394840.0,680995735240.0,687594245240.0
2034.0,683133810240.0,684713455900.0,681920169600.0,677659398840.0,678426832840.0,681787458500.0,680967952400.0,680937821300.0,678053720930.0,672326575200.0,677042722260.0,678865508500.0,684068236860.0
2035.0,680625414400.0,682773292100.0,680705525000.0,674901606270.0,676177894840.0,680258981840.0,678846756300.0,678638093660.0,675407638500.0,669728782860.0,674348941500.0,677767604140.0,683327457200.0
2036.0,678440437650.0,681296827640.0,677511879200.0,671980588740.0,673114003020.0,678800809600.0,676382832460.0,677109519500.0,673128510600.0,666174159700.0,671714536400.0,675234536330.0,682362087830.0
2037.0,677234383000.0,678421343200.0,675886939700.0,669160342160.0,669752964600.0,677615275750.0,674161985060.0,675162892370.0,670312814860.0,662326298240.0,669400501000.0,672721802750.0,679712626050.0
2038.0,674371497700.0,676673221800.0,673107669490.0,666045283300.0,667211514500.0,674957595360.0,671670938160.0,671593960040.0,667842388330.0,659088975600.0,666737308730.0,671388402500.0,676738003730.0
2039.0,671680442900.0,675079236100.0,670534413100.0,663364732600.0,664333132240.0,672635853200.0,669183889930.0,669048101160.0,665574946810.0,655998662140.0,663512074800.0,668231856000.0,675495814200.0
