time,MPI-ESM1-2-HR,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,CMCC-CM2-SR5,GFDL-ESM4,CESM2,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,CAMS-CSM1-0,CESM2-WACCM
2000.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0,716413198600.0
2001.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0,715987157200.0
2002.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0,714754958100.0
2003.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0,714184233800.0
2004.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0,714504487300.0
2005.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0,713634604400.0
2006.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0,713684018800.0
2007.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0,712554477300.0
2008.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0,711576311300.0
2009.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0,711597255200.0
2010.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0,709855410200.0
2011.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0,710819260000.0
2012.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0,709232040000.0
2013.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0,709206089700.0
2014.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0,710037919000.0
2015.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0,707848219800.0
2016.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0,708971223200.0
2017.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0,705228094500.0
2018.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0,705108260200.0
2019.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0,706225648700.0
2020.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0,703426940000.0
2021.0,701847972300.0,701348577600.0,702016712700.0,701205247200.0,707054268200.0,701417770300.0,701336401900.0,700993186500.0,701331531300.0,701889550700.0,701984316300.0,701995585300.0,701842052800.0,702359897500.0
2022.0,701784316600.0,699712311800.0,700705392300.0,700205625000.0,704040201000.0,700307109400.0,699609345400.0,699357839560.0,699683047600.0,699777330200.0,701727044900.0,700167382800.0,700875695700.0,700994536200.0
2023.0,699938824000.0,698236242400.0,699691342540.0,699504310600.0,701416774300.0,698702728500.0,698229478500.0,697523560100.0,698937273300.0,698852050900.0,698969082040.0,700501883200.0,699506067430.0,698823481100.0
2024.0,698565241760.0,696611530740.0,697608555660.0,697713873200.0,700265075250.0,697884496600.0,697744676900.0,696434657100.0,696716343900.0,697285628300.0,698537514200.0,698003729260.0,698939582870.0,697232376200.0
2025.0,696932745800.0,695407771460.0,696352696040.0,696307825950.0,698540627360.0,696015451400.0,695854605300.0,693960457640.0,695112090700.0,696723964060.0,696910761900.0,697037926500.0,701308268100.0,696200099360.0
2026.0,695768125400.0,694481289450.0,694912141600.0,695437279240.0,698548705060.0,693979025200.0,694127273000.0,691783274300.0,694522287040.0,694882500900.0,695066276760.0,695293183330.0,697510551800.0,693636203610.0
2027.0,694407373900.0,694913785550.0,692932975540.0,694714736560.0,696026443300.0,692155509800.0,692198297850.0,688631801000.0,692279398200.0,692708298500.0,694234470000.0,693650529260.0,696569657470.0,691788438600.0
2028.0,692866152950.0,692075671800.0,692688614440.0,692453674700.0,695194431100.0,690810204360.0,690566771200.0,686184969400.0,690453801100.0,692544663640.0,691626683590.0,692189274700.0,694055693000.0,689199039500.0
2029.0,690928075960.0,690524244800.0,690281179760.0,689767983210.0,692955240700.0,688519627640.0,688820669000.0,683268642440.0,688591280200.0,689163782750.0,689701063360.0,689990821590.0,693636222500.0,688690339600.0
2030.0,690396056350.0,688963868300.0,688344748000.0,689476019250.0,691390057000.0,686763200550.0,686117686300.0,681036625060.0,686296120640.0,688715085300.0,687926507810.0,688150297600.0,692063869000.0,685409560200.0
2031.0,688629154000.0,686761350850.0,686175800800.0,686838043300.0,691599552660.0,686379865130.0,683327118300.0,678195858000.0,684115009050.0,684669672460.0,686413640700.0,686209637700.0,689993140300.0,683487357210.0
2032.0,687182150900.0,684326625560.0,684502506800.0,683639509100.0,689234469900.0,683183017900.0,681471981200.0,676016363560.0,681794934600.0,683195822160.0,684069052600.0,684211756650.0,688216469000.0,681356088700.0
2033.0,685924679140.0,682571988000.0,682465032000.0,681759758640.0,688313104130.0,681522069960.0,679199649700.0,672665458400.0,679128103500.0,681168939400.0,681753184450.0,682389546500.0,686446399160.0,678063253760.0
2034.0,684280812020.0,680117005540.0,680758643840.0,679796622250.0,685414571300.0,679359185040.0,677117643240.0,669802011500.0,678015048540.0,678874538970.0,679304918460.0,680361590600.0,685558057800.0,675123323160.0
2035.0,683193331240.0,678427223100.0,678031485600.0,677569856270.0,684509387800.0,677634687100.0,674285769300.0,667381483040.0,675152551300.0,675861760500.0,676880786040.0,678168785040.0,685154333100.0,675462381300.0
2036.0,680799500540.0,676496041560.0,676918050170.0,676060196640.0,681514114640.0,675623183700.0,672025675900.0,663503383960.0,672514128950.0,673366401820.0,675357035000.0,676676557800.0,681468994840.0,670686323860.0
2037.0,678598705900.0,674008514940.0,674994081730.0,673384469800.0,679333061400.0,674498937400.0,668718184700.0,660148328500.0,669821886750.0,671855804400.0,673077580500.0,675034360850.0,680614118460.0,668353574600.0
2038.0,676813155770.0,671794142720.0,672345040740.0,670738323160.0,677128965350.0,671782248160.0,666745073260.0,657746664600.0,666659598800.0,668845360130.0,670547953440.0,672218577240.0,679407959380.0,666120622940.0
2039.0,675013229060.0,669158904740.0,670115630940.0,668398659000.0,675392455960.0,669036683100.0,662974454040.0,653934036830.0,663871656300.0,666983578460.0,669237278260.0,670053518900.0,677753551000.0,663150022400.0
2040.0,673360826500.0,666181216000.0,667312846910.0,665513561800.0,674510007210.0,667232455400.0,660303554300.0,650564446000.0,660866293530.0,664384707640.0,666345538960.0,668220281200.0,676386099840.0,660281150100.0
2041.0,671742491300.0,664504756000.0,665157260500.0,661925200960.0,671443949300.0,664855612300.0,657219588190.0,647695511000.0,658068511180.0,661398581760.0,664120741660.0,665817622800.0,673846067500.0,657306799300.0
2042.0,669657646160.0,661460749400.0,665437892540.0,659121841380.0,670495373410.0,662207867560.0,653600295820.0,644303979440.0,654774083400.0,659104862640.0,661044153300.0,662381355430.0,673169000470.0,655397918100.0
2043.0,667807537200.0,658858341100.0,660355040360.0,656548247840.0,666892924810.0,660205823700.0,650597199000.0,641458044380.0,651827382530.0,656027187100.0,658846270000.0,660855441970.0,672195647900.0,653776657500.0
2044.0,665935895600.0,656335159060.0,657546168280.0,653292144260.0,664786016560.0,659119377900.0,647375114540.0,637636733700.0,648870495840.0,653252261200.0,656326937370.0,658394460440.0,672045937460.0,650322698130.0
2045.0,662505418360.0,654163142540.0,658008222260.0,649995552780.0,662892549300.0,656512344740.0,643622870510.0,633309820140.0,645750823950.0,650878839700.0,654511062440.0,655641326950.0,668288393100.0,646929899430.0
2046.0,661377913640.0,650868094060.0,653810046340.0,647337946250.0,657979297690.0,654535365890.0,640538033250.0,629676783610.0,642503812760.0,647160337100.0,651928445540.0,652909646560.0,666761154070.0,643431082070.0
2047.0,659603668800.0,647432441200.0,651153460810.0,643864044490.0,655182908600.0,652311909640.0,638644355100.0,626503324160.0,638861093030.0,643777224200.0,649429051840.0,650833229340.0,664414665040.0,639663081600.0
2048.0,658109985310.0,643906921850.0,647120743750.0,641587112890.0,652200444940.0,649354271350.0,635152905420.0,622442442940.0,635464579210.0,640979177850.0,647628810900.0,648953506900.0,662527159100.0,636090054990.0
2049.0,654511332930.0,641810612860.0,644112153600.0,639302160340.0,649185678260.0,647365820120.0,631573950490.0,618786723380.0,632034471050.0,637857446460.0,645068113260.0,646081548340.0,660435693040.0,632452060040.0
2050.0,653681616830.0,638221172300.0,640248769660.0,635914445700.0,645612706700.0,645788657300.0,628990387720.0,614705025390.0,628817532650.0,634172924370.0,642422740770.0,643053632640.0,657837393660.0,628445857440.0
2051.0,650391739090.0,635112418250.0,637413045710.0,632119821500.0,642582973000.0,642055778040.0,625784314850.0,609946539990.0,624674442340.0,630045662960.0,640110477440.0,641699022480.0,656039999400.0,624467381710.0
