time,MRI-ESM2-0
2000.0,716413198600.0
2001.0,715987157200.0
2002.0,714754958100.0
2003.0,714184233800.0
2004.0,714504487300.0
2005.0,713634604400.0
2006.0,713684018800.0
2007.0,712554477300.0
2008.0,711576311300.0
2009.0,711597255200.0
2010.0,709855410200.0
2011.0,710819260000.0
2012.0,709232040000.0
2013.0,709206089700.0
2014.0,710037919000.0
2015.0,707848219800.0
2016.0,708971223200.0
2017.0,705228094500.0
2018.0,705108260200.0
2019.0,706225648700.0
2020.0,703426940000.0
2021.0,700997661900.0
2022.0,702985692800.0
2023.0,698778600650.0
2024.0,696683428200.0
2025.0,694832387300.0
2026.0,693586443060.0
2027.0,691662407600.0
2028.0,690340958860.0
2029.0,688305253240.0
2030.0,686669904980.0
2031.0,684214781170.0
2032.0,681425345730.0
2033.0,679581476330.0
2034.0,676632544560.0
2035.0,674469243840.0
2036.0,670982586560.0
2037.0,667831547640.0
2038.0,665570534400.0
2039.0,663376781830.0
2040.0,660532297900.0
2041.0,656446902920.0
2042.0,653361845870.0
2043.0,650430892840.0
2044.0,646987279050.0
2045.0,643678066230.0
2046.0,639476259200.0
2047.0,636109665900.0
2048.0,632541190460.0
2049.0,628384797430.0
2050.0,626118761050.0
2051.0,621089551070.0
2052.0,616947272010.0
2053.0,613418799700.0
2054.0,609605050920.0
2055.0,605650013200.0
2056.0,601785043490.0
2057.0,598403920020.0
2058.0,594685379780.0
2059.0,590849006740.0
2060.0,588001740330.0
2061.0,583699923050.0
2062.0,579665559510.0
2063.0,575423363430.0
2064.0,571321528500.0
2065.0,567538834910.0
2066.0,564157586300.0
2067.0,560257823920.0
2068.0,556714669760.0
2069.0,554600755500.0
2070.0,549354330140.0
2071.0,545781904450.0
2072.0,542997943730.0
2073.0,538787899360.0
2074.0,535339188760.0
2075.0,531526691740.0
2076.0,528027171540.0
2077.0,525031936770.0
2078.0,520911816280.0
2079.0,516394926480.0
2080.0,513166949040.0
2081.0,510952176170.0
2082.0,506514686330.0
2083.0,503338345990.0
2084.0,499761479110.0
2085.0,496188279900.0
2086.0,492528079450.0
2087.0,490681871450.0
2088.0,485225357410.0
2089.0,481183619030.0
2090.0,477575587450.0
2091.0,473557266500.0
2092.0,469659560520.0
2093.0,467354828770.0
2094.0,467202238850.0
2095.0,460677628060.0
2096.0,457504921190.0
2097.0,454215337940.0
2098.0,450989323210.0
2099.0,447625366760.0
2100.0,444847170300.0
