time,ACCESS-ESM1-5,CESM2-WACCM,ACCESS-CM2,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR
2062.0,5595773000.0,4027646000.0,4156191500.0,4706990000.0,6531302000.0,4966229500.0
2063.0,5560275500.0,3979113000.0,4044488700.0,4577969000.0,6520814600.0,4765110300.0
2064.0,5331323400.0,3816738300.0,3912948500.0,4445917000.0,6438574000.0,4587447000.0
2065.0,5263898000.0,3676294400.0,3777908700.0,4298041300.0,6151552000.0,4483412500.0
2066.0,5448575000.0,3597933000.0,3750431700.0,4258337800.0,6001323000.0,4356381000.0
2067.0,4999966700.0,3508036900.0,3605640200.0,4079468500.0,5931134500.0,4315460000.0
2068.0,4904201700.0,3376574000.0,3460119600.0,3959286800.0,6361373700.0,4156936700.0
2069.0,4802032600.0,3285040600.0,3351003400.0,3848628500.0,5788937700.0,4019639300.0
2070.0,4729206000.0,3218143200.0,3247366700.0,3751641900.0,5675116500.0,3856563200.0
2071.0,4575494000.0,3305287700.0,3129192000.0,3625725400.0,5743463000.0,3746896100.0
2072.0,4551942700.0,3078589400.0,3162531600.0,3531530800.0,5907531300.0,3615964000.0
2073.0,4412739000.0,3075668700.0,2966762800.0,3370113800.0,5613469700.0,3523070700.0
2074.0,4306306600.0,3125972200.0,2876785200.0,3298212600.0,5769896400.0,3395747800.0
2075.0,4230757000.0,2889010400.0,2771701500.0,3208678400.0,5387366400.0,3298430000.0
2076.0,4149863000.0,2953677300.0,2691099000.0,3246212600.0,5279466500.0,3231553500.0
2077.0,4272560000.0,3067500500.0,2715388000.0,3039516200.0,5195693600.0,3115041500.0
2078.0,4018806000.0,2758510800.0,2570173000.0,2957256700.0,5121518000.0,2990936600.0
2079.0,4007434000.0,2793716000.0,2469232600.0,2861163300.0,5020259300.0,3113671200.0
2080.0,3881004500.0,2613913900.0,2392633300.0,2774005200.0,4899494400.0,2851355100.0
2081.0,3809479700.0,2668107800.0,2376099600.0,2700908500.0,5116960300.0,2792301000.0
2082.0,3678705400.0,2923319300.0,2264948000.0,2672390100.0,4837345300.0,2685345000.0
2083.0,3645432000.0,2832205800.0,2105546100.0,2805212200.0,4795872000.0,2625863000.0
2084.0,3474831400.0,2440194800.0,2432905500.0,2551315500.0,4707314700.0,2554940000.0
2085.0,3421979100.0,2394750700.0,2044810000.0,2477503200.0,4645558300.0,2481840600.0
2086.0,3300508000.0,2190480100.0,2065427800.0,2345955600.0,4571132400.0,2435670800.0
2087.0,3143532500.0,2163011300.0,1903380400.0,2236905500.0,4483524600.0,2627279600.0
2088.0,3092256500.0,2327140400.0,1837257000.0,2415737600.0,4430640000.0,2308001000.0
2089.0,3260061700.0,2117363300.0,1752420500.0,2238397700.0,4339994000.0,2239911200.0
2090.0,2986684700.0,2015551700.0,1674639700.0,2162937900.0,4286107400.0,2306847200.0
2091.0,2854846000.0,2054005200.0,1625997400.0,2028732500.0,4207959300.0,2147105200.0
2092.0,2755009000.0,1974153900.0,1563742000.0,1960555000.0,4147488000.0,2047157100.0
2093.0,2705160400.0,1866248000.0,1521153700.0,2299465000.0,4098583800.0,2284296700.0
2094.0,2666239500.0,1872510000.0,1477436700.0,1903998600.0,4273006000.0,2016370400.0
2095.0,2582676500.0,1773867400.0,1409469200.0,1829562500.0,4168400600.0,1956134500.0
2096.0,2659462400.0,1736534100.0,1364610700.0,1857283600.0,3947923200.0,1939736800.0
2097.0,2578012700.0,1726864800.0,1310039700.0,1757977700.0,3933046500.0,2194006000.0
2098.0,2528144600.0,1734013800.0,1271838100.0,1727058300.0,3971867100.0,1944280200.0
2099.0,2418076000.0,1658630500.0,1242552300.0,1778167200.0,3850707500.0,1795658400.0
2100.0,2358999300.0,1646696300.0,1229819600.0,1797360300.0,3948697300.0,1754896300.0
2101.0,2326909000.0,1694487000.0,1205213800.0,1687603500.0,4475849000.0,1711016100.0
2102.0,2247671300.0,1570061000.0,1277665300.0,1666050400.0,4086472400.0,1661552000.0
2103.0,2300978000.0,1604543900.0,1146973000.0,1574387600.0,3781087000.0,1694849400.0
2104.0,2233846300.0,1533327100.0,1109950700.0,2261749200.0,5225511000.0,1711312600.0
2105.0,2152681000.0,1544285800.0,1086122500.0,1617006600.0,4223239700.0,1715462000.0
2106.0,2229027000.0,1509081900.0,1062423500.0,1610396500.0,4165825300.0,1919334300.0
2107.0,2089381000.0,1429847400.0,1035018940.0,1566310900.0,3972616000.0,1667372000.0
2108.0,2241770500.0,1417353500.0,1011053630.0,1600142000.0,3970681900.0,1555482800.0
2109.0,2031465500.0,1404589000.0,995538940.0,1533751600.0,5518916600.0,1676528100.0
2110.0,1983137700.0,1360978600.0,971211140.0,1465625300.0,4344003600.0,1962871300.0
2111.0,2007951100.0,1359298400.0,937204800.0,1436779400.0,5601239600.0,2135558000.0
2112.0,1913878700.0,1338366200.0,922460800.0,1385171200.0,4605924400.0,2559822300.0
2113.0,1914711700.0,1367986000.0,922192700.0,1380484600.0,5558348000.0,1678520000.0
2114.0,1926829200.0,1448594800.0,904672400.0,1605991000.0,4956147000.0,1546700200.0
2115.0,1947480600.0,1493139200.0,881707500.0,1733084300.0,4262740500.0,1494718300.0
2116.0,1807819300.0,1292283800.0,946245060.0,1407945600.0,3734995200.0,1489379600.0
2117.0,1750355200.0,1270148400.0,849077600.0,1634898600.0,3904884200.0,1418118800.0
2118.0,3247971300.0,1245585700.0,829925200.0,1341570800.0,3616020700.0,1621646800.0
2119.0,1865803500.0,1258335700.0,817124200.0,1628127100.0,3599710000.0,1418683300.0
2120.0,1717548400.0,1306333200.0,960695550.0,1352256500.0,5448120000.0,1415528800.0
2121.0,1671051600.0,1281672800.0,807347140.0,1357342700.0,5231752700.0,1672496400.0
2122.0,1638963600.0,1197625000.0,800048960.0,1367293600.0,4007855900.0,1547710700.0
2123.0,1602359200.0,1224283100.0,795796500.0,1520311400.0,3827863600.0,1363094300.0
2124.0,1591008100.0,1188510800.0,767545300.0,1506054000.0,4414699500.0,1347682800.0
2125.0,1536760400.0,1211757600.0,751937540.0,1766311800.0,3696182800.0,1576934400.0
2126.0,1534781700.0,1217488000.0,745266400.0,1551520800.0,4205719800.0,1347253100.0
2127.0,1535901300.0,1184763500.0,694251500.0,1368596200.0,3947792000.0,1312971300.0
2128.0,1500101400.0,1149413500.0,729454000.0,1354783100.0,4056823300.0,1293949200.0
2129.0,1458152400.0,1454860000.0,710859460.0,1489769500.0,7509836300.0,1260955600.0
2130.0,1472627200.0,1326486900.0,1261080400.0,1466106600.0,6071530000.0,1385974000.0
2131.0,1418079700.0,1160095600.0,698502500.0,1339733500.0,4260934700.0,1267699800.0
2132.0,1391914400.0,1211945700.0,686173500.0,1556758100.0,4424200700.0,1228180000.0
2133.0,1352488100.0,1204179600.0,679776640.0,1425819600.0,4516502500.0,1254729100.0
2134.0,1331284700.0,1102519000.0,670156860.0,1443523100.0,5538173400.0,1212854900.0
2135.0,1369238900.0,1103721300.0,676749500.0,1485457000.0,4392878600.0,1235966500.0
2136.0,1338619300.0,1464929500.0,648873150.0,1351500500.0,4165148700.0,1218751000.0
2137.0,1308378600.0,1185194800.0,646381060.0,1322804500.0,4001300000.0,1201818900.0
2138.0,1278288000.0,1110580100.0,642639600.0,1566089000.0,4004994800.0,1676592600.0
2139.0,1725132900.0,1071844000.0,650178370.0,1345729000.0,3914795000.0,1247829000.0
2140.0,1419006000.0,1079333600.0,639043840.0,1694073100.0,5076497400.0,1256266200.0
2141.0,1316149000.0,1068037300.0,620575800.0,1333868000.0,4458138000.0,1240012200.0
2142.0,1288647000.0,1097944400.0,609336000.0,1304862500.0,6094734300.0,1653084300.0
2143.0,1231689000.0,1112558200.0,1163392000.0,1521422000.0,4972607000.0,1248966400.0
2144.0,1245371600.0,1206438700.0,734632700.0,1561688400.0,4852126700.0,1332872600.0
2145.0,1193394800.0,1060668900.0,647643200.0,1437904500.0,4745323000.0,1492198500.0
2146.0,1167285500.0,1045707260.0,801467140.0,1377841500.0,4406641000.0,1316924000.0
2147.0,1148969500.0,1026634100.0,632205800.0,1370183600.0,5326278000.0,1268154100.0
2148.0,1136759800.0,1081258400.0,606388160.0,2022280200.0,4858127000.0,1357209100.0
2149.0,1359353700.0,996651700.0,712715840.0,1573295500.0,5060738600.0,4062262500.0
2150.0,3313385000.0,1219771600.0,615566500.0,1348212900.0,4624364500.0,2376305000.0
2151.0,1719241000.0,1187386500.0,581697800.0,1438475400.0,5794659000.0,1782859900.0
2152.0,1587020400.0,1101076700.0,573299800.0,1425354000.0,5102499300.0,1560918000.0
2153.0,1193133000.0,986351800.0,572645900.0,1435441200.0,4554585600.0,1742114300.0
2154.0,1531962900.0,967197900.0,562766900.0,1387854600.0,4937769500.0,1516085200.0
2155.0,1175650700.0,1354848900.0,574074240.0,1346129800.0,6840211500.0,1419364000.0
2156.0,1547653000.0,1044950100.0,564066500.0,1971198100.0,6123773000.0,1304769900.0
2157.0,2377434600.0,958348500.0,1084265200.0,1954790500.0,4999488000.0,1259093400.0
2158.0,2098154800.0,940507460.0,619887000.0,1476151800.0,4993627000.0,1225498200.0
2159.0,1586701000.0,968735550.0,627668300.0,1405624000.0,7026153500.0,1215572500.0
2160.0,1526751000.0,949858500.0,597234400.0,1358612200.0,5030682000.0,1231414900.0
2161.0,1422921500.0,1167197400.0,556657900.0,1846617700.0,5012829700.0,1554883300.0
2162.0,1433278100.0,1157081100.0,576214600.0,1651391700.0,5142816000.0,1186592400.0
2163.0,1794496800.0,1013202750.0,589553600.0,1843628800.0,5000091600.0,1248708100.0
2164.0,2588744200.0,1082038100.0,534132130.0,1489345700.0,5429919000.0,1169961600.0
2165.0,1791193300.0,2066452900.0,694921900.0,1447995100.0,5211129000.0,1201930000.0
2166.0,1352786700.0,1157549200.0,540478100.0,1691246800.0,5471881000.0,1153474800.0
2167.0,2785059800.0,1030544000.0,580446300.0,1619976000.0,5827539000.0,1291521300.0
2168.0,2911765200.0,935579500.0,1433874000.0,1598957300.0,5208942000.0,1166800400.0
2169.0,2465813800.0,984047400.0,647334850.0,1599041500.0,5016460300.0,1191556200.0
2170.0,2124133500.0,935162400.0,1008663230.0,1855754000.0,4936596000.0,1235973100.0
2171.0,1772665200.0,990246800.0,628406000.0,2079763800.0,4882133500.0,1244673500.0
2172.0,1852722800.0,1239429900.0,580657660.0,3018189000.0,5349706000.0,1215582700.0
2173.0,1989024900.0,1048045900.0,584647940.0,2334332400.0,6362373000.0,1127287000.0
2174.0,1672422100.0,1648956900.0,603597760.0,1942095700.0,5590693400.0,1188016400.0
2175.0,1842481900.0,980445440.0,609285570.0,1758339200.0,5282657300.0,1140506100.0
2176.0,2334285800.0,1054486140.0,637195700.0,1677861400.0,5003911000.0,1198732700.0
2177.0,1643761400.0,1194610700.0,573282240.0,2710232300.0,5129183700.0,1206026600.0
2178.0,1653863300.0,952902660.0,706743200.0,2005557900.0,9254525000.0,1131582800.0
2179.0,1871740400.0,1168089200.0,572090240.0,2243232000.0,6886625300.0,1162462100.0
2180.0,2060548600.0,1032983700.0,939205250.0,1926330000.0,7948900400.0,1181281500.0
2181.0,1717663500.0,1055652000.0,624384900.0,1789521300.0,7606882000.0,1099559200.0
2182.0,1521953200.0,1152871800.0,599699460.0,1767030900.0,6178969000.0,1130972900.0
2183.0,2180480800.0,1127500400.0,586532540.0,2934529300.0,5859466000.0,1312058900.0
2184.0,1545482000.0,1260182700.0,593915100.0,1931545500.0,5736442400.0,1127121700.0
2185.0,1453852700.0,1072054850.0,593104260.0,2313489400.0,6242241500.0,1283843500.0
2186.0,1425760900.0,1052163260.0,988602600.0,1774384300.0,5580511000.0,1333427500.0
2187.0,1435475600.0,1007999400.0,596021900.0,4619876000.0,5525094000.0,1236700200.0
2188.0,2342187800.0,1024668740.0,651199300.0,2433405700.0,7421857300.0,1263204700.0
2189.0,2004871700.0,1234417000.0,599856500.0,2294473000.0,6082969000.0,1266617700.0
2190.0,1640183800.0,1134792700.0,593758100.0,1879659600.0,7860259300.0,1209322100.0
2191.0,1885895800.0,1240339600.0,595684860.0,2151285500.0,7349448700.0,1282135400.0
2192.0,1865661400.0,1001129200.0,620104900.0,2091154200.0,6295060000.0,1938232700.0
2193.0,2557540400.0,1008958100.0,583207940.0,1855652700.0,9027394000.0,1857966600.0
2194.0,1939024500.0,977696200.0,1313041800.0,1906506600.0,7215235600.0,1640098000.0
2195.0,1558505200.0,1160158100.0,811708350.0,2752684300.0,6721204700.0,2325220400.0
2196.0,1488334200.0,1209360100.0,664287550.0,2490476500.0,6090529300.0,1854068200.0
2197.0,1468970400.0,985380200.0,611695940.0,2136706600.0,5966402000.0,1295978100.0
2198.0,1415819800.0,984095940.0,601533950.0,2152523300.0,6057632000.0,1378470100.0
2199.0,1401131300.0,1093211900.0,657483300.0,2135463000.0,5860389400.0,1708046800.0
2200.0,1537335000.0,1083914500.0,589527550.0,1974489900.0,5897022000.0,1375674500.0
2201.0,1400733700.0,1175120400.0,631508000.0,2820668200.0,5939293700.0,2316395000.0
2202.0,1551163800.0,1054177200.0,582674300.0,2476557300.0,8847579000.0,2046494100.0
2203.0,1390918300.0,969837250.0,671159400.0,2067229000.0,6038152700.0,1718928400.0
2204.0,1379064700.0,964576400.0,582288830.0,2022400900.0,5822037000.0,1553878700.0
2205.0,1854791200.0,1000559900.0,570634940.0,1906009100.0,5845744000.0,1401775200.0
2206.0,2316004000.0,986475700.0,564924800.0,1884998000.0,5877482000.0,1510290800.0
2207.0,1523253000.0,1015726300.0,579039500.0,1846458500.0,5846896600.0,1512838900.0
2208.0,1446746500.0,1299519100.0,596242200.0,1833132300.0,5930265600.0,1939475300.0
2209.0,1494339600.0,1026496700.0,574915840.0,1908142800.0,5974079000.0,1632719500.0
2210.0,1761629800.0,919070340.0,650591800.0,1863945600.0,5947623400.0,1386805400.0
2211.0,1493448300.0,912028540.0,579577100.0,2056674700.0,5853039000.0,1468522500.0
2212.0,1450781300.0,1155442000.0,577208450.0,1888830600.0,10078230000.0,1521222400.0
2213.0,1433141100.0,1048259650.0,588461250.0,1902841200.0,7876434400.0,1505434600.0
2214.0,1375823700.0,1183078900.0,556985900.0,1842770300.0,6857621500.0,1738021100.0
2215.0,1896044000.0,1101225600.0,571721340.0,1994735700.0,7628052000.0,1430546200.0
2216.0,1385606700.0,1176798500.0,560607000.0,1950527100.0,7224927000.0,1533138300.0
2217.0,1393572000.0,1197158900.0,554517600.0,1884552100.0,8439972400.0,3173812500.0
2218.0,1351255200.0,1498716700.0,592334340.0,1972010800.0,6767829000.0,3194365000.0
2219.0,1387009200.0,1547101300.0,667436740.0,1953299200.0,6327241000.0,3922194000.0
2220.0,1451470000.0,1260355600.0,849244000.0,2073495600.0,7933609000.0,3207932400.0
2221.0,1637877400.0,1522809700.0,578915140.0,1983457900.0,8675342000.0,3530565000.0
2222.0,1356900700.0,1501853700.0,553811500.0,2051342500.0,7933108000.0,2131675800.0
2223.0,1334432400.0,1476051300.0,544875900.0,1842328400.0,8157093400.0,2039683300.0
2224.0,1604294000.0,1522716400.0,546709400.0,1819841500.0,7158570500.0,1800909300.0
2225.0,1326883600.0,1492590300.0,540411970.0,1866450300.0,6904457000.0,1933584900.0
2226.0,1327087100.0,1871905800.0,542041340.0,2021695500.0,8553325000.0,3014227500.0
2227.0,1460947000.0,1540632600.0,536934660.0,1911034900.0,8097635300.0,1922475500.0
2228.0,2086391400.0,1398812800.0,534094460.0,2693301000.0,7817649000.0,1903324800.0
2229.0,2129615100.0,1497393300.0,542303100.0,2088108900.0,7217060000.0,1893019300.0
2230.0,1856599200.0,1594371200.0,538749950.0,1927620200.0,7349151000.0,1684549200.0
2231.0,1583403000.0,1706825700.0,591168830.0,2346207700.0,7038034400.0,1785035800.0
2232.0,1841184900.0,1470304800.0,549302660.0,1961986000.0,7420192000.0,2473622000.0
2233.0,2050282900.0,1441646200.0,744086000.0,1943008400.0,7908957000.0,2991614500.0
2234.0,2210463700.0,1850105600.0,609572800.0,1931370600.0,8076633600.0,1991660800.0
2235.0,2000522800.0,1743896700.0,548904300.0,1840750600.0,7178681000.0,1833528800.0
2236.0,2139820700.0,1502910100.0,580196500.0,1832390000.0,6920145000.0,1774608600.0
2237.0,1869421800.0,2367300400.0,556935230.0,2231906600.0,6947905500.0,1702595600.0
2238.0,2574689300.0,1703391600.0,552606400.0,1991916200.0,7397594600.0,1795224200.0
2239.0,2215822300.0,1692613500.0,697591360.0,3280045600.0,7647231000.0,1678585100.0
2240.0,1628992500.0,1438359300.0,752388300.0,2214189000.0,7135696400.0,1704427900.0
2241.0,1562343400.0,1384983800.0,582793400.0,2042168300.0,8732410000.0,1781804000.0
2242.0,1737256000.0,1327552600.0,555763840.0,2028016100.0,7475200000.0,1791122800.0
2243.0,2044522900.0,1334390800.0,545975360.0,2122351900.0,7505108000.0,1733110500.0
2244.0,2473511000.0,1537893600.0,737173250.0,2258249000.0,6928248300.0,1657267800.0
2245.0,2509501700.0,1510358500.0,567845600.0,2350229800.0,6956114000.0,1705695500.0
2246.0,1787768700.0,1454979600.0,612999600.0,2036768600.0,7017288000.0,2658865400.0
2247.0,2138444900.0,1362218100.0,655914900.0,2859402500.0,6953202700.0,2847011600.0
2248.0,1910357100.0,1398325100.0,736538560.0,2636361000.0,7036590000.0,2210708000.0
2249.0,1689744000.0,1424085100.0,615267400.0,2626322000.0,7228567600.0,2014590800.0
2250.0,1600687700.0,3868846800.0,591864600.0,2374182400.0,7139482600.0,2027648000.0
2251.0,1851768000.0,1647296100.0,619516600.0,2366890200.0,8699271000.0,2504661800.0
2252.0,1690588800.0,1486714400.0,558841900.0,2481323300.0,7277110300.0,1944861000.0
2253.0,1902442200.0,1431483500.0,597741060.0,2244037600.0,9834238000.0,1945356200.0
2254.0,1621268500.0,1392265000.0,553539800.0,2113555200.0,8362658300.0,2012795900.0
2255.0,1593506800.0,1560044800.0,724120770.0,2105284200.0,7789234700.0,2018668900.0
2256.0,1946096800.0,1495716000.0,594461800.0,2101249200.0,7449843700.0,2621329000.0
2257.0,1670568100.0,1463149400.0,852880700.0,2368582100.0,7977561600.0,2053155600.0
2258.0,1563965400.0,1453188500.0,630164500.0,2283831000.0,8756655000.0,1989441900.0
2259.0,1541101200.0,1380759400.0,576996160.0,2289280000.0,10558695000.0,2283439400.0
2260.0,1523134800.0,1344241900.0,560338370.0,2947882000.0,7885762000.0,2393870300.0
2261.0,1501910500.0,1331389600.0,548792960.0,2527307000.0,8075236000.0,2019067900.0
2262.0,1519337700.0,1300529900.0,543511740.0,3182571800.0,8067770000.0,2908011800.0
2263.0,1518401300.0,1286787200.0,553569500.0,2723692800.0,8409104400.0,3197823500.0
2264.0,1623486100.0,1605435900.0,604480060.0,2291271700.0,8270145500.0,2181786400.0
2265.0,1826946600.0,1593696600.0,1088820600.0,2179963400.0,7697371600.0,2038667100.0
2266.0,1724268300.0,1543117600.0,629788500.0,2140366800.0,7518278700.0,2058288600.0
2267.0,1509628900.0,1340703500.0,595152960.0,2089511200.0,7553358300.0,3223327000.0
2268.0,1564105000.0,1526916700.0,553402940.0,2157575400.0,7410630700.0,2812005400.0
2269.0,1517489900.0,2134751100.0,542379000.0,2441311200.0,7511375000.0,2197799700.0
2270.0,1604889700.0,1666668300.0,539238000.0,2067115300.0,7513891000.0,2293743400.0
2271.0,1987465900.0,1512030600.0,565124200.0,2106375000.0,7456640000.0,3868353000.0
2272.0,1566335200.0,1398270200.0,556414800.0,2814635000.0,7440430000.0,2554749700.0
2273.0,1564304400.0,1362942300.0,578380000.0,2176788500.0,7557994000.0,2777517600.0
2274.0,2538155300.0,1445575000.0,560589950.0,2119188700.0,8387673000.0,2167552800.0
2275.0,1938878500.0,1326928500.0,549854850.0,2257555200.0,8674887000.0,2308562400.0
2276.0,1563807000.0,2018539400.0,1139816200.0,2598413300.0,8239522000.0,2175753200.0
2277.0,1680379500.0,1579225700.0,595062400.0,2368610000.0,8686601000.0,2190824700.0
2278.0,1578549900.0,1408948900.0,558282940.0,2158872800.0,7652315000.0,2058031500.0
2279.0,1550530800.0,1738358300.0,730774300.0,2558862300.0,8655522000.0,2448148200.0
2280.0,1620370700.0,1373853300.0,546810560.0,2144487700.0,8386064400.0,2096361200.0
2281.0,1832800800.0,1358753900.0,615674800.0,2402660600.0,7962338300.0,2218724600.0
2282.0,1714273300.0,1313378300.0,533223070.0,2112047700.0,7764337000.0,2839909600.0
2283.0,1519715600.0,1659637200.0,533109020.0,2094089500.0,7642987000.0,2538713900.0
2284.0,2875171800.0,1406854800.0,530269630.0,2216510000.0,8007705000.0,2289375000.0
2285.0,1856717700.0,1426159200.0,558686460.0,2248573200.0,8211632000.0,2249512200.0
2286.0,1550630400.0,1283624300.0,727480400.0,2194576100.0,7969672700.0,2219995100.0
2287.0,1661517700.0,1278985200.0,557222100.0,2320280300.0,8551352000.0,2160655400.0
2288.0,1924355200.0,1298945300.0,534277400.0,2638379000.0,7717483000.0,2169017300.0
2289.0,1698871600.0,1273836700.0,554081600.0,2992276500.0,7885944000.0,2999059000.0
2290.0,2118049000.0,1463830700.0,1038394750.0,2183553800.0,9388854000.0,2171494000.0
2291.0,1578020000.0,1262959500.0,789940030.0,2166735600.0,8631930000.0,2185460000.0
2292.0,2098153600.0,1240106500.0,716215940.0,2358763000.0,7998875000.0,3770888000.0
2293.0,1589910700.0,1327831300.0,571677440.0,2356817000.0,7836336600.0,2196677600.0
2294.0,1579319800.0,1262336800.0,544907600.0,3043825000.0,8025924600.0,2059050400.0
2295.0,1542843300.0,1256239400.0,544874240.0,2406351600.0,8296972000.0,2974500900.0
2296.0,1598485800.0,1380661900.0,582167400.0,2435176700.0,9830531000.0,2598395100.0
2297.0,1525438000.0,1269841200.0,530052960.0,2470580500.0,8185817000.0,2378645000.0
2298.0,1573800800.0,1499199400.0,614921150.0,2372046800.0,7917874000.0,2063065000.0
