time,IPSL-CM5A-LR,CESM1-CAM5,NORESM1-M,GFDL-ESM2G,GFDL-CM3,CSIRO-MK3-6-0,CCSM4,GISS-E2-R
2015.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0
2016.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0
2017.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0
2018.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0
2019.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0
2020.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0
2021.0,2045505300.0,2029185500.0,2047883500.0,2066939900.0,2038217000.0,2054021100.0,2058340200.0,2058678300.0
2022.0,2012544600.0,1994689500.0,2016531800.0,2027952000.0,1999031800.0,2014367700.0,2015687800.0,2023023700.0
2023.0,1970448600.0,1973213300.0,1979851800.0,1994427000.0,1955665500.0,1973865300.0,1988425000.0,1992926700.0
2024.0,1937702700.0,1941762400.0,1939292000.0,1967956100.0,1919065100.0,1936583000.0,1971348500.0,1972185200.0
2025.0,1900582400.0,1905131000.0,1898785400.0,1968146000.0,1867553400.0,1898591600.0,1965210600.0,1938068000.0
2026.0,1863760800.0,1888840400.0,1872906400.0,1957973100.0,1807121500.0,1866873900.0,1939293700.0,1911993500.0
2027.0,1831887500.0,1851993000.0,1827250700.0,2001009900.0,1754866700.0,1824117500.0,1918027500.0,1893555500.0
2028.0,1791335200.0,1805184300.0,1790469000.0,1956993300.0,1686905500.0,1779760900.0,1910722600.0,1871848100.0
2029.0,1751090800.0,1769981400.0,1757454100.0,1933332500.0,1616103600.0,1742991500.0,1893535100.0,1857039200.0
2030.0,1711308200.0,1741944300.0,1704563500.0,1932428300.0,1527812500.0,1708457300.0,1881688400.0,1840772400.0
2031.0,1667721300.0,1707443000.0,1660712300.0,1932488700.0,1465260400.0,1681104800.0,1856687700.0,1813443700.0
2032.0,1634519200.0,1665212500.0,1619853600.0,1901270100.0,1386142600.0,1630772000.0,1837014300.0,1795742800.0
2033.0,1567292200.0,1609790500.0,1605875200.0,1889465500.0,1319573200.0,1600897800.0,1810923600.0,1781467000.0
2034.0,1525434400.0,1588868600.0,1584990300.0,1878156300.0,1253123100.0,1679881600.0,1795993900.0,1756448100.0
2035.0,1492188000.0,1568842000.0,1563981800.0,1867541500.0,1195113700.0,1623852900.0,1772802200.0,1727882100.0
2036.0,1453064700.0,1530165200.0,1539194900.0,1847411500.0,1138324200.0,1600509600.0,1743988900.0,1704896100.0
2037.0,1427545600.0,1495607800.0,1544958200.0,1829420200.0,1115188700.0,1549920000.0,1705429400.0,1669532300.0
2038.0,1382405000.0,1476678700.0,1522401900.0,1806079200.0,1066376700.0,1514019300.0,1684154400.0,1630862700.0
2039.0,1332329500.0,1444127900.0,1507306400.0,1789379700.0,1020906900.0,1475303000.0,1651490700.0,1593474400.0
2040.0,1308845400.0,1405203800.0,1522587600.0,1759855500.0,973075900.0,1450251600.0,1600066600.0,1565650600.0
2041.0,1291258900.0,1365570600.0,1509797100.0,1725779200.0,953811100.0,1438690600.0,1562042100.0,1538247300.0
2042.0,1254639100.0,1349544300.0,1503786800.0,1701097700.0,917023360.0,1418995300.0,1529915100.0,1501626100.0
2043.0,1234724900.0,1322512300.0,1491095300.0,1669753700.0,877830850.0,1382667900.0,1499114400.0,1475992700.0
2044.0,1198861400.0,1292110100.0,1487052900.0,1628218800.0,857678460.0,1329781600.0,1466872400.0,1447625200.0
2045.0,1170174600.0,1251730300.0,1473690900.0,1596781700.0,833224600.0,1284956300.0,1445225100.0,1418309100.0
2046.0,1142539800.0,1210701700.0,1463565400.0,1582073300.0,807394900.0,1245513200.0,1412698500.0,1386440100.0
2047.0,1094476300.0,1184682500.0,1448306000.0,1523252700.0,780366000.0,1196448400.0,1375357200.0,1362780000.0
2048.0,1042222000.0,1155755100.0,1425294800.0,1485303800.0,755491700.0,1148763300.0,1346584300.0,1338314000.0
2049.0,1012851000.0,1108816800.0,1398267800.0,1462730000.0,730989700.0,1092537200.0,1321736800.0,1307048300.0
2050.0,967026900.0,1069804000.0,1373373000.0,1438361700.0,707370800.0,1031324800.0,1298982500.0,1276319600.0
2051.0,914664600.0,1036570700.0,1353147900.0,1402762500.0,678369700.0,953362600.0,1262467000.0,1248774700.0
2052.0,858401660.0,1013989060.0,1324277600.0,1355664600.0,663081700.0,911378200.0,1226287400.0,1256469200.0
2053.0,819818050.0,997349200.0,1276894200.0,1349745700.0,640267970.0,863111940.0,1206517000.0,1211421000.0
2054.0,781294400.0,977718660.0,1234620300.0,1319032700.0,613002700.0,821853900.0,1180059300.0,1189832000.0
2055.0,753090050.0,945117400.0,1198628100.0,1295883800.0,586241000.0,767419600.0,1132345500.0,1161827700.0
2056.0,755868860.0,906277900.0,1169648400.0,1279382100.0,549405500.0,731408900.0,1096930200.0,1145572600.0
2057.0,736480500.0,893113900.0,1134298500.0,1246413200.0,524501760.0,692002100.0,1066899260.0,1122790800.0
2058.0,729511800.0,883442800.0,1112736000.0,1242139000.0,507618800.0,671121900.0,1044913000.0,1092243500.0
2059.0,706488700.0,854573700.0,1093230200.0,1216908800.0,480991550.0,660723200.0,1027382400.0,1075509100.0
2060.0,687987700.0,818651600.0,1089381800.0,1198526800.0,464475460.0,646768200.0,1009114300.0,1053512400.0
2061.0,678654500.0,803339140.0,1051631040.0,1184990500.0,448158300.0,618806700.0,987683600.0,1049195460.0
2062.0,665705700.0,785279040.0,1025251800.0,1166875900.0,431268030.0,601120700.0,985035400.0,1021938200.0
2063.0,646305150.0,760544100.0,1012990200.0,1142455900.0,410901060.0,597363600.0,964386700.0,1003565630.0
2064.0,628410200.0,738190140.0,1004473200.0,1124729000.0,399783780.0,599912060.0,948165500.0,992019200.0
2065.0,608138940.0,708543100.0,985510200.0,1109669000.0,388359260.0,586540900.0,940727700.0,985269200.0
2066.0,590100350.0,672465600.0,960342900.0,1084607600.0,382632480.0,572405400.0,933718850.0,960929150.0
2067.0,577161150.0,650518600.0,943836400.0,1053828600.0,368658300.0,558563600.0,925298560.0,941194100.0
2068.0,559272450.0,631072450.0,909581400.0,1021186560.0,360887680.0,553693600.0,911040960.0,915809540.0
2069.0,528362980.0,607915700.0,882101800.0,998148300.0,355622300.0,539130700.0,895440300.0,889649800.0
2070.0,514795260.0,586379840.0,857102600.0,971071900.0,347208770.0,518498140.0,886985150.0,868337100.0
2071.0,491610240.0,570091650.0,831224960.0,951754050.0,341521950.0,507743800.0,878317700.0,845379800.0
2072.0,471866400.0,544539260.0,806930900.0,918914300.0,332747040.0,502405470.0,867754900.0,813698750.0
2073.0,461218660.0,516849180.0,784716160.0,897969860.0,320437220.0,484738370.0,860066500.0,791860800.0
2074.0,449606700.0,513792640.0,748626900.0,868792800.0,313402240.0,460954340.0,843325100.0,784072640.0
2075.0,439016830.0,503243970.0,728320960.0,849611650.0,303287900.0,444431800.0,827903040.0,755483700.0
2076.0,452704500.0,490107230.0,712935940.0,827334140.0,292227330.0,422329100.0,813539900.0,737684200.0
2077.0,436161000.0,473227970.0,686952260.0,821873900.0,281305860.0,407899330.0,796914750.0,720477060.0
2078.0,428595840.0,456491200.0,670822660.0,803560200.0,267943170.0,379642880.0,777233900.0,703938400.0
2079.0,420738460.0,443261220.0,703357700.0,791000700.0,255679980.0,357743400.0,746741600.0,686222850.0
2080.0,409850140.0,434955360.0,669210050.0,767893800.0,244707570.0,342262460.0,718760600.0,672001660.0
2081.0,398492400.0,426996300.0,667224200.0,762025860.0,236766480.0,326780350.0,699327900.0,655826600.0
2082.0,388872030.0,411942560.0,667876700.0,740025860.0,227611380.0,309058300.0,677863800.0,645973700.0
2083.0,374672860.0,391178300.0,662799740.0,721510100.0,214224420.0,286871360.0,662391800.0,632882000.0
2084.0,358238050.0,385275550.0,649580400.0,709970800.0,206231310.0,271140900.0,653274700.0,611969200.0
2085.0,338291260.0,378326700.0,631146400.0,690371300.0,198029100.0,255908080.0,642173440.0,592470000.0
2086.0,328192800.0,364506800.0,618693200.0,667892000.0,188453580.0,239348960.0,622513800.0,577664260.0
2087.0,317134660.0,349772770.0,622944060.0,654069700.0,183675330.0,227385870.0,613278660.0,565416100.0
2088.0,297820000.0,336921540.0,607954200.0,632805700.0,176709230.0,254662930.0,601108860.0,553893250.0
2089.0,285986200.0,325349200.0,592925760.0,612912450.0,166171890.0,223651440.0,589029760.0,543336450.0
2090.0,276742400.0,312162370.0,578007230.0,598706560.0,160088380.0,212884740.0,575320900.0,529639140.0
2091.0,265686910.0,296599650.0,567589300.0,586289700.0,151486380.0,206475540.0,566341000.0,520299230.0
2092.0,254163440.0,285066300.0,555989760.0,567704260.0,144553980.0,202493100.0,555719360.0,500653730.0
2093.0,247482780.0,279795000.0,540418400.0,552190300.0,139083380.0,197750260.0,549410200.0,488948320.0
2094.0,246827060.0,268689900.0,520421060.0,541008200.0,135849570.0,193203180.0,541270460.0,483172830.0
2095.0,248466290.0,254215680.0,504022850.0,528500640.0,131839710.0,190618580.0,529626940.0,477401760.0
2096.0,239267300.0,246968960.0,496997300.0,506942720.0,126025780.0,187006100.0,521264480.0,467315040.0
2097.0,235875280.0,242341900.0,490180100.0,487968600.0,123405440.0,182025650.0,511461920.0,458573020.0
2098.0,229485710.0,238834820.0,482225820.0,480864060.0,118123230.0,180853760.0,503260350.0,450149280.0
2099.0,221340300.0,231905920.0,472000740.0,464615070.0,116733700.0,176211650.0,496256160.0,441054050.0
2100.0,215014350.0,225020420.0,457140000.0,451211700.0,112396536.0,172609000.0,487999680.0,437732130.0
