time,BCC-CSM2-MR,CAMS-CSM1-0,EC-EARTH3,NORESM2-MM,FGOALS-F3-L,INM-CM4-8,MPI-ESM1-2-HR,CESM2-WACCM,CESM2,INM-CM5-0,MRI-ESM2-0,EC-EARTH3-VEG,GFDL-ESM4
2073.0,8637860000000.0,12429799000000.0,9627972000000.0,10558522000000.0,10736392000000.0,12744050000000.0,13224882000000.0,8791858000000.0,10426239000000.0,12557114000000.0,11785221000000.0,8740692000000.0,11761591000000.0
2074.0,8499966000000.0,12292774000000.0,9479734000000.0,10389495000000.0,10652910000000.0,12605890000000.0,13160876000000.0,8536700500000.0,10241942000000.0,12490471000000.0,11698261000000.0,8563360500000.0,11568905000000.0
2075.0,8316307600000.0,12125018000000.0,9319043000000.0,10235610000000.0,10491740000000.0,12497373000000.0,13063573000000.0,8359587000000.0,10004521000000.0,12443922000000.0,11534750000000.0,8418529000000.0,11416864000000.0
2076.0,8174477000000.0,12037184000000.0,9024785000000.0,9990062000000.0,10356590000000.0,12383174000000.0,12923846000000.0,8151737000000.0,9720551000000.0,12369590000000.0,11441750000000.0,8226541700000.0,11341266000000.0
2077.0,8004934600000.0,11933676000000.0,8828530000000.0,9690147000000.0,10172723000000.0,12290505000000.0,12858215000000.0,7975549000000.0,9593482000000.0,12300677000000.0,11328964000000.0,8049149300000.0,11247578000000.0
2078.0,7853181000000.0,11878127000000.0,8565104000000.0,9541825000000.0,10054368000000.0,12180956000000.0,12762881000000.0,7777204300000.0,9460103000000.0,12199647000000.0,11161015000000.0,7880306600000.0,11137587000000.0
2079.0,7671422400000.0,11738783000000.0,8347870000000.0,9393190000000.0,9929370000000.0,12044415000000.0,12613547000000.0,7589900000000.0,9258666000000.0,12117261000000.0,11019237000000.0,7680582000000.0,11018168000000.0
2080.0,7466312000000.0,11729483000000.0,8209665000000.0,9162405000000.0,9779890000000.0,11895810000000.0,12463228000000.0,7442164000000.0,9054420000000.0,12006584000000.0,10904232000000.0,7490760600000.0,10929834000000.0
2081.0,7245938600000.0,11628154000000.0,7999706000000.0,8953761000000.0,9598760000000.0,11736760000000.0,12382903000000.0,7294640000000.0,8810769000000.0,11908680000000.0,10762623000000.0,7325478300000.0,10794645000000.0
2082.0,7046950000000.0,11524705000000.0,7825777500000.0,8742528000000.0,9467860000000.0,11619798000000.0,12291627000000.0,7109465300000.0,8601514500000.0,11830020000000.0,10584238000000.0,7165422000000.0,10647051000000.0
2083.0,6786602500000.0,11404882000000.0,7564283600000.0,8603097400000.0,9270218000000.0,11490500000000.0,12201040000000.0,6940376700000.0,8437590700000.0,11750834000000.0,10433911000000.0,6982327600000.0,10519023000000.0
2084.0,6555626000000.0,11331790000000.0,7341437600000.0,8371509000000.0,9126079000000.0,11348943000000.0,12136154000000.0,6767112000000.0,8271827600000.0,11621825000000.0,10326886000000.0,6776902000000.0,10363178000000.0
2085.0,6351737000000.0,11253409000000.0,7189954600000.0,8179940000000.0,9014206000000.0,11242808000000.0,12045357000000.0,6604427600000.0,8090412400000.0,11461004000000.0,10223269000000.0,6547648300000.0,10221702000000.0
2086.0,6152131000000.0,11205361000000.0,6961708400000.0,7975430000000.0,8856561000000.0,11108817000000.0,12000300000000.0,6376628700000.0,7849221600000.0,11284849000000.0,10077300000000.0,6396476000000.0,10076306000000.0
2087.0,5992344000000.0,11075093000000.0,6737921000000.0,7799487600000.0,8702617000000.0,11040595000000.0,11877530000000.0,6223676000000.0,7590499000000.0,11140488000000.0,9921229000000.0,6213920600000.0,9941929000000.0
2088.0,5850038000000.0,10937550000000.0,6551565000000.0,7621946400000.0,8593473000000.0,10957164000000.0,11821545000000.0,6069172000000.0,7422823000000.0,11052506000000.0,9764194000000.0,6001389500000.0,9813764000000.0
2089.0,5700508500000.0,10814121000000.0,6392302300000.0,7398821500000.0,8457564000000.0,10857079000000.0,11722506000000.0,5910475000000.0,7275721000000.0,10985993000000.0,9713547000000.0,5833014400000.0,9674337000000.0
2090.0,5587453000000.0,10650916000000.0,6250719300000.0,7142730000000.0,8338958000000.0,10795338000000.0,11650774000000.0,5787930000000.0,7074674600000.0,10851484000000.0,9597819000000.0,5686565000000.0,9585360000000.0
2091.0,5451205300000.0,10513398000000.0,6143322600000.0,6974229000000.0,8183487000000.0,10690429000000.0,11635542000000.0,5620223700000.0,6867321000000.0,10748147000000.0,9492815000000.0,5570933300000.0,9482609000000.0
2092.0,5328206300000.0,10377285000000.0,5967997000000.0,6838985000000.0,8101782600000.0,10588880000000.0,11589433000000.0,5452195000000.0,6643632300000.0,10633402000000.0,9344876000000.0,5434000000000.0,9377139000000.0
2093.0,5209178000000.0,10199504000000.0,5798634000000.0,6687636000000.0,8000318700000.0,10485633000000.0,11530884000000.0,5318020400000.0,6450108000000.0,10532537000000.0,9111282000000.0,5259115600000.0,9295346000000.0
2094.0,5075828000000.0,10095801000000.0,5603014000000.0,6486145000000.0,7883679300000.0,10406384000000.0,11457799000000.0,5148113400000.0,6306234600000.0,10407541000000.0,8942379000000.0,5112773000000.0,9157090000000.0
2095.0,4942029400000.0,10083351000000.0,5391193000000.0,6263822400000.0,7831736500000.0,10279760000000.0,11383015000000.0,5010586300000.0,6111150000000.0,10338106000000.0,8810773000000.0,4994884000000.0,8963303000000.0
2096.0,4768639500000.0,9990224000000.0,5260590400000.0,6057102000000.0,7686611000000.0,10179239000000.0,11286793000000.0,4911706000000.0,5942542300000.0,10234700000000.0,8681637300000.0,4854359000000.0,8887709000000.0
2097.0,4651680300000.0,9830310000000.0,5071715700000.0,5924363700000.0,7552506500000.0,10002895000000.0,11219917000000.0,4789322000000.0,5775562000000.0,10123069000000.0,8520683000000.0,4737728500000.0,8796503000000.0
2098.0,4547015600000.0,9742831000000.0,4913871000000.0,5814796000000.0,7400438000000.0,9916813000000.0,11129396000000.0,4696621700000.0,5666635000000.0,10041937000000.0,8376134700000.0,4579729000000.0,8667977000000.0
2099.0,4435688000000.0,9638780000000.0,4769505000000.0,5669521000000.0,7312933700000.0,9816031000000.0,11030835000000.0,4593880000000.0,5523835000000.0,9970386000000.0,8252785400000.0,4465928000000.0,8607986400000.0
2100.0,4297087000000.0,9580438000000.0,4635600400000.0,5487154700000.0,7195007600000.0,9769215000000.0,10952917000000.0,4521659500000.0,5397334000000.0,9883619000000.0,8177374000000.0,4370038500000.0,8495312000000.0
