time,BCC-CSM2-MR,CAMS-CSM1-0,EC-EARTH3,NORESM2-MM,FGOALS-F3-L,INM-CM4-8,MPI-ESM1-2-HR,CESM2-WACCM,CESM2,INM-CM5-0,MRI-ESM2-0,EC-EARTH3-VEG,GFDL-ESM4
2000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0
2001.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0
2002.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0
2003.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0
2004.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0
2005.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0
2006.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0
2007.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0
2008.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0
2009.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0
2010.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0
2011.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0
2012.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0
2013.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0
2014.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0
2015.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0
2016.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0
2017.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0
2018.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0
2019.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0
2020.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0
2021.0,18013967000000.0,17860689000000.0,18042432000000.0,18010037000000.0,18029090000000.0,18100284000000.0,18130819000000.0,18082194000000.0,18054277000000.0,18062400000000.0,18116490000000.0,17943656000000.0,17975218000000.0
2022.0,17910480000000.0,17700517000000.0,17966316000000.0,17907937000000.0,17908875000000.0,18024254000000.0,18172682000000.0,18032508000000.0,18063196000000.0,17990490000000.0,18048505000000.0,17838234000000.0,17841040000000.0
2023.0,17874398000000.0,17515000000000.0,17730984000000.0,17811050000000.0,17825985000000.0,17960520000000.0,18151096000000.0,17900713000000.0,17995361000000.0,17898383000000.0,17963880000000.0,17701690000000.0,17704150000000.0
2024.0,17694542000000.0,17399823000000.0,17567532000000.0,17628133000000.0,17581075000000.0,17853292000000.0,18128514000000.0,17706414000000.0,17920315000000.0,17796312000000.0,17859695000000.0,17626892000000.0,17629566000000.0
2025.0,17569871000000.0,17317024000000.0,17499858000000.0,17557360000000.0,17439432000000.0,17696180000000.0,18022566000000.0,17563120000000.0,17808176000000.0,17707007000000.0,17733282000000.0,17484336000000.0,17535457000000.0
2026.0,17470964000000.0,17198695000000.0,17483710000000.0,17435912000000.0,17398212000000.0,17601411000000.0,17930815000000.0,17363137000000.0,17704218000000.0,17595938000000.0,17574466000000.0,17345004000000.0,17369614000000.0
2027.0,17338119000000.0,17077415000000.0,17302696000000.0,17343875000000.0,17273197000000.0,17542541000000.0,17814922000000.0,17221580000000.0,17600850000000.0,17495470000000.0,17425504000000.0,17228051000000.0,17257192000000.0
2028.0,17067905000000.0,16983722000000.0,17108799000000.0,17184771000000.0,17148513000000.0,17396935000000.0,17724456000000.0,17073749000000.0,17450858000000.0,17394090000000.0,17260374000000.0,17101707000000.0,17143995000000.0
2029.0,16993401000000.0,16938680000000.0,16993455000000.0,17027227000000.0,17111766000000.0,17296700000000.0,17681428000000.0,16840162000000.0,17253192000000.0,17351084000000.0,17141036000000.0,16929102000000.0,17049158000000.0
2030.0,16837546000000.0,16847685000000.0,16889242000000.0,16900576000000.0,17009009000000.0,17201890000000.0,17631060000000.0,16697710000000.0,17118004000000.0,17237103000000.0,17046825000000.0,16796076000000.0,16875424000000.0
2031.0,16684079000000.0,16746671000000.0,16775360000000.0,16794473000000.0,16835327000000.0,17064693000000.0,17527627000000.0,16653501000000.0,16930594000000.0,17182517000000.0,16926506000000.0,16692111000000.0,16801283000000.0
2032.0,16383732000000.0,16680648000000.0,16743909000000.0,16701046000000.0,16713074000000.0,16962332000000.0,17401183000000.0,16394489000000.0,16807127000000.0,17064306000000.0,16777593000000.0,16618576000000.0,16679290000000.0
2033.0,16152821000000.0,16535318000000.0,16644290000000.0,16660608000000.0,16586298000000.0,16882401000000.0,17306075000000.0,16214890000000.0,16670848000000.0,16981790000000.0,16737821000000.0,16416248000000.0,16554474000000.0
2034.0,15987308000000.0,16390644000000.0,16400448000000.0,16666879000000.0,16487018000000.0,16763447000000.0,17180000000000.0,16141627000000.0,16455967000000.0,16857641000000.0,16604269000000.0,16306266000000.0,16494472000000.0
2035.0,15735713000000.0,16369358000000.0,16225303000000.0,16635796000000.0,16414354000000.0,16671016000000.0,17172069000000.0,16042305000000.0,16311014000000.0,16799156000000.0,16505988000000.0,16093326000000.0,16450964000000.0
2036.0,15543943000000.0,16343920000000.0,16052483000000.0,16585759000000.0,16160635000000.0,16621232000000.0,17104225000000.0,15917380000000.0,16189670000000.0,16701267000000.0,16431448000000.0,16009225000000.0,16300140000000.0
2037.0,15353085000000.0,16290191000000.0,15897012000000.0,16478740000000.0,15927885000000.0,16581989000000.0,17026021000000.0,15766702000000.0,16070077000000.0,16570606000000.0,16272228000000.0,15791360000000.0,16185788000000.0
2038.0,15030577000000.0,16219837000000.0,15741630000000.0,16353673000000.0,15820445000000.0,16514058000000.0,16946435000000.0,15634810000000.0,15793580000000.0,16450925000000.0,16152139000000.0,15678654000000.0,16030781000000.0
2039.0,14840229000000.0,16096087000000.0,15661668000000.0,16294616000000.0,15712407000000.0,16417515000000.0,16895266000000.0,15384106000000.0,15732290000000.0,16314410000000.0,16095410000000.0,15470420000000.0,15924617000000.0
2040.0,14727159000000.0,16014229000000.0,15560621000000.0,16209760000000.0,15552193000000.0,16258327000000.0,16813422000000.0,15216744000000.0,15663445000000.0,16181545000000.0,15960041000000.0,15261905000000.0,15751978000000.0
2041.0,14668153000000.0,15873753000000.0,15403671000000.0,16082960000000.0,15488518000000.0,16188785000000.0,16693318000000.0,14963627000000.0,15567045000000.0,16070860000000.0,15773922000000.0,15107038000000.0,15629042000000.0
2042.0,14456385000000.0,15723188000000.0,15269507000000.0,15952875000000.0,15391578000000.0,16095630000000.0,16659580000000.0,14756397000000.0,15417868000000.0,15984928000000.0,15596987000000.0,15000294000000.0,15504851000000.0
2043.0,14240482000000.0,15584917000000.0,15107323000000.0,15747656000000.0,15203183000000.0,16011704000000.0,16510510000000.0,14578665000000.0,15309416000000.0,15899812000000.0,15470795000000.0,14910359000000.0,15362892000000.0
2044.0,14113021000000.0,15500385000000.0,14920516000000.0,15553132000000.0,15018840000000.0,15905420000000.0,16419278000000.0,14430134000000.0,15210535000000.0,15883000000000.0,15448943000000.0,14704599000000.0,15241798000000.0
2045.0,13876022000000.0,15376048000000.0,14781319000000.0,15468241000000.0,14925049000000.0,15740268000000.0,16359558000000.0,14251900000000.0,15091255000000.0,15750197000000.0,15331163000000.0,14472082000000.0,15159036000000.0
2046.0,13715138000000.0,15256095000000.0,14634675000000.0,15370080000000.0,14752639000000.0,15641315000000.0,16283523000000.0,14087714000000.0,14997336000000.0,15661513000000.0,15269620000000.0,14282732000000.0,14917073000000.0
2047.0,13473546000000.0,15147288000000.0,14442988000000.0,15194945000000.0,14515027000000.0,15466314000000.0,16139764000000.0,13964324000000.0,14880398000000.0,15560946000000.0,15117753000000.0,14049101000000.0,14828942000000.0
2048.0,13251627000000.0,15063997000000.0,14301778000000.0,15015479000000.0,14406654000000.0,15273755000000.0,16069253000000.0,13802336000000.0,14770266000000.0,15408825000000.0,14990230000000.0,13838573000000.0,14703413000000.0
2049.0,13159116000000.0,15026984000000.0,14140902000000.0,14827972000000.0,14174235000000.0,15206331000000.0,15972933000000.0,13658764000000.0,14634784000000.0,15256600000000.0,14951639000000.0,13692517000000.0,14613256000000.0
2050.0,13005581000000.0,14928990000000.0,14000480000000.0,14831408000000.0,13915276000000.0,15120495000000.0,15827612000000.0,13445086000000.0,14431146000000.0,15140326000000.0,14827660000000.0,13520086000000.0,14550799000000.0
2051.0,12894292000000.0,14828313000000.0,13854445000000.0,14661336000000.0,13844439000000.0,15061776000000.0,15723506000000.0,13249239000000.0,14295250000000.0,15051524000000.0,14658956000000.0,13355761000000.0,14475435000000.0
2052.0,12700554000000.0,14775820000000.0,13730725000000.0,14476555000000.0,13720252000000.0,15004773000000.0,15629265000000.0,13057099000000.0,14186482000000.0,14958780000000.0,14435478000000.0,13270025000000.0,14399666000000.0
2053.0,12561127000000.0,14751350000000.0,13613100000000.0,14318471000000.0,13572023000000.0,14947366000000.0,15506305000000.0,12972640000000.0,14102386000000.0,14761210000000.0,14249010000000.0,13087669000000.0,14297008000000.0
2054.0,12365470000000.0,14616895000000.0,13427886000000.0,14180791000000.0,13525323000000.0,14865122000000.0,15439818000000.0,12915428000000.0,13943786000000.0,14655204000000.0,14110464000000.0,12793524000000.0,14088838000000.0
2055.0,12180582000000.0,14453891000000.0,13280966000000.0,13923436000000.0,13330236000000.0,14793725000000.0,15311909000000.0,12815495000000.0,13724559000000.0,14501742000000.0,13976607000000.0,12548356000000.0,13976708000000.0
2056.0,12007909000000.0,14350218000000.0,13110228000000.0,13721719000000.0,13124195000000.0,14666323000000.0,15119283000000.0,12607945000000.0,13594285000000.0,14443699000000.0,13913019000000.0,12354828000000.0,13864101000000.0
2057.0,11780477000000.0,14196582000000.0,12944844000000.0,13461050000000.0,13031291000000.0,14574839000000.0,15038548000000.0,12438686000000.0,13361615000000.0,14346691000000.0,13760618000000.0,12159214000000.0,13781447000000.0
2058.0,11526762000000.0,14014676000000.0,12798525000000.0,13211298000000.0,12913304000000.0,14460969000000.0,14863007000000.0,12240366000000.0,13267455000000.0,14262483000000.0,13538592000000.0,12014119000000.0,13654069000000.0
2059.0,11188860000000.0,13980978000000.0,12613367000000.0,13071298000000.0,12691450000000.0,14380236000000.0,14687947000000.0,12063178000000.0,13114549000000.0,14120954000000.0,13343406000000.0,11743111000000.0,13509568000000.0
2060.0,10992335000000.0,13903102000000.0,12458780000000.0,12908137000000.0,12560241000000.0,14317238000000.0,14563885000000.0,11878687000000.0,12986588000000.0,14051982000000.0,13278564000000.0,11515444000000.0,13447604000000.0
2061.0,10776108000000.0,13871061000000.0,12171703000000.0,12650733000000.0,12388899000000.0,14193160000000.0,14440468000000.0,11655837000000.0,12804789000000.0,13990858000000.0,13168518000000.0,11249381000000.0,13302538000000.0
2062.0,10509571000000.0,13702726000000.0,11931262000000.0,12514351000000.0,12223758000000.0,14104586000000.0,14319484000000.0,11443247000000.0,12623464000000.0,13878290000000.0,13058907000000.0,11039191000000.0,13207433000000.0
2063.0,10324304000000.0,13518496000000.0,11628568000000.0,12419105000000.0,12068290000000.0,13987554000000.0,14252089000000.0,11157746000000.0,12457738000000.0,13710103000000.0,12915155000000.0,10804489000000.0,13048566000000.0
2064.0,10158812000000.0,13394166000000.0,11532496000000.0,12266916000000.0,11934297000000.0,13832420000000.0,14194722000000.0,10929184000000.0,12247851000000.0,13542494000000.0,12897164000000.0,10637401000000.0,12948566000000.0
2065.0,10025840000000.0,13259029000000.0,11305080000000.0,12038983000000.0,11835168000000.0,13695992000000.0,14104032000000.0,10722669000000.0,12040212000000.0,13415482000000.0,12773346000000.0,10423130000000.0,12831759000000.0
2066.0,9824476000000.0,13188643000000.0,11127093000000.0,11806978000000.0,11621279000000.0,13648680000000.0,13977953000000.0,10490278000000.0,11805731000000.0,13352339000000.0,12675070000000.0,10231669000000.0,12667926000000.0
2067.0,9662725000000.0,13079160000000.0,10828674000000.0,11623774000000.0,11495345000000.0,13527155000000.0,13849244000000.0,10259675000000.0,11640269000000.0,13227971000000.0,12497907000000.0,10009844000000.0,12546672000000.0
2068.0,9517897000000.0,12970834000000.0,10584933000000.0,11486979000000.0,11433484000000.0,13386517000000.0,13748807000000.0,9996976000000.0,11376146000000.0,13090405000000.0,12380942000000.0,9764496000000.0,12497662000000.0
2069.0,9362228000000.0,12909440000000.0,10390376000000.0,11346140000000.0,11289529000000.0,13245772000000.0,13649849000000.0,9829541000000.0,11180298000000.0,12928315000000.0,12342858000000.0,9516004000000.0,12384677000000.0
2070.0,9143412000000.0,12799759000000.0,10209714000000.0,11205716000000.0,11184472000000.0,13112578000000.0,13562577000000.0,9545672000000.0,10940534000000.0,12814518000000.0,12242361000000.0,9350154000000.0,12252482000000.0
2071.0,8975063000000.0,12661883000000.0,10013123000000.0,11022217000000.0,11057346000000.0,12950256000000.0,13433848000000.0,9303391000000.0,10804851000000.0,12702777000000.0,12095007000000.0,9197305000000.0,12118055000000.0
2072.0,8831244000000.0,12521282000000.0,9831929000000.0,10829299000000.0,10886797000000.0,12879755000000.0,13316666000000.0,9034798000000.0,10588464000000.0,12634021000000.0,11902029000000.0,8970998000000.0,11992074000000.0
