time,CAMS-CSM1-0,BCC-CSM2-MR,NORESM2-MM,ACCESS-ESM1-5,FGOALS-F3-L,INM-CM4-8,ACCESS-CM2,EC-EARTH3,IPSL-CM6A-LR,INM-CM5-0,MPI-ESM1-2-HR,CESM2-WACCM,CESM2,EC-EARTH3-VEG,CANESM5,GFDL-ESM4,MRI-ESM2-0
2010.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0
2011.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0
2012.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0
2013.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0
2014.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0
2015.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0
2016.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0
2017.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0
2018.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0
2019.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0
2020.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0
2021.0,18019070000000.0,18051532000000.0,17968463000000.0,17977215000000.0,17957919000000.0,18090063000000.0,18156521000000.0,18025464000000.0,18118456000000.0,18069980000000.0,18027374000000.0,17974694000000.0,18002700000000.0,18035641000000.0,17974572000000.0,18005453000000.0,18016710000000.0
2022.0,18000447000000.0,17861712000000.0,17889000000000.0,17804577000000.0,17889319000000.0,17901566000000.0,18090908000000.0,18004857000000.0,18028335000000.0,17960498000000.0,18009263000000.0,17799494000000.0,17909360000000.0,17935130000000.0,17816321000000.0,17799840000000.0,17931923000000.0
2023.0,17906250000000.0,17823909000000.0,17811684000000.0,17731856000000.0,17834302000000.0,17747254000000.0,17935700000000.0,17943075000000.0,17975210000000.0,17921435000000.0,17892383000000.0,17650596000000.0,17734767000000.0,17825358000000.0,17771174000000.0,17612904000000.0,17877778000000.0
2024.0,17763175000000.0,17736934000000.0,17762234000000.0,17662292000000.0,17731072000000.0,17570379000000.0,17801810000000.0,17799953000000.0,17885740000000.0,17842884000000.0,17822913000000.0,17470562000000.0,17626569000000.0,17771380000000.0,17642505000000.0,17528863000000.0,17812907000000.0
2025.0,17655835000000.0,17609708000000.0,17680300000000.0,17588527000000.0,17634282000000.0,17433945000000.0,17668749000000.0,17691344000000.0,17699420000000.0,17708844000000.0,17707987000000.0,17274440000000.0,17422917000000.0,17663514000000.0,17470895000000.0,17479094000000.0,17697436000000.0
2026.0,17586693000000.0,17427595000000.0,17625067000000.0,17428929000000.0,17504701000000.0,17361312000000.0,17526994000000.0,17523903000000.0,17544757000000.0,17640932000000.0,17666213000000.0,17048629000000.0,17225552000000.0,17479227000000.0,17396006000000.0,17358678000000.0,17593046000000.0
2027.0,17480586000000.0,17426893000000.0,17531780000000.0,17293816000000.0,17404847000000.0,17250553000000.0,17453976000000.0,17345590000000.0,17485383000000.0,17602913000000.0,17490581000000.0,16932982000000.0,17070716000000.0,17318075000000.0,17177184000000.0,17221020000000.0,17440102000000.0
2028.0,17392767000000.0,17307752000000.0,17437188000000.0,16990832000000.0,17378726000000.0,17178629000000.0,17337387000000.0,17235135000000.0,17452415000000.0,17507055000000.0,17309299000000.0,16733697000000.0,16938774000000.0,17089587000000.0,17038897000000.0,17167873000000.0,17373251000000.0
2029.0,17342187000000.0,17272571000000.0,17316518000000.0,16745597000000.0,17214068000000.0,17104481000000.0,17218191000000.0,17074216000000.0,17348847000000.0,17404152000000.0,17161331000000.0,16524937000000.0,16786020000000.0,16978222000000.0,16934215000000.0,17112361000000.0,17271785000000.0
2030.0,17238683000000.0,17178261000000.0,17335855000000.0,16613001000000.0,17104104000000.0,17010931000000.0,17025384000000.0,16911643000000.0,17267837000000.0,17379634000000.0,17056918000000.0,16364465000000.0,16527252000000.0,16857243000000.0,16814655000000.0,16967077000000.0,17189513000000.0
2031.0,17198989000000.0,17013363000000.0,17223928000000.0,16488567000000.0,16990433000000.0,16855548000000.0,16802736000000.0,16872615000000.0,17224731000000.0,17278629000000.0,16982355000000.0,16285945000000.0,16362284000000.0,16703414000000.0,16589847000000.0,16890655000000.0,17111080000000.0
2032.0,17061944000000.0,16896553000000.0,17156657000000.0,16243489000000.0,16909790000000.0,16783452000000.0,16616289000000.0,16673784000000.0,17098404000000.0,17171222000000.0,16913398000000.0,16193028000000.0,16213566000000.0,16519167000000.0,16425605000000.0,16780040000000.0,17018724000000.0
2033.0,17006902000000.0,16735508000000.0,16959130000000.0,16126226000000.0,16621439000000.0,16651145000000.0,16461335000000.0,16510089000000.0,17003863000000.0,17021532000000.0,16776864000000.0,16042966000000.0,16125878000000.0,16423226000000.0,16251131000000.0,16660008000000.0,16891616000000.0
2034.0,16889113000000.0,16549907000000.0,16865620000000.0,15964241000000.0,16499316000000.0,16540766000000.0,16324189000000.0,16366265000000.0,16862109000000.0,16935828000000.0,16626137000000.0,15780206000000.0,15923788000000.0,16251772000000.0,16130716000000.0,16480861000000.0,16786473000000.0
2035.0,16791114000000.0,16321509000000.0,16768993000000.0,15762457000000.0,16391895000000.0,16469075000000.0,16213462000000.0,16263061000000.0,16668813000000.0,16805677000000.0,16560052000000.0,15654146000000.0,15773155000000.0,16071703000000.0,16005092000000.0,16293142000000.0,16598813000000.0
2036.0,16674372000000.0,16189434000000.0,16616774000000.0,15519751000000.0,16293404000000.0,16412633000000.0,16039848000000.0,16241690000000.0,16520805000000.0,16721906000000.0,16503686000000.0,15477697000000.0,15645741000000.0,15986939000000.0,15879489000000.0,16224264000000.0,16423558000000.0
2037.0,16603625000000.0,16025250000000.0,16491474000000.0,15369142000000.0,16114486000000.0,16317617000000.0,15893555000000.0,16142915000000.0,16409929000000.0,16615918000000.0,16435629000000.0,15253966000000.0,15477085000000.0,15831929000000.0,15775771000000.0,16065772000000.0,16270645000000.0
2038.0,16537151000000.0,15916044000000.0,16293095000000.0,15273565000000.0,16027302000000.0,16221205000000.0,15652555000000.0,15990503000000.0,16217561000000.0,16547832000000.0,16385360000000.0,15112092000000.0,15332764000000.0,15700463000000.0,15621119000000.0,15930704000000.0,16054159000000.0
2039.0,16411256000000.0,15815283000000.0,16167750000000.0,15087512000000.0,15851117000000.0,16154282000000.0,15487654000000.0,15935289000000.0,16042891000000.0,16422844000000.0,16352225000000.0,14897323000000.0,15080070000000.0,15590695000000.0,15529566000000.0,15802464000000.0,15953622000000.0
2040.0,16321556000000.0,15673330000000.0,16070360000000.0,14880544000000.0,15713446000000.0,16003718000000.0,15367686000000.0,15841546000000.0,15823861000000.0,16348565000000.0,16326976000000.0,14734431000000.0,14919857000000.0,15479047000000.0,15426094000000.0,15574972000000.0,15769848000000.0
2041.0,16130656000000.0,15504945000000.0,15896091000000.0,14762497000000.0,15608649000000.0,15910108000000.0,15128346000000.0,15679192000000.0,15731578000000.0,16282734000000.0,16164447000000.0,14595405000000.0,14824805000000.0,15328532000000.0,15351121000000.0,15450872000000.0,15581742000000.0
2042.0,16068372000000.0,15274256000000.0,15679676000000.0,14597630000000.0,15517665000000.0,15831518000000.0,14939855000000.0,15571677000000.0,15557621000000.0,16214438000000.0,16036151000000.0,14439769000000.0,14675298000000.0,15160834000000.0,15244744000000.0,15339121000000.0,15443082000000.0
2043.0,15925088000000.0,15089811000000.0,15516818000000.0,14454525000000.0,15373380000000.0,15762680000000.0,14787433000000.0,15533796000000.0,15281932000000.0,16153476000000.0,15949472000000.0,14271691000000.0,14476477000000.0,14982462000000.0,15119595000000.0,15163883000000.0,15284542000000.0
2044.0,15878089000000.0,14933265000000.0,15342564000000.0,14213507000000.0,15216760000000.0,15654289000000.0,14599508000000.0,15326214000000.0,15153558000000.0,16078844000000.0,15921513000000.0,14114853000000.0,14293485000000.0,14918052000000.0,15016847000000.0,15033497000000.0,15122159000000.0
2045.0,15724213000000.0,14723616000000.0,15170129000000.0,14063702000000.0,15067639000000.0,15569114000000.0,14461064000000.0,15124561000000.0,14955654000000.0,15982685000000.0,15825350000000.0,13966019000000.0,14215051000000.0,14833226000000.0,14946604000000.0,14974244000000.0,14920852000000.0
2046.0,15631079000000.0,14580395000000.0,15071503000000.0,13980238000000.0,14851438000000.0,15456455000000.0,14265155000000.0,14999526000000.0,14716434000000.0,15890562000000.0,15791509000000.0,13839126000000.0,13984476000000.0,14722705000000.0,14790973000000.0,14847345000000.0,14748438000000.0
2047.0,15589076000000.0,14437937000000.0,15027854000000.0,13779113000000.0,14683571000000.0,15387252000000.0,14141072000000.0,14848368000000.0,14642359000000.0,15808940000000.0,15722568000000.0,13679446000000.0,13758320000000.0,14590432000000.0,14607786000000.0,14765860000000.0,14604667000000.0
2048.0,15399695000000.0,14278545000000.0,14839111000000.0,13646076000000.0,14574337000000.0,15280260000000.0,13961341000000.0,14624523000000.0,14347623000000.0,15746517000000.0,15651367000000.0,13550029000000.0,13644557000000.0,14427611000000.0,14407817000000.0,14680368000000.0,14458977000000.0
2049.0,15349211000000.0,14068921000000.0,14630359000000.0,13474165000000.0,14426040000000.0,15191088000000.0,13754278000000.0,14533575000000.0,14181131000000.0,15647370000000.0,15593659000000.0,13352912000000.0,13486207000000.0,14296491000000.0,14344335000000.0,14551829000000.0,14343988000000.0
2050.0,15330683000000.0,13889930000000.0,14516275000000.0,13387316000000.0,14407168000000.0,15063983000000.0,13567034000000.0,14306736000000.0,14066289000000.0,15527026000000.0,15571743000000.0,13217835000000.0,13276770000000.0,14043851000000.0,14210011000000.0,14393402000000.0,14271600000000.0
2051.0,15327639000000.0,13774921000000.0,14352532000000.0,13166218000000.0,14283462000000.0,14958922000000.0,13421355000000.0,14112149000000.0,13895410000000.0,15424540000000.0,15507566000000.0,13101459000000.0,13017783000000.0,13902246000000.0,14052656000000.0,14308415000000.0,14125707000000.0
2052.0,15324258000000.0,13622863000000.0,14177223000000.0,13082980000000.0,14165995000000.0,14831354000000.0,13188581000000.0,14039855000000.0,13831916000000.0,15349093000000.0,15470652000000.0,12918292000000.0,12762319000000.0,13819784000000.0,13948111000000.0,14262546000000.0,14028269000000.0
2053.0,15297004000000.0,13475880000000.0,14023945000000.0,12951881000000.0,14113212000000.0,14734970000000.0,12962207000000.0,13861475000000.0,13723533000000.0,15304476000000.0,15368934000000.0,12745728000000.0,12597824000000.0,13753719000000.0,13797134000000.0,14188136000000.0,13955432000000.0
2054.0,15202746000000.0,13286863000000.0,13953642000000.0,12893250000000.0,13951322000000.0,14610388000000.0,12778413000000.0,13665836000000.0,13619582000000.0,15232216000000.0,15319232000000.0,12642167000000.0,12468026000000.0,13752160000000.0,13650918000000.0,14131263000000.0,13841041000000.0
2055.0,15146566000000.0,13186252000000.0,13788158000000.0,12811302000000.0,13765398000000.0,14529410000000.0,12591329000000.0,13486962000000.0,13548057000000.0,15138715000000.0,15272956000000.0,12493269000000.0,12299259000000.0,13604170000000.0,13509054000000.0,14019842000000.0,13749556000000.0
2056.0,15094320000000.0,13080325000000.0,13706766000000.0,12671992000000.0,13669688000000.0,14412406000000.0,12468497000000.0,13412908000000.0,13437703000000.0,15065211000000.0,15202018000000.0,12288687000000.0,12089232000000.0,13450415000000.0,13347010000000.0,13898725000000.0,13653938000000.0
2057.0,15045673000000.0,12901832000000.0,13622233000000.0,12536388000000.0,13606001000000.0,14368010000000.0,12331631000000.0,13269861000000.0,13293831000000.0,14999989000000.0,15124803000000.0,12111516000000.0,12008885000000.0,13321393000000.0,13161494000000.0,13724808000000.0,13549098000000.0
2058.0,14941786000000.0,12817014000000.0,13528384000000.0,12445821000000.0,13504988000000.0,14327093000000.0,12164282000000.0,13087266000000.0,13138711000000.0,14902572000000.0,14999068000000.0,11950579000000.0,11851091000000.0,13185579000000.0,12999188000000.0,13620391000000.0,13476149000000.0
2059.0,14902012000000.0,12723218000000.0,13338313000000.0,12301687000000.0,13350851000000.0,14264595000000.0,12059397000000.0,12991525000000.0,12992035000000.0,14817716000000.0,14889806000000.0,11687516000000.0,11645760000000.0,12970765000000.0,12806029000000.0,13475704000000.0,13414116000000.0
2060.0,14858230000000.0,12623835000000.0,13236800000000.0,12180049000000.0,13296052000000.0,14188868000000.0,12010298000000.0,12901583000000.0,12819968000000.0,14771133000000.0,14830886000000.0,11547651000000.0,11447867000000.0,12802972000000.0,12640000000000.0,13373567000000.0,13334381000000.0
2061.0,14794723000000.0,12566945000000.0,13172495000000.0,12077194000000.0,13160793000000.0,14114798000000.0,11870903000000.0,12826863000000.0,12765227000000.0,14771386000000.0,14695147000000.0,11362647000000.0,11258712000000.0,12662111000000.0,12542206000000.0,13225913000000.0,13237105000000.0
2062.0,14733955000000.0,12448715000000.0,12995796000000.0,11954781000000.0,13075714000000.0,14086660000000.0,11761070000000.0,12809373000000.0,12589349000000.0,14774203000000.0,14617402000000.0,11220747000000.0,11085851000000.0,12466709000000.0,12398680000000.0,13141691000000.0,13180092000000.0
2063.0,14578902000000.0,12320434000000.0,12870318000000.0,11823100000000.0,12961596000000.0,14010962000000.0,11659577000000.0,12719816000000.0,12490754000000.0,14640188000000.0,14536256000000.0,11109990000000.0,10995606000000.0,12330177000000.0,12275379000000.0,13101083000000.0,13124936000000.0
2064.0,14472400000000.0,12190378000000.0,12723351000000.0,11690538000000.0,12813553000000.0,13941375000000.0,11555595000000.0,12666818000000.0,12254267000000.0,14529790000000.0,14458283000000.0,10990056000000.0,10860715000000.0,12250323000000.0,12114008000000.0,12993155000000.0,13153115000000.0
2065.0,14363775000000.0,12060805000000.0,12526077000000.0,11564539000000.0,12823668000000.0,13861971000000.0,11391669000000.0,12459243000000.0,12071693000000.0,14470818000000.0,14363499000000.0,10858031000000.0,10700764000000.0,12187432000000.0,12002300000000.0,12919567000000.0,13054479000000.0
2066.0,14264271000000.0,12014729000000.0,12382017000000.0,11489715000000.0,12735172000000.0,13799623000000.0,11268325000000.0,12389832000000.0,11949498000000.0,14453232000000.0,14239058000000.0,10686172000000.0,10545939000000.0,12058352000000.0,11844878000000.0,12804742000000.0,12953323000000.0
2067.0,14271551000000.0,11949708000000.0,12249055000000.0,11359132000000.0,12631460000000.0,13733808000000.0,11136900000000.0,12287361000000.0,11758926000000.0,14406794000000.0,14195910000000.0,10585045000000.0,10445110000000.0,11928174000000.0,11742919000000.0,12733296000000.0,12899534000000.0
2068.0,14194727000000.0,11830238000000.0,12184297000000.0,11212739000000.0,12541109000000.0,13675784000000.0,10945492000000.0,12060502000000.0,11615606000000.0,14349274000000.0,14111575000000.0,10361898000000.0,10327202000000.0,11823624000000.0,11643468000000.0,12658192000000.0,12825073000000.0
2069.0,14146464000000.0,11706088000000.0,12122855000000.0,11059473000000.0,12429462000000.0,13582623000000.0,10821033000000.0,11946162000000.0,11502081000000.0,14210133000000.0,14032720000000.0,10150614000000.0,10191851000000.0,11608155000000.0,11557410000000.0,12606506000000.0,12690477000000.0
2070.0,14075150000000.0,11561259000000.0,11990873000000.0,10890874000000.0,12308221000000.0,13456708000000.0,10733800000000.0,11823767000000.0,11326805000000.0,14164102000000.0,13961953000000.0,9952687000000.0,10059437000000.0,11550977000000.0,11466597000000.0,12499312000000.0,12583781000000.0
2071.0,14038637000000.0,11513096000000.0,11839080000000.0,10779655000000.0,12201308000000.0,13389901000000.0,10632349000000.0,11681677000000.0,11165895000000.0,14091556000000.0,13874564000000.0,9849477000000.0,9987583000000.0,11523391000000.0,11394702000000.0,12414846000000.0,12520148000000.0
2072.0,13924254000000.0,11377930000000.0,11724433000000.0,10643987000000.0,12123099000000.0,13310233000000.0,10557578000000.0,11624753000000.0,11092994000000.0,13988121000000.0,13779015000000.0,9788916000000.0,9805381000000.0,11352902000000.0,11278499000000.0,12335058000000.0,12538276000000.0
2073.0,13812369000000.0,11207277000000.0,11670985000000.0,10556519000000.0,12025067000000.0,13249297000000.0,10467917000000.0,11538819000000.0,11056813000000.0,13933479000000.0,13712721000000.0,9707817000000.0,9674093000000.0,11171886000000.0,11147804000000.0,12237647000000.0,12548124000000.0
2074.0,13708488000000.0,11155709000000.0,11531644000000.0,10448474000000.0,11976938000000.0,13134061000000.0,10371412000000.0,11428992000000.0,10960866000000.0,13854921000000.0,13591426000000.0,9658348000000.0,9587395000000.0,11057880000000.0,11047776000000.0,12177464000000.0,12477130000000.0
2075.0,13623745000000.0,11070931000000.0,11498072000000.0,10321620000000.0,11921996000000.0,13055540000000.0,10250606000000.0,11184662000000.0,10913539000000.0,13810574000000.0,13520189000000.0,9537467000000.0,9480138000000.0,10973430000000.0,10954875000000.0,12135904000000.0,12449998000000.0
2076.0,13491722000000.0,10998514000000.0,11445462000000.0,10218629000000.0,11907764000000.0,12966167000000.0,10161634000000.0,11053958000000.0,10763573000000.0,13706125000000.0,13444794000000.0,9431136000000.0,9365887000000.0,10851127000000.0,10838676000000.0,12084298000000.0,12458048000000.0
2077.0,13393053000000.0,10824940000000.0,11332426000000.0,10091168000000.0,11829062000000.0,12899272000000.0,10096070000000.0,10910767000000.0,10629866000000.0,13563305000000.0,13410790000000.0,9266177000000.0,9272023000000.0,10662330000000.0,10739408000000.0,12021885000000.0,12436242000000.0
2078.0,13301737000000.0,10761174000000.0,11121222000000.0,9985783000000.0,11686385000000.0,12834903000000.0,9984193000000.0,10760540000000.0,10549196000000.0,13479806000000.0,13417336000000.0,9158009000000.0,9171861000000.0,10484937000000.0,10650218000000.0,11946443000000.0,12381383000000.0
2079.0,13229316000000.0,10737138000000.0,10971914000000.0,9904087000000.0,11613558000000.0,12806373000000.0,9868428000000.0,10646665000000.0,10407293000000.0,13392465000000.0,13361463000000.0,9040595000000.0,9089031000000.0,10368957000000.0,10570570000000.0,11806219000000.0,12348794000000.0
2080.0,13183218000000.0,10561060000000.0,10892518000000.0,9838350000000.0,11530467000000.0,12773326000000.0,9781677000000.0,10483469000000.0,10283697000000.0,13335108000000.0,13326666000000.0,8916789000000.0,9035611000000.0,10292442000000.0,10467987000000.0,11749338000000.0,12242302000000.0
2081.0,13076649000000.0,10479006000000.0,10735829000000.0,9736546000000.0,11455775000000.0,12709247000000.0,9713315000000.0,10449826000000.0,10142086000000.0,13288290000000.0,13239030000000.0,8811335000000.0,8961129000000.0,10162217000000.0,10384454000000.0,11650664000000.0,12156299000000.0
2082.0,13085217000000.0,10362803000000.0,10642459000000.0,9589140000000.0,11321664000000.0,12630361000000.0,9705444000000.0,10333828000000.0,10052906000000.0,13242663000000.0,13203948000000.0,8729802600000.0,8875609000000.0,10018569000000.0,10283546000000.0,11577935000000.0,12160855000000.0
2083.0,13036042000000.0,10180611000000.0,10549926000000.0,9556058000000.0,11272030000000.0,12559731000000.0,9569183000000.0,10213192000000.0,9905534000000.0,13174593000000.0,13144256000000.0,8650343000000.0,8779802000000.0,9915693000000.0,10186959000000.0,11446014000000.0,12084477000000.0
2084.0,12931895000000.0,10100235000000.0,10506902000000.0,9457480000000.0,11230140000000.0,12499697000000.0,9486935000000.0,10144353000000.0,9835056000000.0,13167960000000.0,13094835000000.0,8534817000000.0,8632841000000.0,9770343000000.0,10097886000000.0,11360398000000.0,11996627000000.0
2085.0,12929367000000.0,10066311000000.0,10456460000000.0,9304432000000.0,11084375000000.0,12403596000000.0,9392596000000.0,10094818000000.0,9761005000000.0,13149713000000.0,13025227000000.0,8378243400000.0,8541875700000.0,9703520000000.0,10016866000000.0,11300261000000.0,11900836000000.0
2086.0,12845341000000.0,9946063000000.0,10325733000000.0,9141318000000.0,11015941000000.0,12273088000000.0,9322517000000.0,9964691000000.0,9735782000000.0,13085245000000.0,12904315000000.0,8261727000000.0,8476901000000.0,9589691000000.0,9896617000000.0,11295598000000.0,11848533000000.0
2087.0,12837526000000.0,9821200000000.0,10178168000000.0,9027799000000.0,10922507000000.0,12154676000000.0,9181608000000.0,9912050000000.0,9634644000000.0,13029795000000.0,12835174000000.0,8167813000000.0,8367764400000.0,9459217000000.0,9798094000000.0,11248432000000.0,11780010000000.0
2088.0,12779749000000.0,9664116000000.0,10076363000000.0,8909331000000.0,10885001000000.0,12059318000000.0,9088942000000.0,9816005000000.0,9538126000000.0,12950529000000.0,12804064000000.0,8102982700000.0,8237811000000.0,9373739000000.0,9737410000000.0,11202161000000.0,11714032000000.0
2089.0,12730723000000.0,9604480000000.0,9971431000000.0,8863609000000.0,10822973000000.0,11947191000000.0,8982973000000.0,9631158000000.0,9442501000000.0,12962323000000.0,12745169000000.0,8026314500000.0,8169382000000.0,9235175000000.0,9686131000000.0,11136540000000.0,11607758000000.0
2090.0,12662335000000.0,9513266000000.0,9909017000000.0,8801506000000.0,10729974000000.0,11882956000000.0,8916552000000.0,9548811000000.0,9360991000000.0,12947780000000.0,12668747000000.0,7927192600000.0,8102047400000.0,9128820000000.0,9615022000000.0,11106086000000.0,11525312000000.0
2091.0,12590959000000.0,9422881000000.0,9802320000000.0,8730304000000.0,10671663000000.0,11803092000000.0,8858688000000.0,9443300000000.0,9306124000000.0,12903941000000.0,12670015000000.0,7814572000000.0,7975017600000.0,9031729000000.0,9509436000000.0,11028637000000.0,11457760000000.0
2092.0,12530733000000.0,9340908000000.0,9678346000000.0,8618364600000.0,10579387000000.0,11752044000000.0,8758962400000.0,9339628000000.0,9260151000000.0,12871597000000.0,12565572000000.0,7666301700000.0,7842553000000.0,8916971000000.0,9484648000000.0,10963836000000.0,11394257000000.0
2093.0,12402038000000.0,9240634000000.0,9644875000000.0,8501722000000.0,10478397000000.0,11675036000000.0,8658821300000.0,9245481000000.0,9209645000000.0,12860008000000.0,12548808000000.0,7541262000000.0,7757145000000.0,8877243000000.0,9462111000000.0,10897209000000.0,11329612000000.0
2094.0,12424362000000.0,9162068000000.0,9554999000000.0,8434458000000.0,10449183000000.0,11627501000000.0,8524961000000.0,9201079000000.0,9150281000000.0,12830476000000.0,12507782000000.0,7381595000000.0,7589690600000.0,8868610000000.0,9453041000000.0,10798035000000.0,11285727000000.0
2095.0,12436274000000.0,9119980000000.0,9427029000000.0,8310469700000.0,10371053000000.0,11614332000000.0,8407758000000.0,9094490000000.0,9082570000000.0,12805562000000.0,12409744000000.0,7299258600000.0,7485353000000.0,8821272000000.0,9397480000000.0,10690246000000.0,11302110000000.0
