time,MRI-ESM2-0
2000.0,19611645000000.0
2001.0,19650295000000.0
2002.0,19627940000000.0
2003.0,19581144000000.0
2004.0,19518582000000.0
2005.0,19432791000000.0
2006.0,19355163000000.0
2007.0,19307688000000.0
2008.0,19223886000000.0
2009.0,19243513000000.0
2010.0,19159176000000.0
2011.0,19076510000000.0
2012.0,19031612000000.0
2013.0,18987550000000.0
2014.0,18889455000000.0
2015.0,18804678000000.0
2016.0,18727611000000.0
2017.0,18547252000000.0
2018.0,18422369000000.0
2019.0,18303769000000.0
2020.0,18123168000000.0
2021.0,18007347000000.0
2022.0,17933217000000.0
2023.0,17866519000000.0
2024.0,17698810000000.0
2025.0,17592557000000.0
2026.0,17579162000000.0
2027.0,17509399000000.0
2028.0,17415100000000.0
2029.0,17311957000000.0
2030.0,17170864000000.0
2031.0,16995921000000.0
2032.0,16866595000000.0
2033.0,16709946000000.0
2034.0,16573779000000.0
2035.0,16484798000000.0
2036.0,16284057000000.0
2037.0,16159033000000.0
2038.0,16053465000000.0
2039.0,15909193000000.0
2040.0,15788223000000.0
2041.0,15645465000000.0
2042.0,15468314000000.0
2043.0,15345902000000.0
2044.0,15095442000000.0
2045.0,14965931000000.0
2046.0,14798072000000.0
2047.0,14676540000000.0
2048.0,14511030000000.0
2049.0,14302523000000.0
2050.0,14291545000000.0
2051.0,14148880000000.0
2052.0,13914709000000.0
2053.0,13775995000000.0
2054.0,13696028000000.0
2055.0,13575514000000.0
2056.0,13475209000000.0
2057.0,13359198000000.0
2058.0,13304295000000.0
2059.0,13206548000000.0
2060.0,13162350000000.0
2061.0,13074741000000.0
2062.0,12978677000000.0
2063.0,12791175000000.0
2064.0,12568308000000.0
2065.0,12421399000000.0
2066.0,12322618000000.0
2067.0,12223736000000.0
2068.0,12139615000000.0
2069.0,12020907000000.0
2070.0,11909200000000.0
2071.0,11728373000000.0
2072.0,11613662000000.0
2073.0,11538467000000.0
2074.0,11490728000000.0
2075.0,11384219000000.0
2076.0,11320825000000.0
2077.0,11247347000000.0
2078.0,11081196000000.0
2079.0,11000720000000.0
2080.0,10886877000000.0
2081.0,10816361000000.0
2082.0,10757332000000.0
2083.0,10649938000000.0
2084.0,10593330000000.0
2085.0,10477615000000.0
2086.0,10387048000000.0
2087.0,10385446000000.0
2088.0,10261412000000.0
2089.0,10099076000000.0
2090.0,9983016000000.0
2091.0,9792147000000.0
2092.0,9716664000000.0
2093.0,9634747000000.0
2094.0,9562974000000.0
2095.0,9477125000000.0
2096.0,9396525000000.0
2097.0,9345973000000.0
2098.0,9262739000000.0
2099.0,9169572000000.0
2100.0,9099389000000.0
