time,EC-EARTH3-VEG,MRI-ESM2-0,GFDL-ESM4,CAMS-CSM1-0
2035.0,11650257000.0,11423990000.0,11988631000.0,12218891000.0
2036.0,11793517000.0,11120693000.0,11964557000.0,12179583000.0
2037.0,11249411000.0,10945185000.0,11623423000.0,12161577000.0
2038.0,11115782000.0,10855880000.0,11402934000.0,11842827000.0
2039.0,10929890000.0,10596652000.0,11322858000.0,11694139000.0
2040.0,11167141000.0,10367485000.0,11321632000.0,11734341000.0
2041.0,10756103000.0,10306735000.0,11033313000.0,11517519000.0
2042.0,10524420000.0,10133756000.0,10843082000.0,11396507000.0
2043.0,10294663000.0,9857099000.0,10637408000.0,11280999000.0
2044.0,10342082000.0,9664498000.0,10516211000.0,11220148000.0
2045.0,10010802000.0,9348739000.0,10326314000.0,11274766000.0
2046.0,9723954000.0,9174513000.0,10137236000.0,11078775000.0
2047.0,9611158000.0,8851803000.0,9900899000.0,10937227000.0
2048.0,9837542000.0,8796186000.0,9697650000.0,10705818000.0
2049.0,9457275000.0,8561188400.0,9721402000.0,10520758000.0
2050.0,9247200000.0,8349795300.0,9904315000.0,10469571000.0
2051.0,9133975000.0,8155192000.0,9562554000.0,10285670000.0
2052.0,8886192000.0,7983451000.0,9238014000.0,10140006000.0
2053.0,8920806000.0,7765212000.0,9156137000.0,10092701000.0
2054.0,8740601000.0,7621777000.0,8890165000.0,10207313000.0
2055.0,8508820500.0,7519021000.0,8664856000.0,10332919000.0
2056.0,8532836400.0,7424559600.0,8764240000.0,10326211000.0
2057.0,8266527000.0,7368494600.0,8469188600.0,10145213000.0
2058.0,8175122000.0,7143004700.0,8391314400.0,9807647000.0
2059.0,8048796000.0,7189464000.0,8297170000.0,9525101000.0
2060.0,9280742000.0,6908421600.0,8110748700.0,10166479000.0
2061.0,9100596000.0,7865278000.0,8032923000.0,9548877000.0
2062.0,8454792000.0,6807117300.0,7903986700.0,9340947000.0
2063.0,8146739000.0,6622800400.0,7787017700.0,9512697000.0
2064.0,7917768700.0,6529366000.0,7712574500.0,9356236000.0
2065.0,7730610700.0,6360420400.0,7580802600.0,9930301000.0
2066.0,7791784000.0,6211065300.0,7539501000.0,9143818000.0
2067.0,7533491000.0,6049511000.0,7395953000.0,9048101000.0
2068.0,7917152000.0,6341181400.0,7269673500.0,9011633000.0
2069.0,7553832400.0,6413211000.0,7169177600.0,9900969000.0
2070.0,7462267400.0,5819385000.0,7071342000.0,12124128000.0
2071.0,7301725700.0,7457375700.0,7107991000.0,9797780000.0
2072.0,7130652000.0,7646191600.0,6944760300.0,9235726000.0
2073.0,7455262000.0,7014904000.0,6812971000.0,8997747000.0
2074.0,8174944000.0,6483034600.0,6752749000.0,10652103000.0
2075.0,7168996400.0,6062089700.0,6602258400.0,9812940000.0
2076.0,6985829000.0,6231897000.0,6475794400.0,9773658000.0
2077.0,7106121700.0,5780270000.0,6542129700.0,9212632000.0
2078.0,6933502000.0,5722906600.0,6614727000.0,9098906000.0
2079.0,6772781000.0,5699489000.0,6410149000.0,8985883000.0
2080.0,6711545300.0,5496150500.0,6390963000.0,9096532000.0
2081.0,8098829300.0,7673956000.0,6164500500.0,8795945000.0
2082.0,6900817000.0,5659624000.0,6639588400.0,9005005000.0
2083.0,7147001000.0,5409702000.0,6082663400.0,8754396000.0
2084.0,6713291000.0,5272768500.0,6163446000.0,8823123000.0
2085.0,6499499000.0,5619855000.0,5840886300.0,10302436000.0
2086.0,6530863600.0,6350835700.0,5895889400.0,9125628000.0
2087.0,6303908400.0,5275415000.0,5726823000.0,8956147000.0
2088.0,6264462000.0,5117070000.0,5738834000.0,8671074000.0
2089.0,6208391700.0,7594979300.0,5598219000.0,8772491000.0
2090.0,6092180000.0,5850638000.0,5545700400.0,8880282000.0
2091.0,6072030000.0,5126261000.0,6072945000.0,8753757000.0
2092.0,6034189300.0,4984847400.0,6723635000.0,9288718000.0
2093.0,7345157000.0,5704627000.0,5917393000.0,8576165000.0
2094.0,6530231300.0,5701116400.0,5764638000.0,8960612000.0
2095.0,6160847000.0,4982707000.0,5640336000.0,9856700000.0
2096.0,6028683000.0,5406957000.0,6130865700.0,9213099000.0
2097.0,5878081000.0,5484875300.0,6018403000.0,8742937000.0
2098.0,5984235000.0,4961640400.0,6162633700.0,9288698000.0
2099.0,5941160000.0,5675787000.0,5579541000.0,9007503000.0
2100.0,6260380700.0,5033637000.0,5494115000.0,8991351000.0
