time,EC-EARTH3-VEG,MRI-ESM2-0,CESM2-WACCM,INM-CM4-8,CANESM5,EC-EARTH3,MPI-ESM1-2-HR,ACCESS-CM2,ACCESS-ESM1-5,CESM2,INM-CM5-0,FGOALS-F3-L,NORESM2-MM,BCC-CSM2-MR,GFDL-ESM4,IPSL-CM6A-LR,CAMS-CSM1-0
2012.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0,14631240000.0
2013.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0,14518057000.0
2014.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0,14325532000.0
2015.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0,14255470000.0
2016.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0,14158819000.0
2017.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0,14112299000.0
2018.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0,14035831000.0
2019.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0,13963822000.0
2020.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0,13873392000.0
2021.0,13750522000.0,13761609000.0,13843234000.0,13814197000.0,13777097000.0,13794073000.0,13803942000.0,13750206000.0,13784238000.0,13758560000.0,13773603000.0,13751613000.0,13753475000.0,13739727000.0,13754973000.0,13790671000.0,13762151000.0
2022.0,13697049000.0,13648551000.0,13652433000.0,13694966000.0,13648645000.0,13613309000.0,13635101000.0,13622030000.0,13660468000.0,13726203000.0,13684484000.0,13850852000.0,13582976000.0,13603679000.0,13669281000.0,13709864000.0,13706636000.0
2023.0,13609267000.0,13705150000.0,13533919000.0,13578172000.0,13452825000.0,13691228000.0,13642808000.0,13434838000.0,13841607000.0,13600780000.0,13621302000.0,13562779000.0,13544037000.0,13549903000.0,13551633000.0,13599449000.0,13630287000.0
2024.0,13510091000.0,13530096000.0,13374428000.0,13504532000.0,13292092000.0,13500218000.0,13456998000.0,13324081000.0,13542051000.0,13424426000.0,13483356000.0,13421839000.0,13321230000.0,13444778000.0,13650786000.0,13485003000.0,13552294000.0
2025.0,13428686000.0,13366433000.0,13171428000.0,13335648000.0,13126443000.0,13474458000.0,13386138000.0,13152621000.0,13371362000.0,13324796000.0,13315300000.0,13265212000.0,13153682000.0,13561349000.0,13750608000.0,13301090000.0,13450843000.0
2026.0,13297898000.0,13266773000.0,13003771000.0,13215663000.0,12937041000.0,13258087000.0,13248056000.0,12967456000.0,13248774000.0,13278579000.0,13160635000.0,13219767000.0,13021217000.0,13582896000.0,13341867000.0,13170073000.0,13313752000.0
2027.0,13143281000.0,13168618000.0,12837031000.0,13149829000.0,12737855000.0,13152200000.0,13120594000.0,12876658000.0,13073603000.0,13122679000.0,13152558000.0,12969184000.0,12834019000.0,13379708000.0,13188387000.0,13096064000.0,13242068000.0
2028.0,12972087000.0,13007348000.0,12520219000.0,13023322000.0,12513556000.0,13006331000.0,13001370000.0,12678048000.0,13016493000.0,12975540000.0,12960681000.0,12753187000.0,12616319000.0,13211137000.0,13082356000.0,12983687000.0,13300438000.0
2029.0,12936158000.0,12911978000.0,12261683000.0,12922152000.0,12439126000.0,12835327000.0,12866377000.0,12435900000.0,12752856000.0,12749403000.0,12870654000.0,12482975000.0,12432914000.0,13136155000.0,12919780000.0,12783327000.0,13241374000.0
2030.0,12750659000.0,12687617000.0,11966021000.0,12836379000.0,12140249000.0,12788384000.0,12601271000.0,12133639000.0,12551847000.0,12445000000.0,12678094000.0,12227956000.0,12264615000.0,12937450000.0,12736707000.0,12660604000.0,13199032000.0
2031.0,12497802000.0,12573402000.0,11780195000.0,12611606000.0,11870567000.0,12757689000.0,12550962000.0,11811101000.0,12374142000.0,12159018000.0,12645539000.0,11965646000.0,12052975000.0,12800609000.0,12587397000.0,12577356000.0,13105153000.0
2032.0,12322393000.0,12336221000.0,11673045000.0,12553074000.0,11615459000.0,12503770000.0,12578050000.0,11600076000.0,12142553000.0,11879973000.0,12459956000.0,11883680000.0,11742628000.0,12739237000.0,12316511000.0,12273726000.0,12877899000.0
2033.0,12113351000.0,12146972000.0,11281458000.0,12283006000.0,11298761000.0,12266058000.0,12297946000.0,11209110000.0,11911214000.0,11676853000.0,12329762000.0,11545819000.0,11461182000.0,12516340000.0,12079412000.0,11968936000.0,12724938000.0
2034.0,11954634000.0,11939834000.0,10958246000.0,12169095000.0,11074173000.0,12100209000.0,12099615000.0,11137113000.0,11708483000.0,11422803000.0,12173677000.0,11082924000.0,11243447000.0,12361390000.0,11884933000.0,11686602000.0,12613425000.0
2035.0,11730968000.0,11583429000.0,10709104000.0,12060227000.0,10848283000.0,11957178000.0,12087100000.0,10818247000.0,11467826000.0,11207071000.0,12154179000.0,10885945000.0,10976095000.0,12184889000.0,11751391000.0,11413577000.0,12458935000.0
2036.0,11515536000.0,11712325000.0,10322510000.0,11985770000.0,10553419000.0,11891629000.0,11763494000.0,10508442000.0,11139548000.0,10927787000.0,11749864000.0,10536807000.0,10762964000.0,11957037000.0,11445893000.0,11074990000.0,12321780000.0
2037.0,11297125000.0,11248605000.0,10012447000.0,11880569000.0,10386105000.0,11575930000.0,11544039000.0,10076568000.0,10829506000.0,10621463000.0,11618313000.0,10277700000.0,10497258000.0,11775866000.0,11236653000.0,10811892000.0,12329044000.0
2038.0,11256655000.0,10940875000.0,9590532000.0,11672756000.0,10016364000.0,11260917000.0,11645267000.0,9785085000.0,10597091000.0,10301599000.0,11383613000.0,10450787000.0,10147226000.0,11646141000.0,11056675000.0,10461683000.0,12153759000.0
2039.0,11028472000.0,10831167000.0,9202774000.0,11517696000.0,9683236000.0,11016924000.0,11307547000.0,9370202000.0,10339854000.0,9970655000.0,11214542000.0,9752478000.0,9960839000.0,11417182000.0,10882551000.0,10092652000.0,12107464000.0
2040.0,10822128000.0,10589000000.0,8827081000.0,11643624000.0,9421676000.0,10779656000.0,11158034000.0,8986936000.0,10165050000.0,9808268000.0,10958573000.0,9591167000.0,9600494000.0,11212754000.0,10581849000.0,9693274000.0,12304672000.0
2041.0,10842025000.0,10321926000.0,8458674000.0,11344707000.0,9053766000.0,10514134000.0,11143276000.0,8703756000.0,9941381000.0,9536420000.0,10795023000.0,9288372000.0,9252050000.0,11009757000.0,10441406000.0,9452314000.0,11996404000.0
2042.0,10500164000.0,10117134000.0,8105183000.0,11155361000.0,8771428000.0,10368415000.0,10841731000.0,8396290600.0,9585317000.0,9121072000.0,10571271000.0,8958377000.0,8937719000.0,10988606000.0,10130392000.0,9072883000.0,11760423000.0
2043.0,10303496000.0,9987337000.0,7849009000.0,11035305000.0,8527459300.0,10326563000.0,10743010000.0,8154161700.0,9258685000.0,8706843000.0,10378656000.0,8600279000.0,8753666000.0,10692483000.0,9860268000.0,8762935000.0,11722321000.0
2044.0,10310896000.0,9673297000.0,7564017000.0,10812441000.0,8305304000.0,10023139000.0,10451876000.0,7869011000.0,9155482000.0,8394773500.0,10149707000.0,8376719000.0,8442024400.0,10372990000.0,9624741000.0,8513098000.0,11694037000.0
2045.0,9999792000.0,9417979000.0,7271622000.0,10686496000.0,8033418000.0,9793740000.0,10285417000.0,7793692000.0,8824818000.0,8409381400.0,10020641000.0,8046905000.0,8093093400.0,10150438000.0,9504602000.0,8317860400.0,11538289000.0
2046.0,9788106000.0,9138729000.0,7057970000.0,10558829000.0,7842165000.0,9603879000.0,10107533000.0,7386086000.0,8719043000.0,8013451000.0,9833501000.0,7751854600.0,7934031000.0,10004342000.0,9176622000.0,8002525000.0,11829731000.0
2047.0,9602608000.0,8983674000.0,6831515600.0,10265908000.0,7542820400.0,9339322000.0,9981426000.0,7180513000.0,8408400400.0,7718921700.0,9667940000.0,7504921000.0,7624019500.0,9825079000.0,9081981000.0,7771463700.0,11544403000.0
2048.0,9390800000.0,8734068000.0,6555346000.0,10110864000.0,7336911400.0,9038312000.0,9798135000.0,6744832000.0,8193899500.0,7550173000.0,9494249000.0,7298846700.0,7300648000.0,9725772000.0,8910311000.0,7484871700.0,11304628000.0
2049.0,9130175000.0,8539878400.0,6345691000.0,9967254000.0,7213511700.0,8892502000.0,9769139000.0,6454944000.0,7935623700.0,7302477300.0,9228726000.0,7200455000.0,7098604500.0,9701325000.0,8688997000.0,7323833000.0,11320154000.0
2050.0,8756787000.0,8405236700.0,6196441000.0,9760212000.0,7008909300.0,8665736000.0,9564929000.0,6258123000.0,7657087500.0,7086425600.0,9512777000.0,7154884600.0,6877264400.0,9394148000.0,8617721000.0,7150082000.0,12419229000.0
2051.0,8503643000.0,8109197000.0,5948977700.0,9699575000.0,6814150700.0,8461345300.0,9590642000.0,6137789400.0,7417197600.0,6778208000.0,9143342000.0,6908043000.0,6662776300.0,9180281000.0,8342029300.0,6830568400.0,11227018000.0
2052.0,9271114000.0,7890751000.0,5694755000.0,9540891000.0,6688978000.0,8231358500.0,9532434000.0,5894385000.0,7265366500.0,6549505500.0,8866571000.0,6731973600.0,6362093000.0,9018756000.0,8266639000.0,6615637500.0,11023766000.0
2053.0,8487927000.0,7752429600.0,5428549600.0,9393830000.0,6416957400.0,8017713700.0,9193019000.0,5660344000.0,7071743500.0,6365981000.0,8608273000.0,7023997000.0,6242364400.0,8828879000.0,8082108400.0,6442554400.0,10968056000.0
2054.0,8375656000.0,7592894000.0,5226109400.0,9409158000.0,6245888500.0,7833185000.0,8930063000.0,5491728400.0,6922947600.0,6050455000.0,8549065000.0,6829646000.0,6070231600.0,8658359000.0,8009456600.0,6293055500.0,11300045000.0
2055.0,7954631000.0,7349457400.0,5060509700.0,9285458000.0,6002993700.0,7588287500.0,8812078000.0,5237272000.0,6676593000.0,5859919400.0,8309179000.0,6488880000.0,5871404500.0,8510715400.0,7824240000.0,6086470000.0,11201332000.0
2056.0,7966479000.0,7181938700.0,4960207400.0,9056528000.0,5859513000.0,7481743000.0,8671103000.0,5099776000.0,6741968000.0,5947703300.0,8214235000.0,6287820300.0,5716764700.0,8503850000.0,7676184600.0,5912990000.0,11631574000.0
2057.0,7655708000.0,7137970000.0,4728814600.0,8952101000.0,5659420700.0,7420368000.0,8905245000.0,4924642000.0,6455979500.0,5660276700.0,8029070000.0,7480520700.0,5541653500.0,8269745700.0,7491474400.0,5675171000.0,10913909000.0
2058.0,7409250300.0,7232840700.0,4561424000.0,8787916000.0,5414688300.0,7169197600.0,8561512400.0,4770581000.0,6248000500.0,5404032000.0,7990300000.0,6048751000.0,5372560000.0,8532859000.0,7381031400.0,5623204400.0,10778315000.0
2059.0,7286155000.0,6879585300.0,4428887600.0,8655069000.0,5203989000.0,7038616000.0,8418509000.0,4616726000.0,6040831500.0,5131051500.0,7847188500.0,6091677000.0,5226749000.0,8010744300.0,7168127000.0,5378470000.0,10811298000.0
2060.0,7040368600.0,6724690000.0,4249502500.0,8512004600.0,5010111000.0,6841977300.0,8275358000.0,4475436000.0,5856521000.0,4923374600.0,7799789000.0,6107892000.0,5259432000.0,7852859400.0,7041977300.0,5168794000.0,10633213000.0
2061.0,6882282500.0,6591075300.0,4113645600.0,8425085400.0,4818433000.0,6881509400.0,8301298700.0,4282438700.0,5712133600.0,4742046000.0,7655026000.0,5793940500.0,5041789000.0,7722438700.0,6898312700.0,5354991000.0,10480389000.0
2062.0,6849726000.0,6531302000.0,4027646000.0,8317611000.0,4706990000.0,7067378700.0,8144381000.0,4156191500.0,5595773000.0,4651143700.0,7537352700.0,6013775400.0,4808872000.0,7637604000.0,6695700500.0,4966229500.0,10367600000.0
2063.0,6635248000.0,6520814600.0,3979113000.0,8192252400.0,4577969000.0,6538742000.0,7923365000.0,4044488700.0,5560275500.0,4512646700.0,7359892500.0,5568200700.0,4674652700.0,7447811000.0,6585765400.0,4765110300.0,10270390000.0
2064.0,6508429000.0,6438574000.0,3816738300.0,8051523000.0,4445917000.0,6637984300.0,8005300700.0,3912948500.0,5331323400.0,4354008000.0,7135634000.0,5448051700.0,4503735300.0,7385654300.0,6562178600.0,4587447000.0,10220086000.0
2065.0,6202622000.0,6151552000.0,3676294400.0,7886106000.0,4298041300.0,6231774000.0,7894661000.0,3777908700.0,5263898000.0,4271208700.0,7054762500.0,6046983000.0,4434723000.0,7370803700.0,6348963300.0,4483412500.0,11026860000.0
2066.0,6051232300.0,6001323000.0,3597933000.0,7883284000.0,4258337800.0,6193132500.0,7687279600.0,3750431700.0,5448575000.0,4133294000.0,6885842400.0,5356326000.0,4376281000.0,7161664500.0,6453763000.0,4356381000.0,10763245000.0
2067.0,6024175600.0,5931134500.0,3508036900.0,7679646700.0,4079468500.0,5978834400.0,7477167600.0,3605640200.0,4999966700.0,4000432000.0,6778780000.0,5222661000.0,4201950200.0,7023566300.0,6145813000.0,4315460000.0,10246466000.0
2068.0,5821990000.0,6361373700.0,3376574000.0,7560859600.0,3959286800.0,5809933300.0,7366326000.0,3460119600.0,4904201700.0,3819120000.0,6774336500.0,6254690300.0,4071175400.0,8141900000.0,6122525000.0,4156936700.0,10172302000.0
2069.0,5611663000.0,5788937700.0,3285040600.0,7494934000.0,3848628500.0,5730295000.0,7250461000.0,3351003400.0,4802032600.0,3682534700.0,6654170600.0,6067143700.0,4057659100.0,7106122000.0,5968731600.0,4019639300.0,10347928000.0
2070.0,5849257500.0,5675116500.0,3218143200.0,7289200000.0,3751641900.0,5564071000.0,7123546000.0,3247366700.0,4729206000.0,3617412900.0,6470300000.0,5221374000.0,3892470800.0,6901025000.0,5852311600.0,3856563200.0,10228927000.0
2071.0,6132909600.0,5743463000.0,3305287700.0,7257398000.0,3625725400.0,5443659300.0,7147679000.0,3129192000.0,4575494000.0,3439922700.0,6358522400.0,5064516000.0,3825442800.0,6842987000.0,5742033000.0,3746896100.0,10278613000.0
2072.0,5311553000.0,5907531300.0,3078589400.0,7116436000.0,3531530800.0,5291467300.0,7094156000.0,3162531600.0,4551942700.0,3313751600.0,6373312500.0,4965047000.0,3695378400.0,6585736000.0,5653510000.0,3615964000.0,9910077000.0
2073.0,5233329000.0,5613469700.0,3075668700.0,7112067000.0,3370113800.0,5238208000.0,6936824300.0,2966762800.0,4412739000.0,3183921000.0,6175413000.0,4913436000.0,3616783400.0,6472702000.0,5556375600.0,3523070700.0,9854717000.0
2074.0,5310491000.0,5769896400.0,3125972200.0,7038407000.0,3298212600.0,5052984000.0,6794968600.0,2876785200.0,4306306600.0,3041192000.0,6020850000.0,4942919700.0,3554047700.0,6358248000.0,5477022700.0,3395747800.0,10033318000.0
2075.0,5084617700.0,5387366400.0,2889010400.0,6897621000.0,3208678400.0,4857746000.0,6882808000.0,2771701500.0,4230757000.0,2912408600.0,6253168000.0,4729872400.0,3468280600.0,6234878500.0,5363936000.0,3298430000.0,9794780000.0
2076.0,4892290600.0,5279466500.0,2953677300.0,6824462300.0,3246212600.0,4710705000.0,6727848000.0,2691099000.0,4149863000.0,2835431400.0,6528638500.0,4948155400.0,3428851500.0,6114490400.0,5328688000.0,3231553500.0,9742015000.0
2077.0,4754954000.0,5195693600.0,3067500500.0,6711212000.0,3039516200.0,4606938000.0,6628540000.0,2715388000.0,4272560000.0,2736541400.0,5990781400.0,4685018000.0,3884089600.0,6553889300.0,5359530000.0,3115041500.0,10172763000.0
2078.0,4645082000.0,5121518000.0,2758510800.0,6702747000.0,2957256700.0,5766565400.0,6352904700.0,2570173000.0,4018806000.0,2645766400.0,5728121000.0,4535739400.0,3438454300.0,6381327400.0,5168794600.0,2990936600.0,9817422000.0
2079.0,4511032000.0,5020259300.0,2793716000.0,6534840000.0,2861163300.0,4643095000.0,6225216000.0,2469232600.0,4007434000.0,2543296800.0,5717383000.0,4458798000.0,3219702500.0,6026884600.0,5100478500.0,3113671200.0,9692878000.0
2080.0,4360284000.0,4899494400.0,2613913900.0,6431207400.0,2774005200.0,4575537000.0,6171480000.0,2392633300.0,3881004500.0,2463349200.0,5619038000.0,4416265700.0,3231595300.0,5829092400.0,5043793000.0,2851355100.0,9933136000.0
2081.0,4326467000.0,5116960300.0,2668107800.0,6378472000.0,2700908500.0,4567622000.0,6139278000.0,2376099600.0,3809479700.0,2377829400.0,6286417000.0,4287911000.0,3304147700.0,5788371000.0,4965379600.0,2792301000.0,9898749000.0
2082.0,4282465800.0,4837345300.0,2923319300.0,6332166000.0,2672390100.0,4344358000.0,6036855300.0,2264948000.0,3678705400.0,2345246000.0,5674649600.0,4303898000.0,3142904300.0,5683462000.0,4870935600.0,2685345000.0,9621498000.0
2083.0,4091871700.0,4795872000.0,2832205800.0,6668290000.0,2805212200.0,4177317600.0,6351479000.0,2105546100.0,3645432000.0,2347266300.0,5584314000.0,4476798000.0,3764895700.0,5634154000.0,4820313600.0,2625863000.0,9545715000.0
2084.0,4013275100.0,4707314700.0,2440194800.0,6286752300.0,2551315500.0,4106978000.0,5857253000.0,2432905500.0,3474831400.0,2185814300.0,5744947700.0,4176229400.0,3208811500.0,5742616000.0,4928864000.0,2554940000.0,9480193000.0
2085.0,4422959600.0,4645558300.0,2394750700.0,6108063000.0,2477503200.0,4223684600.0,5899498500.0,2044810000.0,3421979100.0,2885073000.0,5400976400.0,4248476200.0,3047297300.0,5455410000.0,5493144600.0,2481840600.0,9684467000.0
2086.0,3826899700.0,4571132400.0,2190480100.0,6016134700.0,2345955600.0,4050149600.0,5736188400.0,2065427800.0,3300508000.0,2369598700.0,5272536000.0,4055004200.0,2919146800.0,5387898400.0,5128635000.0,2435670800.0,9875597000.0
2087.0,3763635200.0,4483524600.0,2163011300.0,5918409700.0,2236905500.0,5090975000.0,5593930000.0,1903380400.0,3143532500.0,2072424800.0,5239564300.0,4020161800.0,3152256800.0,5460681000.0,4587275000.0,2627279600.0,9534839000.0
2088.0,3727534800.0,4430640000.0,2327140400.0,5889743400.0,2415737600.0,4209003800.0,5496945700.0,1837257000.0,3092256500.0,2099380500.0,5171108400.0,4019722500.0,3194301400.0,5299537000.0,4543375400.0,2308001000.0,9409713000.0
2089.0,3568848000.0,4339994000.0,2117363300.0,5767380500.0,2238397700.0,4038836200.0,5599251000.0,1752420500.0,3260061700.0,1908544400.0,5082048000.0,3874264000.0,2914532400.0,5483275000.0,4434774000.0,2239911200.0,10342564000.0
2090.0,3452210200.0,4286107400.0,2015551700.0,5728232000.0,2162937900.0,5262890000.0,5586870300.0,1674639700.0,2986684700.0,1837685000.0,5138626000.0,3784755700.0,2750178600.0,5166262000.0,4482224600.0,2306847200.0,9579134000.0
2091.0,3364307700.0,4207959300.0,2054005200.0,5957190000.0,2028732500.0,3925457400.0,5370974000.0,1625997400.0,2854846000.0,1769168300.0,5070466000.0,4403330600.0,2638403800.0,5120758000.0,4339000000.0,2147105200.0,9470910000.0
2092.0,5372174000.0,4147488000.0,1974153900.0,5795537400.0,1960555000.0,3774644500.0,5651766000.0,1563742000.0,2755009000.0,1856056400.0,4985355300.0,3738964500.0,2589662000.0,5077523000.0,4550618600.0,2047157100.0,9708601000.0
2093.0,5255013400.0,4098583800.0,1866248000.0,5606273500.0,2299465000.0,4382203000.0,5340897300.0,1521153700.0,2705160400.0,1724343300.0,5268413000.0,3655214800.0,2534383600.0,4979640300.0,4455822300.0,2284296700.0,9375983000.0
2094.0,4168951300.0,4273006000.0,1872510000.0,5555717600.0,1903998600.0,3772454700.0,6576124000.0,1477436700.0,2666239500.0,1625038500.0,4891320000.0,3593388300.0,2465993500.0,5167984600.0,4503977500.0,2016370400.0,9599417000.0
2095.0,3583019000.0,4168400600.0,1773867400.0,5454376000.0,1829562500.0,3616981800.0,5604270000.0,1409469200.0,2582676500.0,1572370300.0,4843123700.0,3795518500.0,2466882600.0,4946045000.0,4239453700.0,1956134500.0,10210267000.0
2096.0,3099156500.0,3947923200.0,1736534100.0,5450626000.0,1857283600.0,3565734000.0,5296446500.0,1364610700.0,2659462400.0,1524983800.0,4803918000.0,4002546400.0,2456673000.0,4976242000.0,4175919900.0,1939736800.0,9490680000.0
2097.0,2975642000.0,3933046500.0,1726864800.0,5392582700.0,1757977700.0,3474915300.0,5237377500.0,1310039700.0,2578012700.0,1589257300.0,4839640000.0,3477021700.0,2805915400.0,4939874000.0,4307616300.0,2194006000.0,9898715000.0
2098.0,2907449600.0,3971867100.0,1734013800.0,5282675000.0,1727058300.0,3417133300.0,5368647700.0,1271838100.0,2528144600.0,1421898600.0,5907369000.0,3434636000.0,2324030000.0,4785720000.0,4074566700.0,1944280200.0,9358288000.0
2099.0,5320399400.0,3850707500.0,1658630500.0,5403189000.0,1778167200.0,3331762400.0,5165046300.0,1242552300.0,2418076000.0,1446025100.0,4942209500.0,3440283100.0,2256364000.0,4714430500.0,4078108200.0,1795658400.0,9256857000.0
2100.0,2869904100.0,3948697300.0,1646696300.0,6057080000.0,1797360300.0,3463401000.0,4978546700.0,1229819600.0,2358999300.0,1380647000.0,5404814000.0,3287377000.0,2307096300.0,4640593000.0,4048992800.0,1754896300.0,9329440000.0
