time,MIROC6,IITM-ESM,CESM2-WACCM,CNRM-CM6-1,EC-EARTH3,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR,KACE-1-0-G,TAIESM1,UKESM1-0-LL,CNRM-ESM2-1,GFDL-ESM4,CANESM5
2076.0,541043700.0,963779400.0,296258050.0,482604830.0,627942500.0,401506240.0,434451970.0,282763170.0,281394980.0,152557820.0,190650820.0,453966400.0,552034050.0,225313220.0
2077.0,508974720.0,958003500.0,291330180.0,467351170.0,530900300.0,397735650.0,426845900.0,275724260.0,268245490.0,145253020.0,182509620.0,439604500.0,532496480.0,209614700.0
2078.0,492250050.0,950903940.0,285338080.0,453640700.0,508724350.0,387606750.0,418815520.0,267926460.0,258721660.0,139357950.0,176067100.0,429794460.0,521772060.0,203613760.0
2079.0,472277470.0,953366400.0,273927400.0,438244060.0,500856100.0,383856600.0,411876060.0,259169710.0,248090580.0,133038740.0,168285000.0,417932830.0,512164700.0,190034600.0
2080.0,459061630.0,933806500.0,260019230.0,421950880.0,482880100.0,378052800.0,406980380.0,249974560.0,240134610.0,124418010.0,160453230.0,405784740.0,487887360.0,182400510.0
2081.0,451403550.0,938572540.0,251509740.0,405091400.0,463077800.0,371021200.0,399074020.0,237829840.0,228101970.0,117068620.0,153401040.0,391386400.0,467616800.0,171018780.0
2082.0,502362020.0,942206700.0,249104060.0,380279870.0,446877300.0,368651940.0,394972800.0,279461540.0,219612780.0,113185450.0,146767360.0,382109860.0,452874270.0,166998160.0
2083.0,432513400.0,948470800.0,236057230.0,362923500.0,428401660.0,358188740.0,389378300.0,232622460.0,213990200.0,109592640.0,137311500.0,372700400.0,445010500.0,162276400.0
2084.0,416160400.0,907600700.0,226683820.0,347307260.0,411116830.0,348741660.0,380231970.0,216169340.0,208473420.0,99307450.0,132154820.0,356183400.0,428787940.0,153843200.0
2085.0,403908800.0,896873600.0,219197500.0,328985340.0,393920100.0,342252030.0,367880220.0,210201740.0,200626320.0,94513430.0,126038780.0,345810300.0,411025500.0,150383920.0
2086.0,403680260.0,874148100.0,214296460.0,311703580.0,381605300.0,337398140.0,359064500.0,201029940.0,194622180.0,90346500.0,120792030.0,335087500.0,402005700.0,146916450.0
2087.0,439298530.0,877299840.0,206442260.0,293643420.0,370582700.0,334230980.0,343914100.0,190854620.0,187580720.0,89096160.0,113601100.0,327117760.0,390663230.0,143462190.0
2088.0,383733820.0,861170940.0,203049280.0,277689280.0,357840420.0,325450000.0,330069500.0,183980820.0,178924400.0,86169620.0,110230616.0,338276260.0,379666400.0,138622940.0
2089.0,367144830.0,1020829700.0,194497280.0,257871650.0,344702180.0,320460320.0,319296830.0,177763710.0,175507380.0,84523900.0,96388850.0,327732450.0,364114200.0,133863220.0
2090.0,357773300.0,904850800.0,188531940.0,242097970.0,331127520.0,310580930.0,308504130.0,166811200.0,168923680.0,81001730.0,92016090.0,305454050.0,356058720.0,130138340.0
2091.0,349339000.0,850702100.0,179162690.0,225434750.0,325569470.0,299993300.0,299376960.0,164291040.0,163696860.0,79729784.0,88306584.0,297304220.0,340140320.0,127983140.0
2092.0,340395040.0,855873300.0,172123330.0,216692560.0,334742750.0,293111200.0,286850660.0,160044200.0,157295980.0,78436220.0,86056580.0,284477500.0,328633150.0,125157710.0
2093.0,337008160.0,825523900.0,166449540.0,197908960.0,307508930.0,310038050.0,275908930.0,155260600.0,151386640.0,76617430.0,83009150.0,271441340.0,320240000.0,123069780.0
2094.0,333261380.0,819700200.0,157964450.0,188417980.0,295654660.0,292034780.0,265882780.0,149740770.0,141612400.0,69792790.0,80480270.0,265767980.0,326180400.0,120519270.0
2095.0,335085280.0,810203900.0,149762430.0,179381230.0,282301630.0,285716100.0,250773040.0,140256960.0,135151420.0,67026630.0,79731920.0,254050190.0,307978850.0,118252270.0
2096.0,324519500.0,796776200.0,145437870.0,169824380.0,269563780.0,271474530.0,251044930.0,133784650.0,131022456.0,66304124.0,77308424.0,243103950.0,295906900.0,115702280.0
2097.0,314932030.0,999887900.0,138155440.0,163367040.0,253414820.0,264082130.0,235054370.0,126498570.0,124497940.0,59144690.0,76666980.0,227921010.0,290642100.0,110994390.0
2098.0,311541000.0,922804900.0,133012056.0,161610540.0,248946430.0,258269120.0,229551790.0,126624350.0,116253140.0,57138350.0,69777224.0,219293340.0,283670560.0,108084664.0
2099.0,307514430.0,893329300.0,123870456.0,153988500.0,237509500.0,244319650.0,224437310.0,121586380.0,111312650.0,56576464.0,67360610.0,214966500.0,274067140.0,104185656.0
2100.0,295520260.0,885848900.0,120535110.0,150324740.0,233970130.0,237695090.0,218535710.0,119870980.0,103152300.0,55471636.0,60113580.0,208875570.0,266073810.0,99571070.0
