time,TAIESM1,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,CANESM5,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,CESM2-WACCM,MIROC6,CNRM-CM6-1
2000.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0,1184799500.0
2001.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0,1207138700.0
2002.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0,1182553000.0
2003.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0,1203272200.0
2004.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0,1202728800.0
2005.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0,1252121100.0
2006.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0,1196927100.0
2007.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0,1207703400.0
2008.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0,1195628700.0
2009.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0,1187133600.0
2010.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0,1189949000.0
2011.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0,1179293700.0
2012.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0,1172121600.0
2013.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0,1169504600.0
2014.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0,1160609500.0
2015.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0,1156310500.0
2016.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0,1153071000.0
2017.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0,1143919500.0
2018.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0,1134425300.0
2019.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0,1121158800.0
2020.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0,1112351200.0
2021.0,1100011300.0,1095212200.0,1119747300.0,1098173300.0,1085273700.0,1107333400.0,1101826300.0,1099212800.0,1092840400.0,1092917500.0,1093468400.0,1232404500.0,1099309200.0
2022.0,1089474600.0,1080084000.0,1135229700.0,1069163600.0,1066346600.0,1115513100.0,1088183200.0,1109612300.0,1086468100.0,1077541400.0,1083682300.0,1187969300.0,1080656400.0
2023.0,1064876400.0,1063051650.0,1089301800.0,1054326400.0,1051486340.0,1138400100.0,1068150300.0,1090704400.0,1069392640.0,1055205700.0,1074535800.0,1174306800.0,1072544060.0
2024.0,1040264100.0,1050769400.0,1073520960.0,1039765300.0,1056332200.0,1195277200.0,1058998500.0,1075922700.0,1048482500.0,1023832100.0,1055274430.0,1134760600.0,1083846900.0
2025.0,1023808000.0,1025873000.0,1060220160.0,1024686100.0,1042549200.0,1089204700.0,1039877440.0,1066450200.0,1017676300.0,998706400.0,1039888400.0,1164577900.0,1067098100.0
2026.0,994263500.0,1005733300.0,1062169900.0,1049139800.0,1030696100.0,1074292100.0,1019682300.0,1071158100.0,1039820500.0,977956350.0,1036722560.0,1129491800.0,1083937700.0
2027.0,981676600.0,1025280500.0,1061007300.0,1077727700.0,1070811900.0,1063866700.0,1002630850.0,1045245630.0,1090235900.0,985220300.0,1019823500.0,1389572700.0,1049462800.0
2028.0,978142660.0,975925440.0,1051274750.0,1024594370.0,1051179900.0,1051659300.0,983856100.0,1032834300.0,1075835900.0,940075900.0,1006728960.0,1168118300.0,1038027260.0
2029.0,960413200.0,1066506500.0,1139315600.0,1008751800.0,1015598900.0,1028629500.0,967940500.0,1018563100.0,1022470700.0,909991000.0,998616450.0,1116876700.0,1021845700.0
2030.0,945704260.0,1021224450.0,1058406100.0,986147800.0,1048997440.0,1022571460.0,948512830.0,1084498300.0,991134700.0,886157500.0,965605800.0,1102918000.0,1002135800.0
2031.0,928785200.0,968149200.0,1037544060.0,994958500.0,1001396540.0,1009357440.0,922164740.0,1073561900.0,1023241400.0,874027260.0,952551800.0,1088176400.0,991458000.0
2032.0,907827200.0,942849900.0,1032480450.0,969921660.0,1012561900.0,993284400.0,905493250.0,1027684400.0,979289800.0,905649600.0,942049100.0,1077542900.0,1014788160.0
2033.0,888100200.0,917496300.0,1015425900.0,957068000.0,1037983040.0,998110500.0,889812800.0,1007267000.0,959537000.0,849538000.0,924382900.0,1056763800.0,988543940.0
2034.0,875654500.0,894758340.0,1004531840.0,944714100.0,985053700.0,988228600.0,884759550.0,998616700.0,935698200.0,867448900.0,921868350.0,1087766300.0,986921860.0
2035.0,847699800.0,866489100.0,1002011200.0,922238100.0,966717000.0,956286000.0,856135100.0,990458100.0,1012502400.0,875705400.0,923062300.0,1066892600.0,963402940.0
2036.0,812197950.0,850879000.0,980119000.0,913645500.0,967285440.0,912236900.0,845559000.0,976062800.0,932504770.0,819350100.0,892375300.0,1053217540.0,953987700.0
2037.0,783554240.0,832671550.0,974315970.0,895662600.0,965550340.0,889371900.0,836019600.0,960237900.0,892173950.0,799917600.0,886296900.0,1030481300.0,938295940.0
2038.0,757500800.0,810690560.0,978604800.0,1000789900.0,959014300.0,872424640.0,828431170.0,960766140.0,873254850.0,779800300.0,885638200.0,1013080600.0,921063200.0
2039.0,725660900.0,788785900.0,954776960.0,921488400.0,938103740.0,889899600.0,825708900.0,985695200.0,856660860.0,761411600.0,866443800.0,1033848060.0,907192640.0
2040.0,705916600.0,932071700.0,937324200.0,924540700.0,926198200.0,861436300.0,802627100.0,946606600.0,842424960.0,740685950.0,851436000.0,985129000.0,903376640.0
2041.0,681142660.0,778725440.0,915843700.0,911644800.0,918542500.0,828265540.0,795160200.0,933897300.0,854311360.0,727867140.0,960883500.0,958574660.0,908937860.0
2042.0,660126300.0,769080900.0,903965000.0,879784800.0,997317000.0,793931000.0,779868160.0,1040289400.0,822671360.0,716980900.0,870847900.0,934158700.0,886227200.0
2043.0,639768260.0,745957700.0,893042600.0,867394100.0,914986240.0,773480640.0,759515400.0,936405400.0,801030340.0,700605950.0,852656400.0,911494100.0,872286600.0
2044.0,614707840.0,732724540.0,867895550.0,851581000.0,889855000.0,782579800.0,748296200.0,919983170.0,837826200.0,686330100.0,833186940.0,899675650.0,868214500.0
2045.0,596285950.0,715509100.0,847492350.0,879142500.0,854371700.0,739915000.0,738829600.0,918955600.0,789665500.0,674519800.0,823234750.0,881348160.0,856711300.0
2046.0,572977800.0,689577600.0,832581700.0,835358400.0,818624600.0,726173800.0,722504800.0,921926200.0,783177300.0,668406900.0,812610000.0,851017900.0,839054140.0
2047.0,548655000.0,677039900.0,810670140.0,850474560.0,799393600.0,797773800.0,706019000.0,905156000.0,790402560.0,647630460.0,805342500.0,871952400.0,847006500.0
2048.0,531081730.0,669791740.0,787639040.0,825305540.0,782746300.0,720754600.0,686126300.0,1022312700.0,791216960.0,635481900.0,788810100.0,834786500.0,810655170.0
2049.0,519059170.0,661266000.0,768998850.0,808093000.0,775278340.0,692557400.0,674703000.0,921305700.0,757009660.0,617411600.0,776572160.0,803705200.0,802772100.0
2050.0,504063680.0,648362000.0,742331970.0,799145400.0,741925760.0,713716100.0,662538100.0,903790660.0,753816600.0,604690800.0,768985400.0,781658400.0,815945500.0
2051.0,490735520.0,630499840.0,725869000.0,786266430.0,722453500.0,716617660.0,640064600.0,892743400.0,744800450.0,592485700.0,749775300.0,757938700.0,779890050.0
2052.0,469501980.0,676631940.0,705481900.0,782498100.0,725738240.0,673373500.0,612216300.0,933779650.0,731424800.0,575042100.0,741066000.0,824654900.0,784552960.0
