time,CANESM2,IPSL-CM5A-LR,CESM1-CAM5,NORESM1-M,CNRM-CM5,GFDL-ESM2G,CCSM4,GFDL-CM3,GISS-E2-R,MPI-ESM-LR,CSIRO-MK3-6-0
2022.0,46679495000.0,45547930000.0,43204700000.0,46002307000.0,46124620000.0,45841370000.0,46643050000.0,45279064000.0,47043440000.0,45374145000.0,45751775000.0
2023.0,43987330000.0,45464424000.0,41229390000.0,43789734000.0,45081264000.0,45346420000.0,45180520000.0,42591390000.0,45940916000.0,43215684000.0,45493236000.0
2024.0,43351460000.0,44625744000.0,40028586000.0,42475254000.0,43325727000.0,44987370000.0,43695673000.0,40525107000.0,45215117000.0,41357083000.0,45830406000.0
2025.0,43199635000.0,42945410000.0,40075694000.0,41672524000.0,42099917000.0,43351140000.0,43126930000.0,39844640000.0,44945318000.0,39201325000.0,44610880000.0
2026.0,41043980000.0,41085817000.0,40507056000.0,39970340000.0,42380354000.0,41833325000.0,41870914000.0,38493495000.0,44937597000.0,36579512000.0,44225913000.0
2027.0,39153320000.0,40312100000.0,39459496000.0,38888686000.0,41927856000.0,40170710000.0,40544174000.0,37069754000.0,44123378000.0,37123723000.0,41832088000.0
2028.0,37828770000.0,39354204000.0,37771547000.0,37266860000.0,39794610000.0,39706644000.0,40538620000.0,35260862000.0,43920945000.0,35953930000.0,42077807000.0
2029.0,37161763000.0,38698136000.0,37359096000.0,35846980000.0,40354177000.0,39724696000.0,39999914000.0,34437120000.0,42754728000.0,35157983000.0,40854720000.0
2030.0,37382795000.0,38014930000.0,37665735000.0,35847066000.0,39236723000.0,39056530000.0,39427293000.0,33682166000.0,42364870000.0,34285582000.0,41825500000.0
2031.0,36369113000.0,36516330000.0,37089686000.0,35356730000.0,38269040000.0,38498517000.0,38872040000.0,32409539000.0,42790126000.0,32547795000.0,41241860000.0
2032.0,34939843000.0,35572142000.0,36067170000.0,34539170000.0,38239986000.0,38085992000.0,38966640000.0,32438491000.0,41825410000.0,31364151000.0,40170270000.0
2033.0,33032536000.0,35215210000.0,34683843000.0,33096698000.0,38100423000.0,38387343000.0,37143544000.0,31719504000.0,41334137000.0,30427447000.0,39439516000.0
2034.0,33684847000.0,34533550000.0,33970379000.0,31573539000.0,37492990000.0,37997400000.0,35652325000.0,30872224000.0,40961712000.0,29981788000.0,38903450000.0
2035.0,32777388000.0,34037443000.0,32042000000.0,30331415000.0,36543530000.0,37383373000.0,34190586000.0,29269127000.0,41090224000.0,29496848000.0,37250010000.0
2036.0,32025321000.0,33553973000.0,31019655000.0,30063421000.0,36016267000.0,37012586000.0,33273008000.0,27901876000.0,39768674000.0,28955703000.0,36138330000.0
2037.0,30884930000.0,33020460000.0,30314019000.0,29085751000.0,35890565000.0,35713114000.0,32449782000.0,26777854000.0,39499055000.0,29313806000.0,35136045000.0
2038.0,30365710000.0,32559240000.0,29658692000.0,28217518000.0,34519798000.0,35677102000.0,31121955000.0,26543288000.0,38210820000.0,28842787000.0,35204837000.0
2039.0,28738613000.0,31602784000.0,29155797000.0,27406617000.0,33610646000.0,36255322000.0,30863956000.0,25984262000.0,37546033000.0,28389738000.0,35601723000.0
2040.0,28169617000.0,30135871000.0,28643822000.0,26777072000.0,32859230000.0,36162003000.0,30330485000.0,24254460000.0,37339083000.0,29048540000.0,35026567000.0
2041.0,28578376000.0,30148346000.0,28015167000.0,25439963000.0,32397748000.0,36100960000.0,29737337000.0,22502089000.0,36670075000.0,28373957000.0,34241750000.0
2042.0,27786093000.0,29476336000.0,27509557000.0,24166478000.0,30945556000.0,34900640000.0,29027893000.0,22552054000.0,35768447000.0,27431620000.0,34791432000.0
2043.0,26527273000.0,28957872000.0,26690548000.0,23454452000.0,29838300000.0,33740044000.0,28804567000.0,21505696000.0,34861980000.0,26112102000.0,34236482000.0
2044.0,26215854000.0,28802206000.0,27364893000.0,23149949000.0,29323946000.0,31767454000.0,29301856000.0,20540617000.0,33687265000.0,25660703000.0,35280675000.0
2045.0,25466814000.0,27913810000.0,26941802000.0,22990870000.0,28862340000.0,31465460000.0,29357672000.0,19531002000.0,33995966000.0,25839847000.0,35053904000.0
2046.0,25209766000.0,27998943000.0,26227302000.0,22083514000.0,28448717000.0,30742587000.0,28354224000.0,18546559000.0,34243635000.0,26336436000.0,33376426000.0
2047.0,24728015000.0,26896824000.0,26148870000.0,21585762000.0,28662960000.0,31038878000.0,28089260000.0,17178346000.0,33893410000.0,25420130000.0,32901460000.0
2048.0,24719194000.0,26125887000.0,25422402000.0,21316950000.0,28156195000.0,30692725000.0,28702947000.0,16165838000.0,33650272000.0,25196520000.0,32501640000.0
2049.0,24815150000.0,25508993000.0,24897616000.0,21020566000.0,27795108000.0,30360599000.0,28456548000.0,15461673000.0,32787530000.0,25640479000.0,32739475000.0
2050.0,24397685000.0,24440017000.0,23904414000.0,20677038000.0,27120148000.0,29073326000.0,28579187000.0,14918795000.0,31633068000.0,25330706000.0,32265101000.0
2051.0,24395633000.0,24469236000.0,22599207000.0,20358328000.0,26052800000.0,27912739000.0,28613220000.0,14139937000.0,31332815000.0,25328562000.0,32140683000.0
2052.0,23866827000.0,24950950000.0,23225573000.0,20140294000.0,25962890000.0,27737614000.0,28489718000.0,13858390000.0,31100396000.0,25421636000.0,30146642000.0
2053.0,23196836000.0,24957501000.0,22584637000.0,20202359000.0,25434448000.0,28186794000.0,27922358000.0,13477948000.0,30460213000.0,25559490000.0,29221538000.0
2054.0,23598035000.0,24957770000.0,22320202000.0,19446528000.0,24614361000.0,27714245000.0,28563218000.0,12778479000.0,30158470000.0,25687388000.0,28681146000.0
2055.0,23438967000.0,24418773000.0,22370986000.0,19145400000.0,23579724000.0,27612457000.0,28663140000.0,12733854000.0,30519431000.0,25748673000.0,28347245000.0
2056.0,23345717000.0,24053869000.0,21983490000.0,18685440000.0,23985756000.0,26297670000.0,28600775000.0,12341948000.0,31198185000.0,25079028000.0,27591555000.0
2057.0,23337847000.0,23925514000.0,21551446000.0,18765095000.0,23569355000.0,26251230000.0,28982477000.0,12355621000.0,31844590000.0,24671779000.0,26716342000.0
2058.0,23113443000.0,24589701000.0,21208152000.0,18638782000.0,23324215000.0,26429518000.0,29320253000.0,12234472000.0,33042565000.0,24057334000.0,25574425000.0
2059.0,24123271000.0,23987116000.0,20918983000.0,18602928000.0,23125393000.0,26082780000.0,28756095000.0,11905551000.0,33608915000.0,23951972000.0,24943645000.0
2060.0,23894921000.0,23571698000.0,20636914000.0,18696997000.0,23102675000.0,26454204000.0,28965913000.0,11739274000.0,32697688000.0,23786330000.0,24207150000.0
2061.0,24065489000.0,23313891000.0,20341015000.0,18347137000.0,22749719000.0,25312356000.0,29477736000.0,11639704000.0,32518468000.0,24218853000.0,23676647000.0
2062.0,24185936000.0,23250016000.0,20435090000.0,18144266000.0,22523277000.0,25388593000.0,29705781000.0,11657235000.0,32813773000.0,24798976000.0,22976369000.0
2063.0,23773643000.0,23290986000.0,20835547000.0,17578625000.0,22179035000.0,25693665000.0,30138175000.0,11706267000.0,32660201000.0,25832070000.0,24107300000.0
2064.0,24267475000.0,22949308000.0,19999280000.0,17670420000.0,21826245000.0,25390805000.0,29491331000.0,11496797000.0,32645482000.0,25821495000.0,23457050000.0
2065.0,23863986000.0,22605621000.0,19784500000.0,17472740000.0,21210847000.0,25951869000.0,29399323000.0,11310740000.0,32468677000.0,26389828000.0,22856997000.0
2066.0,23952464000.0,22408430000.0,20007268000.0,17011741000.0,20596158000.0,25796368000.0,29837822000.0,11204539000.0,32173922000.0,26916276000.0,22140027000.0
2067.0,24739340000.0,22874204000.0,19882980000.0,17471474000.0,20436710000.0,24844587000.0,29838533000.0,10767224000.0,31780717000.0,27597337000.0,21902084000.0
2068.0,25061663000.0,23002528000.0,19927800000.0,17510099000.0,20289206000.0,24553955000.0,29434190000.0,10978838000.0,31371390000.0,28751788000.0,21941301000.0
2069.0,24164415000.0,22832153000.0,19702909000.0,17734205000.0,20249969000.0,24538397000.0,30134590000.0,10922605000.0,30816720000.0,29137883000.0,21642238000.0
2070.0,23502799000.0,23026661000.0,19922416000.0,17154557000.0,20506528000.0,25336003000.0,30461780000.0,11143139000.0,30373966000.0,29075479000.0,21377128000.0
2071.0,22685624000.0,22993183000.0,19875332000.0,16827182000.0,20661547000.0,25343597000.0,30407623000.0,11025680000.0,30356810000.0,28995110000.0,20818704000.0
2072.0,22742774000.0,22611388000.0,19964901000.0,16949232000.0,20483314000.0,25747941000.0,29668200000.0,11032942000.0,30925138000.0,28270752000.0,21417690000.0
2073.0,22241577000.0,23210381000.0,19813560000.0,16759444000.0,20396673000.0,25986103000.0,29715966000.0,10865651000.0,30933072000.0,27769030000.0,20979735000.0
2074.0,22027186000.0,22908586000.0,20399616000.0,16654179000.0,20512506000.0,25732588000.0,29356988000.0,10841870000.0,30872777000.0,27125248000.0,21579424000.0
2075.0,21749406000.0,23546593000.0,21126853000.0,16619534000.0,20411873000.0,24993556000.0,29969132000.0,10800998000.0,30215203000.0,27897129000.0,21000958000.0
2076.0,21574662000.0,23168640000.0,20696955000.0,16657348000.0,20335108000.0,24773771000.0,29830801000.0,10554855000.0,30333155000.0,26675546000.0,22033504000.0
2077.0,21491090000.0,22442183000.0,20627788000.0,16762320000.0,20875400000.0,25423383000.0,28641473000.0,10636120000.0,30636080000.0,25723757000.0,22045639000.0
2078.0,21369872000.0,22333567000.0,20653974000.0,16995200000.0,20996438000.0,26035650000.0,29272970000.0,10521422000.0,30067665000.0,24727863000.0,21460785000.0
2079.0,21417456000.0,22326278000.0,20647969000.0,16877756000.0,21302415000.0,26802428000.0,29283516000.0,10242940000.0,29315334000.0,23547918000.0,21284192000.0
2080.0,21455598000.0,22600870000.0,21042844000.0,16979697000.0,20848302000.0,26935288000.0,29548552000.0,10192719000.0,29765657000.0,24083732000.0,21258097000.0
2081.0,21752777000.0,22800850000.0,20656780000.0,17165860000.0,20371660000.0,26710830000.0,28735638000.0,10184905000.0,29976470000.0,23545250000.0,21312793000.0
2082.0,21663992000.0,22196607000.0,20038683000.0,17145043000.0,20193952000.0,27333192000.0,28325108000.0,9895476000.0,30162778000.0,23195126000.0,21100927000.0
2083.0,21459616000.0,22544540000.0,20050584000.0,17208478000.0,20184349000.0,26730306000.0,28633561000.0,9206381000.0,30188829000.0,22999601000.0,20792963000.0
2084.0,21293736000.0,22741678000.0,20288061000.0,16900313000.0,20050577000.0,26987210000.0,28490506000.0,9277229000.0,30200940000.0,22888028000.0,20965610000.0
2085.0,20942391000.0,23258170000.0,20088668000.0,16751184000.0,19837104000.0,27196314000.0,28791669000.0,9185471000.0,29958370000.0,22500454000.0,20586478000.0
2086.0,20651366000.0,22324730000.0,20346386000.0,16982907000.0,19897252000.0,27624116000.0,28501400000.0,8830077000.0,30573509000.0,23005188000.0,19810578000.0
2087.0,20926835000.0,22131298000.0,20550363000.0,16549920000.0,19592505000.0,27270715000.0,28712505000.0,8479759400.0,30970200000.0,22507643000.0,19216058000.0
2088.0,21062396000.0,22679520000.0,20426797000.0,16332607000.0,19397159000.0,27178813000.0,29322110000.0,8317023700.0,30217273000.0,22332940000.0,19283362000.0
2089.0,21920016000.0,22241942000.0,20037500000.0,16291630000.0,19005174000.0,27263814000.0,29483661000.0,8531481600.0,30788887000.0,22147897000.0,19256810000.0
2090.0,22170694000.0,21923891000.0,20023878000.0,16308454000.0,18565374000.0,27004300000.0,29156280000.0,8644145000.0,30696882000.0,21709513000.0,19166425000.0
2091.0,22165836000.0,22363912000.0,19825215000.0,16956797000.0,18640667000.0,27749579000.0,29032866000.0,8445016600.0,31212898000.0,21711088000.0,18962823000.0
2092.0,22722095000.0,22575300000.0,20293090000.0,16955682000.0,18790973000.0,27839429000.0,29091234000.0,8397147000.0,31770194000.0,21435953000.0,18369810000.0
2093.0,21566550000.0,22814170000.0,20833235000.0,17169811000.0,18460690000.0,27249514000.0,29599914000.0,8400641500.0,31898840000.0,21263237000.0,18276004000.0
2094.0,21645455000.0,22704329000.0,20525806000.0,17647323000.0,18180788000.0,26340788000.0,29385340000.0,7896659000.0,31155460000.0,21953946000.0,18471084000.0
2095.0,21264366000.0,22564014000.0,20673053000.0,17546404000.0,17973932000.0,26525004000.0,29218169000.0,7675248000.0,31205736000.0,21591861000.0,18742980000.0
2096.0,20817256000.0,22251770000.0,20175890000.0,17550610000.0,17586400000.0,26519680000.0,29159346000.0,7679305700.0,31478639000.0,21434325000.0,18174233000.0
2097.0,20271618000.0,22288390000.0,19732746000.0,17379875000.0,17322500000.0,26185542000.0,28901804000.0,8033957400.0,31735788000.0,21583387000.0,17977706000.0
2098.0,20160104000.0,21909613000.0,19555355000.0,17116380000.0,17114243000.0,26645316000.0,29459630000.0,7955560000.0,31764144000.0,21118898000.0,18143693000.0
2099.0,20048960000.0,21387954000.0,19076380000.0,17391794000.0,16907330000.0,26405298000.0,29611729000.0,8061924000.0,32026388000.0,21232587000.0,18460332000.0
2100.0,19661146000.0,21067268000.0,18932937000.0,17558895000.0,17082103000.0,27969802000.0,29260476000.0,8195600000.0,32327483000.0,21125840000.0,18534808000.0
