time,IITM-ESM,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,KACE-1-0-G,IPSL-CM6A-LR,MPI-ESM1-2-HR,TAIESM1,CESM2-WACCM
2059.0,10131074000.0,5470054000.0,6824563000.0,8227753000.0,7533110000.0,6265030700.0,8401115600.0,6146554000.0,6528022500.0
2060.0,10024498000.0,5284838000.0,6719858700.0,8097759000.0,7317943300.0,6141141000.0,8275081000.0,5987325000.0,6405264000.0
2061.0,9968502000.0,5175546000.0,6533252000.0,8051196000.0,7191399400.0,5976647700.0,8152787500.0,5809612000.0,6202751000.0
2062.0,9903534000.0,5027528700.0,6397734400.0,7874589000.0,7036008000.0,5813645300.0,8019934700.0,5634891300.0,6102883000.0
2063.0,9768731000.0,4903463400.0,6271861000.0,7749394000.0,6887663600.0,5642256400.0,7951700000.0,5520038000.0,5883679000.0
2064.0,9687491000.0,4806460000.0,6172142000.0,7595956700.0,6669148700.0,5478110700.0,7804174000.0,5378524700.0,5776540000.0
2065.0,9534028000.0,4655848400.0,6002355700.0,7475812400.0,6476142600.0,5274462000.0,8120962000.0,5223811600.0,5612140000.0
2066.0,9527036000.0,4531244500.0,5865972700.0,7385695700.0,6357509000.0,5105460000.0,8276178000.0,5082966000.0,5548455400.0
2067.0,9444927000.0,4437942300.0,5761210400.0,7297461000.0,6206351400.0,4919205000.0,7755346000.0,4929111000.0,5450351000.0
2068.0,9318357000.0,4772748000.0,5643363000.0,7164326000.0,6074403000.0,4834796000.0,7576410600.0,4963573000.0,5331800000.0
2069.0,9218872000.0,4274929000.0,5584669000.0,7127643000.0,5879417000.0,4683138600.0,7408428000.0,4897505000.0,5504039000.0
2070.0,9310787000.0,4382699500.0,5412969500.0,6962752000.0,6037465600.0,4593768000.0,7352560600.0,4698791400.0,5133101000.0
2071.0,9195923000.0,4689937000.0,5308737000.0,6868188700.0,5694415000.0,4480424400.0,7191538000.0,4557351000.0,5063528000.0
2072.0,9032081000.0,4200492800.0,5217035000.0,6759013400.0,5603657700.0,4393223700.0,7242187000.0,4405218000.0,5611421700.0
2073.0,8959983000.0,4025059800.0,5114496500.0,6622996000.0,5468932600.0,4321833500.0,7088287000.0,4321291000.0,5020075500.0
2074.0,9216633000.0,3910082800.0,5059002000.0,6526720000.0,5372212700.0,4234478800.0,6907566000.0,4171012400.0,4851016700.0
2075.0,9010186000.0,3834973200.0,4948546000.0,6463832600.0,5327875600.0,4152284400.0,6918879700.0,4094218800.0,4930102300.0
2076.0,8744055000.0,3744991500.0,4871236000.0,6321508400.0,5317568500.0,4082741800.0,6738766000.0,4144335400.0,4733704000.0
2077.0,8741875000.0,3667288000.0,4772998700.0,6215801000.0,5147126000.0,3991586600.0,6611304000.0,3928335000.0,4938614300.0
2078.0,8601052000.0,3579349800.0,4667502600.0,6095872500.0,5036203500.0,3969943600.0,6477947400.0,3827478800.0,4683949000.0
2079.0,8935479000.0,3485988600.0,4597682000.0,5983351300.0,4909777000.0,3835990800.0,6376012300.0,3826151700.0,4627797000.0
2080.0,8658608000.0,3425581600.0,4621967400.0,5921941000.0,4835349000.0,3784547000.0,6256206000.0,3768424200.0,4499690500.0
2081.0,8510581000.0,3371541500.0,4485607400.0,5831894500.0,4768402000.0,3699953400.0,6165234700.0,3636383000.0,4402638300.0
2082.0,8382093000.0,3290290200.0,4384791000.0,5722652700.0,4695082000.0,3690485500.0,6077192000.0,3536004900.0,4371019300.0
2083.0,8319941000.0,3238768600.0,4318289400.0,5597503000.0,4614600000.0,3571585800.0,5956832000.0,3480255500.0,4272493000.0
2084.0,8306392000.0,3160607200.0,4369491000.0,5462196000.0,4542472000.0,3530761500.0,5843833300.0,3370829300.0,4220244500.0
2085.0,8174516000.0,3070410800.0,4354023400.0,5328115000.0,4474952000.0,3453362000.0,5737804000.0,3338479000.0,4212510700.0
2086.0,8126170000.0,2979101200.0,4206998800.0,5257396000.0,4507864000.0,3388091100.0,5652376000.0,3269308400.0,4093733400.0
2087.0,8060955000.0,2921607000.0,4128008700.0,5125973500.0,4648763400.0,3335277600.0,5597378000.0,3219178000.0,4146381000.0
2088.0,8120636000.0,2817441000.0,4209581300.0,5133020000.0,4490795500.0,3424704300.0,5645632500.0,3485578200.0,4025211600.0
2089.0,8191894500.0,2741351000.0,4080061700.0,5098774000.0,4350054400.0,3624392700.0,5472447500.0,3129432000.0,4070248400.0
2090.0,7907338000.0,2678739200.0,4023213000.0,5035894300.0,4302206000.0,3247207000.0,5428190700.0,3130321200.0,3926898000.0
2091.0,8112570400.0,2637293800.0,3945036800.0,4852504000.0,4241607400.0,3209489000.0,5333080000.0,3033147600.0,3908868400.0
2092.0,7917930000.0,2598583600.0,3914060000.0,5048027600.0,4155582000.0,3152033500.0,5242454500.0,2966198500.0,3821860400.0
2093.0,7775525000.0,2553955800.0,3990271700.0,4942353000.0,4094360300.0,3096256300.0,5216203000.0,2928051000.0,4256634000.0
2094.0,7740601300.0,2497903900.0,3812316200.0,4729537000.0,4039856000.0,3186519000.0,5139783700.0,3007045000.0,3849494500.0
2095.0,7689268700.0,2405381400.0,3765166300.0,4709320700.0,3960361500.0,3014263600.0,5041809000.0,2897755600.0,3732372500.0
2096.0,7758601700.0,2352411600.0,3714585600.0,4589665000.0,3929174500.0,2962104300.0,4986593000.0,2800368000.0,3863937300.0
2097.0,7639316000.0,2388677400.0,3709294000.0,5018419700.0,3838790100.0,2896865500.0,4932199400.0,2778240500.0,3690295300.0
2098.0,7531584500.0,2280223000.0,3887795200.0,4677459500.0,3793907700.0,2925330700.0,4937601500.0,2767026400.0,3625705700.0
2099.0,7426782700.0,2248327200.0,3766211300.0,4524034600.0,4144405000.0,2840500000.0,4887257600.0,2703755300.0,3575128000.0
2100.0,7346966000.0,2203137800.0,3698797300.0,4404780500.0,3889412900.0,2817072600.0,4887497000.0,2669528800.0,3547649500.0
