time,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,UKESM1-0-LL
2039.0,10177331000.0,11166669000.0,9950895000.0,9465502000.0
2040.0,9880543000.0,11050342000.0,9727557000.0,9184677000.0
2041.0,9644310000.0,10860498000.0,9579273000.0,8970419000.0
2042.0,9428167000.0,10706315000.0,9426806000.0,8651309000.0
2043.0,9227446000.0,10638500000.0,9200128000.0,8384200700.0
2044.0,9027712000.0,10483010000.0,9029516000.0,8144646700.0
2045.0,8812005000.0,10428040000.0,8959510000.0,7963472400.0
2046.0,8612631000.0,10242961000.0,8836044000.0,7941430300.0
2047.0,8474682000.0,10114556000.0,8665114000.0,7808597500.0
2048.0,8238616000.0,9960051000.0,8459939300.0,7590711300.0
2049.0,8267345400.0,9903470000.0,8814533000.0,7359211500.0
2050.0,8142985000.0,9778633000.0,8387943400.0,7204698000.0
2051.0,7931857000.0,9963253000.0,8166896000.0,7049002000.0
2052.0,7853940700.0,9731340000.0,8142411300.0,6900434000.0
2053.0,7518237000.0,9506469000.0,7923986000.0,6798757000.0
2054.0,7372614700.0,9371717000.0,7823921000.0,6558150700.0
2055.0,7285595600.0,9443540000.0,7755055600.0,6423053000.0
2056.0,7245548000.0,9168538000.0,7656328000.0,6492923000.0
2057.0,7283946000.0,9035155000.0,7565480000.0,6209841000.0
2058.0,7052199000.0,8868607000.0,7464378000.0,6159978500.0
2059.0,6899838000.0,8739368000.0,7385051600.0,6024163300.0
2060.0,6752875000.0,8655962000.0,7282777000.0,6235834400.0
2061.0,6630519300.0,8560241000.0,7321313300.0,6165219300.0
2062.0,6507911000.0,8496412700.0,7162222000.0,6673419000.0
2063.0,6472225300.0,8440978000.0,7588727000.0,6034054000.0
2064.0,6324765000.0,8339336000.0,7197571000.0,5839822000.0
2065.0,6225078000.0,8206595600.0,7019620400.0,5780382000.0
2066.0,7369515000.0,8161901000.0,7016819000.0,5749518300.0
2067.0,6496034300.0,8107708400.0,6898632000.0,5743210000.0
2068.0,6302711000.0,8070832600.0,6816173600.0,5678895000.0
2069.0,6415146000.0,8122256000.0,6972889000.0,5608830000.0
2070.0,6103234600.0,7959597600.0,7034348500.0,5537984000.0
2071.0,6220026000.0,8175702500.0,6901857300.0,6520028700.0
2072.0,6117928400.0,7836689400.0,6955106300.0,5524001000.0
2073.0,6483968000.0,7787599400.0,6782428000.0,5426542000.0
2074.0,5898691000.0,7935664000.0,6727893500.0,5438864000.0
2075.0,5842339000.0,7800345000.0,6697656300.0,5357223000.0
2076.0,6620976600.0,7592368600.0,6625009700.0,5302247000.0
2077.0,6501210600.0,7562656300.0,6587196000.0,5234903600.0
2078.0,6054609000.0,7474883600.0,6560968700.0,5183995000.0
2079.0,5838129000.0,8241918000.0,6942339000.0,5187047000.0
2080.0,5820541400.0,7621684000.0,6653666300.0,5405629400.0
2081.0,5893306400.0,7646166500.0,6640680000.0,5165486000.0
2082.0,6441421000.0,7546195500.0,6475227000.0,5057018000.0
2083.0,7115385000.0,7550142500.0,6736946000.0,5025480700.0
2084.0,7348409300.0,7361753000.0,6726948400.0,5059649000.0
2085.0,6670158000.0,7456669000.0,6714902500.0,4977504000.0
2086.0,6299033000.0,7944833500.0,6594833000.0,4924858000.0
2087.0,8566994000.0,7546222600.0,6641139700.0,4923295000.0
2088.0,7242964500.0,7659379000.0,7200887000.0,4883340000.0
2089.0,7118221000.0,7963521500.0,6679267300.0,4830110700.0
2090.0,6587000000.0,7512082000.0,6616481000.0,4838834700.0
2091.0,6310819300.0,7860819500.0,6923069000.0,5204924000.0
2092.0,6427547600.0,8441214000.0,6728960000.0,4884381700.0
2093.0,6299418600.0,7786042000.0,6771801600.0,5022663000.0
2094.0,6281453000.0,7469959000.0,6625875500.0,4886849500.0
2095.0,6774761500.0,7514390500.0,6821467600.0,4783256600.0
2096.0,6986788000.0,7820976600.0,6638456300.0,4845826000.0
2097.0,6363567600.0,7419859500.0,6634829300.0,4849105000.0
2098.0,7192704000.0,7483657700.0,7257225700.0,4851596000.0
2099.0,6440744400.0,7803899400.0,6736933000.0,4932840000.0
2100.0,6659045000.0,7972969500.0,6711083500.0,4817737000.0
