time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5
2028.0,12492933000.0,12266033000.0,12415809000.0,12711080000.0,11149340000.0
2029.0,12277424000.0,11968147000.0,12251538000.0,12545957000.0,10770830000.0
2030.0,12286258000.0,11804071000.0,11966432000.0,12466746000.0,10407502000.0
2031.0,11957730000.0,11885899000.0,11708077000.0,12167098000.0,10008366000.0
2032.0,11694370000.0,11512606000.0,11616750000.0,11992190000.0,9622454000.0
2033.0,11513028000.0,11160858000.0,11308331000.0,12026452000.0,9206665000.0
2034.0,11244178000.0,10845329000.0,11001426000.0,11680352000.0,8889533000.0
2035.0,11292720000.0,10550971000.0,10728835000.0,11554575000.0,8413858300.0
2036.0,11063656000.0,10270636000.0,10462843000.0,11399462000.0,8085634600.0
2037.0,10888845000.0,10009439000.0,10338107000.0,11158412000.0,7772245500.0
2038.0,10707075000.0,9757237000.0,10147864000.0,11004851000.0,7380097500.0
2039.0,10551950000.0,9547122000.0,9854303000.0,10833213000.0,7025557000.0
2040.0,10349273000.0,9437960000.0,9622699000.0,10661680000.0,6931230700.0
2041.0,10091919000.0,9130657000.0,9250577000.0,10390087000.0,6750285300.0
2042.0,9826737000.0,8839447000.0,9046828000.0,10222646000.0,6342483000.0
2043.0,9526294000.0,8586335000.0,8775577000.0,10109016000.0,6019719000.0
2044.0,9273414000.0,8390330000.0,8506884000.0,10011051000.0,5743093000.0
2045.0,9137324000.0,8044803600.0,8250012700.0,9732552000.0,5489737000.0
2046.0,8843279000.0,7757261300.0,7932243000.0,9494715000.0,5300943000.0
2047.0,8687641000.0,7436211000.0,7673435600.0,9436005000.0,5055973400.0
2048.0,8336250000.0,7327319000.0,7314955000.0,9133915000.0,4960716300.0
2049.0,8130656000.0,7014204000.0,7046234600.0,9119580000.0,4622465500.0
2050.0,7922180000.0,6642270700.0,6740424700.0,8744766000.0,4440062000.0
2051.0,7748433400.0,6454577700.0,6519364000.0,8602358000.0,4393392600.0
2052.0,7745114600.0,6214095000.0,6211172000.0,8455359500.0,4087541800.0
2053.0,7341189000.0,5995483600.0,5938255400.0,8195025000.0,3940748800.0
2054.0,7426295000.0,5781991400.0,5884051500.0,7980214300.0,3847901400.0
2055.0,6999605000.0,5525285000.0,5614156000.0,7728996000.0,3726332200.0
2056.0,6891570700.0,5308528000.0,5654805000.0,7591875600.0,3560338700.0
2057.0,6537329700.0,5100837000.0,5409757700.0,7428976000.0,3402860800.0
2058.0,6325450000.0,4897747500.0,5275399700.0,7248264000.0,3304446000.0
2059.0,6137782300.0,4793036300.0,5053977000.0,7060339000.0,3150368500.0
2060.0,5917320700.0,4562013700.0,4942668000.0,6852720000.0,3119594800.0
2061.0,5696993300.0,4401679400.0,4823556000.0,6691530000.0,2995081000.0
2062.0,5520026600.0,4267427300.0,4692561400.0,6560224000.0,2913881600.0
2063.0,5346285000.0,4131510000.0,4754724400.0,6419081000.0,2835936300.0
2064.0,5442423000.0,3992289300.0,4988990000.0,6221690000.0,2793384200.0
2065.0,5073736000.0,3876151800.0,4726168600.0,6058872300.0,2698746600.0
2066.0,4897530400.0,3693584400.0,4548703700.0,5882648600.0,2801080300.0
2067.0,4703465000.0,3568542200.0,4682246700.0,5739192300.0,2577639700.0
2068.0,4550443000.0,3578480600.0,4575494700.0,5614837000.0,2495492400.0
2069.0,4512168400.0,3403481000.0,4733718500.0,5494242000.0,2444970500.0
2070.0,4278078500.0,3308179000.0,4409410000.0,5394707000.0,2403431700.0
2071.0,4179477200.0,3218519600.0,4450206700.0,5381599000.0,2318834700.0
2072.0,4064886500.0,3149764400.0,4374969000.0,5263490600.0,2306599000.0
2073.0,3969227800.0,3131711200.0,4399012000.0,5135663600.0,2223728400.0
2074.0,4034013400.0,3012772900.0,4287257300.0,4993681400.0,2190636000.0
2075.0,3826502000.0,2935879700.0,4415924000.0,4882383400.0,2131247700.0
2076.0,3764906200.0,2894296600.0,4318082600.0,4807419400.0,2089148900.0
2077.0,3826763500.0,3024867300.0,4382626300.0,4725404700.0,2051038500.0
2078.0,3701558500.0,2934520000.0,4207842600.0,4650660400.0,2142764200.0
2079.0,3829672200.0,2836708600.0,4280572700.0,4972604000.0,2033582800.0
2080.0,4403904000.0,2772350500.0,4193408000.0,4629575700.0,2017217700.0
2081.0,3898203100.0,2734489300.0,4216418300.0,4527781400.0,1987796000.0
2082.0,3762637300.0,2728346400.0,4194227000.0,5406479400.0,2016913400.0
2083.0,3623187200.0,2719333000.0,4153617400.0,4823877000.0,2258740500.0
2084.0,3730436000.0,2694565600.0,4125617200.0,4481760000.0,2250611000.0
2085.0,3524195800.0,2665028600.0,4197553700.0,4554872300.0,2303796000.0
2086.0,4151571200.0,2840380200.0,4226559500.0,4506218000.0,2139143700.0
2087.0,3876723500.0,2746600400.0,4302280700.0,4350853000.0,2226810600.0
2088.0,3784540400.0,2726683100.0,4771565600.0,4353643000.0,2265405400.0
2089.0,3734184200.0,2710087000.0,4551613400.0,4262844700.0,2141209900.0
2090.0,3591775200.0,2644456200.0,4407672300.0,4408992300.0,2129318000.0
2091.0,3832824600.0,2643136500.0,4568204000.0,4212205600.0,2150322700.0
2092.0,3685507300.0,2650634000.0,4429828600.0,4117815300.0,2091824300.0
2093.0,4111893500.0,2633624000.0,4371549700.0,4091081000.0,2306268400.0
2094.0,3645665500.0,2643483400.0,4447484400.0,4063009500.0,2083372000.0
2095.0,3716034800.0,2575558400.0,4367562000.0,4025562600.0,2084949100.0
2096.0,3636055800.0,2568102700.0,4645475000.0,4099832800.0,2074336000.0
2097.0,3628415000.0,2956007200.0,4837859300.0,3991821600.0,2084208000.0
2098.0,3576825900.0,2609697300.0,4498697000.0,4090877200.0,2129797200.0
2099.0,3582099200.0,2579879400.0,4530520600.0,4050329900.0,2122495200.0
2100.0,3547029000.0,2568381000.0,4561449000.0,3963592400.0,2089397900.0
