time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5
2000.0,14632250000.0,14632250000.0,14632250000.0,14632250000.0,14632250000.0
2001.0,14675153000.0,14675153000.0,14675153000.0,14675153000.0,14675153000.0
2002.0,14690946000.0,14690946000.0,14690946000.0,14690946000.0,14690946000.0
2003.0,14723055000.0,14723055000.0,14723055000.0,14723055000.0,14723055000.0
2004.0,14711697000.0,14711697000.0,14711697000.0,14711697000.0,14711697000.0
2005.0,14718628000.0,14718628000.0,14718628000.0,14718628000.0,14718628000.0
2006.0,14699132000.0,14699132000.0,14699132000.0,14699132000.0,14699132000.0
2007.0,14647201000.0,14647201000.0,14647201000.0,14647201000.0,14647201000.0
2008.0,14597407000.0,14597407000.0,14597407000.0,14597407000.0,14597407000.0
2009.0,14590518000.0,14590518000.0,14590518000.0,14590518000.0,14590518000.0
2010.0,14507159000.0,14507159000.0,14507159000.0,14507159000.0,14507159000.0
2011.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0,14470100000.0
2012.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0
2013.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0
2014.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0
2015.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0
2016.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0
2017.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0
2018.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0
2019.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0
2020.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0
2021.0,13605618000.0,13744630000.0,13607574000.0,13672386000.0,13530013000.0
2022.0,13732527000.0,13501933000.0,13457996000.0,13593565000.0,13334485000.0
2023.0,13536315000.0,13308277000.0,13313566000.0,13405618000.0,12993769000.0
2024.0,13267944000.0,13108251000.0,13157701000.0,13262487000.0,12617272000.0
2025.0,13091301000.0,12893604000.0,13027481000.0,13168166000.0,12326302000.0
2026.0,12918637000.0,12689476000.0,12818506000.0,13042074000.0,11947661000.0
2027.0,12689974000.0,12502364000.0,12658678000.0,12887073000.0,11582168000.0
