time,CESM1-CAM5,NORESM1-M,CNRM-CM5,CCSM4,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CANESM2
2000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0
2001.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0
2002.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0
2003.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0
2004.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0
2005.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0
2006.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0
2007.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0
2008.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0
2009.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0
2010.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0
2011.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0
2012.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0
2013.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0
2014.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0
2015.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0
2016.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0
2017.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0
2018.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0
2019.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0
2020.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0
2021.0,14502067000000.0,14484441000000.0,14517067000000.0,14545579000000.0,14459029000000.0,14496903000000.0,14526767000000.0,14462241000000.0,14487648000000.0,14494188000000.0,14491372000000.0
2022.0,14451327000000.0,14446655000000.0,14488589000000.0,14492117000000.0,14359725000000.0,14459171000000.0,14476434000000.0,14435235000000.0,14426203000000.0,14515007000000.0,14476589000000.0
2023.0,14402742000000.0,14399443000000.0,14441976000000.0,14459955000000.0,14290434000000.0,14399034000000.0,14461574000000.0,14496061000000.0,14354071000000.0,14483793000000.0,14353465000000.0
2024.0,14331821000000.0,14305754000000.0,14444382000000.0,14437257000000.0,14205890000000.0,14381066000000.0,14385801000000.0,14491934000000.0,14301493000000.0,14454820000000.0,14243035000000.0
2025.0,14233536000000.0,14250901000000.0,14394808000000.0,14386964000000.0,14138372000000.0,14323028000000.0,14359925000000.0,14500688000000.0,14216102000000.0,14408192000000.0,14189970000000.0
2026.0,14138607000000.0,14194652000000.0,14339293000000.0,14346735000000.0,14044698000000.0,14238724000000.0,14274485000000.0,14443770000000.0,14172834000000.0,14398933000000.0,14153787000000.0
2027.0,14036646000000.0,14094962000000.0,14324905000000.0,14333638000000.0,13925471000000.0,14189543000000.0,14205843000000.0,14391893000000.0,14099023000000.0,14427200000000.0,14104613000000.0
2028.0,13958433000000.0,14068906000000.0,14291650000000.0,14310765000000.0,13843321000000.0,14161051000000.0,14182106000000.0,14313636000000.0,14026568000000.0,14327490000000.0,14064618000000.0
2029.0,13881509000000.0,14054851000000.0,14211088000000.0,14290918000000.0,13766991000000.0,14132556000000.0,14128142000000.0,14243124000000.0,13966895000000.0,14305888000000.0,14038390000000.0
2030.0,13703828000000.0,13973358000000.0,14138275000000.0,14243325000000.0,13665990000000.0,14150105000000.0,14115418000000.0,14188736000000.0,13871014000000.0,14214914000000.0,14015281000000.0
2031.0,13619641000000.0,13899199000000.0,14119040000000.0,14207787000000.0,13586618000000.0,14087141000000.0,14056907000000.0,14195616000000.0,13836496000000.0,14190354000000.0,13945851000000.0
2032.0,13529088000000.0,13855618000000.0,14147276000000.0,14179283000000.0,13489085000000.0,14075892000000.0,13986290000000.0,14086235000000.0,13764569000000.0,14195422000000.0,13907312000000.0
2033.0,13403816000000.0,13790661000000.0,14104535000000.0,14141567000000.0,13401961000000.0,14023818000000.0,13982956000000.0,13999318000000.0,13667101000000.0,14117141000000.0,13886575000000.0
2034.0,13285771000000.0,13765172000000.0,14038040000000.0,14146122000000.0,13284682000000.0,13934994000000.0,13930001000000.0,13939093000000.0,13587000000000.0,14051980000000.0,13839423000000.0
2035.0,13166670000000.0,13690488000000.0,13942420000000.0,14098325000000.0,13173341000000.0,13876130000000.0,13880647000000.0,13916124000000.0,13554472000000.0,14005362000000.0,13748735000000.0
2036.0,13036998000000.0,13628665000000.0,13888935000000.0,14090975000000.0,13119529000000.0,13825090000000.0,13855969000000.0,13938751000000.0,13490499000000.0,13920329000000.0,13661144000000.0
2037.0,12914764000000.0,13557675000000.0,13847872000000.0,14068037000000.0,13025898000000.0,13790752000000.0,13782170000000.0,13893642000000.0,13414054000000.0,13834677000000.0,13586557000000.0
2038.0,12784162000000.0,13432406000000.0,13806178000000.0,14032353000000.0,12899673000000.0,13755618000000.0,13729211000000.0,13824487000000.0,13332177000000.0,13765778000000.0,13499319000000.0
2039.0,12623336000000.0,13403704000000.0,13774503000000.0,13997481000000.0,12792341000000.0,13721065000000.0,13718560000000.0,13737334000000.0,13268593000000.0,13723450000000.0,13409091000000.0
2040.0,12532921000000.0,13341448000000.0,13721526000000.0,13991914000000.0,12696850000000.0,13664917000000.0,13671110000000.0,13658357000000.0,13179467000000.0,13678045000000.0,13358671000000.0
2041.0,12383337000000.0,13289545000000.0,13634468000000.0,13963653000000.0,12590899000000.0,13648307000000.0,13612652000000.0,13602653000000.0,13094864000000.0,13559436000000.0,13332734000000.0
2042.0,12247531000000.0,13219888000000.0,13579327000000.0,13931196000000.0,12496440000000.0,13573651000000.0,13545059000000.0,13565684000000.0,13008343000000.0,13483966000000.0,13218560000000.0
2043.0,12081944000000.0,13121600000000.0,13612936000000.0,13858052000000.0,12354658000000.0,13570746000000.0,13482736000000.0,13509651000000.0,12918964000000.0,13482828000000.0,13128708000000.0
2044.0,11932923000000.0,13011266000000.0,13555093000000.0,13836479000000.0,12232305000000.0,13535496000000.0,13399482000000.0,13500228000000.0,12853920000000.0,13428688000000.0,13085170000000.0
2045.0,11761550000000.0,12922525000000.0,13555900000000.0,13849275000000.0,12152818000000.0,13492757000000.0,13340097000000.0,13426436000000.0,12784887000000.0,13334766000000.0,12985514000000.0
2046.0,11607135000000.0,12806628000000.0,13502749000000.0,13800749000000.0,12030072000000.0,13461828000000.0,13273671000000.0,13276202000000.0,12698426000000.0,13283402000000.0,12930687000000.0
2047.0,11451247000000.0,12670328000000.0,13438862000000.0,13715300000000.0,11897280000000.0,13393870000000.0,13170727000000.0,13204315000000.0,12634615000000.0,13305954000000.0,12834787000000.0
2048.0,11299038000000.0,12593668000000.0,13382378000000.0,13687182000000.0,11766891000000.0,13274040000000.0,13049756000000.0,13100873000000.0,12526679000000.0,13232901000000.0,12723299000000.0
2049.0,11176408000000.0,12482848000000.0,13331129000000.0,13596825000000.0,11632149000000.0,13224839000000.0,12908373000000.0,13027911000000.0,12435458000000.0,13186420000000.0,12648000000000.0
2050.0,11066907000000.0,12361262000000.0,13252007000000.0,13560423000000.0,11521377000000.0,13238268000000.0,12823214000000.0,12934554000000.0,12351757000000.0,13102765000000.0,12558913000000.0
2051.0,10922860000000.0,12243687000000.0,13195580000000.0,13495172000000.0,11406907000000.0,13164841000000.0,12755540000000.0,12846011000000.0,12260916000000.0,13024651000000.0,12476972000000.0
2052.0,10797498000000.0,12181899000000.0,13126332000000.0,13456488000000.0,11295358000000.0,13131521000000.0,12728788000000.0,12813127000000.0,12134701000000.0,12960178000000.0,12343163000000.0
2053.0,10647825000000.0,12114373000000.0,13068826000000.0,13402903000000.0,11194386000000.0,13059725000000.0,12629476000000.0,12795743000000.0,12030914000000.0,12900977000000.0,12234008000000.0
2054.0,10495196000000.0,12002022000000.0,13035629000000.0,13384150000000.0,11067397000000.0,12997040000000.0,12600625000000.0,12710186000000.0,11955387000000.0,12807335000000.0,12133802000000.0
2055.0,10329585000000.0,11936364000000.0,12982936000000.0,13337402000000.0,10936362000000.0,12925630000000.0,12525435000000.0,12673809000000.0,11876377000000.0,12739133000000.0,12045000000000.0
2056.0,10149118000000.0,11862780000000.0,12945846000000.0,13288069000000.0,10806459000000.0,12829915000000.0,12470608000000.0,12545999000000.0,11757989000000.0,12628903000000.0,12001826000000.0
2057.0,9965277000000.0,11761406000000.0,12922535000000.0,13221449000000.0,10718555000000.0,12713283000000.0,12417521000000.0,12503391000000.0,11683552000000.0,12528715000000.0,11943136000000.0
2058.0,9859281000000.0,11648719000000.0,12827686000000.0,13176910000000.0,10581892000000.0,12685231000000.0,12347350000000.0,12407668000000.0,11582949000000.0,12467620000000.0,11879837000000.0
2059.0,9753526000000.0,11501014000000.0,12697679000000.0,13120717000000.0,10438257000000.0,12643002000000.0,12284642000000.0,12338151000000.0,11507483000000.0,12423155000000.0,11781516000000.0
2060.0,9610895000000.0,11440038000000.0,12638090000000.0,13081236000000.0,10333079000000.0,12613482000000.0,12224754000000.0,12233631000000.0,11410859000000.0,12383950000000.0,11677692000000.0
2061.0,9502581000000.0,11318701000000.0,12607720000000.0,12981340000000.0,10218763000000.0,12555958000000.0,12136101000000.0,12148683000000.0,11283006000000.0,12341202000000.0,11576490000000.0
2062.0,9380823000000.0,11187687000000.0,12614809000000.0,12925268000000.0,10082320000000.0,12511829000000.0,12124959000000.0,12045472000000.0,11179251000000.0,12311742000000.0,11487614000000.0
2063.0,9271674000000.0,11120980000000.0,12637364000000.0,12890740000000.0,9952821000000.0,12446867000000.0,12063132000000.0,11972239000000.0,11109335000000.0,12233267000000.0,11401679000000.0
2064.0,9088546000000.0,10989037000000.0,12669206000000.0,12844826000000.0,9823182000000.0,12392888000000.0,11991060000000.0,11906209000000.0,11015073000000.0,12165995000000.0,11306645000000.0
2065.0,8934856000000.0,10920603000000.0,12680326000000.0,12777942000000.0,9706874000000.0,12345089000000.0,11886035000000.0,11817808000000.0,10936121000000.0,12125581000000.0,11180897000000.0
2066.0,8776712000000.0,10821274000000.0,12722904000000.0,12743572000000.0,9573904000000.0,12245325000000.0,11820252000000.0,11692062000000.0,10868266000000.0,12071753000000.0,11093004000000.0
2067.0,8642351300000.0,10714519000000.0,12673690000000.0,12743422000000.0,9453234000000.0,12231609000000.0,11747621000000.0,11541718000000.0,10789522000000.0,12057557000000.0,10980107000000.0
2068.0,8507544000000.0,10631567000000.0,12610324000000.0,12714309000000.0,9364008000000.0,12175816000000.0,11655768000000.0,11454441000000.0,10676061000000.0,12034545000000.0,10889324000000.0
2069.0,8366901400000.0,10539545000000.0,12516798000000.0,12663259000000.0,9274511000000.0,12116497000000.0,11602053000000.0,11384448000000.0,10568224000000.0,11982370000000.0,10799063000000.0
2070.0,8246363400000.0,10402792000000.0,12430652000000.0,12579743000000.0,9173353000000.0,12074772000000.0,11547525000000.0,11326093000000.0,10498780000000.0,11908011000000.0,10734986000000.0
2071.0,8125883600000.0,10315107000000.0,12347542000000.0,12499432000000.0,9073418000000.0,12030601000000.0,11473847000000.0,11215547000000.0,10402044000000.0,11863703000000.0,10643111000000.0
2072.0,8001496300000.0,10252440000000.0,12272658000000.0,12423923000000.0,8950463000000.0,11990082000000.0,11411492000000.0,11115478000000.0,10324469000000.0,11842796000000.0,10562763000000.0
2073.0,7902752000000.0,10146171000000.0,12211233000000.0,12385781000000.0,8813430000000.0,11982655000000.0,11309476000000.0,11010204000000.0,10230473000000.0,11822058000000.0,10499445000000.0
2074.0,7785994000000.0,10041636000000.0,12170490000000.0,12353195000000.0,8713231000000.0,11946128000000.0,11227025000000.0,10984691000000.0,10122241000000.0,11815457000000.0,10442847000000.0
2075.0,7684459000000.0,9944470000000.0,12085615000000.0,12289704000000.0,8591606000000.0,11909277000000.0,11136875000000.0,10876797000000.0,10011592000000.0,11768380000000.0,10377988000000.0
2076.0,7565600600000.0,9859545000000.0,12034604000000.0,12251057000000.0,8474253000000.0,11815589000000.0,11070367000000.0,10813760000000.0,9925308000000.0,11733462000000.0,10324654000000.0
2077.0,7463408500000.0,9789771000000.0,11962247000000.0,12195628000000.0,8347683700000.0,11740133000000.0,11037334000000.0,10707446000000.0,9831713000000.0,11668137000000.0,10252095000000.0
2078.0,7335785000000.0,9706956000000.0,11932163000000.0,12177722000000.0,8251587400000.0,11655200000000.0,10974205000000.0,10669121000000.0,9727900000000.0,11654666000000.0,10174610000000.0
2079.0,7228375400000.0,9590296000000.0,11848830000000.0,12135452000000.0,8134818500000.0,11589538000000.0,10868394000000.0,10652153000000.0,9606826000000.0,11654619000000.0,10111446000000.0
