time,CESM1-CAM5,NORESM1-M,CNRM-CM5,CCSM4,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CANESM2
2080.0,7076872500000.0,9521027000000.0,11727727000000.0,12141404000000.0,8027913000000.0,11518778000000.0,10829690000000.0,10598982000000.0,9508522000000.0,11632418000000.0,10025913000000.0
2081.0,6918847300000.0,9434393000000.0,11655890000000.0,12132947000000.0,7953960700000.0,11495675000000.0,10740033000000.0,10478944000000.0,9412422000000.0,11603594000000.0,9921661000000.0
2082.0,6789493000000.0,9333552000000.0,11620802000000.0,12148072000000.0,7853128500000.0,11459856000000.0,10677978000000.0,10429186000000.0,9355022000000.0,11577534000000.0,9773637000000.0
2083.0,6671786600000.0,9220394000000.0,11644827000000.0,12089602000000.0,7760863300000.0,11412037000000.0,10639594000000.0,10404404000000.0,9250030000000.0,11502105000000.0,9720503000000.0
2084.0,6563765000000.0,9120170000000.0,11522481000000.0,12024980000000.0,7664394000000.0,11334703000000.0,10588539000000.0,10332354000000.0,9141912000000.0,11462581000000.0,9668397000000.0
2085.0,6463243000000.0,9025142000000.0,11406292000000.0,11936114000000.0,7582166000000.0,11270379000000.0,10535173000000.0,10231077000000.0,9060736000000.0,11440574000000.0,9625767000000.0
2086.0,6389717000000.0,8950570000000.0,11373211000000.0,11856648000000.0,7498606600000.0,11219455000000.0,10480110000000.0,10135750000000.0,8977268000000.0,11385998000000.0,9549467000000.0
2087.0,6294842400000.0,8854925000000.0,11358625000000.0,11798576000000.0,7384846600000.0,11142586000000.0,10445118000000.0,10055571000000.0,8938919000000.0,11385352000000.0,9478820000000.0
2088.0,6180582000000.0,8775128300000.0,11317787000000.0,11717252000000.0,7281714400000.0,11072455000000.0,10357129000000.0,9935489000000.0,8857594000000.0,11315967000000.0,9382067000000.0
2089.0,6059627400000.0,8695606400000.0,11238900000000.0,11704907000000.0,7181938700000.0,11013105000000.0,10307005000000.0,9857528000000.0,8799793000000.0,11284767000000.0,9242664000000.0
2090.0,5942746000000.0,8599186000000.0,11218824000000.0,11643355000000.0,7093607000000.0,10957698000000.0,10236669000000.0,9746059000000.0,8726867600000.0,11217378000000.0,9157604000000.0
2091.0,5825997300000.0,8505716600000.0,11180275000000.0,11553757000000.0,6997709000000.0,10925918000000.0,10156522000000.0,9635301000000.0,8662870400000.0,11175298000000.0,9055601000000.0
2092.0,5722791000000.0,8407355000000.0,11155368000000.0,11488018000000.0,6938417000000.0,10858883000000.0,10080355000000.0,9509104000000.0,8571265000000.0,11137887000000.0,8948792000000.0
2093.0,5618658000000.0,8293469000000.0,11153881000000.0,11415830000000.0,6843958000000.0,10799448000000.0,10055899000000.0,9458187000000.0,8512226000000.0,11098201000000.0,8927703000000.0
2094.0,5513283000000.0,8244998000000.0,11095151000000.0,11349274000000.0,6750085300000.0,10718860000000.0,9975210000000.0,9364058000000.0,8437629500000.0,11043945000000.0,8852285000000.0
2095.0,5461029000000.0,8167409000000.0,11020439000000.0,11324430000000.0,6649879700000.0,10673403000000.0,9905392000000.0,9305136000000.0,8365302300000.0,11003593000000.0,8803310000000.0
2096.0,5372681700000.0,8072778000000.0,10980967000000.0,11288269000000.0,6584934000000.0,10619272000000.0,9864123000000.0,9251322000000.0,8304302000000.0,10908196000000.0,8706782000000.0
2097.0,5287272000000.0,8000881000000.0,10981582000000.0,11275603000000.0,6495436000000.0,10628286000000.0,9788039000000.0,9195156000000.0,8230377000000.0,10845087000000.0,8643427700000.0
2098.0,5190148000000.0,7930950700000.0,10960162000000.0,11236560000000.0,6408511700000.0,10620030000000.0,9695267000000.0,9122496000000.0,8158085000000.0,10794392000000.0,8585043500000.0
2099.0,5050996400000.0,7826712000000.0,10915373000000.0,11173067000000.0,6332296500000.0,10559469000000.0,9683610000000.0,9106971000000.0,8108197300000.0,10747348000000.0,8479071300000.0
2100.0,4958425400000.0,7800913000000.0,10897694000000.0,11199467000000.0,6230828400000.0,10519454000000.0,9584960000000.0,9114210000000.0,8052419000000.0,10771646000000.0,8366443000000.0
