time,GISS-E2-R,CESM1-CAM5,NORESM1-M,CCSM4,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,IPSL-CM5A-LR
2000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0,15331977000000.0
2001.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0,15299929000000.0
2002.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0,15270556000000.0
2003.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0,15204357000000.0
2004.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0,15101432000000.0
2005.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0,15055764000000.0
2006.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0,15014718000000.0
2007.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0,14999434000000.0
2008.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0,14959111000000.0
2009.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0,14906986000000.0
2010.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0,14824772000000.0
2011.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0,14746603000000.0
2012.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0,14711515000000.0
2013.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0,14685102000000.0
2014.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0,14671528000000.0
2015.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0,14636127000000.0
2016.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0,14646599000000.0
2017.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0,14612340000000.0
2018.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0,14596337000000.0
2019.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0,14631684000000.0
2020.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0,14547510000000.0
2021.0,14538132000000.0,14481737000000.0,14482728000000.0,14532033000000.0,14488961000000.0,14517393000000.0,14540773000000.0,14470198000000.0
2022.0,14469918000000.0,14392278000000.0,14429867000000.0,14486224000000.0,14418407000000.0,14477373000000.0,14476713000000.0,14480544000000.0
2023.0,14424388000000.0,14310746000000.0,14370787000000.0,14475593000000.0,14324210000000.0,14419475000000.0,14419123000000.0,14405279000000.0
2024.0,14394276000000.0,14226054000000.0,14360800000000.0,14417203000000.0,14253225000000.0,14412478000000.0,14371891000000.0,14331471000000.0
2025.0,14299313000000.0,14109897000000.0,14361265000000.0,14390359000000.0,14148945000000.0,14390065000000.0,14296482000000.0,14287137000000.0
2026.0,14290603000000.0,14005524000000.0,14292224000000.0,14335901000000.0,14052994000000.0,14390729000000.0,14222178000000.0,14232881000000.0
2027.0,14212721000000.0,13912593000000.0,14229614000000.0,14338449000000.0,13991636000000.0,14396149000000.0,14136245000000.0,14193258000000.0
2028.0,14186913000000.0,13783890000000.0,14138540000000.0,14337140000000.0,13916072000000.0,14341669000000.0,14081912000000.0,14180663000000.0
2029.0,14176514000000.0,13654555000000.0,14023980000000.0,14310198000000.0,13864749000000.0,14363041000000.0,14029796000000.0,14067888000000.0
2030.0,14141426000000.0,13527732000000.0,13934384000000.0,14274565000000.0,13766056000000.0,14383081000000.0,13967636000000.0,14012953000000.0
2031.0,14045360000000.0,13397816000000.0,13870104000000.0,14269714000000.0,13681079000000.0,14314331000000.0,13934525000000.0,13952563000000.0
2032.0,14003716000000.0,13282802000000.0,13838914000000.0,14245156000000.0,13554010000000.0,14319586000000.0,13875471000000.0,13873046000000.0
2033.0,13940894000000.0,13167528000000.0,13777709000000.0,14232493000000.0,13471211000000.0,14223833000000.0,13839946000000.0,13817362000000.0
2034.0,13917162000000.0,13047336000000.0,13733115000000.0,14192362000000.0,13369880000000.0,14225713000000.0,13793047000000.0,13754991000000.0
2035.0,13890001000000.0,12910202000000.0,13632076000000.0,14159228000000.0,13270896000000.0,14198782000000.0,13787576000000.0,13641254000000.0
2036.0,13843375000000.0,12822442000000.0,13573031000000.0,14196111000000.0,13155588000000.0,14213366000000.0,13732366000000.0,13553129000000.0
2037.0,13786368000000.0,12674364000000.0,13493897000000.0,14165107000000.0,13042872000000.0,14176863000000.0,13742186000000.0,13555555000000.0
2038.0,13744713000000.0,12526729000000.0,13421657000000.0,14142833000000.0,12930581000000.0,14121464000000.0,13671808000000.0,13432464000000.0
