time,GISS-E2-R,CESM1-CAM5,NORESM1-M,CCSM4,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,IPSL-CM5A-LR
2039.0,13670582000000.0,12427336000000.0,13384575000000.0,14055983000000.0,12840057000000.0,14065526000000.0,13616028000000.0,13316834000000.0
2040.0,13631312000000.0,12315452000000.0,13282814000000.0,14015859000000.0,12719660000000.0,14005721000000.0,13595049000000.0,13182644000000.0
2041.0,13595801000000.0,12179847000000.0,13231389000000.0,13982099000000.0,12621739000000.0,13930010000000.0,13533214000000.0,13132493000000.0
2042.0,13531998000000.0,12030880000000.0,13136702000000.0,13887589000000.0,12512061000000.0,13913564000000.0,13499899000000.0,13041864000000.0
2043.0,13540197000000.0,11927760000000.0,13024603000000.0,13809471000000.0,12406046000000.0,13905332000000.0,13415543000000.0,12939213000000.0
2044.0,13504859000000.0,11862898000000.0,12929429000000.0,13772917000000.0,12291844000000.0,13870811000000.0,13344960000000.0,12881380000000.0
2045.0,13479180000000.0,11796951000000.0,12869758000000.0,13693167000000.0,12211567000000.0,13843884000000.0,13253189000000.0,12793358000000.0
2046.0,13427592000000.0,11683022000000.0,12783486000000.0,13617428000000.0,12114813000000.0,13816233000000.0,13217057000000.0,12729214000000.0
2047.0,13365734000000.0,11517292000000.0,12718091000000.0,13609942000000.0,12012089000000.0,13768521000000.0,13210516000000.0,12655293000000.0
2048.0,13324486000000.0,11428173000000.0,12607439000000.0,13561720000000.0,11921572000000.0,13758589000000.0,13165757000000.0,12536960000000.0
2049.0,13243150000000.0,11327077000000.0,12535268000000.0,13466114000000.0,11793094000000.0,13735622000000.0,13138851000000.0,12460112000000.0
2050.0,13161318000000.0,11194207000000.0,12436022000000.0,13375969000000.0,11708870000000.0,13706393000000.0,13100273000000.0,12317192000000.0
2051.0,13099944000000.0,11058550000000.0,12364910000000.0,13315549000000.0,11592685000000.0,13704372000000.0,13108347000000.0,12211425000000.0
2052.0,13047549000000.0,10914692000000.0,12295626000000.0,13265687000000.0,11471260000000.0,13653117000000.0,13072426000000.0,12160191000000.0
2053.0,13056730000000.0,10755184000000.0,12198922000000.0,13190340000000.0,11327911000000.0,13630966000000.0,13004511000000.0,12116069000000.0
2054.0,12983390000000.0,10656793000000.0,12103889000000.0,13092918000000.0,11219503000000.0,13602636000000.0,12957866000000.0,12086009000000.0
2055.0,12945678000000.0,10517628000000.0,11975242000000.0,12998894000000.0,11092193000000.0,13565271000000.0,12906718000000.0,12028527000000.0
2056.0,12915151000000.0,10357844000000.0,11866913000000.0,12956653000000.0,10966172000000.0,13545464000000.0,12851733000000.0,11928791000000.0
2057.0,12839884000000.0,10185542000000.0,11736592000000.0,12880499000000.0,10840495000000.0,13503019000000.0,12808831000000.0,11828145000000.0
2058.0,12724591000000.0,10061790000000.0,11608232000000.0,12796847000000.0,10702212000000.0,13453582000000.0,12744009000000.0,11787653000000.0
2059.0,12648909000000.0,9923989000000.0,11491591000000.0,12704772000000.0,10555824000000.0,13412253000000.0,12729873000000.0,11748835000000.0
2060.0,12606974000000.0,9760684000000.0,11409447000000.0,12610687000000.0,10462499000000.0,13401351000000.0,12629752000000.0,11680462000000.0
2061.0,12581175000000.0,9646413000000.0,11275109000000.0,12533420000000.0,10383510000000.0,13328495000000.0,12603756000000.0,11610734000000.0
2062.0,12515691000000.0,9495903000000.0,11165744000000.0,12429579000000.0,10275732000000.0,13290800000000.0,12528144000000.0,11556244000000.0
2063.0,12442410000000.0,9319907000000.0,11062602000000.0,12328925000000.0,10162021000000.0,13244417000000.0,12463039000000.0,11427597000000.0
2064.0,12425482000000.0,9146111000000.0,10927331000000.0,12219113000000.0,10025174000000.0,13165218000000.0,12380728000000.0,11306771000000.0
2065.0,12337138000000.0,8952427000000.0,10800115000000.0,12095666000000.0,9913470000000.0,13077186000000.0,12312784000000.0,11264440000000.0
2066.0,12325213000000.0,8726772000000.0,10691238000000.0,12015129000000.0,9811205000000.0,13051725000000.0,12239107000000.0,11208419000000.0
2067.0,12291530000000.0,8553277000000.0,10575590000000.0,11934230000000.0,9707200000000.0,13011057000000.0,12200579000000.0,11132428000000.0
2068.0,12233575000000.0,8406417000000.0,10487090000000.0,11854217000000.0,9586798000000.0,12979712000000.0,12116812000000.0,11024538000000.0
2069.0,12189798000000.0,8236961000000.0,10395357000000.0,11773238000000.0,9495720000000.0,12951587000000.0,12020108000000.0,10956475000000.0
2070.0,12113083000000.0,8067734300000.0,10318930000000.0,11735290000000.0,9388508000000.0,12915423000000.0,11971595000000.0,10880273000000.0
2071.0,12046436000000.0,7947471600000.0,10167818000000.0,11627286000000.0,9297895000000.0,12874987000000.0,11914822000000.0,10827470000000.0
2072.0,12012888000000.0,7805620000000.0,10050428000000.0,11568012000000.0,9197246000000.0,12836572000000.0,11858952000000.0,10757184000000.0
2073.0,11957012000000.0,7693080700000.0,9987528000000.0,11484259000000.0,9085457000000.0,12834670000000.0,11810518000000.0,10681046000000.0
2074.0,11913738000000.0,7548220500000.0,9899700000000.0,11436334000000.0,8950679000000.0,12817920000000.0,11773030000000.0,10616221000000.0
2075.0,11841124000000.0,7392719300000.0,9775861000000.0,11374326000000.0,8836736000000.0,12754477000000.0,11753138000000.0,10524556000000.0
2076.0,11808433000000.0,7248109000000.0,9629772000000.0,11262875000000.0,8702020600000.0,12701294000000.0,11644478000000.0,10429440000000.0
2077.0,11746457000000.0,7092530000000.0,9494906000000.0,11164837000000.0,8580075000000.0,12643302000000.0,11549035000000.0,10378430000000.0
2078.0,11703672000000.0,6975775600000.0,9354526000000.0,11055678000000.0,8449512400000.0,12543431000000.0,11468757000000.0,10354219000000.0
2079.0,11627469000000.0,6843714000000.0,9265773000000.0,10970112000000.0,8326223500000.0,12449074000000.0,11370960000000.0,10280741000000.0
2080.0,11596971000000.0,6704802000000.0,9173236000000.0,10906948000000.0,8179696000000.0,12405657000000.0,11348181000000.0,10169694000000.0
2081.0,11549627000000.0,6577457000000.0,9053815000000.0,10862314000000.0,8050825500000.0,12350575000000.0,11302854000000.0,10107380000000.0
2082.0,11457101000000.0,6464051600000.0,8963128000000.0,10742548000000.0,7910844300000.0,12295665000000.0,11232637000000.0,9996957000000.0
2083.0,11397280000000.0,6297425000000.0,8837335000000.0,10651743000000.0,7778285400000.0,12210740000000.0,11228106000000.0,9895047000000.0
2084.0,11319963000000.0,6144463000000.0,8675444000000.0,10549692000000.0,7663452700000.0,12168952000000.0,11152073000000.0,9812721000000.0
2085.0,11268639000000.0,6000739000000.0,8560702000000.0,10430112000000.0,7504940500000.0,12092131000000.0,11080502000000.0,9772248000000.0
2086.0,11219283000000.0,5876144400000.0,8426405500000.0,10360720000000.0,7363504000000.0,12076484000000.0,11080156000000.0,9679009000000.0
2087.0,11206613000000.0,5718447000000.0,8321353400000.0,10262613000000.0,7217085000000.0,12046067000000.0,11023648000000.0,9554802000000.0
2088.0,11171922000000.0,5575853000000.0,8257831700000.0,10184554000000.0,7096390000000.0,11971841000000.0,10934498000000.0,9488841000000.0
2089.0,11166761000000.0,5446976000000.0,8184592000000.0,10116119000000.0,6973247000000.0,11896864000000.0,10886870000000.0,9401562000000.0
2090.0,11113175000000.0,5346387600000.0,8070239000000.0,10050684000000.0,6852051000000.0,11809782000000.0,10866835000000.0,9348407000000.0
2091.0,11092910000000.0,5216445000000.0,7964735300000.0,9952508000000.0,6719900500000.0,11723959000000.0,10785726000000.0,9273879000000.0
2092.0,11024895000000.0,5076755700000.0,7861752600000.0,9865235000000.0,6619568000000.0,11654619000000.0,10717561000000.0,9190260000000.0
2093.0,10986205000000.0,4946795700000.0,7757320700000.0,9791798000000.0,6503626400000.0,11554191000000.0,10634893000000.0,9160477000000.0
2094.0,10921880000000.0,4848106000000.0,7661826000000.0,9675804000000.0,6388451000000.0,11450372000000.0,10572431000000.0,9052495000000.0
2095.0,10841369000000.0,4731741000000.0,7591997000000.0,9587203000000.0,6319516000000.0,11403574000000.0,10534571000000.0,8965733000000.0
2096.0,10774125000000.0,4648942000000.0,7489660000000.0,9496284000000.0,6230563600000.0,11362454000000.0,10479589000000.0,8883432000000.0
2097.0,10720848000000.0,4532858000000.0,7389747000000.0,9416527000000.0,6116793000000.0,11308156000000.0,10411648000000.0,8836866000000.0
2098.0,10664383000000.0,4411195000000.0,7299771000000.0,9355519000000.0,6012616600000.0,11157081000000.0,10348249000000.0,8794488700000.0
2099.0,10591027000000.0,4301533000000.0,7223196500000.0,9287660000000.0,5923136300000.0,11134490000000.0,10267227000000.0,8737805000000.0
2100.0,10543992000000.0,4174198000000.0,7127952000000.0,9228356000000.0,5826115300000.0,11101645000000.0,10224781000000.0,8664026000000.0
