time,IPSL-CM5A-LR,GFDL-ESM2G,CSIRO-MK3-6-0,GFDL-CM3,CCSM4,NORESM1-M,CESM1-CAM5,CNRM-CM5,CANESM2,GISS-E2-R,MPI-ESM-LR
2080.0,10565946000000.0,12387058000000.0,12246857000000.0,8413145000000.0,12536323000000.0,10570687000000.0,8164852000000.0,11288067000000.0,10155218000000.0,12398932000000.0,10303650000000.0
2081.0,10502295000000.0,12351754000000.0,12245262000000.0,8296448000000.0,12494244000000.0,10510018000000.0,8057498000000.0,11230481000000.0,10096555000000.0,12365815000000.0,10235811000000.0
2082.0,10401785000000.0,12311930000000.0,12169517000000.0,8212213000000.0,12493737000000.0,10434094000000.0,7971147400000.0,11165115000000.0,10020775000000.0,12310557000000.0,10198156000000.0
2083.0,10318552000000.0,12284733000000.0,12171819000000.0,8148454000000.0,12464378000000.0,10335823000000.0,7884458400000.0,11085334000000.0,9920418000000.0,12239418000000.0,10149597000000.0
2084.0,10199082000000.0,12260949000000.0,12163406000000.0,8069507400000.0,12464087000000.0,10219441000000.0,7820303000000.0,11063637000000.0,9857946000000.0,12209774000000.0,10074408000000.0
2085.0,10121202000000.0,12228829000000.0,12165904000000.0,7979958000000.0,12455087000000.0,10148054000000.0,7738894600000.0,10965948000000.0,9822123000000.0,12182923000000.0,10045319000000.0
2086.0,10053005000000.0,12155342000000.0,12154660000000.0,7900598000000.0,12494236000000.0,10032967000000.0,7680710700000.0,10882997000000.0,9709041000000.0,12125944000000.0,9965124000000.0
2087.0,10018717000000.0,12123222000000.0,12123181000000.0,7815722000000.0,12482083000000.0,9948646000000.0,7612059000000.0,10820674000000.0,9636112000000.0,12065464000000.0,9881281000000.0
2088.0,9959776000000.0,12093550000000.0,12121888000000.0,7757502600000.0,12510521000000.0,9887073000000.0,7521571400000.0,10779972000000.0,9599737000000.0,12029230000000.0,9836739000000.0
2089.0,9924152000000.0,12087460000000.0,12096415000000.0,7692501000000.0,12496366000000.0,9794865000000.0,7407500500000.0,10654358000000.0,9518644000000.0,12014691000000.0,9811371000000.0
2090.0,9932201000000.0,12063879000000.0,12075888000000.0,7630385000000.0,12487563000000.0,9730347000000.0,7304232000000.0,10575108000000.0,9474661000000.0,12029374000000.0,9773318000000.0
2091.0,9902829000000.0,12053938000000.0,12053771000000.0,7584377000000.0,12474981000000.0,9665184000000.0,7232989700000.0,10483221000000.0,9370678000000.0,12012200000000.0,9736086000000.0
2092.0,9853696000000.0,12013980000000.0,12021120000000.0,7531983300000.0,12515031000000.0,9562704000000.0,7144521300000.0,10442023000000.0,9293963000000.0,11990113000000.0,9690798000000.0
2093.0,9815398000000.0,11982518000000.0,11970736000000.0,7447755400000.0,12499293000000.0,9437040000000.0,7041800000000.0,10390664000000.0,9200708000000.0,11937421000000.0,9657245000000.0
2094.0,9820941000000.0,11932782000000.0,11929955000000.0,7406874000000.0,12472777000000.0,9396042000000.0,6957204000000.0,10349021000000.0,9164268000000.0,11905895000000.0,9604146000000.0
2095.0,9749892000000.0,11925651000000.0,11917393000000.0,7341738600000.0,12425917000000.0,9344720000000.0,6890852000000.0,10275829000000.0,9092229000000.0,11917246000000.0,9583801000000.0
2096.0,9700043000000.0,11881077000000.0,11882068000000.0,7306780600000.0,12428499000000.0,9307494000000.0,6824526000000.0,10172803000000.0,9026199000000.0,11896726000000.0,9533657000000.0
2097.0,9627505000000.0,11871560000000.0,11821216000000.0,7232275000000.0,12453566000000.0,9225595000000.0,6750164500000.0,10109388000000.0,8985859000000.0,11857216000000.0,9499831000000.0
2098.0,9583369000000.0,11843119000000.0,11753050000000.0,7164507700000.0,12476616000000.0,9154814000000.0,6681510500000.0,10017634000000.0,8931906000000.0,11847646000000.0,9449419000000.0
2099.0,9548088000000.0,11855696000000.0,11721059000000.0,7100516000000.0,12429799000000.0,9083948000000.0,6591570500000.0,9957855000000.0,8890335000000.0,11831768000000.0,9435982000000.0
2100.0,9509166000000.0,11819078000000.0,11687340000000.0,7046117700000.0,12440007000000.0,9029430000000.0,6530435400000.0,9905610000000.0,8822312000000.0,11802762000000.0,9413905000000.0
