time,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,MPI-ESM-LR,CSIRO-MK3-6-0,CCSM4,GFDL-ESM2G,CANESM2,CESM1-CAM5,NORESM1-M
2011.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0
2012.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0
2013.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0
2014.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0
2015.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0
2016.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0
2017.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0
2018.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0
2019.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0
2020.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0
2021.0,102096404000.0,101679776000.0,100997280000.0,101890425000.0,101093650000.0,101684090000.0,102111880000.0,102110960000.0,102489140000.0,102201860000.0,102647050000.0
2022.0,99989370000.0,100469590000.0,97266160000.0,101279890000.0,98203230000.0,100060230000.0,101111060000.0,101153410000.0,100116810000.0,98719670000.0,100604370000.0
2023.0,97067140000.0,99426976000.0,94577020000.0,99148980000.0,96100840000.0,98480095000.0,99343810000.0,99146146000.0,98436880000.0,98692735000.0,98684380000.0
2024.0,93951390000.0,99013920000.0,90389496000.0,97242640000.0,94644085000.0,96826550000.0,97771830000.0,97046070000.0,96427180000.0,95607730000.0,97122750000.0
2025.0,92763005000.0,98354760000.0,85801500000.0,95755640000.0,92824180000.0,94879120000.0,95509010000.0,96179190000.0,93797460000.0,94494600000.0,94353390000.0
2026.0,91857350000.0,96674570000.0,83263590000.0,93628260000.0,91287405000.0,92344890000.0,93575710000.0,93853426000.0,90741450000.0,92130090000.0,92709260000.0
2027.0,89701890000.0,94434165000.0,80322390000.0,91438236000.0,88943310000.0,90803230000.0,92741740000.0,91583600000.0,88514710000.0,89459650000.0,90395890000.0
2028.0,86658010000.0,92775400000.0,76502170000.0,89205850000.0,86975594000.0,88422700000.0,91729260000.0,90120240000.0,86445500000.0,88915650000.0,89067820000.0
2029.0,84232450000.0,90279720000.0,73600080000.0,86376505000.0,83528240000.0,86261760000.0,90382300000.0,89116540000.0,84086480000.0,86987860000.0,87252590000.0
2030.0,82201730000.0,89714295000.0,70527250000.0,84979220000.0,81285340000.0,83859010000.0,89269510000.0,86938750000.0,81895270000.0,85133910000.0,84859590000.0
2031.0,80446770000.0,87395320000.0,67120923000.0,84087060000.0,79439150000.0,81879605000.0,88352380000.0,85600125000.0,78987200000.0,82297094000.0,82687860000.0
2032.0,78880480000.0,85316180000.0,64702900000.0,81444640000.0,78017370000.0,80002860000.0,87111570000.0,82317970000.0,76879290000.0,80335060000.0,79465200000.0
2033.0,77085020000.0,84490640000.0,61558920000.0,80394170000.0,75934330000.0,77755530000.0,86103870000.0,80207720000.0,75514920000.0,77823820000.0,77298890000.0
2034.0,74924100000.0,82245075000.0,58542830000.0,78748220000.0,73749310000.0,75804290000.0,84631500000.0,79693490000.0,73587155000.0,76359890000.0,74543480000.0
2035.0,73039860000.0,81074400000.0,56319267000.0,76979690000.0,71367614000.0,73591840000.0,83673510000.0,78903780000.0,72243350000.0,74141510000.0,73025750000.0
2036.0,71716140000.0,78956634000.0,55040848000.0,75228060000.0,69666430000.0,71251600000.0,82927950000.0,78028590000.0,69738970000.0,71164060000.0,71360780000.0
2037.0,70351690000.0,78092290000.0,52526060000.0,73896120000.0,68717390000.0,69048100000.0,82209540000.0,77256745000.0,67321620000.0,69915886000.0,69363110000.0
2038.0,68291980000.0,76122360000.0,50002120000.0,73162940000.0,66843660000.0,68644217000.0,80457340000.0,75819610000.0,65459413000.0,68717314000.0,67549307000.0
2039.0,66134065000.0,73645230000.0,47829942000.0,71958135000.0,65270305000.0,66824880000.0,79570730000.0,74748310000.0,63454454000.0,67834290000.0,65767620000.0
2040.0,62685310000.0,71613506000.0,45448460000.0,70551500000.0,63881000000.0,65693700000.0,78061896000.0,73679870000.0,61392990000.0,65685590000.0,64743710000.0
2041.0,60253737000.0,68799460000.0,43052155000.0,69256250000.0,61918030000.0,64083046000.0,76278550000.0,71790200000.0,59591420000.0,65067860000.0,63141160000.0
2042.0,58886730000.0,67520864000.0,40919890000.0,68888130000.0,60895736000.0,62583260000.0,74635830000.0,70489735000.0,57838480000.0,63491367000.0,61360320000.0
2043.0,57503930000.0,66149090000.0,38877237000.0,67873903000.0,59416957000.0,61137265000.0,72816790000.0,68478600000.0,56680720000.0,62384943000.0,59403260000.0
2044.0,55945495000.0,65149866000.0,37383600000.0,66996154000.0,57777320000.0,59648510000.0,72099725000.0,67622494000.0,55642590000.0,61453857000.0,58613770000.0
2045.0,54539490000.0,63723940000.0,35909755000.0,65796325000.0,56441283000.0,58397640000.0,70705730000.0,66584050000.0,53546897000.0,59126317000.0,58045720000.0
2046.0,52064215000.0,61989400000.0,33664887000.0,65149026000.0,54785114000.0,57004376000.0,69497930000.0,65621303000.0,52485157000.0,57095254000.0,56643810000.0
2047.0,50509510000.0,60580540000.0,31243270000.0,64951850000.0,53214120000.0,55814803000.0,68585755000.0,64388110000.0,50609270000.0,55643840000.0,55541256000.0
2048.0,48846606000.0,59098630000.0,29632446000.0,63932797000.0,51730543000.0,54687674000.0,67846200000.0,63222972000.0,48837415000.0,54511940000.0,54551663000.0
2049.0,47384940000.0,58400660000.0,28172284000.0,63825945000.0,50433130000.0,53721120000.0,65978300000.0,62386120000.0,47294693000.0,53209186000.0,53533598000.0
2050.0,45588400000.0,57614676000.0,27137044000.0,62126674000.0,49050110000.0,52558004000.0,65517097000.0,61778575000.0,45997494000.0,51324334000.0,52698755000.0
2051.0,43661402000.0,55817904000.0,25703020000.0,62176195000.0,47891665000.0,51090887000.0,64517280000.0,60786350000.0,44651917000.0,50537480000.0,51362600000.0
2052.0,42315620000.0,53838578000.0,24775416000.0,61291810000.0,46638395000.0,50132970000.0,63045390000.0,60763560000.0,43447624000.0,49475666000.0,49845800000.0
2053.0,41043830000.0,52390466000.0,23949328000.0,60431753000.0,46034360000.0,48980914000.0,62137700000.0,61452935000.0,42744910000.0,47753535000.0,48970050000.0
2054.0,40213393000.0,51598737000.0,22590532000.0,59799270000.0,45033940000.0,47582265000.0,61476850000.0,61502020000.0,41850954000.0,46329010000.0,47372534000.0
2055.0,40193032000.0,50707150000.0,21748152000.0,60021416000.0,44348630000.0,46045150000.0,60362170000.0,62365950000.0,41230030000.0,45619950000.0,46102110000.0
2056.0,39072410000.0,49774920000.0,21048486000.0,60337398000.0,43287716000.0,45419426000.0,59538563000.0,62705127000.0,40390894000.0,45079085000.0,45232038000.0
2057.0,38570370000.0,48912003000.0,20170682000.0,60314644000.0,43407757000.0,44769010000.0,59124695000.0,63378436000.0,39435240000.0,43195850000.0,44414660000.0
2058.0,37575580000.0,49083933000.0,19611306000.0,60010795000.0,42820370000.0,43980400000.0,57905934000.0,62758646000.0,38210190000.0,42384900000.0,43309930000.0
2059.0,37160680000.0,48145027000.0,18962586000.0,59477890000.0,42238816000.0,43731030000.0,58152042000.0,62672640000.0,37926363000.0,41185407000.0,42112010000.0
2060.0,36723614000.0,47305396000.0,18491965000.0,58392474000.0,41703600000.0,43071824000.0,56892880000.0,62321885000.0,36277660000.0,40300620000.0,41565850000.0
2061.0,36052550000.0,46593323000.0,18003000000.0,58605410000.0,41204105000.0,41977530000.0,56044896000.0,61686813000.0,35361920000.0,39686214000.0,40770520000.0
2062.0,35607570000.0,45639560000.0,17272105000.0,57716410000.0,40768820000.0,41233564000.0,56001954000.0,61179030000.0,34015890000.0,38865273000.0,39817142000.0
2063.0,35034526000.0,45600170000.0,16900071000.0,57215824000.0,39764333000.0,40270730000.0,55987966000.0,61146700000.0,33319698000.0,38304910000.0,39615220000.0
2064.0,34573450000.0,45094625000.0,16322573000.0,56393695000.0,38857400000.0,39970836000.0,55290487000.0,60863180000.0,32506982000.0,37254130000.0,38529410000.0
2065.0,34072711000.0,44427882000.0,15939342000.0,55815190000.0,38784877000.0,39104545000.0,54581453000.0,60911247000.0,32187754000.0,36664934000.0,37994664000.0
2066.0,33798140000.0,43740148000.0,15198961000.0,55426392000.0,38821670000.0,38509023000.0,53281632000.0,60867640000.0,31291765000.0,35755670000.0,37662175000.0
2067.0,33023711000.0,42933870000.0,14757230000.0,54126640000.0,38259690000.0,38526230000.0,53390545000.0,59264872000.0,30609934000.0,35160930000.0,37035393000.0
2068.0,31647457000.0,42528522000.0,14383580000.0,53181334000.0,38083160000.0,37452276000.0,53020385000.0,59930284000.0,30159030000.0,34541625000.0,36623147000.0
2069.0,31492833000.0,41486766000.0,14011973000.0,52742582000.0,37917913000.0,37322523000.0,51760996000.0,59017007000.0,29696550000.0,34645398000.0,36288623000.0
2070.0,30933137000.0,41065665000.0,13654169000.0,52426273000.0,37556253000.0,36712792000.0,51168817000.0,58338900000.0,29175194000.0,33435611000.0,35925610000.0
2071.0,30277155000.0,40723567000.0,13525399000.0,52859120000.0,37550903000.0,36335555000.0,51197854000.0,58284593000.0,29013721000.0,32953487000.0,35525857000.0
2072.0,30070014000.0,40605730000.0,13384999000.0,52382260000.0,37311635000.0,35539018000.0,51287007000.0,58104820000.0,29092276000.0,32565402000.0,35547840000.0
2073.0,29850250000.0,39969735000.0,13073430000.0,52328624000.0,38013640000.0,35756507000.0,50553782000.0,57866930000.0,29045262000.0,32127273000.0,35187770000.0
2074.0,29770000000.0,39500726000.0,12971840000.0,51707638000.0,37738967000.0,35457163000.0,49840525000.0,57998450000.0,28621068000.0,31619650000.0,34547868000.0
2075.0,29594718000.0,38539650000.0,12745656000.0,51228574000.0,37560963000.0,35400740000.0,49522860000.0,57711300000.0,28354419000.0,31519402000.0,33977803000.0
2076.0,29591540000.0,37819597000.0,12532486000.0,50312126000.0,37240586000.0,35164975000.0,48658026000.0,57893044000.0,28227170000.0,31341265000.0,33384770000.0
2077.0,29350541000.0,37249780000.0,12528236000.0,50076017000.0,37105780000.0,34137324000.0,48036057000.0,57157540000.0,27893285000.0,30807783000.0,33096940000.0
2078.0,29334358000.0,36923912000.0,12360877000.0,49968435000.0,36678640000.0,34125367000.0,48410563000.0,56964887000.0,27662367000.0,30669963000.0,32747235000.0
2079.0,29126762000.0,36629910000.0,12173546000.0,50268013000.0,36701032000.0,33472510000.0,47514145000.0,56315036000.0,27544020000.0,30585526000.0,32524468000.0
2080.0,29070524000.0,35935134000.0,11961657000.0,50135050000.0,36863300000.0,32979104000.0,47628538000.0,55535990000.0,27457976000.0,30683113000.0,32214125000.0
2081.0,28778960000.0,35076790000.0,11980186000.0,49643065000.0,36392935000.0,32639523000.0,47493063000.0,55502770000.0,27075195000.0,30011144000.0,32300070000.0
2082.0,28284120000.0,34815787000.0,11815178000.0,49022538000.0,36461970000.0,32018565000.0,46763205000.0,55194284000.0,26852633000.0,30067458000.0,31545072000.0
2083.0,27620070000.0,34734950000.0,11597443000.0,48881197000.0,36712382000.0,31569023000.0,45816664000.0,54963630000.0,26373872000.0,29663252000.0,30984354000.0
2084.0,27006083000.0,34721653000.0,11396564000.0,49118530000.0,36494094000.0,31335820000.0,44827980000.0,55295443000.0,26148540000.0,29329252000.0,30427530000.0
2085.0,26700370000.0,34136869000.0,11414944000.0,48968688000.0,36389650000.0,31196450000.0,44952568000.0,56768430000.0,25917968000.0,29557238000.0,29971444000.0
2086.0,26509578000.0,34083019000.0,11355372000.0,49013596000.0,35918455000.0,31302513000.0,45074720000.0,56111970000.0,25813748000.0,29193853000.0,29662722000.0
2087.0,26245155000.0,34325189000.0,11270544000.0,49733628000.0,35798258000.0,31411320000.0,44986302000.0,56118580000.0,25427370000.0,28509241000.0,29384847000.0
2088.0,26574305000.0,34261650000.0,11212533000.0,49304600000.0,36173275000.0,31426943000.0,44721877000.0,56270103000.0,24792994000.0,28387244000.0,29218988000.0
2089.0,26560426000.0,33712507000.0,11122019000.0,48805510000.0,35710116000.0,31062243000.0,44725070000.0,56000160000.0,24561670000.0,28087770000.0,29197464000.0
2090.0,27151587000.0,33333731000.0,11030517000.0,48748106000.0,35774747000.0,30731084000.0,44486770000.0,55459650000.0,24343552000.0,27715934000.0,28944357000.0
2091.0,27200104000.0,33286887000.0,10892866000.0,49508774000.0,35650736000.0,30220587000.0,44525980000.0,55489913000.0,23960306000.0,27078672000.0,29108520000.0
2092.0,27032582000.0,33289458000.0,10795242000.0,49787965000.0,35575235000.0,30099655000.0,44310766000.0,55382696000.0,23753755000.0,26435695000.0,28825530000.0
2093.0,26531246000.0,33335253000.0,10758207000.0,49287987000.0,35514900000.0,30319220000.0,44210745000.0,55731980000.0,23606340000.0,26295423000.0,28754137000.0
2094.0,26125883000.0,33222370000.0,10718075000.0,49640980000.0,35068330000.0,29902973000.0,44445282000.0,56558880000.0,23566273000.0,26110085000.0,28365650000.0
2095.0,25988745000.0,33092164000.0,10683880000.0,49833038000.0,35061563000.0,29466292000.0,44043817000.0,56143655000.0,23384836000.0,26182257000.0,28267643000.0
2096.0,26071132000.0,33114104000.0,10686266000.0,49346535000.0,35194593000.0,29721846000.0,44038480000.0,56139096000.0,23336049000.0,25854466000.0,27987354000.0
2097.0,25804126000.0,33339138000.0,10631501000.0,49379850000.0,35250350000.0,29412890000.0,44163570000.0,56832840000.0,23069696000.0,25691689000.0,27971342000.0
2098.0,25564226000.0,33647309000.0,10638664000.0,49255748000.0,35749175000.0,28872778000.0,43954170000.0,57003667000.0,22798768000.0,25466040000.0,28055968000.0
2099.0,25698433000.0,33768583000.0,10494246000.0,48787444000.0,35655393000.0,28669778000.0,43992117000.0,57531380000.0,22716682000.0,25512342000.0,27910010000.0
2100.0,25601399000.0,33989188000.0,10328203000.0,48525808000.0,35985460000.0,28696265000.0,43382290000.0,57659064000.0,22618683000.0,25627818000.0,27382972000.0
