,Unnamed: 0,cmip,gcm,scenario,rgi_reg,end_year,perc_area_missing,fpath,exp,historical_future_option,oggm_version
12,CMIP6:2100:MRI-ESM2-0:ssp534-over:RGI16,CMIP6,MRI-ESM2-0,ssp534-over,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp534-over_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
13,CMIP6:2100:BCC-CSM2-MR:ssp370:RGI16,CMIP6,BCC-CSM2-MR,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_BCC-CSM2-MR_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
14,CMIP6:2100:CAMS-CSM1-0:ssp585:RGI16,CMIP6,CAMS-CSM1-0,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
15,CMIP6:2100:FGOALS-f3-L:ssp370:RGI16,CMIP6,FGOALS-f3-L,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_FGOALS-f3-L_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
16,CMIP6:2100:CESM2-WACCM:ssp585:RGI16,CMIP6,CESM2-WACCM,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
17,CMIP6:2100:MPI-ESM1-2-HR:ssp585:RGI16,CMIP6,MPI-ESM1-2-HR,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MPI-ESM1-2-HR_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
18,CMIP6:2100:EC-Earth3-Veg:ssp370:RGI16,CMIP6,EC-Earth3-Veg,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
19,CMIP6:2100:EC-Earth3-Veg:ssp119:RGI16,CMIP6,EC-Earth3-Veg,ssp119,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp119_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
20,CMIP6:2100:INM-CM5-0:ssp126:RGI16,CMIP6,INM-CM5-0,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_INM-CM5-0_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
21,CMIP6:2100:INM-CM4-8:ssp126:RGI16,CMIP6,INM-CM4-8,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_INM-CM4-8_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
22,CMIP6:2100:CanESM5:ssp126:RGI16,CMIP6,CanESM5,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CanESM5_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
23,CMIP6:2100:GFDL-ESM4:ssp245:RGI16,CMIP6,GFDL-ESM4,ssp245,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
24,CMIP6:2100:MRI-ESM2-0:ssp370:RGI16,CMIP6,MRI-ESM2-0,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
25,CMIP6:2100:MRI-ESM2-0:ssp119:RGI16,CMIP6,MRI-ESM2-0,ssp119,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp119_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
26,CMIP6:2100:IPSL-CM6A-LR:ssp126:RGI16,CMIP6,IPSL-CM6A-LR,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_IPSL-CM6A-LR_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
27,CMIP6:2100:ACCESS-CM2:ssp126:RGI16,CMIP6,ACCESS-CM2,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_ACCESS-CM2_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
28,CMIP6:2100:CESM2:ssp585:RGI16,CMIP6,CESM2,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CESM2_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
29,CMIP6:2100:NorESM2-MM:ssp585:RGI16,CMIP6,NorESM2-MM,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
30,CMIP6:2100:EC-Earth3:ssp585:RGI16,CMIP6,EC-Earth3,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
31,CMIP6:2100:MPI-ESM1-2-HR:ssp126:RGI16,CMIP6,MPI-ESM1-2-HR,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MPI-ESM1-2-HR_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
32,CMIP6:2100:CESM2-WACCM:ssp126:RGI16,CMIP6,CESM2-WACCM,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
33,CMIP6:2100:CAMS-CSM1-0:ssp126:RGI16,CMIP6,CAMS-CSM1-0,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
34,CMIP6:2100:CMCC-CM2-SR5:ssp245:RGI16,CMIP6,CMCC-CM2-SR5,ssp245,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CMCC-CM2-SR5_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
35,CMIP6:2100:CanESM5:ssp585:RGI16,CMIP6,CanESM5,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CanESM5_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
36,CMIP6:2100:INM-CM5-0:ssp585:RGI16,CMIP6,INM-CM5-0,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_INM-CM5-0_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
37,CMIP6:2100:INM-CM4-8:ssp585:RGI16,CMIP6,INM-CM4-8,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_INM-CM4-8_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
38,CMIP6:2100:MRI-ESM2-0:ssp245:RGI16,CMIP6,MRI-ESM2-0,ssp245,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
39,CMIP6:2100:EC-Earth3-Veg:ssp585:RGI16,CMIP6,EC-Earth3-Veg,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
40,CMIP6:2100:MPI-ESM1-2-HR:ssp370:RGI16,CMIP6,MPI-ESM1-2-HR,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MPI-ESM1-2-HR_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
41,CMIP6:2100:CESM2-WACCM:ssp370:RGI16,CMIP6,CESM2-WACCM,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
42,CMIP6:2100:CAMS-CSM1-0:ssp370:RGI16,CMIP6,CAMS-CSM1-0,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
43,CMIP6:2100:FGOALS-f3-L:ssp585:RGI16,CMIP6,FGOALS-f3-L,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_FGOALS-f3-L_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
44,CMIP6:2100:ACCESS-ESM1-5:ssp585:RGI16,CMIP6,ACCESS-ESM1-5,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_ACCESS-ESM1-5_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
45,CMIP6:2100:BCC-CSM2-MR:ssp585:RGI16,CMIP6,BCC-CSM2-MR,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_BCC-CSM2-MR_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
46,CMIP6:2100:CAMS-CSM1-0:ssp119:RGI16,CMIP6,CAMS-CSM1-0,ssp119,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp119_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
47,CMIP6:2100:IPSL-CM6A-LR:ssp534-over:RGI16,CMIP6,IPSL-CM6A-LR,ssp534-over,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_IPSL-CM6A-LR_ssp534-over_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
48,CMIP6:2100:CAMS-CSM1-0:ssp245:RGI16,CMIP6,CAMS-CSM1-0,ssp245,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CAMS-CSM1-0_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
49,CMIP6:2100:CESM2-WACCM:ssp245:RGI16,CMIP6,CESM2-WACCM,ssp245,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CESM2-WACCM_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
50,CMIP6:2100:MPI-ESM1-2-HR:ssp245:RGI16,CMIP6,MPI-ESM1-2-HR,ssp245,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MPI-ESM1-2-HR_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
51,CMIP6:2100:MRI-ESM2-0:ssp126:RGI16,CMIP6,MRI-ESM2-0,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
52,CMIP6:2100:MRI-ESM2-0:ssp460:RGI16,CMIP6,MRI-ESM2-0,ssp460,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp460_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
53,CMIP6:2100:GFDL-ESM4:ssp585:RGI16,CMIP6,GFDL-ESM4,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
54,CMIP6:2100:EC-Earth3-Veg:ssp126:RGI16,CMIP6,EC-Earth3-Veg,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_EC-Earth3-Veg_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
55,CMIP6:2100:INM-CM5-0:ssp370:RGI16,CMIP6,INM-CM5-0,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_INM-CM5-0_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
56,CMIP6:2100:INM-CM4-8:ssp370:RGI16,CMIP6,INM-CM4-8,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_INM-CM4-8_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
57,CMIP6:2100:BCC-CSM2-MR:ssp126:RGI16,CMIP6,BCC-CSM2-MR,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_BCC-CSM2-MR_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
58,CMIP6:2100:ACCESS-ESM1-5:ssp126:RGI16,CMIP6,ACCESS-ESM1-5,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_ACCESS-ESM1-5_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
59,CMIP6:2100:CESM2:ssp245:RGI16,CMIP6,CESM2,ssp245,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CESM2_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
60,CMIP6:2100:FGOALS-f3-L:ssp126:RGI16,CMIP6,FGOALS-f3-L,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_FGOALS-f3-L_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
61,CMIP6:2100:TaiESM1:ssp585:RGI16,CMIP6,TaiESM1,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_TaiESM1_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
62,CMIP6:2100:NorESM2-MM:ssp245:RGI16,CMIP6,NorESM2-MM,ssp245,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
63,CMIP6:2100:EC-Earth3:ssp245:RGI16,CMIP6,EC-Earth3,ssp245,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp245_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
64,CMIP6:2100:MRI-ESM2-0:ssp434:RGI16,CMIP6,MRI-ESM2-0,ssp434,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_MRI-ESM2-0_ssp434_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
65,CMIP6:2100:EC-Earth3:ssp370:RGI16,CMIP6,EC-Earth3,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_EC-Earth3_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
66,CMIP6:2100:NorESM2-MM:ssp370:RGI16,CMIP6,NorESM2-MM,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_NorESM2-MM_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
67,CMIP6:2100:CESM2:ssp370:RGI16,CMIP6,CESM2,ssp370,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CESM2_ssp370_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
68,CMIP6:2100:CMCC-CM2-SR5:ssp585:RGI16,CMIP6,CMCC-CM2-SR5,ssp585,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_CMCC-CM2-SR5_ssp585_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
69,CMIP6:2100:GFDL-ESM4:ssp126:RGI16,CMIP6,GFDL-ESM4,ssp126,RGI16,2100,0.0002870523990233,/home/www/oggm/oggm_output/oggm_v16/2023.3/CMIP6/2100/RGI16/run_hydro_w5e5_gcm_merged_GFDL-ESM4_ssp126_bc_2000_2019_Batch_*,match_geod_pergla,w5e5_gcm_merged,oggm_v1.6.1_2023.3
