time,FGOALS-F3-L,GFDL-ESM4,EC-EARTH3-VEG,INM-CM5-0,MRI-ESM2-0,CAMS-CSM1-0,CMCC-CM2-SR5,CESM2,BCC-CSM2-MR,MPI-ESM1-2-HR,INM-CM4-8,EC-EARTH3,CESM2-WACCM,NORESM2-MM
2029.0,7834675700000.0,7800225000000.0,7824738400000.0,7894102000000.0,7751019000000.0,7829083700000.0,7916994000000.0,7663326300000.0,7852429700000.0,7771357000000.0,7830011000000.0,7758564300000.0,7734639000000.0,7843096300000.0
2030.0,7802711400000.0,7767327000000.0,7800179700000.0,7858542000000.0,7711209000000.0,7793667500000.0,7888165700000.0,7611858600000.0,7812456400000.0,7726906000000.0,7786777000000.0,7717089400000.0,7658167000000.0,7803756300000.0
2031.0,7754586500000.0,7737405000000.0,7765775000000.0,7828398000000.0,7654748000000.0,7764396000000.0,7874382000000.0,7550923000000.0,7777177000000.0,7693446000000.0,7749049500000.0,7683517000000.0,7583930000000.0,7770473500000.0
2032.0,7724455700000.0,7688624300000.0,7710259500000.0,7809092600000.0,7595097600000.0,7731849000000.0,7841883000000.0,7495153000000.0,7727926000000.0,7651152400000.0,7714766300000.0,7646473000000.0,7534856400000.0,7716185000000.0
2033.0,7699475000000.0,7647846700000.0,7671227400000.0,7776678400000.0,7536529000000.0,7703163300000.0,7795430700000.0,7432115000000.0,7697867000000.0,7610879700000.0,7676919000000.0,7608865400000.0,7482538700000.0,7673570000000.0
2034.0,7680103500000.0,7610571400000.0,7620196300000.0,7738453000000.0,7497361400000.0,7680618400000.0,7751710300000.0,7355340000000.0,7639421400000.0,7593144000000.0,7615287000000.0,7580536000000.0,7432166000000.0,7630597700000.0
2035.0,7643337300000.0,7566491400000.0,7575415000000.0,7690157000000.0,7450219500000.0,7634013000000.0,7706040600000.0,7282197300000.0,7584324500000.0,7543867300000.0,7576924700000.0,7524088000000.0,7382128000000.0,7601133000000.0
2036.0,7620494600000.0,7531015400000.0,7524462400000.0,7666401300000.0,7394019000000.0,7588811000000.0,7646553300000.0,7228324600000.0,7540693000000.0,7514252000000.0,7532439400000.0,7460032000000.0,7332963500000.0,7555305000000.0
2037.0,7572711500000.0,7511160700000.0,7478962000000.0,7632346700000.0,7320619700000.0,7558578300000.0,7580598400000.0,7156497600000.0,7490029000000.0,7474676000000.0,7497414300000.0,7383871400000.0,7284714000000.0,7506869400000.0
2038.0,7559000000000.0,7454983700000.0,7432797000000.0,7597318500000.0,7238351000000.0,7518198000000.0,7519556000000.0,7107452600000.0,7444445500000.0,7428399000000.0,7451221400000.0,7334879000000.0,7222302600000.0,7432611300000.0
2039.0,7522324000000.0,7403839400000.0,7367087000000.0,7561240000000.0,7180153500000.0,7482318000000.0,7453814600000.0,7061140000000.0,7387591700000.0,7377350000000.0,7407660400000.0,7289562500000.0,7160026600000.0,7384208000000.0
2040.0,7479470000000.0,7357416300000.0,7319609000000.0,7528853300000.0,7134498000000.0,7451268600000.0,7392962500000.0,7027991000000.0,7351921300000.0,7336856400000.0,7359298000000.0,7246157000000.0,7105470000000.0,7327224700000.0
2041.0,7436674000000.0,7308714000000.0,7251532700000.0,7484135000000.0,7084189000000.0,7429960000000.0,7339972000000.0,6965574500000.0,7287251400000.0,7294229000000.0,7308125400000.0,7180421400000.0,7059284000000.0,7282383000000.0
2042.0,7404601000000.0,7260193000000.0,7193938000000.0,7451072000000.0,7021642400000.0,7397991000000.0,7283335000000.0,6897676000000.0,7237684700000.0,7260026700000.0,7252374000000.0,7104927600000.0,7014570300000.0,7233478000000.0
2043.0,7366182000000.0,7215042300000.0,7137204400000.0,7410632600000.0,6968700000000.0,7379591600000.0,7207692300000.0,6844152500000.0,7207092000000.0,7213295000000.0,7197787000000.0,7050143000000.0,6970993000000.0,7183421400000.0
2044.0,7329979300000.0,7149124600000.0,7063464000000.0,7367774700000.0,6916559300000.0,7350273000000.0,7138348400000.0,6797151700000.0,7159663300000.0,7161312700000.0,7143443400000.0,6986868000000.0,6931527000000.0,7094310000000.0
2045.0,7284750500000.0,7118933000000.0,7009003400000.0,7332025000000.0,6848568600000.0,7298017000000.0,7071230600000.0,6754845000000.0,7115309600000.0,7111554000000.0,7091536000000.0,6925020300000.0,6882448000000.0,7048020400000.0
2046.0,7243617000000.0,7083066000000.0,6956416000000.0,7284218400000.0,6784941000000.0,7280242700000.0,6993233000000.0,6696464000000.0,7044794400000.0,7082502000000.0,7044278000000.0,6865232600000.0,6820338000000.0,7002296700000.0
2047.0,7214163600000.0,7041848400000.0,6910585000000.0,7243745500000.0,6708744000000.0,7247759400000.0,6910315000000.0,6643767000000.0,7007440500000.0,7043669300000.0,6983536000000.0,6806949600000.0,6778418000000.0,6948556000000.0
2048.0,7159522300000.0,6983867000000.0,6857228300000.0,7193146400000.0,6627251500000.0,7212884000000.0,6829985000000.0,6588318400000.0,6969339400000.0,6994917300000.0,6930343400000.0,6733658300000.0,6717554300000.0,6892498700000.0
2049.0,7114889000000.0,6931785700000.0,6779032000000.0,7144925000000.0,6564600600000.0,7177829400000.0,6756951400000.0,6512798000000.0,6940382500000.0,6959186600000.0,6874114000000.0,6643314600000.0,6655782000000.0,6837511400000.0
2050.0,7079451000000.0,6884565000000.0,6710598000000.0,7098472600000.0,6501333000000.0,7125912000000.0,6673924000000.0,6446490600000.0,6890277300000.0,6911652500000.0,6824603000000.0,6566911000000.0,6590294000000.0,6768246000000.0
2051.0,7035147000000.0,6851319000000.0,6632171000000.0,7046578600000.0,6430434300000.0,7078959600000.0,6611300500000.0,6390822700000.0,6848648000000.0,6879199600000.0,6761411000000.0,6476000000000.0,6525958000000.0,6726854600000.0
2052.0,7001671000000.0,6816677000000.0,6558118000000.0,7000859600000.0,6355766000000.0,7051856600000.0,6531601400000.0,6322054500000.0,6781002600000.0,6842803000000.0,6721132000000.0,6386269300000.0,6459035000000.0,6686150000000.0
2053.0,6966544000000.0,6774485000000.0,6504133000000.0,6957075000000.0,6303990000000.0,7031597600000.0,6443184000000.0,6267309000000.0,6733827000000.0,6797919000000.0,6678959400000.0,6328306000000.0,6393163000000.0,6636422000000.0
2054.0,6915834000000.0,6731625000000.0,6446919500000.0,6903356000000.0,6240839700000.0,6989890000000.0,6359651700000.0,6211452000000.0,6695614000000.0,6762411000000.0,6622390000000.0,6249137600000.0,6326401000000.0,6581624000000.0
2055.0,6871390000000.0,6691189000000.0,6381608000000.0,6874888400000.0,6166766700000.0,6948384700000.0,6281568500000.0,6121654300000.0,6634497600000.0,6737266000000.0,6577728000000.0,6170177700000.0,6275988500000.0,6532184400000.0
2056.0,6838899700000.0,6630682400000.0,6305530000000.0,6839306000000.0,6099428000000.0,6922175500000.0,6198349300000.0,6065158000000.0,6594584600000.0,6687658300000.0,6525473500000.0,6085257000000.0,6210451400000.0,6478562300000.0
2057.0,6790271500000.0,6603362000000.0,6248548300000.0,6795749000000.0,6023596700000.0,6873248400000.0,6121823700000.0,6005001000000.0,6557856000000.0,6649215500000.0,6472426600000.0,6004720000000.0,6146837000000.0,6431609700000.0
2058.0,6750982400000.0,6562016400000.0,6160255000000.0,6761202000000.0,5935866600000.0,6822073700000.0,6036810000000.0,5920653300000.0,6508429000000.0,6611453000000.0,6412183300000.0,5915780600000.0,6084091000000.0,6379834000000.0
2059.0,6687907000000.0,6518220000000.0,6094178000000.0,6727329000000.0,5876986400000.0,6782623700000.0,5962419700000.0,5853665600000.0,6451896000000.0,6565555300000.0,6358658700000.0,5836179500000.0,6009915400000.0,6335442700000.0
2060.0,6632292000000.0,6493309500000.0,6012038000000.0,6684123000000.0,5820855600000.0,6737125400000.0,5876912500000.0,5785368700000.0,6410754000000.0,6537034000000.0,6300519000000.0,5758331000000.0,5933595400000.0,6283396000000.0
2061.0,6596373500000.0,6467522000000.0,5940175700000.0,6640707300000.0,5754388000000.0,6690791500000.0,5809987600000.0,5720941500000.0,6376022600000.0,6498728500000.0,6238985000000.0,5683745000000.0,5884564000000.0,6209635600000.0
2062.0,6535201000000.0,6424756000000.0,5866773000000.0,6588190400000.0,5687920300000.0,6661553500000.0,5739852600000.0,5650409000000.0,6326515000000.0,6456816000000.0,6177884000000.0,5600529000000.0,5807286000000.0,6153311000000.0
2063.0,6486054000000.0,6377958000000.0,5781672400000.0,6557700000000.0,5634774300000.0,6627388000000.0,5665041000000.0,5584368000000.0,6273764000000.0,6410534000000.0,6120871600000.0,5517396000000.0,5740051000000.0,6090252000000.0
2064.0,6446016600000.0,6329110000000.0,5699553700000.0,6524404000000.0,5571824000000.0,6575411400000.0,5597056500000.0,5538338300000.0,6253338000000.0,6375710000000.0,6060614600000.0,5434804500000.0,5676729000000.0,6034187400000.0
2065.0,6391868700000.0,6284254000000.0,5630090300000.0,6479458300000.0,5498725700000.0,6550721700000.0,5518872500000.0,5462146700000.0,6209501400000.0,6332659300000.0,5998268000000.0,5353751700000.0,5597993400000.0,5961192300000.0
2066.0,6338226700000.0,6236982500000.0,5559173000000.0,6433681700000.0,5451809300000.0,6509178000000.0,5436752300000.0,5392196700000.0,6126934000000.0,6293837300000.0,5950558700000.0,5269934300000.0,5541681000000.0,5909771700000.0
2067.0,6286224700000.0,6193685700000.0,5480360400000.0,6400627400000.0,5389535400000.0,6485393000000.0,5345426500000.0,5307515000000.0,6062152400000.0,6253206600000.0,5906423000000.0,5205351500000.0,5490594000000.0,5856571000000.0
2068.0,6222692500000.0,6137942000000.0,5398899000000.0,6353175700000.0,5339687000000.0,6452752700000.0,5252229600000.0,5237452600000.0,5995627000000.0,6214027000000.0,5858449700000.0,5139309000000.0,5419263000000.0,5800849000000.0
2069.0,6158701000000.0,6100927600000.0,5318486000000.0,6311065400000.0,5275990000000.0,6417414000000.0,5169257000000.0,5172742300000.0,5923090700000.0,6174519300000.0,5800926000000.0,5057926000000.0,5341041000000.0,5747467400000.0
2070.0,6100341000000.0,6054942000000.0,5236764000000.0,6276805300000.0,5222105000000.0,6376752000000.0,5072732300000.0,5112282000000.0,5859016400000.0,6121276000000.0,5742411000000.0,4991363000000.0,5261059700000.0,5678877400000.0
2071.0,6047937300000.0,6007635000000.0,5165644500000.0,6219091000000.0,5171019000000.0,6346666700000.0,4991711400000.0,5046439000000.0,5809074300000.0,6063985300000.0,5694654000000.0,4923253000000.0,5187779400000.0,5618529000000.0
2072.0,6002671000000.0,5979273400000.0,5115902000000.0,6168037600000.0,5103272600000.0,6296663000000.0,4888646400000.0,5001332000000.0,5765250000000.0,6020416400000.0,5645011000000.0,4850607000000.0,5128622000000.0,5568127300000.0
2073.0,5941845600000.0,5921136000000.0,5052244700000.0,6129384000000.0,5052140400000.0,6263160000000.0,4802507400000.0,4924906700000.0,5724500000000.0,5987192300000.0,5604070400000.0,4779346000000.0,5067726000000.0,5503064700000.0
2074.0,5888551000000.0,5866654000000.0,4989141400000.0,6091840000000.0,4994638000000.0,6220022000000.0,4708466000000.0,4855279600000.0,5685149400000.0,5934837400000.0,5548448700000.0,4717918000000.0,5002268500000.0,5454447500000.0
2075.0,5853881000000.0,5817190000000.0,4915202600000.0,6051862700000.0,4941982000000.0,6173045000000.0,4621329000000.0,4767131600000.0,5607638000000.0,5886961000000.0,5505743300000.0,4648567600000.0,4925845700000.0,5399855500000.0
2076.0,5810422000000.0,5770614000000.0,4836571500000.0,6013277000000.0,4895149000000.0,6121429000000.0,4534674000000.0,4704755500000.0,5554816000000.0,5848148000000.0,5454270300000.0,4561447700000.0,4862938000000.0,5333282500000.0
2077.0,5744541000000.0,5708932700000.0,4770356000000.0,5958832500000.0,4830577000000.0,6091307000000.0,4439931000000.0,4625961000000.0,5512618000000.0,5815525000000.0,5413332300000.0,4476410000000.0,4784930700000.0,5274876000000.0
2078.0,5693303000000.0,5670562000000.0,4675981500000.0,5902222000000.0,4759042000000.0,6051975400000.0,4340498000000.0,4552681000000.0,5473023000000.0,5775744300000.0,5368337400000.0,4397783000000.0,4718877000000.0,5200587000000.0
2079.0,5644975300000.0,5616708400000.0,4598644300000.0,5858968000000.0,4693450300000.0,6021624000000.0,4252486300000.0,4499468000000.0,5439384700000.0,5730924500000.0,5307113000000.0,4333114200000.0,4650748600000.0,5132629000000.0
2080.0,5598382400000.0,5577056500000.0,4533011300000.0,5809887000000.0,4626823000000.0,5979147600000.0,4151340700000.0,4424226300000.0,5390130000000.0,5699633400000.0,5239278000000.0,4256625600000.0,4576232000000.0,5057939000000.0
2081.0,5543953400000.0,5522255000000.0,4458711400000.0,5762646500000.0,4569851000000.0,5920821600000.0,4057030500000.0,4368741000000.0,5321065000000.0,5656998000000.0,5189734500000.0,4181411000000.0,4512497500000.0,4997338600000.0
2082.0,5478233000000.0,5478646000000.0,4385477500000.0,5719244000000.0,4520065600000.0,5874949000000.0,3960540000000.0,4314031200000.0,5271841000000.0,5625805000000.0,5135152400000.0,4111778400000.0,4435888000000.0,4928520600000.0
2083.0,5420001300000.0,5433857000000.0,4310233500000.0,5684658700000.0,4449269000000.0,5822542000000.0,3857520500000.0,4253200200000.0,5202351000000.0,5575707000000.0,5088961600000.0,4051869000000.0,4377310000000.0,4877614300000.0
2084.0,5369936000000.0,5393318000000.0,4246755000000.0,5641941000000.0,4383662100000.0,5777292000000.0,3751398600000.0,4179639100000.0,5128809600000.0,5545766000000.0,5032140300000.0,3980209700000.0,4319824000000.0,4819417000000.0
2085.0,5310306000000.0,5336176000000.0,4173939300000.0,5594242600000.0,4307599200000.0,5740406000000.0,3659518000000.0,4104795700000.0,5043090000000.0,5513570000000.0,4987505600000.0,3914320800000.0,4241573800000.0,4749902000000.0
2086.0,5255354400000.0,5306395400000.0,4111979800000.0,5552763000000.0,4257654200000.0,5706861000000.0,3575460700000.0,4048651600000.0,4959174000000.0,5485357000000.0,4930828000000.0,3841648800000.0,4167355600000.0,4680533000000.0
2087.0,5209696000000.0,5254164000000.0,4031604300000.0,5506044000000.0,4185356000000.0,5659321000000.0,3480869000000.0,3993085400000.0,4920756400000.0,5446458400000.0,4885659500000.0,3761933400000.0,4122410700000.0,4623895600000.0
2088.0,5165161000000.0,5205094600000.0,3954785000000.0,5462585000000.0,4121558300000.0,5625660600000.0,3385082500000.0,3932554800000.0,4869626000000.0,5413605000000.0,4842016000000.0,3681247800000.0,4037150800000.0,4545197000000.0
2089.0,5117528000000.0,5163347000000.0,3871671000000.0,5415741400000.0,4066625500000.0,5592010700000.0,3296345700000.0,3873481200000.0,4811751700000.0,5372553000000.0,4792010700000.0,3592979700000.0,3973521900000.0,4483960500000.0
2090.0,5060652700000.0,5118256000000.0,3777412200000.0,5380167400000.0,4011248600000.0,5564601500000.0,3202179400000.0,3809378800000.0,4754667700000.0,5326179400000.0,4751614300000.0,3520464700000.0,3899713700000.0,4432383700000.0
2091.0,5001955500000.0,5078556000000.0,3690484500000.0,5338907500000.0,3951061400000.0,5526247000000.0,3117665700000.0,3752547000000.0,4693052000000.0,5281455000000.0,4698504000000.0,3455598200000.0,3835295000000.0,4358595100000.0
2092.0,4969470000000.0,5013798000000.0,3604315000000.0,5309847300000.0,3897309800000.0,5485085000000.0,3031277200000.0,3694203000000.0,4641304000000.0,5241985000000.0,4642812000000.0,3370099700000.0,3767918400000.0,4296390500000.0
2093.0,4923804600000.0,4970162000000.0,3519673500000.0,5267218500000.0,3848605000000.0,5445616000000.0,2949409100000.0,3644306800000.0,4582734000000.0,5198160300000.0,4589401000000.0,3292064600000.0,3697777000000.0,4217910300000.0
2094.0,4879560000000.0,4921659000000.0,3440123600000.0,5229655400000.0,3807106600000.0,5413950000000.0,2853611200000.0,3571613400000.0,4523495000000.0,5150929300000.0,4533282400000.0,3210629600000.0,3621377800000.0,4151763800000.0
2095.0,4838896700000.0,4879106400000.0,3361073500000.0,5191922400000.0,3755977000000.0,5378995700000.0,2763996500000.0,3513262800000.0,4448081400000.0,5095202000000.0,4487838700000.0,3129236000000.0,3565900500000.0,4096352000000.0
2096.0,4770465000000.0,4811226000000.0,3285187300000.0,5134127500000.0,3719747600000.0,5334384000000.0,2683122200000.0,3459758200000.0,4365360000000.0,5049697700000.0,4437851500000.0,3045223000000.0,3495838000000.0,4034984400000.0
2097.0,4719045500000.0,4741644000000.0,3204446000000.0,5108772400000.0,3658090000000.0,5285129000000.0,2600150800000.0,3409577800000.0,4309285600000.0,5010973000000.0,4388409600000.0,2944681600000.0,3443507000000.0,3972956700000.0
2098.0,4678620000000.0,4691266000000.0,3125878000000.0,5075255700000.0,3604986000000.0,5254988000000.0,2516526600000.0,3343906200000.0,4248215200000.0,4967515600000.0,4332390700000.0,2859993400000.0,3367167300000.0,3919460400000.0
2099.0,4645850000000.0,4643657600000.0,3041286200000.0,5025498700000.0,3564683000000.0,5246749000000.0,2427321600000.0,3284129000000.0,4187654700000.0,4927598000000.0,4280645300000.0,2781987500000.0,3305190700000.0,3849760300000.0
2100.0,4593244000000.0,4602787000000.0,2958575500000.0,4987486000000.0,3518016800000.0,5199079400000.0,2340223500000.0,3203247400000.0,4127093400000.0,4884114400000.0,4232355500000.0,2707140000000.0,3243298000000.0,3797377600000.0
