time,GFDL-ESM4,MRI-ESM2-0,INM-CM5-0,CESM2-WACCM,FGOALS-F3-L,MPI-ESM1-2-HR,INM-CM4-8,EC-EARTH3,CAMS-CSM1-0,CESM2,BCC-CSM2-MR,EC-EARTH3-VEG,NORESM2-MM
2039.0,1438057900.0,1287668200.0,1529344600.0,1413539800.0,1189430900.0,1513775400.0,1544303200.0,1375298600.0,1502023300.0,1125325200.0,1348559600.0,1321361500.0,1530937900.0
2040.0,1399832200.0,1263024600.0,1504610200.0,1378520700.0,1137543300.0,1470461200.0,1511958100.0,1342156000.0,1481050600.0,1095269400.0,1309635100.0,1256463400.0,1507963800.0
2041.0,1360951200.0,1230578700.0,1470278500.0,1336001000.0,1111408300.0,1423677400.0,1484403200.0,1319407400.0,1461192700.0,1060097340.0,1267180000.0,1196730200.0,1480097000.0
2042.0,1308679200.0,1186391200.0,1445804700.0,1272298600.0,1077602300.0,1392405000.0,1453694700.0,1296575500.0,1428266800.0,1016467460.0,1238595600.0,1166486500.0,1454786400.0
2043.0,1256858200.0,1159077100.0,1428259600.0,1215412400.0,1025950900.0,1366566800.0,1434462000.0,1262422900.0,1395050500.0,986093950.0,1184202500.0,1120809100.0,1410247800.0
2044.0,1225976000.0,1130476500.0,1409979500.0,1144480500.0,974353700.0,1321151200.0,1401525900.0,1210610800.0,1366313200.0,943715500.0,1137191000.0,1055424800.0,1372421900.0
2045.0,1189915300.0,1095196400.0,1386423400.0,1082112300.0,951329800.0,1282328000.0,1373991400.0,1179098900.0,1336032500.0,906317950.0,1085197200.0,1014091460.0,1333227800.0
2046.0,1145459100.0,1060556800.0,1360606800.0,1018021760.0,914174660.0,1261299000.0,1343805400.0,1129752600.0,1322688900.0,881417660.0,1054434900.0,972227300.0,1296095600.0
2047.0,1103573000.0,1016948700.0,1333953300.0,953539460.0,875072800.0,1239347600.0,1309128200.0,1062434940.0,1282734200.0,844526300.0,1018571460.0,930897800.0,1249617400.0
2048.0,1061089000.0,972227650.0,1304994600.0,928918140.0,852557500.0,1206040700.0,1273635500.0,998025100.0,1250524000.0,838630460.0,974215230.0,885730600.0,1178449700.0
2049.0,1008493400.0,930205800.0,1269773400.0,887293630.0,826072200.0,1188241900.0,1238496800.0,937697700.0,1208927400.0,813213440.0,928284860.0,869524500.0,1133106800.0
2050.0,966443100.0,893629600.0,1234528600.0,831828540.0,786188300.0,1171408000.0,1210890600.0,870249600.0,1177751800.0,780211500.0,892229900.0,837132600.0,1093143200.0
2051.0,935139000.0,865328640.0,1198499800.0,809010560.0,765893950.0,1143234600.0,1171523500.0,834637500.0,1146221700.0,762742100.0,860679550.0,803756740.0,1044058800.0
2052.0,892568400.0,830604860.0,1176065500.0,773592060.0,746330700.0,1100395100.0,1147450900.0,806804700.0,1094077400.0,736957700.0,833737200.0,778743300.0,988610560.0
2053.0,868370100.0,794538900.0,1135766000.0,733486400.0,716119400.0,1068546200.0,1100364900.0,759096500.0,1045095800.0,719907260.0,805366500.0,749482000.0,941142500.0
2054.0,833568640.0,756504060.0,1097604600.0,721479040.0,708561150.0,1028068100.0,1065333250.0,707398850.0,1004275600.0,697866430.0,772777100.0,706689200.0,896984060.0
2055.0,802373760.0,723661000.0,1068423740.0,722041150.0,691687040.0,988377900.0,1042212700.0,697380400.0,972427800.0,665585340.0,734658500.0,702707840.0,867398400.0
2056.0,814231360.0,701795700.0,1045691460.0,686944200.0,661411800.0,952236740.0,1002810900.0,684021800.0,935279940.0,634724000.0,718827260.0,685957300.0,836468100.0
2057.0,775048260.0,676716540.0,1016615740.0,664472000.0,652292100.0,898019100.0,973542300.0,660549400.0,966033540.0,600543900.0,690500740.0,660900030.0,791801800.0
2058.0,745323800.0,642629700.0,998960260.0,647530100.0,644276350.0,845500800.0,954666900.0,622351600.0,918713300.0,584443400.0,664087300.0,636948400.0,740984200.0
2059.0,725670600.0,614444300.0,971895600.0,619857500.0,622053700.0,786210300.0,928750200.0,598681100.0,883990300.0,555844300.0,637687940.0,619270400.0,712903100.0
2060.0,708798700.0,595498000.0,954324300.0,588159600.0,610587460.0,749894200.0,913075100.0,587454460.0,873337540.0,526991300.0,613548500.0,596262340.0,692354000.0
2061.0,685874000.0,584141500.0,934401100.0,577131840.0,596135700.0,723179100.0,893378100.0,564987200.0,857291800.0,510516400.0,590063300.0,561970370.0,660087040.0
2062.0,667365100.0,556547500.0,918958140.0,552168700.0,580436100.0,699421900.0,878538700.0,528929920.0,833541600.0,486568260.0,562944640.0,543065340.0,633030300.0
2063.0,640878660.0,533322100.0,901477800.0,520127230.0,556673500.0,675925900.0,856304450.0,490650270.0,808356350.0,456716130.0,538632200.0,530914100.0,611823600.0
2064.0,618986900.0,518628160.0,882027200.0,495930370.0,546655500.0,645281900.0,831404160.0,479140930.0,798127000.0,443720200.0,502133470.0,507637660.0,598523840.0
2065.0,581341400.0,494829660.0,857775170.0,473898300.0,529800640.0,630231360.0,810972600.0,460628220.0,780584960.0,425214300.0,474997800.0,481488260.0,573668540.0
2066.0,543294900.0,484111740.0,844381060.0,451355070.0,499057570.0,627600700.0,798069100.0,430645020.0,754726340.0,401617380.0,453643740.0,469694180.0,547422600.0
2067.0,527979940.0,465641300.0,823064600.0,429104740.0,480762180.0,612042900.0,783422340.0,404626620.0,730980500.0,377717280.0,436200000.0,446929120.0,524544420.0
2068.0,514767360.0,438615970.0,800490900.0,403530430.0,468007650.0,588312800.0,767030340.0,391575300.0,697249800.0,359517220.0,419144770.0,413639400.0,511761150.0
2069.0,490452700.0,426058500.0,786180600.0,383154200.0,446053280.0,569816900.0,732722400.0,380839600.0,671673860.0,344281280.0,404215070.0,387107420.0,490928350.0
2070.0,463203500.0,406643700.0,767714750.0,364226340.0,429519900.0,551084540.0,705149900.0,360723500.0,666580800.0,325907230.0,392240200.0,385637000.0,476281020.0
2071.0,459060670.0,383684670.0,746818900.0,351368260.0,418919840.0,542463600.0,689732400.0,343266880.0,649282560.0,306700860.0,386884480.0,381242400.0,462507200.0
2072.0,456607260.0,367316480.0,733183360.0,329740320.0,398892350.0,526561060.0,661627970.0,328912260.0,628963650.0,295233800.0,376844900.0,365520800.0,437871970.0
2073.0,441730620.0,351660540.0,718425340.0,314246140.0,380011940.0,501991360.0,636490050.0,324666140.0,609084200.0,281051500.0,368175400.0,336376100.0,408916830.0
2074.0,422755140.0,343238270.0,701876200.0,293202180.0,370861860.0,477457100.0,610931000.0,314559900.0,592221000.0,267729010.0,358231900.0,319277920.0,394713000.0
2075.0,406815170.0,323872000.0,686289540.0,276771360.0,358944930.0,452431000.0,597073600.0,299804130.0,577296500.0,255132670.0,349824860.0,308935900.0,379975500.0
2076.0,399170750.0,312234240.0,671311940.0,255223700.0,344398140.0,433472100.0,569044500.0,287525600.0,574288640.0,241557840.0,339291550.0,289945700.0,355211140.0
2077.0,395765920.0,305920860.0,653884860.0,243418800.0,330671300.0,416802050.0,552464600.0,297158720.0,554877440.0,222714940.0,326410000.0,270152420.0,340301540.0
2078.0,383455140.0,297487840.0,635546200.0,232076640.0,326493900.0,401680670.0,537180200.0,278706880.0,546023360.0,214845920.0,307699300.0,270806530.0,332661340.0
2079.0,363094100.0,285047650.0,617688640.0,217589040.0,316112500.0,390448600.0,520166270.0,259964180.0,537957200.0,204953440.0,290523170.0,265499940.0,332068600.0
2080.0,350442140.0,277161280.0,600160830.0,217385870.0,300708260.0,380167900.0,509040260.0,247910190.0,524805860.0,193340720.0,272529400.0,249766750.0,316417700.0
2081.0,333334300.0,271304740.0,584645950.0,210756340.0,294788160.0,372812030.0,495924450.0,254376530.0,517519260.0,187337490.0,260101400.0,234967260.0,301884900.0
2082.0,312807260.0,262337280.0,571449100.0,198375550.0,289130460.0,366547260.0,484030940.0,242724880.0,507570240.0,178825550.0,248448670.0,234059820.0,292095550.0
2083.0,297215970.0,256249760.0,552720500.0,194612460.0,279186560.0,361151170.0,475605000.0,225480050.0,494244320.0,170270130.0,243097840.0,226077630.0,282171460.0
2084.0,283716860.0,252463520.0,542815360.0,185025630.0,271304700.0,349785700.0,464497630.0,206425380.0,475798000.0,165202300.0,232209540.0,216032960.0,272912060.0
2085.0,275378370.0,246182990.0,539405440.0,177902600.0,268482370.0,342788800.0,459447070.0,206912880.0,473399650.0,159245090.0,222906160.0,202462540.0,265283440.0
2086.0,265959660.0,236254080.0,522292500.0,171025340.0,260381840.0,335993020.0,449316800.0,194329330.0,458208450.0,153257150.0,216203780.0,197455870.0,257234460.0
2087.0,252563620.0,228127870.0,503410400.0,167132700.0,248579950.0,329427550.0,441581120.0,181963860.0,441394020.0,147544350.0,212632220.0,191705070.0,251196530.0
2088.0,243161810.0,217532660.0,490406460.0,159860850.0,243887760.0,327241150.0,433980860.0,177124720.0,425555330.0,140013870.0,205592940.0,181067420.0,246227410.0
2089.0,232689060.0,207926930.0,476827200.0,147343570.0,237520370.0,320871780.0,425571360.0,169649020.0,406537150.0,133153180.0,201530420.0,165296500.0,235960340.0
2090.0,223085200.0,197062940.0,461934140.0,141472380.0,226978320.0,313315780.0,418761060.0,159381700.0,395472030.0,124358030.0,195946430.0,156995580.0,223165870.0
2091.0,212299090.0,191133800.0,454804830.0,135433490.0,220639250.0,306564380.0,409741950.0,172203230.0,379043100.0,113659270.0,187448910.0,160336740.0,214467940.0
2092.0,205250940.0,184749250.0,440063040.0,127717440.0,217400060.0,298523600.0,399750530.0,160398990.0,360365860.0,105512560.0,181701820.0,158566380.0,208321390.0
2093.0,200424350.0,178630240.0,422799070.0,125686010.0,204382060.0,295555140.0,383896480.0,154632030.0,345312480.0,97570280.0,175722820.0,146817760.0,203146670.0
2094.0,188847580.0,172735330.0,400132700.0,119105144.0,195934450.0,288128700.0,371061800.0,148664660.0,331283550.0,93674480.0,169202580.0,132761220.0,194595300.0
2095.0,180674670.0,167387420.0,381943360.0,114818700.0,193103500.0,274493950.0,358558300.0,141989140.0,333593540.0,88621410.0,162674110.0,126259460.0,185717420.0
2096.0,177525500.0,162367380.0,379341660.0,112043540.0,185721920.0,261664700.0,345598800.0,141545520.0,325030140.0,83941896.0,157962000.0,119707870.0,175381860.0
2097.0,172335860.0,157757340.0,372742880.0,106530930.0,176335800.0,241346480.0,331179170.0,137699280.0,322432600.0,82519550.0,150545010.0,115096370.0,170994770.0
2098.0,166274530.0,154146820.0,363355600.0,102770970.0,172054000.0,230440220.0,317991870.0,127043220.0,311774880.0,80950510.0,144352300.0,105356230.0,168619150.0
2099.0,159353520.0,153537970.0,353977200.0,97036510.0,167348320.0,212700290.0,309683420.0,113076390.0,308011360.0,78596870.0,137544420.0,101149330.0,162893840.0
2100.0,151479460.0,150713010.0,343935840.0,96151350.0,161780830.0,199929150.0,300652450.0,110461176.0,303264400.0,76303030.0,131857360.0,97906020.0,154858420.0
