time,MRI-ESM2-0,GFDL-ESM4,EC-EARTH3-VEG,CAMS-CSM1-0
2034.0,1678430000.0,1723798000.0,1486945400.0,1690106500.0
2035.0,1629894400.0,1708815600.0,1454576600.0,1645666200.0
2036.0,1573077000.0,1675877000.0,1415891000.0,1609289600.0
2037.0,1543002000.0,1640304600.0,1370629400.0,1591836500.0
2038.0,1505277700.0,1627315800.0,1320170600.0,1561905700.0
2039.0,1456696400.0,1603611000.0,1268901200.0,1517925800.0
2040.0,1423995500.0,1570025600.0,1253926000.0,1493311900.0
2041.0,1386855600.0,1541663100.0,1218158800.0,1568000900.0
2042.0,1339019100.0,1527932700.0,1171027000.0,1482556400.0
2043.0,1304264400.0,1501807600.0,1136515600.0,1454665300.0
2044.0,1283578400.0,1482762000.0,1172717700.0,1467426000.0
2045.0,1259805400.0,1467119000.0,1108036200.0,1441131500.0
2046.0,1223477400.0,1449359200.0,1072154300.0,1411774300.0
2047.0,1187443700.0,1426877300.0,1050521700.0,1400984800.0
2048.0,1169330000.0,1401608200.0,1067605060.0,1398467700.0
2049.0,1140873100.0,1411976300.0,1050614000.0,1391716500.0
2050.0,1120551200.0,1400726800.0,1028618300.0,1365600900.0
2051.0,1111188600.0,1386111900.0,1030999300.0,1415176700.0
2052.0,1088191100.0,1363370500.0,1080948700.0,1360445400.0
2053.0,1063610000.0,1348111100.0,1049504830.0,1356041500.0
2054.0,1053618050.0,1339583600.0,1020303700.0,1339657900.0
2055.0,1045626300.0,1328463400.0,1003278600.0,1335013000.0
2056.0,1041187900.0,1325102600.0,1050816960.0,1388170400.0
2057.0,1026268200.0,1354547200.0,1027582400.0,1355296600.0
2058.0,1014919100.0,1363395600.0,1022620600.0,1353159700.0
2059.0,1004523800.0,1358268800.0,988408770.0,1334409700.0
2060.0,998300400.0,1345733900.0,1100652200.0,1459570800.0
2061.0,1020618400.0,1355607000.0,1064308600.0,1457499000.0
2062.0,1011396400.0,1360296700.0,1004656800.0,1399915500.0
2063.0,996233500.0,1342429700.0,990232640.0,1449291100.0
2064.0,990196030.0,1340110200.0,993258700.0,1413460400.0
2065.0,986543600.0,1367763100.0,994327700.0,1445019100.0
2066.0,979363000.0,1369654100.0,983515260.0,1403855600.0
2067.0,977220900.0,1396066800.0,998498500.0,1398789000.0
2068.0,1014829500.0,1432071600.0,989468200.0,1389129100.0
2069.0,984968300.0,1420020200.0,979853200.0,1398288800.0
2070.0,977829600.0,1436404500.0,1033952900.0,1385293800.0
2071.0,993572900.0,1423625300.0,992941500.0,1757298000.0
2072.0,1010712100.0,1415434600.0,979335360.0,1474655700.0
2073.0,1032042800.0,1527991700.0,1184582300.0,1410702000.0
2074.0,1013051200.0,1443297500.0,1143623200.0,1534727700.0
2075.0,1007564860.0,1418394900.0,1034114200.0,1587391900.0
2076.0,1015733250.0,1468466700.0,1023032200.0,1493367900.0
2077.0,1001951940.0,1528839700.0,1041817200.0,1648394600.0
2078.0,1044727230.0,1469143000.0,1015095300.0,1545709200.0
2079.0,1030892500.0,1488122600.0,1005390850.0,1538811900.0
2080.0,1012055300.0,1487688300.0,1039011500.0,1544582500.0
2081.0,1006184450.0,1475160200.0,1046323650.0,1548605000.0
2082.0,1074387700.0,1478668800.0,1034826600.0,1566571300.0
2083.0,1033631100.0,1478969200.0,1027979700.0,1548614300.0
2084.0,1011082430.0,1486472300.0,1019076740.0,1540354400.0
2085.0,1130118900.0,1484823200.0,1119106800.0,1538826500.0
2086.0,1107204200.0,1543372300.0,1067466900.0,1549420900.0
2087.0,1069565400.0,1517774100.0,1055854200.0,1570000100.0
2088.0,1052391940.0,1543934100.0,1047118600.0,1571044200.0
2089.0,1051656000.0,1550754800.0,1093226500.0,1566659000.0
2090.0,1058575550.0,1573966200.0,1201240600.0,1581591600.0
2091.0,1063461950.0,1569482500.0,1111478700.0,1576404500.0
2092.0,1062090100.0,1560271700.0,1106245000.0,1569061400.0
2093.0,1060534600.0,1556560900.0,1194107800.0,1565693200.0
2094.0,1086576100.0,1637621200.0,1172670700.0,1632120200.0
2095.0,1079294100.0,1585222900.0,1156211200.0,1668560500.0
2096.0,1132811400.0,1570943500.0,1150753700.0,1722971600.0
2097.0,1106233500.0,1621868800.0,1154439700.0,1650654100.0
2098.0,1134057200.0,1632266500.0,1136354600.0,1634830000.0
2099.0,1176275300.0,1634573200.0,1138793000.0,1646237300.0
2100.0,1160271600.0,1618691100.0,1152138500.0,1703353700.0
