time,NORESM2-MM,CMCC-CM2-SR5,EC-EARTH3,CESM2,BCC-CSM2-MR,FGOALS-F3-L,INM-CM5-0,INM-CM4-8,MPI-ESM1-2-HR,MRI-ESM2-0,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3-VEG
2013.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0,8366859500000.0
2014.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0,8344373000000.0
2015.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0,8304417300000.0
2016.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0,8266871000000.0
2017.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0,8227445500000.0
2018.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0,8208834000000.0
2019.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0,8182474000000.0
2020.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0
2021.0,8116176400000.0,8139144400000.0,8098061000000.0,8105737000000.0,8125160600000.0,8099886000000.0,8117575000000.0,8111979500000.0,8095506400000.0,8107920000000.0,8099164000000.0,8114154000000.0,8111275000000.0,8122005500000.0
2022.0,8078940000000.0,8113326400000.0,8047217300000.0,8039229300000.0,8092812600000.0,8054541600000.0,8093759400000.0,8090271000000.0,8045601000000.0,8063121000000.0,8063640000000.0,8077417000000.0,8083392700000.0,8092771000000.0
2023.0,8040892000000.0,8086325000000.0,7997553600000.0,7990328000000.0,8075482000000.0,8024507000000.0,8059093000000.0,8064573000000.0,8008880000000.0,8034133700000.0,8030333700000.0,8032521600000.0,8029390000000.0,8061038600000.0
2024.0,8001445400000.0,8066288000000.0,7961101000000.0,7945310400000.0,8044634000000.0,7993381400000.0,8032420000000.0,8023053000000.0,7981311700000.0,7997905000000.0,8003447700000.0,7981705000000.0,8003293000000.0,8026515000000.0
2025.0,7971320400000.0,8037286000000.0,7928499700000.0,7884895000000.0,8003229000000.0,7973852700000.0,8015266000000.0,7991506000000.0,7954573600000.0,7940732000000.0,7977955000000.0,7954040000000.0,7974665000000.0,7997684700000.0
2026.0,7944220000000.0,8007194000000.0,7888439000000.0,7830567000000.0,7980733400000.0,7945259600000.0,7981274000000.0,7947477000000.0,7910654500000.0,7896693700000.0,7934125300000.0,7905998000000.0,7939682700000.0,7955598000000.0
2027.0,7913306000000.0,7980118400000.0,7843968700000.0,7761278500000.0,7939766000000.0,7906131400000.0,7955287000000.0,7913042000000.0,7881664000000.0,7848155000000.0,7886519400000.0,7848762300000.0,7905514400000.0,7925550000000.0
2028.0,7881591000000.0,7955982300000.0,7804243000000.0,7719757000000.0,7904559600000.0,7876343000000.0,7929854400000.0,7868841000000.0,7835298600000.0,7799481300000.0,7844074600000.0,7805377000000.0,7880938000000.0,7877234000000.0
2029.0,7849911000000.0,7923885000000.0,7765238000000.0,7669836400000.0,7859159000000.0,7841439500000.0,7900980000000.0,7836677400000.0,7778035300000.0,7757637400000.0,7806946600000.0,7741214000000.0,7835875000000.0,7831387400000.0
2030.0,7810505500000.0,7895028600000.0,7723726400000.0,7618322000000.0,7819128500000.0,7809449000000.0,7865381000000.0,7793383300000.0,7733509600000.0,7717801400000.0,7774031300000.0,7664644000000.0,7800400400000.0,7806807000000.0
2031.0,7777197000000.0,7881223600000.0,7690098000000.0,7557336300000.0,7783812400000.0,7761262000000.0,7835207300000.0,7755593000000.0,7700017000000.0,7661242300000.0,7744114400000.0,7590285700000.0,7771092700000.0,7772365000000.0
2032.0,7722827000000.0,7848710400000.0,7653012000000.0,7501480000000.0,7734525700000.0,7731093000000.0,7815878400000.0,7721257000000.0,7657689700000.0,7601522000000.0,7695243000000.0,7541174600000.0,7738538600000.0,7716795000000.0
2033.0,7680141300000.0,7802195500000.0,7615353500000.0,7438348600000.0,7704415000000.0,7706088300000.0,7783417000000.0,7683355000000.0,7617364000000.0,7542853300000.0,7654442000000.0,7488777000000.0,7709818000000.0,7677725400000.0
2034.0,7637108000000.0,7758424000000.0,7586976400000.0,7361424500000.0,7645895300000.0,7686711000000.0,7745156000000.0,7621638000000.0,7599618500000.0,7503616700000.0,7617119000000.0,7438332300000.0,7687263000000.0,7626635600000.0
2035.0,7607604000000.0,7712717000000.0,7530435000000.0,7288180000000.0,7590732000000.0,7649933000000.0,7696799000000.0,7583215600000.0,7550255000000.0,7456419000000.0,7572980000000.0,7388208300000.0,7640604700000.0,7581778600000.0
2036.0,7561732000000.0,7653161000000.0,7466288000000.0,7234236400000.0,7547032000000.0,7627069700000.0,7672990000000.0,7538655000000.0,7520593000000.0,7400121700000.0,7537461600000.0,7338957000000.0,7595343500000.0,7530756000000.0
2037.0,7513220600000.0,7587105300000.0,7390039000000.0,7162369000000.0,7496276600000.0,7579188600000.0,7638898700000.0,7503563000000.0,7480961700000.0,7326616500000.0,7517596000000.0,7290656000000.0,7565069500000.0,7485174000000.0
2038.0,7438845000000.0,7525943500000.0,7340993000000.0,7113260700000.0,7450635000000.0,7565480600000.0,7603818600000.0,7457281000000.0,7434642000000.0,7244203000000.0,7461318700000.0,7228175000000.0,7524635000000.0,7438946300000.0
2039.0,7390362000000.0,7460077700000.0,7295630600000.0,7066872000000.0,7393660400000.0,7528719000000.0,7567663700000.0,7413614000000.0,7383513000000.0,7185933300000.0,7410120000000.0,7165819000000.0,7488696500000.0,7373119000000.0
2040.0,7333258700000.0,7399132400000.0,7252152000000.0,7033687000000.0,7357937500000.0,7485794000000.0,7535230000000.0,7365197300000.0,7342990600000.0,7140197000000.0,7363641700000.0,7111166000000.0,7457570000000.0,7325573700000.0
2041.0,7288342400000.0,7346086500000.0,7186309700000.0,6971188600000.0,7293165400000.0,7442946000000.0,7490424000000.0,7313956500000.0,7300347600000.0,7089816600000.0,7314889000000.0,7064882000000.0,7436261000000.0,7257422000000.0
2042.0,7239336700000.0,7289374000000.0,7110680000000.0,6903192600000.0,7243503000000.0,7410860000000.0,7457330400000.0,7258152000000.0,7266129000000.0,7027172000000.0,7266320000000.0,7020080000000.0,7404268000000.0,7199762000000.0
2043.0,7189201700000.0,7213608300000.0,7055791400000.0,6849586300000.0,7212872000000.0,7372407300000.0,7416789000000.0,7203490000000.0,7219336700000.0,6974135000000.0,7221086000000.0,6976442500000.0,7385884000000.0,7142961600000.0
2044.0,7099970000000.0,7144158500000.0,6992392400000.0,6802519400000.0,7165384000000.0,7336144400000.0,7373867500000.0,7149043300000.0,7167301000000.0,6921921000000.0,7155038600000.0,6936911700000.0,7356561000000.0,7069094600000.0
2045.0,7053658000000.0,7076957400000.0,6930440400000.0,6760147000000.0,7120965000000.0,7290877000000.0,7338060700000.0,7097034000000.0,7117455000000.0,6853843500000.0,7124818000000.0,6887731400000.0,7304246700000.0,7014559000000.0
2046.0,7007852600000.0,6998846300000.0,6870544700000.0,6701697000000.0,7050330400000.0,7249668000000.0,7290131300000.0,7049690000000.0,7088366000000.0,6790099500000.0,7088928000000.0,6825533000000.0,7286461300000.0,6961891000000.0
2047.0,6954048600000.0,6915761400000.0,6812186700000.0,6648915600000.0,7012901000000.0,7220172000000.0,7249561400000.0,6988811000000.0,7049440700000.0,6713778000000.0,7047652000000.0,6783562700000.0,7253938000000.0,6915978000000.0
2048.0,6897914600000.0,6835313600000.0,6738793700000.0,6593416000000.0,6974722000000.0,7165456000000.0,7198871000000.0,6935508700000.0,7000620000000.0,6632177000000.0,6989557500000.0,6722580000000.0,7219017400000.0,6862534600000.0
2049.0,6842858600000.0,6762144000000.0,6648358000000.0,6517804000000.0,6945725000000.0,7120772000000.0,7150566000000.0,6879151000000.0,6964829000000.0,6569439300000.0,6937385600000.0,6660710500000.0,7183923700000.0,6784198000000.0
2050.0,6773478000000.0,6679031000000.0,6571859000000.0,6451432500000.0,6895525000000.0,7085255300000.0,7104001700000.0,6829545400000.0,6917215000000.0,6506103700000.0,6890121600000.0,6595142000000.0,7131935300000.0,6715694600000.0
2051.0,6732103000000.0,6616353000000.0,6480833000000.0,6395715000000.0,6853820000000.0,7040870600000.0,7051980000000.0,6766276000000.0,6884719300000.0,6435134500000.0,6856824000000.0,6530783500000.0,7084828500000.0,6637127500000.0
2052.0,6691364500000.0,6536569000000.0,6390992600000.0,6326881000000.0,6786072000000.0,7007347700000.0,7006146000000.0,6725941300000.0,6848271400000.0,6360393600000.0,6822126000000.0,6463783000000.0,7057662500000.0,6562981000000.0
2053.0,6641646000000.0,6448050000000.0,6332985400000.0,6272065000000.0,6738821000000.0,6972134000000.0,6962271500000.0,6683712000000.0,6803355000000.0,6308565600000.0,6779902600000.0,6397851300000.0,7037368400000.0,6508948500000.0
2054.0,6586760700000.0,6364433000000.0,6253713600000.0,6216124700000.0,6700569500000.0,6921359700000.0,6908465000000.0,6627075000000.0,6767807000000.0,6245358000000.0,6736982000000.0,6331025000000.0,6995588000000.0,6451707000000.0
2055.0,6537292500000.0,6286295000000.0,6174682000000.0,6126209000000.0,6639427500000.0,6876856600000.0,6879953600000.0,6582343000000.0,6742646700000.0,6171207400000.0,6696513600000.0,6280530000000.0,6953990400000.0,6386311000000.0
2056.0,6483604400000.0,6202981400000.0,6089716000000.0,6069622000000.0,6599488300000.0,6844368600000.0,6844321400000.0,6530012300000.0,6692975700000.0,6103775600000.0,6635928000000.0,6214940000000.0,6927745500000.0,6310131700000.0
2057.0,6436615600000.0,6126335000000.0,6009100700000.0,6009383300000.0,6562726000000.0,6795675300000.0,6800705000000.0,6476877300000.0,6654471400000.0,6027847000000.0,6608592000000.0,6151230000000.0,6878753000000.0,6253125300000.0
2058.0,6384743000000.0,6041171400000.0,5920043000000.0,5924928000000.0,6513261300000.0,6756346000000.0,6766107000000.0,6416613000000.0,6616648000000.0,5939994000000.0,6567190000000.0,6088460000000.0,6827565000000.0,6164734000000.0
2059.0,6340319600000.0,5966653000000.0,5840363000000.0,5857908000000.0,6456673000000.0,6693222600000.0,6732242000000.0,6363039700000.0,6570716000000.0,5881044400000.0,6523377000000.0,6014190500000.0,6788066000000.0,6098600000000.0
2060.0,6288250000000.0,5881014500000.0,5762462500000.0,5789533000000.0,6415522000000.0,6637546400000.0,6689025000000.0,6304814300000.0,6542171000000.0,5824813000000.0,6498453000000.0,5937770000000.0,6742486000000.0,6016393000000.0
2061.0,6214384600000.0,5814025700000.0,5687756000000.0,5725030000000.0,6380780500000.0,6601658000000.0,6645600500000.0,6243179600000.0,6503815700000.0,5758286000000.0,6472657300000.0,5888682000000.0,6696099000000.0,5944424000000.0
2062.0,6157970700000.0,5743804000000.0,5604429000000.0,5654458000000.0,6331243700000.0,6540458700000.0,6593026500000.0,6182016600000.0,6461890000000.0,5691778500000.0,6429870000000.0,5811350000000.0,6666825000000.0,5870877400000.0
2063.0,6094827000000.0,5668896500000.0,5521199300000.0,5588383000000.0,6278435000000.0,6491278000000.0,6562496000000.0,6124884000000.0,6415556500000.0,5638596300000.0,6383018700000.0,5744025000000.0,6632656000000.0,5785670000000.0
2064.0,6038691500000.0,5600824000000.0,5438525400000.0,5542343000000.0,6258008500000.0,6451244000000.0,6529159300000.0,6064549000000.0,6380700000000.0,5575529700000.0,6334128000000.0,5680626400000.0,6580648000000.0,5703474000000.0
2065.0,5965607300000.0,5522482000000.0,5357327400000.0,5466107000000.0,6214134500000.0,6397061000000.0,6484180600000.0,6002138000000.0,6337618500000.0,5502326000000.0,6289272000000.0,5601811000000.0,6555988700000.0,5633875600000.0
2066.0,5914135400000.0,5440276500000.0,5273483000000.0,5396131500000.0,6131461000000.0,6343357400000.0,6438341600000.0,5954359000000.0,6298765000000.0,5455367000000.0,6241981600000.0,5545439300000.0,6514417300000.0,5562868700000.0
2067.0,5860868000000.0,5348923000000.0,5208901000000.0,5311321000000.0,6066574000000.0,6291328600000.0,6405272000000.0,5910146000000.0,6258159500000.0,5393027000000.0,6198653000000.0,5494300700000.0,6490640400000.0,5483972000000.0
2068.0,5805123000000.0,5255639600000.0,5142827000000.0,5241213000000.0,5999986000000.0,6227741400000.0,6357738000000.0,5862101400000.0,6218969000000.0,5343156000000.0,6142875400000.0,5422947000000.0,6457996000000.0,5402364000000.0
2069.0,5751721000000.0,5172608600000.0,5061329600000.0,5176498300000.0,5927394000000.0,6163684400000.0,6315566000000.0,5804532000000.0,6179410000000.0,5279431000000.0,6105820300000.0,5344658500000.0,6422645400000.0,5321935000000.0
2070.0,5683023000000.0,5076042600000.0,4994641000000.0,5116038500000.0,5863245300000.0,6105220000000.0,6281276400000.0,5745974000000.0,6126118000000.0,5225508000000.0,6059736400000.0,5264651600000.0,6381979600000.0,5240226600000.0
2071.0,5622610000000.0,4994892300000.0,4926351600000.0,5050156000000.0,5813262400000.0,6052698000000.0,6223487000000.0,5698170000000.0,6068765000000.0,5174334000000.0,6012304600000.0,5191328000000.0,6351880000000.0,5169095000000.0
2072.0,5572214700000.0,4891600000000.0,4853563000000.0,5005034700000.0,5769414000000.0,6007426000000.0,6172375000000.0,5648454500000.0,6025131000000.0,5106511600000.0,5983914000000.0,5132113700000.0,6301827500000.0,5119257600000.0
2073.0,5507076000000.0,4805378400000.0,4782182000000.0,4928434600000.0,5728636500000.0,5946549000000.0,6133683000000.0,5607475000000.0,5991848500000.0,5055260000000.0,5925710000000.0,5071142000000.0,6268321000000.0,5055481000000.0
2074.0,5458393000000.0,4711025000000.0,4720673000000.0,4858675500000.0,5689219500000.0,5893171700000.0,6096130000000.0,5551762700000.0,5939387700000.0,4997681000000.0,5871194600000.0,5005544000000.0,6225135700000.0,4992248300000.0
2075.0,5403695000000.0,4623568500000.0,4651270300000.0,4770349700000.0,5611587000000.0,5858508000000.0,6056145000000.0,5508962000000.0,5891421600000.0,4944930300000.0,5821675600000.0,4928961500000.0,6178078700000.0,4918077300000.0
2076.0,5337011700000.0,4536601700000.0,4564006000000.0,4707751000000.0,5558753000000.0,5815023400000.0,6017514000000.0,5457461600000.0,5852547000000.0,4897960000000.0,5775072700000.0,4865922700000.0,6126392000000.0,4839213400000.0
2077.0,5278461300000.0,4441588000000.0,4478802000000.0,4628627000000.0,5516520600000.0,5749153500000.0,5962949700000.0,5416459700000.0,5819921300000.0,4833246400000.0,5713347000000.0,4787725700000.0,6096251000000.0,4772858400000.0
2078.0,5203928500000.0,4341953500000.0,4400039000000.0,4555118000000.0,5476901000000.0,5697917000000.0,5906283000000.0,5371387000000.0,5780055500000.0,4761486600000.0,5674960000000.0,4721502300000.0,6056892000000.0,4678230000000.0
2079.0,5135813000000.0,4253738000000.0,4335293000000.0,4501765000000.0,5443246000000.0,5649579600000.0,5863007000000.0,5310043400000.0,5735196000000.0,4695779700000.0,5621073000000.0,4653105300000.0,6026500000000.0,4600731500000.0
2080.0,5060935300000.0,4152260800000.0,4258637000000.0,4426330000000.0,5393954000000.0,5603021300000.0,5813881500000.0,5242036400000.0,5703879000000.0,4628985000000.0,5581422000000.0,4578347000000.0,5983935000000.0,4535012600000.0
2081.0,5000315500000.0,4057742700000.0,4183197200000.0,4370786000000.0,5324815000000.0,5548562400000.0,5766624300000.0,5192389000000.0,5661254500000.0,4571812000000.0,5526620000000.0,4514430600000.0,5925525500000.0,4460568400000.0
2082.0,4931445600000.0,3961091000000.0,4113281000000.0,4315981500000.0,5275509000000.0,5482839000000.0,5723181300000.0,5137707000000.0,5630089000000.0,4521915300000.0,5483007000000.0,4437689500000.0,5879615000000.0,4387167300000.0
2083.0,4880488000000.0,3857880000000.0,4053144000000.0,4254986000000.0,5205879400000.0,5424587000000.0,5688559000000.0,5091466700000.0,5579942700000.0,4450943500000.0,5438180000000.0,4378982600000.0,5827145000000.0,4311735300000.0
2084.0,4822107400000.0,3751543800000.0,3981327200000.0,4181235900000.0,5132201000000.0,5374542300000.0,5645838300000.0,5034546300000.0,5549996400000.0,4385173400000.0,5397610000000.0,4321357900000.0,5781896000000.0,4247999200000.0
2085.0,4752319400000.0,3659636700000.0,3915334500000.0,4106224700000.0,5046372000000.0,5314940000000.0,5598072000000.0,4989859000000.0,5517798000000.0,4308932200000.0,5340393400000.0,4242957000000.0,5744990000000.0,4174993200000.0
2086.0,4682697700000.0,3575496300000.0,3842539800000.0,4050041200000.0,4962305000000.0,5259943000000.0,5556528500000.0,4933006000000.0,5489558600000.0,4258848000000.0,5310618500000.0,4168580000000.0,5711441400000.0,4112911400000.0
2087.0,4625868500000.0,3481055000000.0,3762732100000.0,3994384000000.0,4923835500000.0,5214223000000.0,5509740500000.0,4887680600000.0,5450639600000.0,4186390700000.0,5258334000000.0,4123575200000.0,5663899500000.0,4032347800000.0
2088.0,4546922000000.0,3385475200000.0,3682157700000.0,3933765000000.0,4872625000000.0,5169641700000.0,5466221000000.0,4843940000000.0,5417758000000.0,4122497300000.0,5209203400000.0,4038155300000.0,5630260000000.0,3955412400000.0
2089.0,4485518700000.0,3296725600000.0,3593858000000.0,3874525800000.0,4814584000000.0,5121898000000.0,5419271500000.0,4793895000000.0,5376641000000.0,4067647600000.0,5167470000000.0,3974351600000.0,5596616000000.0,3872348200000.0
2090.0,4433872700000.0,3202307900000.0,3521320300000.0,3810326000000.0,4757289700000.0,5064794600000.0,5383597000000.0,4753458700000.0,5330146700000.0,4012198000000.0,5122299500000.0,3900379000000.0,5569232000000.0,3778057600000.0
2091.0,4360026200000.0,3117462300000.0,3456470000000.0,3753321000000.0,4695477700000.0,5005795400000.0,5342199000000.0,4700286000000.0,5285267600000.0,3952014000000.0,5082507000000.0,3835982500000.0,5530886600000.0,3691042600000.0
2092.0,4297847200000.0,3030836000000.0,3370923600000.0,3694909500000.0,4643624000000.0,4973201000000.0,5313026600000.0,4644456000000.0,5245663000000.0,3898290200000.0,5017620700000.0,3768592000000.0,5489717000000.0,3604881000000.0
2093.0,4219382500000.0,2949003300000.0,3292842000000.0,3645052300000.0,4584957300000.0,4927374500000.0,5270245000000.0,4590850300000.0,5201780000000.0,3849647800000.0,4973892000000.0,3698464000000.0,5450220000000.0,3520238700000.0
2094.0,4153306000000.0,2853099800000.0,3211346600000.0,3572252000000.0,4525654000000.0,4883004000000.0,5232579000000.0,4534624000000.0,5154460000000.0,3808193700000.0,4925341300000.0,3622041000000.0,5418503400000.0,3440623000000.0
2095.0,4097829500000.0,2763148200000.0,3129575700000.0,3513851000000.0,4450062700000.0,4842209000000.0,5194742000000.0,4488953000000.0,5098538000000.0,3756982500000.0,4882711400000.0,3566459200000.0,5383443700000.0,3361514000000.0
2096.0,4036324200000.0,2681813000000.0,3045265800000.0,3460295800000.0,4367105700000.0,4773563000000.0,5136709000000.0,4438693500000.0,5052878000000.0,3720679500000.0,4814651500000.0,3496364000000.0,5338727000000.0,3285516300000.0
2097.0,3974269500000.0,2598463000000.0,2944405300000.0,3410127700000.0,4310934500000.0,4722076400000.0,5111226600000.0,4389053100000.0,5013997400000.0,3658917300000.0,4744872000000.0,3443950600000.0,5289340000000.0,3204636200000.0
2098.0,3920766000000.0,2514657700000.0,2859599400000.0,3344381500000.0,4249825800000.0,4681639700000.0,5077538400000.0,4333033500000.0,4970435300000.0,3605768200000.0,4694327000000.0,3367523300000.0,5259124500000.0,3125827000000.0
2099.0,3850939100000.0,2425407400000.0,2781453500000.0,3284473000000.0,4189138500000.0,4648897300000.0,5027641000000.0,4281257000000.0,4930444000000.0,3565446800000.0,4646597300000.0,3305544600000.0,5250854400000.0,3040860200000.0
2100.0,3798448700000.0,2338359600000.0,2706506000000.0,3203585300000.0,4128495400000.0,4596296000000.0,4989502000000.0,4232900800000.0,4886896300000.0,3518759200000.0,4605617400000.0,3243599000000.0,5203058000000.0,2957878500000.0
