time,CESM2-WACCM,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0
2082.0,4133707800000.0,3504463700000.0,3768239500000.0,4419938000000.0
2083.0,4074865700000.0,3434457000000.0,3680905000000.0,4374597700000.0
2084.0,4014092800000.0,3366085700000.0,3591676400000.0,4331147600000.0
2085.0,3956962200000.0,3289942300000.0,3479779100000.0,4277508000000.0
2086.0,3906089000000.0,3233388000000.0,3387824500000.0,4229378900000.0
2087.0,3852880000000.0,3169037800000.0,3309266300000.0,4194721900000.0
2088.0,3790098000000.0,3113886700000.0,3232696600000.0,4157881500000.0
2089.0,3725071700000.0,3055876000000.0,3151942400000.0,4116264800000.0
2090.0,3671574700000.0,2994871700000.0,3067714700000.0,4078650500000.0
2091.0,3618982300000.0,2942291400000.0,3001911300000.0,4032676800000.0
2092.0,3570773000000.0,2897606300000.0,2924381700000.0,3990819400000.0
2093.0,3522357600000.0,2845035000000.0,2853476000000.0,3961265000000.0
2094.0,3464777200000.0,2794765400000.0,2764553600000.0,3917296200000.0
2095.0,3422057400000.0,2744675200000.0,2705418400000.0,3878841700000.0
2096.0,3371391000000.0,2692226700000.0,2651259700000.0,3853389000000.0
2097.0,3331577600000.0,2644581500000.0,2588553200000.0,3842044900000.0
2098.0,3289223000000.0,2606004000000.0,2519398400000.0,3815594500000.0
2099.0,3246190200000.0,2558087100000.0,2455266700000.0,3781760400000.0
2100.0,3219054100000.0,2512899500000.0,2395119300000.0,3757443000000.0
