time,IPSL-CM6A-LR,ACCESS-ESM1-5,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,GFDL-ESM4,CESM2,EC-EARTH3,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,MPI-ESM1-2-HR,ACCESS-CM2,INM-CM4-8,INM-CM5-0,NORESM2-MM
2087.0,4082653000000.0,5372112300000.0,5523736400000.0,5933959000000.0,4233736000000.0,4826713000000.0,5702784400000.0,4423165000000.0,4199100200000.0,5602983000000.0,5278000500000.0,3548806000000.0,5771686000000.0,4709683000000.0,5291684400000.0,5358105000000.0,4712859000000.0
2088.0,4019697500000.0,5333578700000.0,5477482600000.0,5909348000000.0,4182687000000.0,4789460000000.0,5663518000000.0,4346934000000.0,4139029000000.0,5551845500000.0,5218679400000.0,3494085000000.0,5727333600000.0,4652278500000.0,5246118500000.0,5313650500000.0,4660757300000.0
2089.0,3950695000000.0,5290370000000.0,5425833400000.0,5883725600000.0,4120931700000.0,4749451600000.0,5622616000000.0,4294816000000.0,4083959200000.0,5510211300000.0,5169077600000.0,3439178500000.0,5673064000000.0,4603158000000.0,5211667600000.0,5270545600000.0,4607166000000.0
2090.0,3860592600000.0,5270368000000.0,5380950700000.0,5840721000000.0,4069393000000.0,4720106700000.0,5583093000000.0,4235518800000.0,4039441000000.0,5473811000000.0,5132669000000.0,3396091800000.0,5632124000000.0,4545586000000.0,5164112500000.0,5233476400000.0,4561983500000.0
2091.0,3780401400000.0,5229539000000.0,5323860000000.0,5794262700000.0,4021337700000.0,4691899400000.0,5542860300000.0,4201990800000.0,3993973600000.0,5433971400000.0,5105614000000.0,3330499700000.0,5602375400000.0,4487903000000.0,5132467000000.0,5191237000000.0,4515951000000.0
2092.0,3715704000000.0,5196932400000.0,5271219300000.0,5751801000000.0,3966706400000.0,4668468000000.0,5492903500000.0,4128811300000.0,3948507300000.0,5403080000000.0,5066764300000.0,3261683700000.0,5572575400000.0,4441766000000.0,5083759600000.0,5160538000000.0,4463456700000.0
2093.0,3640694100000.0,5152929500000.0,5239657000000.0,5725659000000.0,3927071500000.0,4623694000000.0,5447881300000.0,4067293700000.0,3897233200000.0,5362345000000.0,5021819000000.0,3196668600000.0,5547331400000.0,4388716500000.0,5043624000000.0,5127381500000.0,4436052000000.0
2094.0,3587860000000.0,5109492000000.0,5184443000000.0,5680735500000.0,3883798600000.0,4594183700000.0,5407069700000.0,4009704300000.0,3834910600000.0,5323442600000.0,4973444700000.0,3142151600000.0,5516806300000.0,4321283100000.0,5012406700000.0,5090570700000.0,4391158400000.0
2095.0,3530542800000.0,5062098700000.0,5145903000000.0,5638329500000.0,3832252200000.0,4582203700000.0,5364055500000.0,3939872800000.0,3785720600000.0,5285373000000.0,4942558400000.0,3091211000000.0,5492319000000.0,4266629000000.0,4991150000000.0,5064709600000.0,4356884400000.0
2096.0,3468614000000.0,5011024600000.0,5090989600000.0,5615509300000.0,3789313000000.0,4548280700000.0,5321193000000.0,3868920400000.0,3737959300000.0,5247255700000.0,4910247000000.0,3036988800000.0,5467205000000.0,4205534200000.0,4956485600000.0,5033018000000.0,4306146400000.0
2097.0,3403782000000.0,4967061000000.0,5038433000000.0,5592442700000.0,3743613500000.0,4507638400000.0,5290949000000.0,3817183000000.0,3688988100000.0,5225319500000.0,4875571700000.0,2983319800000.0,5431713000000.0,4141555400000.0,4929527000000.0,5004021000000.0,4268814200000.0
2098.0,3338192600000.0,4936449000000.0,4978174300000.0,5574714500000.0,3686985000000.0,4476275000000.0,5244122600000.0,3750711800000.0,3650438000000.0,5185966400000.0,4851330000000.0,2940427800000.0,5386359300000.0,4096139200000.0,4898937600000.0,4962357600000.0,4211585800000.0
2099.0,3280709600000.0,4899934300000.0,4907225000000.0,5554887000000.0,3639348300000.0,4448511300000.0,5202441700000.0,3690907600000.0,3600609200000.0,5149124700000.0,4828578000000.0,2892274000000.0,5346751000000.0,4039855600000.0,4876343400000.0,4918969600000.0,4167407200000.0
2100.0,3228498000000.0,4864327000000.0,4848120500000.0,5514690000000.0,3591986700000.0,4428017000000.0,5171755000000.0,3639969800000.0,3553234300000.0,5116453700000.0,4794939300000.0,2839859400000.0,5321612000000.0,3990386600000.0,4846655600000.0,4884510000000.0,4105183400000.0
