time,NORESM2-MM,MPI-ESM1-2-HR,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,CESM2,EC-EARTH3,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM
2020.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0,8145399000000.0
2021.0,8102990600000.0,8104586500000.0,8113888000000.0,8135766400000.0,8105069000000.0,8116984000000.0,8096116000000.0,8097890300000.0,8132095400000.0,8119653500000.0,8121583400000.0,8114060000000.0,8119643500000.0
2022.0,8078612000000.0,8063864500000.0,8080018000000.0,8095842000000.0,8060726000000.0,8077148400000.0,8063981000000.0,8062762500000.0,8092315000000.0,8082445300000.0,8097250700000.0,8097064600000.0,8092617500000.0
2023.0,8052117300000.0,8036211000000.0,8049558000000.0,8069177000000.0,8022725000000.0,8060305000000.0,8011267000000.0,8024960300000.0,8063409000000.0,8031783400000.0,8049801600000.0,8067752000000.0,8063779000000.0
2024.0,8024924000000.0,7982590000000.0,8025485600000.0,8029518400000.0,8000487000000.0,8043864500000.0,7961218400000.0,7990857000000.0,8025615600000.0,8003224000000.0,8004169000000.0,8044288000000.0,8024133500000.0
2025.0,7990976000000.0,7933808600000.0,7982253000000.0,7996940000000.0,7965884000000.0,8015811000000.0,7912828000000.0,7942866000000.0,7995735000000.0,7969200000000.0,7973848000000.0,8009569000000.0,7972344300000.0
2026.0,7954346500000.0,7898154000000.0,7950608000000.0,7969433000000.0,7923065400000.0,7983274700000.0,7864204700000.0,7887928700000.0,7961353000000.0,7940666300000.0,7944203700000.0,7979053600000.0,7955174400000.0
2027.0,7907133400000.0,7858972300000.0,7924114500000.0,7935030700000.0,7876697400000.0,7947760000000.0,7830080000000.0,7831728000000.0,7923743000000.0,7888753400000.0,7900587600000.0,7935795700000.0,7923146000000.0
2028.0,7886919000000.0,7812008000000.0,7886034000000.0,7904885000000.0,7851169000000.0,7914309000000.0,7747544300000.0,7781435000000.0,7900152500000.0,7844380000000.0,7863174400000.0,7906066000000.0,7893751000000.0
2029.0,7842936400000.0,7764020600000.0,7845169000000.0,7859709400000.0,7828128000000.0,7885720400000.0,7669392300000.0,7722606000000.0,7874067600000.0,7810314000000.0,7813352000000.0,7869285000000.0,7863365300000.0
2030.0,7796039000000.0,7743333000000.0,7794825000000.0,7820966000000.0,7791907000000.0,7848325500000.0,7616131000000.0,7661463000000.0,7849806700000.0,7767021000000.0,7764169000000.0,7843669000000.0,7835159000000.0
2031.0,7755801000000.0,7695749000000.0,7755617300000.0,7787453600000.0,7755488000000.0,7816085500000.0,7567004700000.0,7608987000000.0,7819251700000.0,7713344500000.0,7708010300000.0,7820629500000.0,7792378000000.0
2032.0,7721030500000.0,7652666000000.0,7721896000000.0,7757024500000.0,7722946300000.0,7772644600000.0,7518130000000.0,7541792000000.0,7791132000000.0,7662422500000.0,7679946000000.0,7789113000000.0,7754302400000.0
2033.0,7667817400000.0,7613900700000.0,7686241000000.0,7726465000000.0,7696085400000.0,7726016000000.0,7448903000000.0,7494073000000.0,7750602500000.0,7612377000000.0,7615609300000.0,7757739000000.0,7696646000000.0
2034.0,7636000000000.0,7583352500000.0,7646257000000.0,7673082000000.0,7657014000000.0,7661544000000.0,7417278500000.0,7436197400000.0,7717415600000.0,7556094000000.0,7573341700000.0,7721579000000.0,7642231600000.0
2035.0,7590663700000.0,7543535000000.0,7614925600000.0,7638548500000.0,7617922500000.0,7597910000000.0,7360346000000.0,7367159700000.0,7698018000000.0,7516783000000.0,7518114000000.0,7669827000000.0,7599531500000.0
2036.0,7545737400000.0,7503098700000.0,7578670000000.0,7598084000000.0,7577473600000.0,7553819000000.0,7309569300000.0,7281336000000.0,7659873400000.0,7473572000000.0,7462736000000.0,7643767000000.0,7552057000000.0
2037.0,7516811400000.0,7460872000000.0,7541853500000.0,7557131300000.0,7537238700000.0,7492029400000.0,7250847000000.0,7206708000000.0,7634242000000.0,7412149000000.0,7406281600000.0,7588901600000.0,7488513000000.0
2038.0,7492244300000.0,7413400300000.0,7506675000000.0,7501309300000.0,7504409400000.0,7461420400000.0,7181601000000.0,7150336700000.0,7594403400000.0,7378456000000.0,7339888300000.0,7535884000000.0,7444157000000.0
2039.0,7443750300000.0,7373821000000.0,7472083400000.0,7449977300000.0,7456433000000.0,7433132000000.0,7096126400000.0,7090144000000.0,7566525000000.0,7325040000000.0,7281695000000.0,7498963000000.0,7382504600000.0
2040.0,7403508000000.0,7337717300000.0,7438065000000.0,7411998000000.0,7423336600000.0,7401874400000.0,7048537000000.0,7019010500000.0,7521983000000.0,7290370400000.0,7233889400000.0,7465767300000.0,7325562000000.0
2041.0,7342709500000.0,7295017000000.0,7400473000000.0,7368074000000.0,7354895600000.0,7364542000000.0,6967698400000.0,6944639700000.0,7483067700000.0,7234217600000.0,7174113000000.0,7446203500000.0,7242517600000.0
2042.0,7275394600000.0,7253920300000.0,7363610000000.0,7320002600000.0,7310699700000.0,7305472500000.0,6914400000000.0,6881427000000.0,7433753700000.0,7187111000000.0,7116864600000.0,7420151600000.0,7181975000000.0
2043.0,7228988300000.0,7219306000000.0,7310564400000.0,7269764300000.0,7274605600000.0,7261574400000.0,6851294400000.0,6821278400000.0,7390317500000.0,7131037000000.0,7076096000000.0,7382452700000.0,7118308500000.0
2044.0,7177311000000.0,7165420500000.0,7277051400000.0,7220149000000.0,7219185000000.0,7225964000000.0,6786203000000.0,6744025600000.0,7339155000000.0,7069405000000.0,7037285600000.0,7345592600000.0,7051583000000.0
2045.0,7131862000000.0,7135791400000.0,7245093400000.0,7158182000000.0,7175241500000.0,7197935300000.0,6722716400000.0,6679655600000.0,7309504000000.0,7026187000000.0,6982053400000.0,7316911000000.0,7000939300000.0
2046.0,7084344600000.0,7091787000000.0,7211629700000.0,7112067400000.0,7139527000000.0,7159944300000.0,6644141000000.0,6637599000000.0,7267394500000.0,6980557000000.0,6922968000000.0,7280140500000.0,6927953700000.0
2047.0,7042979000000.0,7046516000000.0,7163679300000.0,7048624000000.0,7102299400000.0,7100708700000.0,6567426000000.0,6558270000000.0,7224542000000.0,6918298400000.0,6838053500000.0,7233185000000.0,6872620000000.0
2048.0,6997315000000.0,6999782700000.0,7124915000000.0,7011798000000.0,7037976600000.0,7047024000000.0,6509730000000.0,6472394000000.0,7176124000000.0,6830322400000.0,6759126000000.0,7200217500000.0,6801456000000.0
2049.0,6941738300000.0,6954510500000.0,7085584000000.0,6968000000000.0,7001218000000.0,6984918600000.0,6425985700000.0,6381028500000.0,7134342300000.0,6760515500000.0,6692411500000.0,7159408500000.0,6732703000000.0
2050.0,6889973000000.0,6919712000000.0,7045366400000.0,6923832300000.0,6960780000000.0,6920732700000.0,6341252000000.0,6314909000000.0,7094395000000.0,6717572000000.0,6619687600000.0,7111252000000.0,6648981600000.0
2051.0,6839729700000.0,6879597000000.0,7006438600000.0,6871413000000.0,6916099500000.0,6847570400000.0,6269661000000.0,6228368400000.0,7053917000000.0,6655113000000.0,6547778300000.0,7093737000000.0,6570797000000.0
2052.0,6769964000000.0,6840660300000.0,6956379500000.0,6812508000000.0,6842136700000.0,6820571600000.0,6222442400000.0,6142420300000.0,7009223600000.0,6610512500000.0,6464652400000.0,7039652700000.0,6497654300000.0
2053.0,6698302000000.0,6770157000000.0,6914036000000.0,6758129000000.0,6785853000000.0,6757567400000.0,6158150000000.0,6053821400000.0,6980854300000.0,6544709600000.0,6390044700000.0,6996763300000.0,6436067700000.0
2054.0,6628854700000.0,6716474000000.0,6867946300000.0,6708558600000.0,6740266500000.0,6698969000000.0,6069006000000.0,5950579700000.0,6924861400000.0,6489079000000.0,6306321700000.0,6939042000000.0,6378018600000.0
2055.0,6564465300000.0,6679359000000.0,6817808000000.0,6666710000000.0,6685377700000.0,6637479300000.0,6004446600000.0,5855317000000.0,6874863000000.0,6421624700000.0,6228460700000.0,6892854700000.0,6318204000000.0
2056.0,6516495000000.0,6639968000000.0,6767153500000.0,6616024400000.0,6625801000000.0,6569489000000.0,5957196000000.0,5752419000000.0,6837537000000.0,6351565600000.0,6140543400000.0,6858192000000.0,6243593000000.0
2057.0,6472382500000.0,6586490000000.0,6714945000000.0,6573707500000.0,6586144700000.0,6529632000000.0,5891494500000.0,5657890700000.0,6782083000000.0,6276050300000.0,6054646600000.0,6810258400000.0,6164163600000.0
2058.0,6408096000000.0,6541609000000.0,6654829000000.0,6513896000000.0,6546458000000.0,6488161000000.0,5822904000000.0,5575411000000.0,6722888400000.0,6217456000000.0,5966983000000.0,6774500400000.0,6082022000000.0
2059.0,6362662000000.0,6490748400000.0,6595682000000.0,6465196000000.0,6503761000000.0,6428121600000.0,5747916000000.0,5485766400000.0,6669864000000.0,6155769000000.0,5889843500000.0,6729453500000.0,6029253300000.0
2060.0,6308267000000.0,6442096500000.0,6553177000000.0,6387769000000.0,6450054000000.0,6365337600000.0,5680253600000.0,5378413700000.0,6626104300000.0,6091533500000.0,5816217000000.0,6697743500000.0,5964717600000.0
2061.0,6243174000000.0,6388002600000.0,6494883000000.0,6318321000000.0,6390488000000.0,6322589000000.0,5605154000000.0,5292554700000.0,6581389400000.0,6001287000000.0,5733946000000.0,6643250600000.0,5899858500000.0
2062.0,6188588600000.0,6349765000000.0,6441083600000.0,6265772700000.0,6326484700000.0,6276741300000.0,5548564500000.0,5200894000000.0,6522221400000.0,5921926000000.0,5640673600000.0,6601015600000.0,5832974000000.0
2063.0,6129309000000.0,6317298000000.0,6383801000000.0,6209241000000.0,6260228000000.0,6208412500000.0,5469015400000.0,5084195300000.0,6456096600000.0,5844778400000.0,5554849700000.0,6557052400000.0,5760995600000.0
2064.0,6069417400000.0,6262967000000.0,6329395600000.0,6147414700000.0,6202658400000.0,6121838000000.0,5404801000000.0,5007406500000.0,6397647000000.0,5766740700000.0,5453389000000.0,6514776500000.0,5685380000000.0
2065.0,6005933000000.0,6202938400000.0,6282886000000.0,6094920400000.0,6141330300000.0,6059149000000.0,5343401000000.0,4923609000000.0,6357049000000.0,5683853400000.0,5354916700000.0,6490029600000.0,5624648700000.0
2066.0,5915962000000.0,6144053000000.0,6231831000000.0,6039231000000.0,6092715700000.0,5999432300000.0,5284496400000.0,4831035500000.0,6304129600000.0,5627048000000.0,5260486600000.0,6448250000000.0,5559862000000.0
2067.0,5850516000000.0,6086113400000.0,6170306000000.0,5981940000000.0,6026987000000.0,5936916700000.0,5208735000000.0,4739333400000.0,6230592000000.0,5555327300000.0,5179334700000.0,6395365700000.0,5494985000000.0
2068.0,5778694000000.0,6050102600000.0,6099894300000.0,5924226300000.0,5941746500000.0,5865199000000.0,5129959400000.0,4634587400000.0,6168654000000.0,5470270000000.0,5108907000000.0,6349573000000.0,5418206600000.0
2069.0,5708405300000.0,6002202600000.0,6039024400000.0,5874930700000.0,5855961000000.0,5798935000000.0,5057002600000.0,4532396400000.0,6097805000000.0,5387648500000.0,5018438600000.0,6313841500000.0,5355438000000.0
2070.0,5625577700000.0,5942078000000.0,5981192300000.0,5828854700000.0,5792032400000.0,5727393000000.0,4972736400000.0,4446498600000.0,6038962000000.0,5308582000000.0,4927498000000.0,6257032300000.0,5265172000000.0
2071.0,5536939500000.0,5883410000000.0,5921237400000.0,5770485700000.0,5730369300000.0,5657439000000.0,4897854000000.0,4346016400000.0,5979287000000.0,5228429600000.0,4821310500000.0,6234103000000.0,5181053300000.0
2072.0,5456808400000.0,5828095500000.0,5859499300000.0,5714860000000.0,5670199400000.0,5591268300000.0,4821295300000.0,4262437600000.0,5927346400000.0,5147152000000.0,4708055000000.0,6189300600000.0,5106333000000.0
2073.0,5365868000000.0,5762943300000.0,5789037600000.0,5651142000000.0,5598761000000.0,5523255000000.0,4741345600000.0,4156903400000.0,5866125000000.0,5068761300000.0,4610668000000.0,6152722000000.0,5031453000000.0
2074.0,5290371600000.0,5703453000000.0,5713721600000.0,5583351600000.0,5543134000000.0,5473289000000.0,4651025000000.0,4062928000000.0,5802538000000.0,4973897000000.0,4515751000000.0,6102958000000.0,4964731000000.0
2075.0,5202330500000.0,5648718000000.0,5645686000000.0,5537399000000.0,5452318000000.0,5389691000000.0,4577632000000.0,3972223200000.0,5735412000000.0,4895717500000.0,4414352000000.0,6038942000000.0,4869724300000.0
2076.0,5108072000000.0,5600992000000.0,5588282000000.0,5478749300000.0,5366425000000.0,5317871000000.0,4502809000000.0,3861596000000.0,5674536300000.0,4825194400000.0,4295456500000.0,6000843000000.0,4764111700000.0
2077.0,5025477000000.0,5554901000000.0,5518524000000.0,5420049500000.0,5297387600000.0,5246836300000.0,4419379000000.0,3756729300000.0,5609059000000.0,4743538700000.0,4183114400000.0,5959347300000.0,4677684400000.0
2078.0,4947044700000.0,5520566000000.0,5439567700000.0,5356454000000.0,5210521000000.0,5181179700000.0,4345092000000.0,3648454400000.0,5542376400000.0,4649846000000.0,4087772600000.0,5921669000000.0,4593567700000.0
2079.0,4853250000000.0,5459440300000.0,5377278000000.0,5296342700000.0,5136244500000.0,5113701700000.0,4253955400000.0,3538050600000.0,5498836000000.0,4565315000000.0,3983568800000.0,5887114600000.0,4513329000000.0
2080.0,4778964300000.0,5407608700000.0,5305854300000.0,5234336000000.0,5084330600000.0,5038736000000.0,4157467000000.0,3422501200000.0,5418934000000.0,4479997000000.0,3890224000000.0,5816787700000.0,4423171000000.0
2081.0,4706774500000.0,5363323000000.0,5239077300000.0,5188556000000.0,5020164600000.0,4979715700000.0,4075531300000.0,3309194700000.0,5356442400000.0,4409456600000.0,3779133200000.0,5772529400000.0,4335623000000.0
2082.0,4624540000000.0,5319729000000.0,5164209000000.0,5126990000000.0,4960646000000.0,4923058600000.0,3994177000000.0,3197843000000.0,5299305400000.0,4345021000000.0,3655925200000.0,5746849000000.0,4251316000000.0
2083.0,4535158300000.0,5276072000000.0,5094607000000.0,5064710000000.0,4899277400000.0,4859334500000.0,3907997400000.0,3096962000000.0,5242335300000.0,4275566300000.0,3551840700000.0,5719588300000.0,4164827500000.0
2084.0,4468036000000.0,5241588700000.0,5021433000000.0,5003248400000.0,4854103000000.0,4793095000000.0,3818033300000.0,3000684000000.0,5177237600000.0,4205776500000.0,3441632200000.0,5674745500000.0,4083734300000.0
2085.0,4383030000000.0,5199340500000.0,4957692500000.0,4953980000000.0,4791334000000.0,4738052000000.0,3731709000000.0,2904350300000.0,5106338000000.0,4112077300000.0,3339908800000.0,5631458000000.0,4008364700000.0
2086.0,4302326000000.0,5162164300000.0,4894720000000.0,4892622600000.0,4738711600000.0,4659078500000.0,3647384800000.0,2798007600000.0,5049758000000.0,4031283700000.0,3233984000000.0,5589310000000.0,3916602000000.0
2087.0,4218358300000.0,5125029000000.0,4819874500000.0,4832435000000.0,4682552400000.0,4604616500000.0,3562406000000.0,2700361600000.0,4977558000000.0,3941734000000.0,3138188700000.0,5563094000000.0,3815047400000.0
2088.0,4154610200000.0,5087816000000.0,4758074600000.0,4768674000000.0,4607493000000.0,4528711000000.0,3456560000000.0,2603179800000.0,4905319000000.0,3860363000000.0,3023032800000.0,5515237000000.0,3730433600000.0
2089.0,4075701000000.0,5048010500000.0,4692280000000.0,4705669300000.0,4548227000000.0,4445557500000.0,3380569000000.0,2510862200000.0,4845046000000.0,3785725300000.0,2909637000000.0,5478593000000.0,3630017300000.0
2090.0,3990182400000.0,5003002000000.0,4627802600000.0,4654702300000.0,4490579000000.0,4355749000000.0,3295141000000.0,2405994000000.0,4794340000000.0,3709690200000.0,2810468600000.0,5433351000000.0,3552185400000.0
2091.0,3905056000000.0,4973325700000.0,4567976600000.0,4596593300000.0,4430461000000.0,4293342800000.0,3217284000000.0,2308512000000.0,4729004000000.0,3648002200000.0,2711550200000.0,5391520000000.0,3472910500000.0
2092.0,3816912000000.0,4935249000000.0,4496445000000.0,4538969000000.0,4354366200000.0,4216926800000.0,3132777300000.0,2212614400000.0,4665447500000.0,3577924000000.0,2621026900000.0,5349237600000.0,3380824200000.0
2093.0,3746562000000.0,4879793000000.0,4431430000000.0,4476076000000.0,4290691700000.0,4152714300000.0,3053809000000.0,2125981000000.0,4599987600000.0,3485580400000.0,2528053600000.0,5296617400000.0,3292066500000.0
2094.0,3667237000000.0,4840385000000.0,4361772000000.0,4414260600000.0,4225916500000.0,4058476700000.0,2973880300000.0,2050487500000.0,4541996600000.0,3406285800000.0,2431045600000.0,5241602300000.0,3213973000000.0
2095.0,3583889400000.0,4805887000000.0,4293333000000.0,4362511600000.0,4155929500000.0,3951200000000.0,2896658000000.0,1985859300000.0,4469789000000.0,3330821600000.0,2329088400000.0,5192755400000.0,3135948500000.0
2096.0,3493767000000.0,4766669700000.0,4233697000000.0,4309322600000.0,4096055600000.0,3836892000000.0,2811463500000.0,1920111600000.0,4419241400000.0,3233598000000.0,2228913000000.0,5152412000000.0,3049094600000.0
2097.0,3386371700000.0,4726217000000.0,4171552300000.0,4257050500000.0,4034468000000.0,3774575800000.0,2738488600000.0,1834545400000.0,4354090500000.0,3153858700000.0,2134293200000.0,5087997000000.0,2962288000000.0
2098.0,3305573400000.0,4671025400000.0,4109602700000.0,4189409800000.0,3974999600000.0,3684015000000.0,2640838100000.0,1762024000000.0,4291118200000.0,3077530000000.0,2039483600000.0,5028334000000.0,2871244000000.0
2099.0,3220196300000.0,4621396000000.0,4047603000000.0,4140175700000.0,3913894300000.0,3615080000000.0,2559282200000.0,1683126000000.0,4230047300000.0,3006042200000.0,1951880600000.0,4976667000000.0,2790566100000.0
2100.0,3137376000000.0,4569671700000.0,3982782000000.0,4079307500000.0,3857360400000.0,3534442000000.0,2466696400000.0,1611055400000.0,4156431300000.0,2933936400000.0,1873014200000.0,4907172600000.0,2725035000000.0
