time,CSIRO-MK3-6-0,NORESM1-M,GFDL-CM3,CCSM4,CANESM2,GISS-E2-R,CNRM-CM5,IPSL-CM5A-LR,GFDL-ESM2G,MPI-ESM-LR
2035.0,2001573400.0,1701817900.0,1680784500.0,1897082600.0,1750753500.0,1963244500.0,2027421700.0,1832438900.0,1977098100.0,2062449900.0
2036.0,2051468800.0,1665864400.0,1614652800.0,1837386800.0,1699471500.0,1925076700.0,1975646800.0,1763088400.0,1960340200.0,1994329300.0
2037.0,1926977400.0,1594681200.0,1576380200.0,1825380100.0,1645226500.0,1893130100.0,1939585000.0,1727067500.0,1924217700.0,1993274900.0
2038.0,1899736000.0,1543147600.0,1509698800.0,1777124500.0,1611429900.0,1877131800.0,1905484400.0,1668529000.0,1888494000.0,1928513700.0
2039.0,1899010300.0,1499592400.0,1440640500.0,1749173900.0,1550032100.0,1846595200.0,1922801800.0,1622378200.0,1895967700.0,1862920600.0
2040.0,1841708800.0,1440084100.0,1379354100.0,1715322500.0,1516484000.0,1780126100.0,1870662100.0,1572066300.0,1867302900.0,1837643900.0
2041.0,1808121600.0,1381827700.0,1313772400.0,1648104100.0,1444315900.0,1779730700.0,1828764000.0,1518662900.0,1780122600.0,1814556400.0
2042.0,1770565100.0,1316168700.0,1249785100.0,1578201900.0,1388784400.0,1730626600.0,1823246500.0,1452313500.0,1736206500.0,1805340800.0
2043.0,1748387800.0,1259807200.0,1187632600.0,1531372400.0,1333169700.0,1670573400.0,1749292700.0,1401416300.0,1701718500.0,1754360200.0
2044.0,1679872000.0,1210719100.0,1126954600.0,1492115800.0,1271212200.0,1619046400.0,1747196400.0,1342987900.0,1708967800.0,1678371600.0
2045.0,1698109200.0,1164265000.0,1061177000.0,1437524100.0,1218793300.0,1567808300.0,1687148300.0,1274506400.0,1606325900.0,1688385300.0
2046.0,1652615800.0,1092689800.0,1005388100.0,1377973400.0,1151096200.0,1532207100.0,1656356000.0,1204815200.0,1564947800.0,1602600700.0
2047.0,1575443300.0,1046910460.0,940743400.0,1331172400.0,1085512200.0,1494821600.0,1599872600.0,1164472200.0,1539279000.0,1575084800.0
2048.0,1528697500.0,1010622300.0,880083700.0,1260554900.0,1018505700.0,1461865900.0,1555649800.0,1159200900.0,1472172400.0,1505847400.0
2049.0,1517065600.0,962282800.0,818205630.0,1220899200.0,956466600.0,1396154100.0,1524574800.0,1062843200.0,1436478100.0,1456698200.0
2050.0,1455410000.0,921016450.0,767787260.0,1173107700.0,901440800.0,1362623900.0,1458373000.0,1008115800.0,1398077400.0,1414904300.0
2051.0,1410586400.0,887286100.0,707571100.0,1125271900.0,852039360.0,1345807000.0,1415456000.0,943903170.0,1370806400.0,1408448300.0
2052.0,1384452500.0,852389440.0,652064000.0,1079154000.0,804619600.0,1277794800.0,1382348300.0,892649540.0,1341270900.0,1368762600.0
2053.0,1341624000.0,807036000.0,606442500.0,1019272000.0,759320770.0,1210450000.0,1373005300.0,840375300.0,1292381600.0,1308376800.0
2054.0,1292536700.0,778526500.0,566678700.0,974684900.0,717748000.0,1160058000.0,1308022000.0,789969660.0,1268615400.0,1276909300.0
2055.0,1237491100.0,747052400.0,530343000.0,946876200.0,677910000.0,1111376000.0,1257084200.0,751366700.0,1217279900.0,1233226600.0
2056.0,1209570300.0,714007800.0,488256200.0,879953340.0,636571200.0,1091872500.0,1220648400.0,701461700.0,1179234200.0,1182893000.0
2057.0,1170574300.0,681485800.0,451039000.0,831502600.0,606179700.0,1059051260.0,1169242000.0,653319000.0,1117029600.0,1157526500.0
2058.0,1120966500.0,653996800.0,414694180.0,789063400.0,570718900.0,1030887740.0,1136147700.0,619995460.0,1088733200.0,1159457400.0
2059.0,1077129000.0,617725630.0,386841340.0,750162200.0,533052600.0,977679400.0,1119804400.0,586567230.0,1061072600.0,1084921000.0
2060.0,1032679400.0,588663400.0,357003900.0,714706300.0,499071170.0,933357200.0,1059097900.0,555173000.0,1030825400.0,1028688450.0
2061.0,1000653300.0,572894200.0,327998080.0,677797100.0,471286660.0,898830200.0,1011620600.0,525533250.0,995436600.0,1014757300.0
2062.0,964398500.0,539759600.0,303145760.0,645352500.0,439059300.0,867946500.0,986627460.0,497865120.0,963729700.0,967562430.0
2063.0,924664100.0,513473060.0,273139040.0,611082900.0,410963260.0,826436540.0,915727900.0,470626880.0,926508860.0,928112260.0
2064.0,878589300.0,486823940.0,249392450.0,583099650.0,391922780.0,814302500.0,876723460.0,449137000.0,906171260.0,900593000.0
2065.0,835738240.0,455475330.0,224012370.0,553610200.0,358468130.0,779551700.0,830702140.0,431063740.0,870269300.0,869309200.0
2066.0,784967740.0,430375330.0,206384600.0,522378980.0,344063740.0,742945600.0,786527360.0,410056770.0,866374000.0,841539840.0
2067.0,755975740.0,405505500.0,193364100.0,498128350.0,325438300.0,717637760.0,744865200.0,384211900.0,807773700.0,823694850.0
2068.0,711928450.0,386637820.0,176084930.0,486283500.0,297092640.0,708599100.0,716371200.0,350434200.0,769824700.0,787272800.0
2069.0,677232400.0,358715940.0,163513760.0,450554270.0,284966620.0,716812160.0,681281900.0,327143970.0,739829760.0,759981800.0
2070.0,651675100.0,343325660.0,155505500.0,432383040.0,268790140.0,665824260.0,649757060.0,308766900.0,710138430.0,738650000.0
2071.0,620697200.0,325181150.0,146078380.0,403130880.0,250853890.0,642673540.0,609502850.0,287313920.0,687494100.0,712988900.0
2072.0,588123260.0,309727520.0,138741390.0,374104670.0,238613550.0,640183740.0,614754500.0,274305920.0,663515460.0,689589100.0
2073.0,565960640.0,292485120.0,129757140.0,355943740.0,223368240.0,617087940.0,565386240.0,259599780.0,641447100.0,669560060.0
2074.0,542585540.0,275326980.0,124926320.0,338627300.0,212104140.0,607964700.0,538429440.0,240830300.0,612274400.0,645122560.0
2075.0,518778300.0,254741760.0,119607736.0,319732900.0,198557860.0,586823600.0,512411260.0,228852720.0,595536450.0,622876860.0
2076.0,488471200.0,241557680.0,114611120.0,299111580.0,190769980.0,572818050.0,482960640.0,214101970.0,568449400.0,601753600.0
2077.0,448919140.0,225461890.0,109579880.0,279959230.0,182467200.0,552666000.0,454499600.0,197355760.0,553430300.0,573426370.0
2078.0,426264960.0,214836580.0,106554024.0,263887780.0,174302100.0,558036350.0,429829900.0,186684500.0,533374140.0,549792100.0
2079.0,405351970.0,206484700.0,101704216.0,245923840.0,167965400.0,515367400.0,404178800.0,176209010.0,514730400.0,519937400.0
2080.0,380316220.0,193326320.0,97525550.0,235029220.0,161602700.0,510762400.0,374129570.0,167902220.0,492747170.0,492072500.0
2081.0,356368930.0,183518820.0,95147416.0,224514240.0,155316580.0,479437470.0,348326620.0,159161570.0,477535230.0,472266660.0
2082.0,344434020.0,173876370.0,92214150.0,213045920.0,148756380.0,464727040.0,332334620.0,149610640.0,454782720.0,456549440.0
2083.0,324738460.0,167388720.0,89502730.0,198337550.0,143568420.0,459246880.0,315063170.0,142309090.0,427926940.0,439269820.0
2084.0,300493730.0,164182500.0,87009950.0,192331970.0,140209730.0,448921100.0,301277570.0,135081630.0,406076640.0,418275230.0
2085.0,288876830.0,155390480.0,84956936.0,185659300.0,133571570.0,438981950.0,274233120.0,130205530.0,383978800.0,399239330.0
2086.0,267136580.0,149924820.0,81473230.0,175968260.0,129486424.0,425722530.0,262466740.0,125617190.0,364692700.0,376236960.0
2087.0,253104020.0,144439470.0,78173384.0,169282860.0,125334824.0,418022600.0,246237920.0,120349900.0,364335740.0,359438700.0
2088.0,238714420.0,139298000.0,75830650.0,163594000.0,119472290.0,405917600.0,232820100.0,113933304.0,342506980.0,337501570.0
2089.0,227229890.0,135012740.0,73674830.0,156381390.0,116940950.0,390365150.0,230519120.0,107999140.0,322714980.0,320840830.0
2090.0,215724290.0,128666200.0,70966216.0,150813650.0,113047336.0,379206400.0,210680370.0,104010280.0,308801600.0,306653950.0
2091.0,209191760.0,124970690.0,70004560.0,145205950.0,108327470.0,370008420.0,198962780.0,100757040.0,296651420.0,290465380.0
2092.0,196164430.0,118966440.0,66941096.0,139782600.0,105334424.0,357818050.0,189400500.0,97090950.0,292445120.0,269586620.0
2093.0,189164910.0,114924350.0,64034864.0,135590130.0,102672950.0,346312860.0,181680300.0,94453760.0,269655740.0,251615100.0
2094.0,181486860.0,109666776.0,61868948.0,129905360.0,98061370.0,338936860.0,173665120.0,91072850.0,252823890.0,240537500.0
2095.0,173508720.0,107543780.0,59506430.0,125862990.0,96606540.0,332652450.0,171529170.0,87607820.0,246172290.0,228786720.0
2096.0,166420080.0,105698960.0,57724540.0,122987656.0,93525860.0,321655330.0,161345820.0,86637000.0,237874270.0,215260400.0
2097.0,162258220.0,102605510.0,56339630.0,117925784.0,90566620.0,326937100.0,152950700.0,83675740.0,227759280.0,202128660.0
2098.0,153848000.0,99545496.0,54054530.0,114190600.0,89181384.0,310117570.0,148153060.0,80633700.0,217075280.0,194043840.0
2099.0,148025660.0,97532800.0,52351412.0,110805016.0,86269100.0,314498000.0,141475220.0,78991190.0,209979150.0,186106160.0
2100.0,142773540.0,95862770.0,51370140.0,105818290.0,83940020.0,293146300.0,136039550.0,76318020.0,200870190.0,177594270.0
