time,ACCESS-CM2,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0,ACCESS-ESM1-5,CANESM5
2057.0,118490286487000.0,117616201462000.0,118156630692000.0,116720411454000.0,123957993114000.0,111820627097000.0
2058.0,117513708013000.0,116135505091000.0,116857038340000.0,115657207908000.0,122965911304000.0,110537285335000.0
2059.0,116315387841500.0,114926374252000.0,115443615151000.0,114653391243000.0,121944369674600.0,109215213559600.0
2060.0,115205981736000.0,113606407464000.0,114056877402000.0,113482857585000.0,120821642512000.0,107838720139300.0
2061.0,113999785209500.0,112412404087500.0,112514537433000.0,112259404570000.0,119766782313500.0,106643993521700.0
2062.0,112798203178000.0,111033695291400.0,111175315120400.0,111013060393000.0,118519258353700.0,105239783694300.0
2063.0,111554792867100.0,109808135222600.0,109788957596600.0,109854564012000.0,117358804865500.0,103576072566500.0
2064.0,110419619874900.0,108329488732700.0,108435475959100.0,108494774434000.0,116219636566300.0,102193458722000.0
2065.0,109081600475000.0,106937479351000.0,107116235431200.0,107697807520000.0,115114561942800.0,100825147356000.0
2066.0,108067654652700.0,105564674299000.0,105496707088000.0,106456934736000.0,114026258950000.0,99520835215400.0
2067.0,106870937766400.0,104153264629700.0,103834928762000.0,105232137848000.0,112768537944300.0,98091700252300.0
2068.0,105326203222000.0,102583011321200.0,102348396821400.0,103910329532000.0,111840997879700.0,96549621776300.0
2069.0,103933243440300.0,101180460137700.0,100836063636400.0,102803756670100.0,110708579074700.0,94866331168100.0
2070.0,102485708041100.0,99793393624900.0,99472104550200.0,101719768585600.0,109367365058300.0,93540018392400.0
2071.0,101166189767200.0,98276293990400.0,97951248932100.0,100404656993100.0,108159388076700.0,91853276595900.0
2072.0,99716887415400.0,96786843308800.0,96472878749000.0,99184264728400.0,106849297510000.0,90067442135000.0
2073.0,98081282881000.0,95461213571200.0,94625627831400.0,97966958574700.0,105688571262500.0,88590052080700.0
2074.0,96839401740400.0,93997129787400.0,92974652997000.0,96669769349000.0,104509219241900.0,86871055500600.0
2075.0,95445259271300.0,92531237626700.0,91231594039500.0,95517990511700.0,103393303016300.0,85434896287200.0
2076.0,94004347684700.0,91208815784200.0,89535390315000.0,94303086572300.0,102376734758600.0,83986716097100.0
2077.0,92406805204500.0,89634973876400.0,87764191690400.0,92759474323700.0,101240266499800.0,82564954090500.0
2078.0,90851181497500.0,88082405981400.0,85935273461900.0,91558528596300.0,100047733341600.0,81248575134400.0
2079.0,89307882359200.0,86755982979100.0,84281863318700.0,90199927373700.0,98898349209000.0,79575249360700.0
2080.0,87918089759000.0,85391158117200.0,82490966113200.0,88830731804400.0,97651633955400.0,78110401705300.0
2081.0,86433367173200.0,83708774252900.0,80718893777600.0,87381871765900.0,96434699069700.0,76672306787900.0
2082.0,84895313757200.0,82055710079700.0,78739001743100.0,86040044613400.0,95129561991300.0,75107194992000.0
2083.0,83341202869000.0,80688845625200.0,76955278991800.0,84946104625100.0,93660911402200.0,73620104069200.0
2084.0,81924833893700.0,79169705150360.0,75040714599300.0,83680337552100.0,92345953055200.0,72060402489500.0
2085.0,80348175928000.0,77724754812900.0,73395070204100.0,82430116710800.0,91032657685500.0,70303665318400.0
2086.0,78568975351200.0,76346444536260.0,71380574029400.0,81075425891400.0,89965942743000.0,68764948827600.0
2087.0,77039354771700.0,74765965728300.0,69667620711100.0,79927266767400.0,88659093534600.0,67156370519200.0
2088.0,75498344441600.0,73379922179150.0,67879550712700.0,78671360483400.0,87104631614600.0,65774289122800.0
2089.0,74127695883700.0,72000434751200.0,66185170996100.0,77441750203900.0,85611459221300.0,64387817892140.0
2090.0,72631039369200.0,70455249743240.0,64512258222800.0,76066070302700.0,84380311381140.0,63057030181100.0
2091.0,71161692145200.0,68930822878760.0,63005097671350.0,74608001348200.0,83001944244300.0,61609256398700.0
2092.0,69713148425540.0,67245410204640.0,61177056549100.0,73158211610000.0,81512046490900.0,60088642234140.0
2093.0,68335227846900.0,65754058373000.0,59503420966800.0,71691192162000.0,80250122972460.0,58594503076060.0
2094.0,66883865003400.0,64410242149630.0,57576326589200.0,70276828270200.0,78900559482360.0,57081371359900.0
2095.0,65377696419640.0,63034789060790.0,55834012275500.0,68839053052700.0,77621237946900.0,55583374845500.0
2096.0,63818243873610.0,61716892400700.0,54046458806430.0,67428086743100.0,76413305640840.0,53977874026540.0
2097.0,62396974193100.0,60331070554360.0,52479424723040.0,66019362181100.0,74844661055630.0,52517374170130.0
2098.0,61083343716900.0,59040384075580.0,50839059572200.0,64511136993700.0,73287818940700.0,51147535471210.0
2099.0,59451847678760.0,57717141094090.0,49278139880900.0,63204391949800.0,72013853267200.0,49725216956040.0
2100.0,58002512939550.0,56329382524090.0,47623895295500.0,62003877746600.0,70608198009300.0,48373475013740.0
2101.0,56526492086260.0,55021597081070.0,46119795280730.0,60285861957400.0,69174273585800.0,46912851524790.0
2102.0,54958652940600.0,53735147815880.0,44628259867580.0,58801601344800.0,67715587109660.0,45482241808250.0
2103.0,53439798499810.0,52555217688866.0,43143857281520.0,57456756365100.0,66268768625300.0,44234020195310.0
2104.0,51966391377830.0,51297063465212.0,41499516349330.0,55969656986200.0,65008129113720.0,42833535193900.0
2105.0,50518993469236.0,49986897351614.0,40186586945530.0,54702893433860.0,63736465258870.0,41315006729720.0
2106.0,49186317375880.0,48877969864132.0,38916564558240.0,53381504843800.0,62446904118100.0,39946783082720.0
2107.0,47827044069192.0,47687077443866.0,37516545387010.0,51922276423300.0,61305405434600.0,38599970554474.0
2108.0,46419008146648.0,46496431109044.0,36245427150380.0,50623082678300.0,60031095432840.0,37328005687460.0
2109.0,45033895699110.0,45315701661248.0,34873107424210.0,49235009753060.0,58477746477440.0,36046231203600.0
2110.0,43527240492148.0,44147103622796.0,33531547886820.0,47973435550900.0,57063060894590.0,34874132904484.0
2111.0,42109632951936.0,42963362943858.0,32158970216100.0,46550983565900.0,55690602675180.0,33777640128500.0
2112.0,40733523592110.0,41781680207376.0,30838004235790.0,45187532619440.0,54205029090590.0,32624536409234.0
2113.0,39261459684862.0,40659682206494.0,29628920514380.0,43933331860860.0,52865234238670.0,31599345290040.0
2114.0,38043826495804.0,39470799816140.0,28394522833390.0,42725568177560.0,51540938281160.0,30541070565756.0
2115.0,36825548063442.0,38423759183956.0,27179306115780.0,41474453852240.0,50282199952560.0,29538183577540.0
2116.0,35509430077068.0,37169800205086.0,26056335484990.0,40205438032600.0,49022424241830.0,28510956504828.0
2117.0,34194111101078.0,36086773365986.0,24931678392210.0,38969428652150.0,47837509245200.0,27546561094070.0
2118.0,33014119958162.0,35096885678234.0,23863361485690.0,37846788769500.0,46481365346766.0,26593527211766.0
2119.0,31851702790422.0,33992209354848.0,22822586786780.0,36740504559770.0,45255098367800.0,25721451070442.0
2120.0,30712195433225.0,32970161807034.0,21823338586846.0,35568542625060.0,44176954767950.0,24855768191612.0
2121.0,29428353479494.0,32126725083430.0,20844014583560.0,34398835503750.0,42984656603230.0,23976591854910.0
2122.0,28363263034599.5,31277665014838.0,19827846623850.0,33399138228140.0,41734213647950.0,23113780891880.0
2123.0,27323018535443.4,30418348766120.0,18911259795294.0,32312955999350.0,40379318683340.0,22266119752938.0
2124.0,26195758025117.0,29592849008174.0,17972772740460.0,31231721877850.0,39118756583594.0,21624155098742.0
2125.0,25268387221176.2,28670119520864.0,17094742486642.0,30111731777140.0,37912976910560.0,20900068339504.0
2126.0,24277628370538.25,27851993351028.0,16263318634854.0,29306583626010.0,36698360854230.0,20218186642006.0
2127.0,23353276627897.6,27069060857880.0,15454513146276.0,28263289890000.0,35441743529676.0,19514832604598.5
2128.0,22437611925254.562,26194385671548.0,14639604472024.0,27270631993940.0,34338951661524.0,18839396827534.0
2129.0,21692815323365.562,25418892495992.0,13902199680894.0,26384145411540.0,33127244196306.0,18237445314916.0
2130.0,20933509003640.0,24714998199423.5,13234753619126.0,25440822237900.0,32047865692734.0,17646473257312.0
2131.0,20220095286657.938,24068695979428.0,12605508383604.0,24446207686030.0,30896139417020.0,17070732755257.5
2132.0,19437435606373.4,23412476448513.0,11973563132844.0,23568766088900.0,29670670070960.0,16532726642794.2
2133.0,18716786501997.04,22695895332872.0,11366694449922.0,22783965799190.0,28467514094806.0,16032052914253.0
2134.0,17991484122843.758,22101274769184.0,10762870182820.0,21870394435970.0,27291263184894.0,15495300384331.7
2135.0,17347025378483.41,21529482384894.5,10154965530618.0,21056203374200.0,26152973558540.0,14998494852877.2
2136.0,16680479197893.4,20914904074364.5,9599867028268.0,20180543659190.0,25031307421142.0,14554543522078.2
2137.0,16057297766388.932,20352172174783.5,9005848625118.0,19503849258840.0,24017771183424.0,14180360429916.6
2138.0,15393879728265.14,19851391384771.2,8488048046008.0,18784627774440.0,22961022216502.0,13795050791288.0
2139.0,14801121743040.275,19330563510981.2,7923864194214.0,18058078473500.0,22009807399464.0,13404163386552.0
2140.0,14229683023662.844,18809272646158.0,7436111264484.0,17348539658350.0,21100693340598.0,12989138875590.3
2141.0,13640137971579.854,18314938775933.5,6971881642730.0,16702952034970.0,20242116440000.0,12660194755164.06
2142.0,13085813869742.3,17840148095277.6,6495808724448.0,16098984300840.0,19399507976616.0,12345354173593.9
2143.0,12607080046264.379,17371494691275.398,6081050126201.0,15505272269850.0,18596421368910.0,12029387408948.67
2144.0,12092317169256.465,16908083841786.7,5702035944836.0,14858493462940.0,17831253198852.0,11728776231671.82
2145.0,11588856859640.29,16475691864788.24,5319570267658.0,14231299812890.0,16982282354036.0,11433546244836.799
2146.0,11086916568078.238,16031128660215.96,4967245057181.0,13657385352900.0,16283259786006.0,11154961353875.39
2147.0,10671316200300.334,15605270945450.54,4630230475766.0,13105057096410.0,15582121166820.0,10868589784589.195
2148.0,10275651653715.541,15209663351255.879,4326283517684.0,12572509222160.0,14834474052488.0,10646237103095.611
2149.0,9863897487141.668,14826581773694.0,4042404951757.0,12097367248570.0,14086632088618.0,10405153535850.717
2150.0,9402836624867.268,14453309109777.32,3824151725852.0,11582994959790.0,13425624956156.0,10166449233288.363
2151.0,9012930711752.459,14112750261723.84,3575246568687.0,11121268488690.0,12808482767542.0,9939622792612.582
2152.0,8610978019209.402,13719569750298.96,3344055782998.0,10632411370584.0,12225924015630.0,9710606003860.918
2153.0,8241685490581.635,13343792217271.13,3128462803920.0,10220892580200.0,11638429265764.0,9492443671499.654
2154.0,7856734284560.927,12956495640176.5,2930202057918.0,9823253068710.0,11067153625298.0,9286066470571.625
2155.0,7505964775002.335,12625254173438.209,2747629601947.5,9398814689510.0,10572295269312.0,9076308487013.2
2156.0,7196193904179.81,12293192934605.16,2574132264267.5,9008287055200.0,10056849984022.0,8888447278764.8
2157.0,6886303799195.712,11993174922551.096,2395972164494.5,8642281020184.0,9547169941734.0,8719902403934.2
2158.0,6585586151495.043,11714894992476.064,2246439708555.0,8247298591182.0,9032384345965.0,8567272335223.94
2159.0,6326505909044.381,11473116104599.621,2099846555918.5,7921768444760.0,8538333064865.0,8398768342763.5
2160.0,6055366719408.209,11208050329011.06,1964837838107.0,7594949593452.0,8098372895156.5,8246950975075.0
2161.0,5793044915863.445,10973535841689.686,1851628910151.5,7249289464172.0,7666113666471.2,8092981541957.1
2162.0,5546872995095.102,10761021442642.773,1745258904499.8,6935832426410.0,7273391358158.8,7939362827962.97
2163.0,5338678694667.496,10547397380796.617,1647456034998.8,6637721504068.0,6879981713111.9,7790745909714.34
2164.0,5109049197671.721,10355563433978.44,1554919803605.0,6319945626880.0,6516829843775.4,7648404174303.0
2165.0,4911702182237.0,10142331290590.031,1464868507040.9,6043649019542.0,6186283670970.9,7490417766027.899
2166.0,4718741455697.5,9945383388079.7,1381606282747.4,5761067908356.0,5866564111961.2,7333557489768.75
2167.0,4526343159675.02,9767440430165.25,1310920677607.3,5540380242334.0,5561192691735.4,7184152948491.24
2168.0,4341088079792.6396,9610686221469.25,1240475887117.26,5288579237390.0,5229636652887.3,7031631521215.14
2169.0,4157604997823.4,9428531079808.969,1175376431298.4,5023795394264.0,4934945682632.439,6896390419124.53
2170.0,4003016023700.85,9270436582761.6,1114392664383.75,4826370763486.0,4642255210433.061,6746300906306.159
2171.0,3840467251041.53,9149422594548.8,1057429654377.0,4621764546496.0,4372435581511.06,6602580073317.78
2172.0,3685801446220.86,9012792041165.879,1000382821949.3,4459607182940.0,4086435431673.44,6477638966301.21
2173.0,3533166220005.28,8883542890135.66,951279359854.65,4278075061000.0,3879661310442.44,6348268651828.681
2174.0,3370362097565.41,8736917472719.6,904158338864.9,4092431958024.0,3649215675276.75,6201369085111.82
2175.0,3241133865615.16,8589684644498.5,866721911924.6,3916947235968.0,3436523136209.94,6074792499073.939
2176.0,3112990501786.26,8466247674045.34,834461454440.8201,3763455652234.0,3224387160750.2,5924472494145.04
2177.0,2982896021661.42,8364448922587.12,805188535838.8999,3622827373220.0,3050452446792.96,5794730997106.06
2178.0,2876631340536.0996,8244954013194.56,780642478624.887,3470376080356.0,2874887387205.2,5706787771181.641
2179.0,2754740765387.04,8143888770628.97,754780659974.803,3322454401930.0,2722362925902.19,5581033970953.03
2180.0,2653189984468.66,8028009766704.1,731576238919.002,3223158831618.0,2586393807681.76,5473839903971.28
2181.0,2543220296312.46,7914374547160.53,712544349847.11,3095020637692.0,2469336409634.84,5372645026384.63
2182.0,2433043267454.5303,7808421016710.06,693917754668.4819,2987991180016.0,2333701828335.52,5269166590559.22
2183.0,2343027322022.2197,7733662817765.78,676482752567.2681,2887646908374.0,2210967557672.5303,5152758653230.5205
2184.0,2255544717336.7803,7620196685848.72,661926425762.102,2780163562424.0,2103316519385.37,5042860766184.5
2185.0,2176031619664.81,7547213832365.53,644306149282.06,2712603743054.0,1986382156267.58,4934084938532.45
2186.0,2085902565012.8398,7489504775669.3,626357852951.915,2609018475826.0,1910869265807.52,4841061740174.42
2187.0,2007110362921.54,7420086201284.0,613945737600.834,2506995402836.0,1822180839568.955,4738444902098.68
2188.0,1914484180134.97,7329716415876.75,596890741910.373,2432748670920.0,1726741108051.315,4634128044416.0
2189.0,1837320759011.1301,7272701538591.28,581753225536.2161,2354198073116.0,1644014720196.76,4539303093198.529
2190.0,1763757321871.7,7200164181798.44,570157651087.008,2291213275954.0,1568289927345.68,4449232785148.0
2191.0,1700315568231.25,7091742696384.84,554775501884.987,2231922813474.0,1505080990851.406,4372008144483.97
2192.0,1645955426611.62,7008374296823.7,542341941304.154,2164644114180.0,1429562210028.21,4270800369960.7603
2193.0,1584619587982.14,6911166686796.3,530610403332.13904,2095454508742.0,1372792332351.892,4193814861659.02
2194.0,1519434884825.78,6847224909478.22,517546823151.114,2031058426963.0,1314698280111.67,4130085789348.9
2195.0,1445879544648.22,6764436913558.16,507299315215.48,1956122296461.0,1267006015278.13,4057716983545.72
2196.0,1390998616858.98,6710973339690.3,498421225417.18396,1887335285103.0,1223202988174.377,3994799231521.2
2197.0,1323384515945.4,6651179732120.16,486757760212.296,1829764323731.0,1172851473909.695,3925048355012.12
2198.0,1269215652163.13,6575420127340.53,472310124076.192,1765726503811.0,1132471612109.95,3870056813985.78
2199.0,1190022779296.41,6494128911074.7,463088729379.609,1717932566422.0,1095361745588.4299,3808317336222.72
2200.0,1110531998565.3398,6447175096197.56,452326327931.54004,1660697003649.5,1059881972512.315,3750939482568.0703
2201.0,1027936357207.5901,6379214916981.2,444446358590.31,1603199165752.0,1024159678238.56,3691815492355.5703
2202.0,958452306353.69,6309622573867.5,436440215334.33997,1554524540191.5,996652231546.2,3648832468293.03
2203.0,897362949051.4,6247690654336.0,430702814653.66003,1512308022245.5,961537708490.345,3599064852331.06
2204.0,848798080698.8,6193477815409.1,422676233184.5,1470039014193.2,929077689250.88,3541471612156.1997
2205.0,792019758554.36,6132777229650.38,420917495750.6,1424156483592.0,905477171475.2,3495965186884.59
2206.0,749493419644.24,6050265701489.8,416035677557.06,1388844318256.7,880704383195.937,3455116815063.1
2207.0,717450440286.07,6025709897560.34,406297938149.47,1354697643721.26,858332008581.388,3402153837556.06
2208.0,682545810656.75,5996846843101.16,402904073138.38,1324299868799.5,841017928131.573,3356653056510.95
2209.0,658858397422.9,5898854740870.9,395126599520.03,1286011298565.5,816401458111.215,3303870627448.6
2210.0,633091756631.47,5823451184364.4,388111175514.56,1248179945744.8,797657852588.764,3251642855969.66
2211.0,609790890858.2,5741551776494.9,381638739810.12,1225533900223.8,785021643279.065,3207377540263.7
2212.0,597038740715.9299,5680870125375.34,375067592104.93,1196013622230.5,769298679486.08,3158311145440.0103
2213.0,576659935196.5801,5582781323435.5,369241830454.41003,1164348986353.5,756899209337.298,3121829177679.4
2214.0,551793479080.19,5489252238203.72,364236382529.32,1131620769506.0,742578130382.425,3092310782253.4204
2215.0,543484958993.69,5396473621511.66,359802358834.44,1104792682004.5,727738796237.053,3062541546491.5303
2216.0,528877946775.76,5310706931558.53,354375275827.02,1078262491181.0,714096672685.236,3025045045080.55
2217.0,511720405345.80005,5247697919773.94,349426353261.18,1056118076543.5,703260734471.99,2984052044741.65
2218.0,499191470968.74,5195866530360.17,345548977294.74,1035935313553.6,695148841367.209,2948854060679.78
2219.0,488627752422.69,5129785336362.88,343103154029.44,1011450857531.6,688836940122.217,2917457287557.56
2220.0,481281062162.4,5096377364863.6,339756770587.37,977975377493.0,675962003193.193,2886975923771.7
2221.0,469800409023.93,5064719373893.28,335224823372.68,948826051253.2,662918592946.867,2856765571642.62
2222.0,464298026076.38,4986865410911.2,332566457897.44,929166795966.7,655844411752.553,2824641989577.08
2223.0,460023078414.37,4933066780127.06,329930014872.57,912432042214.5,647104835329.803,2808962739698.7
2224.0,453810673901.52,4911774126208.66,327861923524.78,895505661393.7,643618115698.679,2778672943219.78
2225.0,451325161683.95,4837107245162.971,325126654807.54,877882320882.2,634289767159.3411,2767180594046.23
2226.0,447223190723.48,4776824145135.66,321891061619.69,858267087859.2,628486813753.78,2736792295527.38
2227.0,442399207448.98,4727551248847.721,318699663301.82,844783847826.6,618723478548.407,2694871700382.45
2228.0,436218538628.75,4677155257215.939,317510713140.26,834362980094.4,610374791743.641,2667309342941.81
2229.0,431482155806.74,4653243782005.62,315043311265.92,818172895589.1,598256929861.9089,2636315276830.96
2230.0,424883467286.58,4620787830734.25,313539174410.78,803373856882.4,585280462044.933,2623629294144.5303
2231.0,416987383796.5,4587776006955.98,308354527459.9,783784686394.1,577318062046.812,2593619830782.8003
2232.0,413565918459.25,4551123049923.029,307650772690.56,772612196116.44,573451053300.667,2565978534888.3
2233.0,409024449384.66003,4497095275464.061,303035130700.03,762667047720.8,567815983955.71,2542729664609.23
2234.0,400911640257.97,4449358777816.0,301396990286.19,754443804414.8,566034340448.581,2516130736511.6
2235.0,399750201158.16003,4407853241943.779,297314928305.25,744752835408.0,558669084524.3301,2490143998153.24
2236.0,395312856759.78,4373312429991.77,292785196446.92,740265327999.56,554158817328.947,2453908622902.0
2237.0,389285480330.25,4351288172241.05,290707518070.47,731168663148.1,546657353901.754,2434092336232.6797
2238.0,389578219330.9,4307083996482.62,286888656704.03,726841552082.45,545194288915.98,2399337823768.02
2239.0,385290816191.5,4274918212835.75,283466929376.48,722342291163.06,535456090311.723,2364876151110.8604
2240.0,382506230265.13,4226134072979.2,280440607352.6,718489741407.14,530751263995.194,2335779020712.0703
2241.0,378716432932.35,4205107258563.4,278478585989.75,709050985320.1,530923401246.086,2297022403013.4297
2242.0,376856288868.7,4176588439809.56,276325654379.0,706998803335.56,528322170406.23,2271892928866.83
2243.0,371096126283.15,4134134573840.81,272167323250.82,700607840702.3,528478728606.581,2250035829341.13
2244.0,369559499508.91003,4105132970281.78,272286609848.58002,690135599583.56,523379047216.954,2232666953806.32
2245.0,366686484680.65,4077736235290.84,271183075346.18,684321817517.14,526044503067.538,2211020382452.87
2246.0,363827968446.37,4050337319401.31,270021966708.4,683711486231.0,518652587465.293,2201989566383.7
2247.0,361162824425.68,4018287170116.2,267995640717.84,678805507945.2,518368986441.901,2184187190237.9402
2248.0,358080621361.83997,3983061821005.0,266868608576.22,674020456414.3,518220094883.212,2165474039210.0798
2249.0,352604079904.64,3944183809431.66,265323120544.5,679264590831.4,516525534771.446,2150843247864.98
2250.0,351432818386.62,3909422285364.53,265040048777.32,676137618746.2,512065011904.574,2144362062775.98
2251.0,349497930005.72,3873076993277.5,264772387182.41,676683224236.76,508065118771.202,2127809697591.24
2252.0,343988015080.31,3850308470892.3,262856731043.5,676154615830.6,505660794709.12,2105345234859.4302
2253.0,340824629346.81,3810335338764.03,261334878121.03998,672038067876.0,501602063239.904,2084265922405.47
2254.0,339637254366.1,3785885397651.03,260379958156.34,670486012739.1,499859814149.87,2082401345341.4302
2255.0,337742380658.0,3740029732499.84,259496013630.44,667852970113.5,497002902354.348,2064240929495.39
2256.0,335407547802.83997,3723128001377.34,258415998473.66,668346709962.7,496145858821.37,2042083013013.71
2257.0,331463041944.19,3703242027944.9,256010185884.34,673758024870.4,494162153550.442,2028262136617.0999
2258.0,331102472919.68,3687399993327.58,252929236383.18,672443495856.3,490686281219.524,2008089410046.13
2259.0,332406818853.1,3658545934738.55,251112902799.97,674068723169.0,488878409824.26404,1988653567878.97
2260.0,333243262194.1,3618167962286.95,248907652799.4,669089460536.8999,489200090219.66003,1975242749443.54
2261.0,333292276843.23,3600485956519.0,245675070683.88,664901140280.4,486553698503.261,1954362334661.94
2262.0,333487371733.78,3571937181105.66,243664899294.3,661920278031.2,482877027831.925,1929098920259.27
2263.0,333320748029.72,3551529890320.72,241277413896.59,664523575880.5,479328917712.546,1907260106454.06
2264.0,334771263921.72,3522265461742.06,241522190463.4,663318155619.8,473330556744.635,1888309749603.76
