time,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5
2128.0,71756487103000.0,81906669004000.0,75862165254000.0,63949042168600.0
2129.0,71472717807000.0,81885987002000.0,75431945899000.0,63615929565000.0
2130.0,71274038433000.0,81646473052000.0,75096968370500.0,63292171746400.0
2131.0,70968197466000.0,81500727779000.0,74872622804300.0,62976340814600.0
2132.0,70812751079000.0,81401332509000.0,74627453958700.0,62607035352100.0
2133.0,70647321662000.0,81253491758000.0,74363369169600.0,62378027917900.0
2134.0,70422420551000.0,80960786859000.0,74060951127000.0,62153336770200.0
2135.0,70214475048000.0,80886389801000.0,73683405962900.0,61966292857600.0
2136.0,70015415164000.0,80819536316000.0,73375989164300.0,61705693099200.0
2137.0,69760711348000.0,80759421590000.0,73238221226300.0,61597733004860.0
2138.0,69573077461000.0,80681860003000.0,73006590924800.0,61403275111700.0
2139.0,69343223496000.0,80644224315000.0,72651773231600.0,61174037929060.0
2140.0,69153447860000.0,80519163425000.0,72434559555000.0,60970507625800.0
2141.0,68945651344000.0,80429281279000.0,72189881721800.0,60739528411600.0
2142.0,68749894975000.0,80304227686000.0,72049612675000.0,60635298390400.0
2143.0,68493025687000.0,80239387312000.0,71851690381500.0,60484260475000.0
2144.0,68235511663000.0,80149737539000.0,71647942691600.0,60206486392140.0
2145.0,68131902003000.0,80040976802000.0,71515761304000.0,59986820364400.0
2146.0,67933119340000.0,80011587807000.0,71348686119700.0,59740559015400.0
2147.0,67747194710000.0,79937768028000.0,71130751905500.0,59624294880200.0
2148.0,67508728036000.0,79880028085000.0,70852426035200.0,59455483583430.0
2149.0,67393347215000.0,79767416683000.0,70663090339800.0,59318491296000.0
2150.0,67333483108000.0,79712557406000.0,70270218251400.0,59158042598500.0
2151.0,67333294215000.0,79632261265000.0,70064093446400.0,59104433146600.0
2152.0,67199739761000.0,79544541106000.0,69803724388500.0,59019195550100.0
2153.0,66925280370000.0,79544532672000.0,69593316565100.0,58896516669000.0
2154.0,66779232819000.0,79524746090000.0,69482607810600.0,58780244090650.0
2155.0,66563759327000.0,79421637730000.0,69248965280500.0,58586010305200.0
2156.0,66390268722000.0,79380823871000.0,69089336028100.0,58450590705550.0
2157.0,66351416735000.0,79415650314000.0,68863435226200.0,58374395291900.0
2158.0,66084777891000.0,79496125829000.0,68721679554900.0,58251325056570.0
2159.0,65898695769000.0,79443922082000.0,68500790291400.0,58121018963200.0
2160.0,65797318162000.0,79412139646000.0,68330845441900.0,58071950328660.0
2161.0,65704069135000.0,79410968704000.0,68238222130700.0,57984270682370.0
2162.0,65558731265000.0,79347691295000.0,68140537660300.0,57821012740600.0
2163.0,65443462027000.0,79236582466000.0,67979523001800.0,57681507427330.0
2164.0,65418073838000.0,79257818757000.0,67756216990700.0,57569487072640.0
2165.0,65356315021000.0,79236036258000.0,67582547040700.0,57407008731540.0
2166.0,65330677421000.0,79280173193000.0,67433791295900.0,57314519790520.0
2167.0,65238741657000.0,79314039607000.0,67253969498900.0,57258921932450.0
2168.0,65159044937000.0,79321393545000.0,67104677643900.0,57053039266000.0
2169.0,64987588651000.0,79302914314000.0,66919938615650.0,56916074580220.0
2170.0,64787237453000.0,79371867544000.0,66673176537500.0,56809351543680.0
2171.0,64703858346000.0,79325759365000.0,66574659879260.0,56736982448260.0
2172.0,64608637407000.0,79312843716000.0,66476536531000.0,56689057055900.0
2173.0,64577374106000.0,79307920928000.0,66399731566370.0,56593836128820.0
2174.0,64410116834000.0,79381648750000.0,66270640664200.0,56478198308380.0
2175.0,64300450228000.0,79338809386000.0,66149977248600.0,56396270141220.0
2176.0,64062075729000.0,79542826265000.0,65979220119640.0,56328463120300.0
2177.0,63920986758000.0,79640739609000.0,65826708426800.0,56150241890060.0
2178.0,63904735812000.0,79670131194000.0,65692687471350.0,56018801915750.0
2179.0,63808980742000.0,79619093996000.0,65461677690540.0,55930022738800.0
2180.0,63570488258000.0,79631977885000.0,65414336203840.0,55757720423720.0
2181.0,63465858466000.0,79698304029000.0,65240463541200.0,55671630327840.0
2182.0,63287915513000.0,79773103051000.0,65173817501740.0,55582443927360.0
2183.0,63166937054000.0,79768839108000.0,65028213541950.0,55511743215470.0
2184.0,62851549857000.0,79843101048000.0,64916339921900.0,55402917301700.0
2185.0,62701783569000.0,79864649574000.0,64720006213200.0,55328855121060.0
2186.0,62574494195000.0,79871312517000.0,64565308811430.0,55218055304290.0
2187.0,62474083361000.0,79894554810000.0,64425636449100.0,55085587127540.0
2188.0,62411863110000.0,79928312354000.0,64353444017200.0,54993128382060.0
2189.0,62236065691000.0,79974900379000.0,64310455759150.0,54892255600380.0
2190.0,62183004247000.0,80018615101000.0,64235039164600.0,54820326454350.0
2191.0,62134405251000.0,80012561245000.0,64135019553340.0,54810556827700.0
2192.0,62115994580000.0,80137830411000.0,63973615803140.0,54726236748800.0
2193.0,62062412901000.0,80138201937000.0,63959617601740.0,54625118083580.0
2194.0,61959470190000.0,80180730173000.0,63881162150650.0,54572806197640.0
2195.0,61864038929000.0,80318027690000.0,63745623973500.0,54542670882060.0
2196.0,61872657027000.0,80442278028000.0,63628563121300.0,54438838514620.0
2197.0,61725791153000.0,80425991299000.0,63600408856000.0,54432460281800.0
2198.0,61653369851000.0,80408596964000.0,63525552105600.0,54346861604960.0
2199.0,61586576033000.0,80439834180000.0,63352599714840.0,54278109438060.0
2200.0,61470885947000.0,80416926670000.0,63269553815200.0,54268523054600.0
2201.0,61420992863000.0,80465500047000.0,63119790294500.0,54175064227870.0
2202.0,61458517437000.0,80470727048000.0,63022534551400.0,54035554173920.0
2203.0,61259795298000.0,80509973807000.0,62923843384500.0,54030645914000.0
2204.0,61126459331000.0,80540383739000.0,62881296660500.0,53962907626540.0
2205.0,60931712079000.0,80530752137000.0,62714145613100.0,53848326277060.0
2206.0,60792993499000.0,80572454971000.0,62634213092500.0,53680932358740.0
2207.0,60701622163000.0,80680849257000.0,62542768115220.0,53593797760920.0
2208.0,60659752338000.0,80652383039000.0,62557430027350.0,53563977383700.0
2209.0,60573567418000.0,80620805273000.0,62437040913260.0,53535452193010.0
2210.0,60491409486000.0,80606102776000.0,62335936100800.0,53398085522970.0
2211.0,60338491994000.0,80663024903000.0,62313601107700.0,53293517817660.0
2212.0,60153063919000.0,80730441663000.0,62371997549220.0,53302249999870.0
2213.0,60009149870000.0,80722283378000.0,62316673399530.0,53261649685110.0
2214.0,59881853820000.0,80740683261000.0,62212638062770.0,53174191635760.0
2215.0,59697569992000.0,80686447776000.0,62221248638380.0,53119592411290.0
2216.0,59644460062000.0,80691352306000.0,62151665016920.0,53126397799040.0
2217.0,59591318959000.0,80773162747000.0,62068133405660.0,53042420842690.0
2218.0,59410756421000.0,80729896667000.0,62040547972860.0,52940437729480.0
2219.0,59257418169000.0,80709050131000.0,62018302530700.0,52906504256010.0
2220.0,59063409492000.0,80666039917000.0,62011920509900.0,52856405419060.0
2221.0,58929828522000.0,80704338287000.0,61966083090300.0,52677985955660.0
2222.0,58796573733000.0,80784918959000.0,61963892800020.0,52634147900190.0
2223.0,58691429486000.0,80822086415000.0,61912555366000.0,52524083957560.0
2224.0,58412497722000.0,80776774759000.0,61875425290300.0,52355471040060.0
2225.0,58257073099000.0,80895896655000.0,61852055732400.0,52303831087420.0
2226.0,58146281085000.0,81037864571000.0,61743684614340.0,52240849151670.0
2227.0,57987290878000.0,81046228285000.0,61678562408950.0,52105369471970.0
2228.0,57852649404000.0,81083462676000.0,61646733372340.0,52059456585460.0
2229.0,57747390898000.0,81023423756000.0,61603565406300.0,51997488221140.0
2230.0,57529002562000.0,81031412866000.0,61630077361600.0,51990339973500.0
2231.0,57420420329000.0,81063690389000.0,61581105179050.0,51955151047520.0
2232.0,57241221327000.0,81146224928000.0,61590765129060.0,51950966380410.0
2233.0,57191344431000.0,81126257923000.0,61537277803700.0,51830114118030.0
2234.0,57036813680000.0,81272707645000.0,61509868530100.0,51819647595490.0
2235.0,56950987373000.0,81220955765000.0,61424832955430.0,51774987003910.0
2236.0,56811088742000.0,81294418376000.0,61422253790000.0,51738288635810.0
2237.0,56736451127000.0,81311995543000.0,61368555365660.0,51675903494560.0
2238.0,56579720931000.0,81428582326000.0,61285465371340.0,51643038101400.0
2239.0,56437574018000.0,81523022021000.0,61181856252400.0,51584713785770.0
2240.0,56401513440000.0,81566923312000.0,61052741070760.0,51611948353900.0
2241.0,56291396813000.0,81628041765000.0,61018085048000.0,51622763321140.0
2242.0,56214042720000.0,81625512955000.0,60886113978900.0,51542833245420.0
2243.0,56069025235000.0,81763309388000.0,60805541344500.0,51499092795460.0
2244.0,55965017759000.0,81887689153000.0,60684558757800.0,51435192556570.0
2245.0,55740753681000.0,81962918173000.0,60639003708740.0,51450383830460.0
2246.0,55595168420000.0,82143670125000.0,60620679187900.0,51356646983800.0
2247.0,55380193505000.0,82302221533000.0,60576472438050.0,51258975006500.0
2248.0,55169180716000.0,82411104002000.0,60391788247940.0,51175029329500.0
2249.0,55047471092000.0,82474049497000.0,60274717277430.0,51135855419460.0
2250.0,54946291181000.0,82532363417000.0,60221618129830.0,51153581702040.0
2251.0,54938045851000.0,82552883846000.0,60167130293820.0,51078052748780.0
2252.0,54816555215000.0,82648261204000.0,60098146652800.0,51085924107740.0
2253.0,54686877092000.0,82749771855000.0,60021348944200.0,51054510272530.0
2254.0,54488230679000.0,82787718845000.0,59947387834200.0,51054679515960.0
2255.0,54374185908000.0,82815137172000.0,59915597973560.0,51018223490016.0
2256.0,54209901111000.0,82816007225000.0,59947816191130.0,50929592270800.0
2257.0,54037204251000.0,82903211520000.0,59857726813600.0,50885002064650.0
2258.0,53851054826000.0,82913140439000.0,59797415287950.0,50932345135040.0
2259.0,53613500272000.0,82935793602000.0,59685949885820.0,50863164979470.0
2260.0,53482599192000.0,83092461482000.0,59707696841660.0,50872575743790.0
2261.0,53354786796000.0,83174350350000.0,59668457150200.0,50816412549470.0
2262.0,53212794586000.0,83200502140000.0,59640584389000.0,50766989254610.0
2263.0,53073998525000.0,83101664274000.0,59544256728640.0,50829250138696.0
2264.0,52865773740000.0,83043903277000.0,59404627840030.0,50822286563310.0
2265.0,52651565647000.0,83092135751000.0,59419230890200.0,50854976951640.0
2266.0,52450801232000.0,83078809185000.0,59370869144160.0,50776938846984.0
2267.0,52345093709000.0,83065621803000.0,59295962957750.0,50837347739450.0
2268.0,52114333430000.0,82989931967000.0,59192384365030.0,50754112099416.0
2269.0,51928255119000.0,82982389968000.0,59125075855480.0,50744189682880.0
2270.0,51858595177000.0,83038749307000.0,58904697781730.0,50744216168400.0
2271.0,51661661323000.0,83097981477000.0,58852229261140.0,50708353635200.0
2272.0,51506979492000.0,83214249103000.0,58834026245000.0,50729194181424.0
2273.0,51347373344000.0,83313377409000.0,58758493205200.0,50763227679920.0
2274.0,51208201031000.0,83490758166000.0,58689711162360.0,50719924669770.0
2275.0,51074382581000.0,83554704263000.0,58590829887000.0,50668858155576.0
2276.0,50923456919000.0,83643699389000.0,58428082554630.0,50645567234550.0
2277.0,50867253474000.0,83699895133000.0,58349723979100.0,50552774859410.0
2278.0,50751668109000.0,83775632541000.0,58341515495140.0,50553443805270.0
2279.0,50626914516000.0,83813683592000.0,58250804386530.0,50532929178860.0
2280.0,50605058900000.0,83874035363000.0,58170805754300.0,50478407830200.0
2281.0,50435653814000.0,83878294499000.0,58053190168500.0,50494561117200.0
2282.0,50292946747000.0,83906462462000.0,57952831483800.0,50495862189100.0
2283.0,50154930774000.0,84010672808000.0,57908701191660.0,50358308465180.0
2284.0,50065102902000.0,84083999279000.0,57875474359340.0,50374521563840.0
2285.0,49920382533000.0,84096156158000.0,57841874329670.0,50337430361070.0
2286.0,49726566221000.0,84038850409000.0,57865627122100.0,50321631090030.0
2287.0,49599175775000.0,84011807123000.0,57857717421200.0,50199359760700.0
2288.0,49492471960000.0,84058188304000.0,57782900480330.0,50162745817960.0
2289.0,49443058873000.0,84118183257000.0,57767880372440.0,50149078093450.0
2290.0,49277221530000.0,84087114616000.0,57805759221820.0,50282481485140.0
2291.0,49138800224000.0,84054880495000.0,57745953164580.0,50360246719720.0
2292.0,49003550917000.0,84082623477000.0,57777311604600.0,50336087739720.0
2293.0,48901424029000.0,84009058862000.0,57719963339560.0,50313824714200.0
2294.0,48778292808000.0,84099023186000.0,57689202081800.0,50274472402200.0
2295.0,48551799926000.0,84044049530000.0,57766181585620.0,50207461358920.0
2296.0,48442410367000.0,84079981972000.0,57773605448300.0,50212843234310.0
2297.0,48263705706000.0,84150980595000.0,57798397632550.0,50194861553820.0
2298.0,48106240493000.0,84061075920000.0,57808523931380.0,50236656464500.0
2299.0,47940770015000.0,84074625485000.0,57801179542250.0,50166230487620.0
2300.0,47796056018000.0,84043381235000.0,57705747676200.0,50201522649260.0
