time,CSIRO-MK3-6-0,GFDL-CM3,CNRM-CM5,GISS-E2-R,MPI-ESM-LR,CANESM2,IPSL-CM5A-LR,NORESM1-M,CCSM4,GFDL-ESM2G,CESM1-CAM5
2086.0,694826000.0,802135740.0,568707800.0,866697860.0,562570560.0,394361300.0,575210900.0,616275400.0,504552480.0,896057150.0,403806140.0
2087.0,728457860.0,832275100.0,574471700.0,859951740.0,559304260.0,382508130.0,590954560.0,617170500.0,501735650.0,889571800.0,395766460.0
2088.0,690633800.0,798773300.0,559720100.0,861212860.0,561404100.0,382313570.0,566233600.0,610218000.0,497881300.0,878580860.0,385383400.0
2089.0,687311200.0,790888400.0,555696000.0,856779840.0,547735800.0,380231680.0,565400060.0,606110100.0,494588200.0,879993700.0,382270080.0
2090.0,681147900.0,786930000.0,551191800.0,853806140.0,547289500.0,381637100.0,559695040.0,598674200.0,493943200.0,870328800.0,380390460.0
2091.0,677322800.0,783986700.0,543953000.0,851190700.0,597969540.0,398469200.0,559086340.0,595391700.0,489883330.0,860133440.0,407820700.0
2092.0,691945400.0,781338800.0,537942000.0,842939460.0,545637600.0,378862750.0,555582500.0,593884400.0,485636600.0,870246140.0,375165760.0
2093.0,692047100.0,780345340.0,531022620.0,834699400.0,541180200.0,374534500.0,617795300.0,590856960.0,483102720.0,899543000.0,369028380.0
2094.0,682506100.0,771987000.0,524724450.0,826919700.0,534550750.0,370954240.0,560335940.0,588906900.0,497531360.0,936789900.0,367283230.0
2095.0,680474560.0,772817660.0,518181150.0,816286200.0,529158000.0,372517380.0,548597200.0,589958300.0,479975260.0,896416830.0,363749470.0
2096.0,676583740.0,760939800.0,509181540.0,823671100.0,527895500.0,367557570.0,542693600.0,686087700.0,477578660.0,876560060.0,359334660.0
2097.0,679083900.0,753550700.0,514276800.0,807071500.0,523333900.0,366531460.0,540717800.0,586024300.0,474715870.0,859118100.0,355171500.0
2098.0,675572900.0,746931000.0,602492100.0,803811600.0,520170180.0,365187970.0,533452700.0,587268540.0,470361950.0,855845060.0,352472540.0
2099.0,671654500.0,815897500.0,532363700.0,788254700.0,514659500.0,363135840.0,728659460.0,581467800.0,471674660.0,857904260.0,418001800.0
2100.0,669172350.0,773536640.0,500542850.0,776485500.0,516963260.0,368627170.0,788427800.0,575367360.0,492303000.0,862280000.0,351735500.0
